heldout_study,fold_id,method,n_tasks,spearman,utility_20,capture_20,remaining_error_80
Frangieh,frangieh_context_holdout_1_Co-culture,adaptive_nested,279,0.07195653819621252,0.2374322200301072,0.21813371155970349,0.052324430253694765
Frangieh,frangieh_context_holdout_2_Control,adaptive_nested,279,0.42801307125578414,0.23878089743390263,0.21462975978309437,0.05461726992718911
Frangieh,frangieh_context_holdout_3_IFNγ,adaptive_nested,279,0.27663235723364765,0.1970867011984919,0.21523622420092522,0.05370798850205513
Frangieh,frangieh_context_holdout_1_Co-culture,magnitude_percentile,279,0.11016863928212271,0.24690394303212618,0.21882851080505553,0.05227793256580204
Frangieh,frangieh_context_holdout_2_Control,magnitude_percentile,279,0.21103835825348938,0.4004651566505192,0.22405052669720826,0.05396211832719064
Frangieh,frangieh_context_holdout_3_IFNγ,magnitude_percentile,279,0.12323763109328206,0.22860623363567487,0.21755826832277578,0.05354907148416573
Frangieh,frangieh_context_holdout_1_Co-culture,fixed_80m_20s,279,0.0989619573139964,0.2756142970895589,0.2209345618718616,0.05213699040755189
Frangieh,frangieh_context_holdout_2_Control,fixed_80m_20s,279,0.27577663260918106,0.22907471926030942,0.21406421529135894,0.05465659978026888
Frangieh,frangieh_context_holdout_3_IFNγ,fixed_80m_20s,279,0.17190469112529622,0.28538662305051943,0.2217412799121733,0.05326279280352892
Frangieh,frangieh_context_holdout_1_Co-culture,safeconf_percentile,279,0.07218170164329367,0.3369784718882897,0.22543593742229948,0.05183574719689444
Frangieh,frangieh_context_holdout_2_Control,safeconf_percentile,279,0.4420089734663882,0.1465801084828798,0.2092575476319951,0.05499087150532082
Frangieh,frangieh_context_holdout_3_IFNγ,safeconf_percentile,279,0.24482850562956407,0.03859641389106932,0.2035602438942357,0.054507074080926775
Frangieh,frangieh_context_holdout_1_Co-culture,disagreement_percentile,279,0.08931638099658523,0.2550956027040525,0.21942941086906942,0.0522377188438987
Frangieh,frangieh_context_holdout_2_Control,disagreement_percentile,279,0.16859618296146495,0.3515731458953349,0.22120176306666922,0.0541602308659659
Frangieh,frangieh_context_holdout_3_IFNγ,disagreement_percentile,279,0.15397175347279782,0.2553059658811029,0.21952523773893196,0.05341445521613113
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,adaptive_nested,69,0.3886437759719591,0.361205831059334,0.24701758894014778,0.09566838203679112
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,adaptive_nested,69,0.031787208394204354,0.06390965022458962,0.2109226586275323,0.10461204718330097
Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),adaptive_nested,69,0.41745453302116603,0.6583204193312514,0.28739423237896955,0.10252040949900357
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,adaptive_nested,69,0.4053747927969452,0.3496584806281537,0.23561632136085378,0.09101270625839283
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,adaptive_nested,69,0.454035588011791,0.5331217949303144,0.25304199454108517,0.09655567548784721
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,magnitude_percentile,69,0.24965290464011697,0.3784006495698407,0.24911782871963567,0.0954015410871996
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,magnitude_percentile,69,-0.004640116916331751,0.10187289508361788,0.21568909330558733,0.10398013638914544
Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),magnitude_percentile,69,0.2491779320423822,0.6268580623912552,0.2833560266389783,0.10310137379218805
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,magnitude_percentile,69,0.008220679576178298,0.3496584806281537,0.23561632136085378,0.09101270625839283
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,magnitude_percentile,69,0.23511143587869934,0.1455590998430895,0.21658929571830032,0.10126774086831879
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,fixed_80m_20s,69,0.25653345539430306,0.3784006495698407,0.24911782871963567,0.0954015410871996
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,fixed_80m_20s,69,-0.0031057319055000374,0.06390965022458962,0.2109226586275323,0.10461204718330097
Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),fixed_80m_20s,69,0.2905998521328222,0.6268580623912552,0.2833560266389783,0.10310137379218805
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,fixed_80m_20s,69,0.08129487204264907,0.3496584806281537,0.23561632136085378,0.09101270625839283
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,fixed_80m_20s,69,0.2735186387208533,0.1455590998430895,0.21658929571830032,0.10126774086831879
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,safeconf_percentile,69,0.4424187066130801,0.361205831059334,0.24701758894014778,0.09566838203679112
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,safeconf_percentile,69,0.05283156740957254,0.035945499474121165,0.20741164953507077,0.10507751974167243
Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),safeconf_percentile,69,0.47025940811107053,0.6583204193312514,0.28739423237896955,0.10252040949900357
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,safeconf_percentile,69,0.5102667153818049,0.38455509667665216,0.2388816203400284,0.09062391761056807
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,safeconf_percentile,69,0.4598465473145781,0.5331217949303144,0.25304199454108517,0.09655567548784721
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,disagreement_percentile,69,0.2489952502740227,0.3784006495698407,0.24911782871963567,0.0954015410871996
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,disagreement_percentile,69,-0.013920350748995253,0.1018728950836181,0.21568909330558736,0.10398013638914544
Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),disagreement_percentile,69,0.24833759590792842,0.6268580623912555,0.28335602663897835,0.10310137379218802
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,disagreement_percentile,69,0.07745706978443552,0.36467886823227996,0.23702178876326316,0.09084536177495363
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,disagreement_percentile,69,0.31962002192181227,0.2981413157915804,0.2309406087682616,0.09941261552586365
Liang,Liang_context_holdout_1_DM2_1,adaptive_nested,68,-0.08717811748660691,-0.028885836972603548,0.20414952146080975,0.07976374590188369
Liang,Liang_context_holdout_2_DM2_2,adaptive_nested,68,0.17238252849473976,-0.13897607712928522,0.19501946315193278,0.08224039831614872
Liang,Liang_context_holdout_3_DM2_3,adaptive_nested,68,0.19258778699465628,0.2698762755509687,0.22248902194490766,0.07904155393165588
Liang,Liang_context_holdout_4_DM2_4,adaptive_nested,68,0.46760832356182874,0.7424281006232839,0.24520756577286115,0.07894991043314044
Liang,Liang_context_holdout_5_DM2_5,adaptive_nested,68,0.03844391870674489,-0.13800728348082256,0.19617615547005832,0.08208808809512068
Liang,Liang_context_holdout_6_DM2_6,adaptive_nested,68,-0.2822208905899726,-0.03051751802361014,0.20335851503404306,0.08272197631819882
Liang,Liang_context_holdout_7_EM2_1,adaptive_nested,68,0.04188141918801348,-0.20760570528663005,0.18973040601051558,0.08819723929502345
Liang,Liang_context_holdout_8_EM2_2,adaptive_nested,68,0.12006835391172156,-0.15990444005423196,0.19372869840166523,0.08931113926977614
Liang,Liang_context_holdout_9_EM2_3,adaptive_nested,68,0.11251766963894232,0.12599487777598295,0.21259531497916054,0.08012075580008983
Liang,Liang_context_holdout_1_DM2_1,magnitude_percentile,68,-0.0873382448371951,-0.028885836972603548,0.20414952146080975,0.07976374590188369
Liang,Liang_context_holdout_2_DM2_2,magnitude_percentile,68,0.15036072832767108,-0.12917697801271602,0.19578539737554845,0.08216214706316718
Liang,Liang_context_holdout_3_DM2_3,magnitude_percentile,68,0.14688704813528267,0.11491509879825001,0.2129535821753045,0.0800109241374586
Liang,Liang_context_holdout_4_DM2_4,magnitude_percentile,68,0.4815818605183799,0.6850623978578061,0.24216899750127002,0.07926773912618072
Liang,Liang_context_holdout_5_DM2_5,magnitude_percentile,68,0.04805893804634118,-0.09971447388026516,0.19886932906446925,0.08181305585667951
Liang,Liang_context_holdout_6_DM2_6,magnitude_percentile,68,-0.28705576974462726,-0.12644655232990856,0.1954250607803378,0.08354577350586921
Liang,Liang_context_holdout_7_EM2_1,magnitude_percentile,68,0.03889758369278925,-0.11147209147879669,0.19720970445432756,0.08738312325327506
Liang,Liang_context_holdout_8_EM2_2,magnitude_percentile,68,0.057754704737183644,-0.10044883042560697,0.19824766572750854,0.08881057064058906
Liang,Liang_context_holdout_9_EM2_3,magnitude_percentile,68,0.11863953887849753,0.1663608460803235,0.21474599933741906,0.07990191730503243
Liang,Liang_context_holdout_1_DM2_1,fixed_80m_20s,68,-0.03296273322914145,0.12753070517907783,0.21353278802662232,0.07882331235278422
Liang,Liang_context_holdout_2_DM2_2,fixed_80m_20s,68,0.12973230906686417,-0.13897607712928522,0.19501946315193278,0.08224039831614872
Liang,Liang_context_holdout_3_DM2_3,fixed_80m_20s,68,0.17103593078537146,0.0837402811072245,0.2110352591304589,0.08020594033489775
Liang,Liang_context_holdout_4_DM2_4,fixed_80m_20s,68,0.44059741393254265,0.4894056913819342,0.23180537896682793,0.0803517547017942
Liang,Liang_context_holdout_5_DM2_5,fixed_80m_20s,68,0.06010516980016029,-0.1144355754082813,0.1978339785031117,0.08191878791311004
Liang,Liang_context_holdout_6_DM2_6,fixed_80m_20s,68,-0.26282889429920836,-0.12644655232990815,0.19542506078033786,0.08354577350586921
Liang,Liang_context_holdout_7_EM2_1,fixed_80m_20s,68,0.02124349860106221,-0.31429318489847824,0.18143000546768182,0.08910073168613784
Liang,Liang_context_holdout_8_EM2_2,fixed_80m_20s,68,0.11976790794844686,0.020019243689134304,0.2074039302773499,0.08779632591083036
Liang,Liang_context_holdout_9_EM2_3,fixed_80m_20s,68,0.12768759484105158,0.23683701412682656,0.21850094437193016,0.07951984054085257
Liang,Liang_context_holdout_1_DM2_1,safeconf_percentile,68,0.4583730961560484,0.24068678488423112,0.22032090419905473,0.07814297655085796
Liang,Liang_context_holdout_2_DM2_2,safeconf_percentile,68,0.17440928350574492,-0.025791723247916922,0.20386637542256975,0.08133655834027298
Liang,Liang_context_holdout_3_DM2_3,safeconf_percentile,68,0.2856433942817879,0.4746142732495241,0.23508744747647856,0.07776080142884421
Liang,Liang_context_holdout_4_DM2_4,safeconf_percentile,68,0.04499442610117344,-0.04138231381849005,0.20369039886910745,0.08329253028444478
Liang,Liang_context_holdout_5_DM2_5,safeconf_percentile,68,0.22727793258770082,-0.04743888811617036,0.2025459260204204,0.08143759447062562
Liang,Liang_context_holdout_6_DM2_6,safeconf_percentile,68,-0.0621063480551208,-0.06007198775860575,0.20091432245636684,0.08297577736213553
Liang,Liang_context_holdout_7_EM2_1,safeconf_percentile,68,0.2782379661793335,-0.21611515485189137,0.1890683616914663,0.08826930232400076
Liang,Liang_context_holdout_8_EM2_2,safeconf_percentile,68,0.3147306943543154,0.2999580870512821,0.22868088789816396,0.08543946498629715
Liang,Liang_context_holdout_9_EM2_3,safeconf_percentile,68,0.1900599305263961,0.25292355579097436,0.2193580295599953,0.07943262958775667
Liang,Liang_context_holdout_1_DM2_1,disagreement_percentile,68,-0.08218498301332212,0.07385690893723683,0.21031295251045345,0.0791460188772924
Liang,Liang_context_holdout_2_DM2_2,disagreement_percentile,68,0.20445089132343397,-0.1233518507390331,0.19624071110212216,0.08211563018416432
Liang,Liang_context_holdout_3_DM2_3,disagreement_percentile,68,0.17769210214910103,0.1033000763684811,0.21223885898384096,0.08008358270213325
Liang,Liang_context_holdout_4_DM2_4,disagreement_percentile,68,0.4713898538000533,0.5402813460263268,0.23450017991140748,0.08006988344346934
Liang,Liang_context_holdout_5_DM2_5,disagreement_percentile,68,-0.04214223002633889,-0.048819665571291665,0.20244881448902116,0.0814475116931599
Liang,Liang_context_holdout_6_DM2_6,disagreement_percentile,68,-0.2018170019467878,-0.0906813793389478,0.19838288648817998,0.08323863762005988
Liang,Liang_context_holdout_7_EM2_1,disagreement_percentile,68,-0.081765087605451,-0.07494655057898567,0.20005143078074475,0.0870738034680071
Liang,Liang_context_holdout_8_EM2_2,disagreement_percentile,68,0.09157537122571287,-0.15990444005423196,0.19372869840166523,0.08931113926977614
Liang,Liang_context_holdout_9_EM2_3,disagreement_percentile,68,0.13375577356185822,0.1109851721163237,0.21179560322838795,0.08020212883623377
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,adaptive_nested,128,0.17882945398567368,0.26561354331164383,0.2378552121171898,0.13867551422299396
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,adaptive_nested,128,0.40322573723891136,0.3513750392505968,0.24515289931690992,0.13428701039507165
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,magnitude_percentile,128,0.40204403955319534,0.1496915964045842,0.22269787580472586,0.1414334565992987
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,magnitude_percentile,128,0.4031141274491851,0.3261654959917485,0.24213759080732472,0.1348234326252221
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,fixed_80m_20s,128,0.4113304721299436,0.22549324603082305,0.23260929574788494,0.1396300312145817
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,fixed_80m_20s,128,0.4134391027283948,0.3852274302111627,0.24920197713974482,0.13356668099963062
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,safeconf_percentile,128,0.08865510812425614,0.1848694015533008,0.22729753822931334,0.14059652828577737
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,safeconf_percentile,128,0.3732767946042062,0.3513750392505968,0.24515289931690992,0.13428701039507165
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,disagreement_percentile,128,0.11029916681926386,0.18962806114779215,0.22791975521060737,0.14048331323633914
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,disagreement_percentile,128,0.35019341695660133,0.34044955736272575,0.243846104577729,0.1345194886791716
