inner_heldout_study,candidate,spearman,utility_20,capture_20,remaining_error_80,outer_heldout_study
Lara_exvivo,magnitude_percentile,0.147504567044209,0.32046983750319147,0.24007371314867107,0.09895269967904893,Frangieh
Lara_exvivo,safeconf_percentile,0.38712458896602125,0.3946297282943346,0.24674941714706033,0.09808918087517647,Frangieh
Lara_exvivo,disagreement_percentile,0.17609791742784073,0.35399035821371494,0.24322506923914525,0.09854820571387007,Frangieh
Lara_exvivo,fixed_80m_20s,0.1797682172770255,0.3128771885313858,0.2391204262130601,0.09907908183788006,Frangieh
Lara_exvivo,simplex_M0.00_S0.00_D1.00,0.17609791742784073,0.35399035821371494,0.24322506923914525,0.09854820571387007,Frangieh
Lara_exvivo,simplex_M0.00_S0.25_D0.75,0.22869042786694874,0.33890472034985847,0.24142708834827795,0.0987827761870789,Frangieh
Lara_exvivo,simplex_M0.00_S0.50_D0.50,0.29352227017528576,0.3433936317210839,0.2419906888230523,0.09870805676938903,Frangieh
Lara_exvivo,simplex_M0.00_S0.75_D0.25,0.3432227829766846,0.36638163651360894,0.24427205757270745,0.09840043282568349,Frangieh
Lara_exvivo,simplex_M0.00_S1.00_D0.00,0.38712458896602125,0.3946297282943346,0.24674941714706033,0.09808918087517647,Frangieh
Lara_exvivo,simplex_M0.25_S0.00_D0.75,0.16756259539184315,0.3594131449782724,0.24373248291106067,0.09848778959986337,Frangieh
Lara_exvivo,simplex_M0.25_S0.25_D0.50,0.2214713007373729,0.3433936317210839,0.2419906888230523,0.09870805676938903,Frangieh
Lara_exvivo,simplex_M0.25_S0.50_D0.25,0.2893363973765699,0.3540618684510352,0.24272821974831033,0.09861016139492589,Frangieh
Lara_exvivo,simplex_M0.25_S0.75_D0.00,0.3394591796392131,0.39324323523472865,0.2467985591697177,0.09807384409306716,Frangieh
Lara_exvivo,simplex_M0.50_S0.00_D0.50,0.16203955685084895,0.36530528299803344,0.24428667539495877,0.09841615179794946,Frangieh
Lara_exvivo,simplex_M0.50_S0.25_D0.25,0.20746876858626467,0.31807460374096863,0.23960927566553186,0.09901589061595015,Frangieh
Lara_exvivo,simplex_M0.50_S0.50_D0.00,0.2768054880608461,0.34302154086747527,0.24185909946673365,0.09872413730092618,Frangieh
Lara_exvivo,simplex_M0.75_S0.00_D0.25,0.1528792444987247,0.32046983750319147,0.24007371314867107,0.09895269967904893,Frangieh
Lara_exvivo,simplex_M0.75_S0.25_D0.00,0.18800753001635426,0.3034109281547099,0.2379641815807636,0.09922598573840387,Frangieh
Lara_exvivo,simplex_M1.00_S0.00_D0.00,0.147504567044209,0.32046983750319147,0.24007371314867107,0.09895269967904893,Frangieh
Lara_exvivo,one_sided_S0.00_D0.00,0.147504567044209,0.32046983750319147,0.24007371314867107,0.09895269967904893,Frangieh
Lara_exvivo,one_sided_S0.00_D0.25,0.14849796347141453,0.32046983750319147,0.24007371314867107,0.09895269967904893,Frangieh
Lara_exvivo,one_sided_S0.00_D0.50,0.14473470701988717,0.33981079445451623,0.24189285128458587,0.09871754842524981,Frangieh
Lara_exvivo,one_sided_S0.00_D0.75,0.14904637842674823,0.3516810035030678,0.24300931879008963,0.09857322803057392,Frangieh
Lara_exvivo,one_sided_S0.00_D1.00,0.1454035986655191,0.36512982243463143,0.24427426444210631,0.0984097145786887,Frangieh
Lara_exvivo,one_sided_S0.25_D0.00,0.15872565408068223,0.31287718853138574,0.2391204262130601,0.09907908183788006,Frangieh
Lara_exvivo,one_sided_S0.25_D0.25,0.15960831780406362,0.31287718853138574,0.2391204262130601,0.09907908183788006,Frangieh
Lara_exvivo,one_sided_S0.25_D0.50,0.16289884057448337,0.3339186564347551,0.24133865880068778,0.09878918622716372,Frangieh
Lara_exvivo,one_sided_S0.25_D0.75,0.16543617263628072,0.36512982243463143,0.24427426444210631,0.0984097145786887,Frangieh
Lara_exvivo,one_sided_S0.25_D1.00,0.165876707821,0.36512982243463143,0.24427426444210631,0.0984097145786887,Frangieh
Lara_exvivo,one_sided_S0.50_D0.00,0.17867347917958032,0.3168597470862735,0.2392291272327803,0.09906247228651867,Frangieh
Lara_exvivo,one_sided_S0.50_D0.25,0.1789256805329195,0.3263260074629494,0.24038537186507675,0.09891556838599483,Frangieh
Lara_exvivo,one_sided_S0.50_D0.50,0.18118897795298772,0.3263260074629494,0.24038537186507675,0.09891556838599483,Frangieh
Lara_exvivo,one_sided_S0.50_D0.75,0.18560709893409658,0.3433936317210839,0.2419906888230523,0.09870805676938903,Frangieh
Lara_exvivo,one_sided_S0.50_D1.00,0.18704866037174406,0.34690262335042793,0.24231902744388895,0.09866896254578565,Frangieh
Lara_exvivo,one_sided_S0.75_D0.00,0.20465292972498342,0.29631175130343995,0.236591783988795,0.09944189878241336,Frangieh
Lara_exvivo,one_sided_S0.75_D0.25,0.2025504341466001,0.29631175130343995,0.236591783988795,0.09944189878241336,Frangieh
Lara_exvivo,one_sided_S0.75_D0.50,0.20530490336141166,0.320358698771274,0.2388501607426055,0.09915662943624262,Frangieh
Lara_exvivo,one_sided_S0.75_D0.75,0.20585120105518193,0.289700008081255,0.23598140718570412,0.0994982026959789,Frangieh
Lara_exvivo,one_sided_S0.75_D1.00,0.20250066140647077,0.28381571321487753,0.23512467212902396,0.09961835107216925,Frangieh
Lara_exvivo,one_sided_S1.00_D0.00,0.23550687675474755,0.30329107451313964,0.2372448437846299,0.0993641410528484,Frangieh
Lara_exvivo,one_sided_S1.00_D0.25,0.23486749268737905,0.32035869877127415,0.2388501607426055,0.0991566294362426,Frangieh
Lara_exvivo,one_sided_S1.00_D0.50,0.23464706406893718,0.2960286856449258,0.23657665894780444,0.09942125735828267,Frangieh
Lara_exvivo,one_sided_S1.00_D0.75,0.23174193820455669,0.2765351828637457,0.23460088313193891,0.09968760778797725,Frangieh
Lara_exvivo,one_sided_S1.00_D1.00,0.22763329773431903,0.2892470986135194,0.23563596368173262,0.09955140260657837,Frangieh
Liang,magnitude_percentile,0.0741984875282581,0.041132619959609186,0.20661725087522165,0.08251766631001504,Frangieh
Liang,safeconf_percentile,0.21240226395970885,0.09748695924254858,0.21150362817706925,0.08200973725947064,Frangieh
Liang,disagreement_percentile,0.07455052105202883,0.036746624129542035,0.2066333484328692,0.08252092623269958,Frangieh
Liang,fixed_80m_20s,0.08604202193857215,0.02926461619091605,0.20577631207513924,0.08261142947360277,Frangieh
Liang,simplex_M0.00_S0.00_D1.00,0.07455052105202883,0.036746624129542035,0.2066333484328692,0.08252092623269958,Frangieh
Liang,simplex_M0.00_S0.25_D0.75,0.10128781708244383,0.13861069150346522,0.21340840486524743,0.08180905378956219,Frangieh
Liang,simplex_M0.00_S0.50_D0.50,0.16555347124111122,0.1549760301669135,0.21470504804597712,0.08166902833611661,Frangieh
Liang,simplex_M0.00_S0.75_D0.25,0.20957743709525392,0.14866271287210434,0.21438604584962545,0.08170602538398654,Frangieh
Liang,simplex_M0.00_S1.00_D0.00,0.21240226395970885,0.09748695924254858,0.21150362817706925,0.08200973725947064,Frangieh
Liang,simplex_M0.25_S0.00_D0.75,0.07069746987286715,0.04351561612076748,0.20692977664748846,0.08249074766268577,Frangieh
Liang,simplex_M0.25_S0.25_D0.50,0.10746281806784336,0.10911900805729344,0.21170025045220126,0.08198276852337155,Frangieh
Liang,simplex_M0.25_S0.50_D0.25,0.16754394832189667,0.13153663774813606,0.21296062485663303,0.08185405723212173,Frangieh
Liang,simplex_M0.25_S0.75_D0.00,0.20702899896121135,0.1486893955445706,0.21430244716884086,0.08171511632646733,Frangieh
Liang,simplex_M0.50_S0.00_D0.50,0.07390719195066947,0.03265456156900959,0.20623945671274063,0.08256067302689712,Frangieh
Liang,simplex_M0.50_S0.25_D0.25,0.09519046490923394,0.06529733472773858,0.20868096892519916,0.08230009120729667,Frangieh
Liang,simplex_M0.50_S0.50_D0.00,0.1595556026538011,0.09863162133875741,0.21082493257425666,0.08207633443923625,Frangieh
Liang,simplex_M0.75_S0.00_D0.25,0.07048775536443709,0.038379155991407655,0.20632647528561074,0.08255226950004547,Frangieh
Liang,simplex_M0.75_S0.25_D0.00,0.09207158464768289,0.02575400578686872,0.20574087816763234,0.08261125599226099,Frangieh
Liang,simplex_M1.00_S0.00_D0.00,0.0741984875282581,0.041132619959609186,0.20661725087522165,0.08251766631001504,Frangieh
Liang,one_sided_S0.00_D0.00,0.0741984875282581,0.041132619959609186,0.20661725087522165,0.08251766631001504,Frangieh
Liang,one_sided_S0.00_D0.25,0.07161590752566865,0.04004383116887933,0.2065321470725977,0.08252636089367965,Frangieh
Liang,one_sided_S0.00_D0.50,0.06443006303888539,0.023938447150660964,0.2054009181297372,0.0826463155418515,Frangieh
Liang,one_sided_S0.00_D0.75,0.05774731945428719,0.037198973301880815,0.2062417654417203,0.08256141640760228,Frangieh
Liang,one_sided_S0.00_D1.00,0.05696944487677358,0.029921444025623394,0.20602296983995888,0.0825785624039343,Frangieh
Liang,one_sided_S0.25_D0.00,0.07625781003797326,0.04641779814282133,0.20686976576944116,0.08249104659445296,Frangieh
Liang,one_sided_S0.25_D0.25,0.07447435963662215,0.04164516314945927,0.206667538504438,0.08251131866038043,Frangieh
Liang,one_sided_S0.25_D0.50,0.07160367826247921,0.03416284312377104,0.20624672014515266,0.08255720085838428,Frangieh
Liang,one_sided_S0.25_D0.75,0.06999003037092547,0.04504247737564268,0.20694084851588632,0.08248616763336118,Frangieh
Liang,one_sided_S0.25_D1.00,0.07153911512149282,0.061266757466797044,0.20788996155159623,0.08238985502217494,Frangieh
Liang,one_sided_S0.50_D0.00,0.08625356944098922,0.025043053582723532,0.2054959298241888,0.08263435802450608,Frangieh
Liang,one_sided_S0.50_D0.25,0.08482996661517628,0.03822480238670455,0.20652556081888776,0.0825276713327644,Frangieh
Liang,one_sided_S0.50_D0.50,0.08623233249111861,0.04826693255589466,0.2069394069139949,0.08249275637344862,Frangieh
Liang,one_sided_S0.50_D0.75,0.08964927903026491,0.08224299256447141,0.2093043301593714,0.08223904664043356,Frangieh
Liang,one_sided_S0.50_D1.00,0.09152226018367399,0.08617370928486773,0.20960772518537926,0.08220894766744619,Frangieh
Liang,one_sided_S0.75_D0.00,0.10335205478797826,0.02770601429975022,0.20567557729938613,0.08262129922712497,Frangieh
Liang,one_sided_S0.75_D0.25,0.10473237666890547,0.07563396106811898,0.2091951419576481,0.08224663293698173,Frangieh
Liang,one_sided_S0.75_D0.50,0.10684094318789793,0.09602556417827987,0.21058792550373817,0.0820970572789626,Frangieh
Liang,one_sided_S0.75_D0.75,0.11039881362386592,0.0968955202733473,0.21069857808179612,0.08208487308127183,Frangieh
Liang,one_sided_S0.75_D1.00,0.11048508658357349,0.10532980965882917,0.21131210662982416,0.08202131724243607,Frangieh
Liang,one_sided_S1.00_D0.00,0.12251117114313782,0.08037046119494001,0.20971510880820293,0.08219106576351792,Frangieh
Liang,one_sided_S1.00_D0.25,0.12660730648529728,0.09726391588428353,0.21068781795212155,0.08209125614110648,Frangieh
Liang,one_sided_S1.00_D0.50,0.13000294220019112,0.08615243747380277,0.20984060718768222,0.08217893250776315,Frangieh
Liang,one_sided_S1.00_D0.75,0.1313786182144635,0.10054774066067071,0.21089555472692914,0.08206631413454103,Frangieh
Liang,one_sided_S1.00_D1.00,0.12921791545019745,0.11481507000231127,0.21211938136361747,0.08194056397169236,Frangieh
Nadig_two_cellline,magnitude_percentile,0.4025790835011902,0.23792854619816634,0.23241773330602528,0.1381284446122604,Frangieh
Nadig_two_cellline,safeconf_percentile,0.23096595136423118,0.26812222040194883,0.23622521877311164,0.1374417693404245,Frangieh
Nadig_two_cellline,disagreement_percentile,0.2302462918879326,0.26503880925525897,0.2358829298941682,0.13750140095775537,Frangieh
Nadig_two_cellline,fixed_80m_20s,0.4123847874291692,0.30536033812099284,0.24090563644381488,0.13659835610710616,Frangieh
Nadig_two_cellline,simplex_M0.00_S0.00_D1.00,0.2302462918879326,0.26503880925525897,0.2358829298941682,0.13750140095775537,Frangieh
Nadig_two_cellline,simplex_M0.00_S0.25_D0.75,0.2455389848832537,0.23327961965622512,0.23205770215268318,0.13818316895264093,Frangieh
