manifest_id,quadrant,score_name,target_error,n_tasks,spearman,bootstrap_ci95_low,bootstrap_ci95_high,top20_error_enrichment
E81_r1_p25,new_context_new_perturbation,model_disagreement_rmse,pair_mean_rmse,28,0.15051997810618503,-0.29182867696420256,0.5880270462182844,1.0827131198992104
E81_r1_p25,new_context_new_perturbation,model_disagreement_rmse,pair_max_rmse,28,0.32183908045977017,-0.08541988038582861,0.688890252810321,1.1565197013834891
E81_r1_p25,new_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,28,0.39518336070060217,-0.02785108708495806,0.7529182901585951,1.1463043478929753
E81_r1_p25,new_context_new_perturbation,predicted_magnitude_knn,error_knn_rmse,28,0.13519430760810075,-0.32502517235595607,0.6231963326637919,1.0904781994246022
E81_r1_p25,new_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,28,0.26272577996715935,-0.20068530457981318,0.6608907531971895,1.0827131198992104
E81_r1_p25,new_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,28,0.3628899835796388,-0.035173479732787796,0.7606215834334171,1.1406803365519083
E81_r1_p25,new_context_new_perturbation,max_context_control_cosine,pair_mean_rmse,28,,,,0.9177894708390542
E81_r1_p25,new_context_new_perturbation,max_external_smiles_hash_cosine,pair_mean_rmse,28,0.08400503393723777,-0.38282080453360134,0.47615045430273395,0.9369762164280223
E81_r1_p25,new_context_new_perturbation,history_support_same_drug,pair_mean_rmse,28,,,,0.9177894708390542
E81_r1_p25,new_context_seen_perturbation,model_disagreement_rmse,pair_mean_rmse,8,0.14285714285714285,-0.7468354430379747,0.8518518518518519,0.9189043373499493
E81_r1_p25,new_context_seen_perturbation,model_disagreement_rmse,pair_max_rmse,8,0.14285714285714285,-0.7468354430379747,0.8518518518518519,0.9408368468036392
E81_r1_p25,new_context_seen_perturbation,predicted_magnitude_ridge,error_ridge_rmse,8,0.9761904761904762,0.7297297297297297,1.0000000000000002,1.558814558463401
E81_r1_p25,new_context_seen_perturbation,predicted_magnitude_knn,error_knn_rmse,8,0.8809523809523809,0.3418155019941045,1.0000000000000002,1.598553339386022
E81_r1_p25,new_context_seen_perturbation,predicted_magnitude_mean,pair_mean_rmse,8,1.0,0.9999999999999998,1.0000000000000002,1.578465246091307
E81_r1_p25,new_context_seen_perturbation,predicted_magnitude_max,pair_max_rmse,8,1.0,0.9999999999999998,1.0000000000000002,1.5508653092963773
E81_r1_p25,new_context_seen_perturbation,max_context_control_cosine,pair_mean_rmse,8,,,,1.0905573938236222
E81_r1_p25,new_context_seen_perturbation,max_external_smiles_hash_cosine,pair_mean_rmse,8,-0.8728715609439696,-0.917662935482247,-0.599144689515278,0.7811533376662279
E81_r1_p25,new_context_seen_perturbation,history_support_same_drug,pair_mean_rmse,8,,,,1.0905573938236222
E81_r1_p25,seen_context_new_perturbation,model_disagreement_rmse,pair_mean_rmse,51,0.6599095022624434,0.42546134211388276,0.8202352944902491,1.2129008558129217
E81_r1_p25,seen_context_new_perturbation,model_disagreement_rmse,pair_max_rmse,51,0.6492307692307692,0.41184623649650165,0.8028974111628637,1.2719945979457694
E81_r1_p25,seen_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,51,0.7305882352941176,0.5073717628808072,0.8980090773603852,1.3498886023025347
E81_r1_p25,seen_context_new_perturbation,predicted_magnitude_knn,error_knn_rmse,51,0.4594570135746606,0.1466505579948106,0.7079755024770773,1.0722802296024723
E81_r1_p25,seen_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,51,0.7085972850678733,0.4769324992945192,0.889919113403905,1.2484773623910563
E81_r1_p25,seen_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,51,0.7353846153846154,0.5214935388688728,0.8837146838577088,1.3461592524264645
E81_r1_p25,seen_context_new_perturbation,max_context_control_cosine,pair_mean_rmse,51,-0.09859366135392071,-0.36051442885404,0.17424168214550254,0.9032303271253554
E81_r1_p25,seen_context_new_perturbation,max_external_smiles_hash_cosine,pair_mean_rmse,51,0.2681686532553091,-0.018796758894061294,0.534596058014011,1.0185005170222121
E81_r1_p25,seen_context_new_perturbation,history_support_same_drug,pair_mean_rmse,51,,,,1.049823185596475
E81_r1_p25,seen_context_seen_perturbation_pair_holdout,model_disagreement_rmse,pair_mean_rmse,4,0.7999999999999998,-1.0000000000000002,1.0000000000000002,1.0720161652591045
E81_r1_p25,seen_context_seen_perturbation_pair_holdout,model_disagreement_rmse,pair_max_rmse,4,0.9999999999999998,0.9999999999999998,1.0000000000000002,1.2355652277143483
E81_r1_p25,seen_context_seen_perturbation_pair_holdout,predicted_magnitude_ridge,error_ridge_rmse,4,0.3999999999999999,-1.0000000000000002,1.0000000000000002,1.2591925917158768
E81_r1_p25,seen_context_seen_perturbation_pair_holdout,predicted_magnitude_knn,error_knn_rmse,4,-0.5999999999999999,-1.0000000000000002,1.0000000000000002,0.8601799118018546
