quadrant,score_name,target_error,n_manifests,mean_spearman,median_spearman,min_spearman,max_spearman,positive_manifests
new_context_new_perturbation,history_support_same_drug,pair_mean_rmse,9,,,,,0
new_context_new_perturbation,max_context_control_cosine,pair_mean_rmse,9,,,,,0
new_context_new_perturbation,max_external_smiles_hash_cosine,pair_mean_rmse,9,0.08734170931113322,0.0,-0.2881754895579339,0.545544725589981,4
new_context_new_perturbation,model_disagreement_rmse,pair_max_rmse,9,0.40566696396915963,0.32183908045977017,0.022556390977443604,0.7880341880341881,9
new_context_new_perturbation,model_disagreement_rmse,pair_mean_rmse,9,0.3209977866772999,0.15789473684210525,-0.06616541353383458,0.7381196581196581,8
new_context_new_perturbation,predicted_magnitude_knn,error_knn_rmse,9,0.5427958393351084,0.6615067079463366,0.13519430760810075,0.9761904761904762,9
new_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,9,0.7494231462627605,0.8280701754385965,0.3628899835796388,0.9761904761904762,9
new_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,9,0.7056051136955731,0.7543859649122807,0.26272577996715935,0.9761904761904762,9
new_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,9,0.7693577208857804,0.8393162393162393,0.39518336070060217,0.9523809523809523,9
new_context_seen_perturbation,history_support_same_drug,pair_mean_rmse,9,0.0964311026655054,0.1091089451179962,-0.34879708770435935,0.412310562561766,5
new_context_seen_perturbation,max_context_control_cosine,pair_mean_rmse,9,,,,,0
new_context_seen_perturbation,max_external_smiles_hash_cosine,pair_mean_rmse,9,-0.03958994891906886,0.11371470653683553,-0.8728715609439696,0.5063696835418333,6
new_context_seen_perturbation,model_disagreement_rmse,pair_max_rmse,9,0.6449001445553171,0.6765188834154353,0.14285714285714285,0.9285714285714286,9
new_context_seen_perturbation,model_disagreement_rmse,pair_mean_rmse,9,0.5883706196890781,0.6486042692939246,0.14285714285714285,0.8411764705882353,9
new_context_seen_perturbation,predicted_magnitude_knn,error_knn_rmse,9,0.6258358849974807,0.8153846153846156,0.03863247863247863,0.9285714285714286,9
new_context_seen_perturbation,predicted_magnitude_max,pair_max_rmse,9,0.9040393565816149,0.8915384615384616,0.8147008547008547,1.0,9
new_context_seen_perturbation,predicted_magnitude_mean,pair_mean_rmse,9,0.878805978035187,0.8894362342638207,0.6478632478632479,1.0,9
new_context_seen_perturbation,predicted_magnitude_ridge,error_ridge_rmse,9,0.8967594649609525,0.8795840175150522,0.8147008547008547,0.9761904761904762,9
seen_context_new_perturbation,history_support_same_drug,pair_mean_rmse,9,,,,,0
seen_context_new_perturbation,max_context_control_cosine,pair_mean_rmse,9,0.19786979942751648,0.2544423696201177,-0.19312181983410706,0.7863729095926286,6
seen_context_new_perturbation,max_external_smiles_hash_cosine,pair_mean_rmse,9,0.27931702370687606,0.2681686532553091,-0.2123455871841037,0.7169281790988647,6
seen_context_new_perturbation,model_disagreement_rmse,pair_max_rmse,9,0.4941970070492983,0.4795929532771638,0.25882352941176473,0.8391608391608393,9
seen_context_new_perturbation,model_disagreement_rmse,pair_mean_rmse,9,0.43443489139092417,0.4491738702265018,0.07352941176470588,0.8111888111888113,9
seen_context_new_perturbation,predicted_magnitude_knn,error_knn_rmse,9,0.3969736214841995,0.4411764705882353,0.11888111888111891,0.6170868347338937,9
seen_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,9,0.5691751006819273,0.5264705882352941,0.3986013986013987,0.7353846153846154,9
seen_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,9,0.5278961743015852,0.5240150093808631,0.3426573426573427,0.7085972850678733,9
seen_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,9,0.5474758738803871,0.5953095684803003,0.2657342657342658,0.7305882352941176,9
seen_context_seen_perturbation_pair_holdout,history_support_same_drug,pair_mean_rmse,9,0.22434395305262955,0.14865504242077987,-0.20701966780270625,0.9258200997725515,4
seen_context_seen_perturbation_pair_holdout,max_context_control_cosine,pair_mean_rmse,9,0.1165110252068085,0.0,-0.8944271909999159,0.828078671210825,4
seen_context_seen_perturbation_pair_holdout,max_external_smiles_hash_cosine,pair_mean_rmse,9,0.2773555752539171,0.37360679774997896,-0.6546536707079772,0.8944271909999159,6
seen_context_seen_perturbation_pair_holdout,model_disagreement_rmse,pair_max_rmse,9,0.7178932178932178,0.7818181818181817,0.19999999999999996,0.9999999999999998,9
seen_context_seen_perturbation_pair_holdout,model_disagreement_rmse,pair_mean_rmse,9,0.589033189033189,0.6363636363636362,0.19999999999999996,0.8857142857142858,9
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_knn,error_knn_rmse,9,0.2847041847041847,0.37142857142857144,-0.5999999999999999,0.8285714285714285,7
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_max,pair_max_rmse,9,0.43997113997113996,0.5428571428571428,-0.7999999999999998,1.0,8
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_mean,pair_mean_rmse,9,0.35411255411255405,0.4999999999999999,-0.7999999999999998,0.9999999999999998,7
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_ridge,error_ridge_rmse,9,0.3111111111111111,0.3999999999999999,-0.5999999999999999,0.7999999999999998,8
