panel,task_id,locked_row_order,n_test_cells,n_genes,gene_order_sha256,epistemic_confidence,aleatoric_confidence,combined_confidence_official,predicted_magnitude_rms,pearson_effect_accuracy,frac_correct_direction_all,frac_correct_direction_top20_de,rmse_effect_error,raw_pearson_effect_accuracy_sensitivity,raw_frac_correct_direction_all_sensitivity,raw_rmse_effect_error_sensitivity,true_magnitude_pca10_diagnostic_only,true_magnitude_raw_diagnostic_only
Norman_P3,AHR+ctrl,0,558,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.14017187431156733,0.5626223091976517,0.35,0.10490388360006779,0.11725996014976177,0.4965753424657534,0.12534130880003197,0.10556272810671706,0.12588285101471772
Norman_P3,CBL+ctrl,1,663,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.17601990004182047,0.5538160469667319,0.85,0.08184996053543966,0.05011387695578651,0.4877690802348337,0.08937601072769363,0.0826926246941726,0.08891705388750634
Norman_P3,CDKN1A+ctrl,2,360,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.1174367408383691,0.526908023483366,0.8,0.12197304445952407,0.08803693878431028,0.49510763209393344,0.13569426611321075,0.12253981224591326,0.13602255882370884
Norman_P3,CEBPE+ctrl,3,1233,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.07167277626040222,0.512720156555773,0.7,0.22477456869250637,0.06530989068943914,0.4980430528375734,0.23669107370118297,0.22508306378956852,0.23696954851898536
Norman_P3,CITED1+ctrl,4,215,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.11915305627185707,0.5567514677103719,0.3,0.1436633459030241,0.03471002927700697,0.49412915851272016,0.16083378961574035,0.14414519856113167,0.16047806639139445
Norman_P3,CNN1+ctrl,5,765,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.14882294196084167,0.5327788649706457,0.65,0.09925676881401577,0.12319626487814392,0.5097847358121331,0.12105450635199538,0.09995267313151553,0.12169892102866958
Norman_P3,CNNM4+ctrl,6,470,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.27143060044209993,0.6090998043052838,0.7,0.05174450209584782,0.1677306738283069,0.5273972602739726,0.08737668382692965,0.05306696415187849,0.08830659990889247
Norman_P3,DUSP9+ctrl,7,731,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.106272279255834,0.536692759295499,0.6,0.14187447384445762,0.11128233437854529,0.5117416829745597,0.17257711235332712,0.14236334670734205,0.17332259734736796
Norman_P3,EGR1+ctrl,8,322,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.17715513394668267,0.5812133072407045,0.65,0.07767051601444531,0.10936108088117653,0.5058708414872799,0.09414257413509683,0.07855751867316346,0.0944306829909924
Norman_P3,FOXF1+ctrl,9,874,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.2893804517352274,0.6345401174168297,0.65,0.04798340262802257,0.15980185251934464,0.5293542074363993,0.060942776079674056,0.04940723005172688,0.0613461106603919
Norman_P3,FOXO4+ctrl,10,215,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.13082624880012642,0.5543052837573386,0.6,0.14649528138151635,0.10975487073960052,0.5171232876712328,0.16647140597951987,0.1469677775354107,0.16688805280115518
Norman_P3,HOXB9+ctrl,11,701,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.14311196512960453,0.5636007827788649,0.35,0.1085900984270561,0.08500934398068688,0.5088062622309197,0.12521784626896712,0.10922688256397291,0.12533474532202926
Norman_P3,HOXC13+ctrl,12,385,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.10253044075576408,0.549412915851272,0.25,0.1886256849812202,0.0950776401251859,0.49853228962818,0.20509392219869593,0.18899365560432785,0.20546854445783938
Norman_P3,IRF1+ctrl,13,427,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.1960460147028291,0.5758317025440313,0.75,0.06692081382455721,0.12923107011495374,0.5176125244618396,0.16000774898656936,0.06794769281351014,0.16105536084082056
Norman_P3,KIF2C+ctrl,14,634,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.3845775313950416,0.6717221135029354,0.85,0.03102326762622214,-0.013358664703786976,0.5034246575342466,0.052250006426980404,0.03318128664328743,0.05060293777471797
Norman_P3,KMT2A+ctrl,15,241,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.2780201527917572,0.6237769080234834,0.65,0.0480732901383683,-0.03619455331300174,0.4789628180039139,0.07060901727444295,0.04949401222750066,0.06900847824912693
Norman_P3,LHX1+ctrl,16,375,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.16452665378096384,0.5836594911937377,0.4,0.08746029468971195,0.12951371820247917,0.5190802348336595,0.1356943865441022,0.08824937813353907,0.1364892021633045
Norman_P3,MAP2K3+ctrl,17,579,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.17105757383456813,0.5787671232876712,0.6,0.06366720593502187,0.04949381399192828,0.5278864970645792,0.08235334692706636,0.06474605971073887,0.08225500308358333
Norman_P3,PTPN9+ctrl,18,445,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.1994532178586928,0.5714285714285714,0.8,0.07462083720452473,0.05576822395731301,0.49412915851272016,0.09022136533219838,0.07554365125886399,0.08979657101400262
Norman_P3,RHOXF2+ctrl,19,328,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.10368708266223108,0.5435420743639922,0.5,0.1679718967054264,0.07519656725841707,0.49217221135029354,0.18982204441671513,0.16838471452805628,0.19003185689499513
Norman_P3,SET+ctrl,20,986,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.1348132561476061,0.5636007827788649,0.6,0.10807355981646816,0.0962536834250534,0.5318003913894325,0.17152736907398466,0.10871178421172113,0.172117325841468
Norman_P3,TGFBR2+ctrl,21,646,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.5185372050432804,0.7152641878669276,0.95,0.020520698192617655,0.18521745934979125,0.5396281800391389,0.037501709778733544,0.02365907781445134,0.03776129737233374
Norman_P3,ZBTB25+ctrl,22,740,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.18899907758028262,0.5587084148727984,0.75,0.07423959938804514,0.07521779691375854,0.48679060665362034,0.08792565588293727,0.07516684202922114,0.08777692191200437
Norman_P3,ZNF318+ctrl,23,650,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.37547419451170977,0.6355185909980431,0.9,0.03526308755186833,0.08916389297760881,0.512720156555773,0.057350050878262435,0.03717736743384552,0.05696821487044663
Norman_P4,ARID1A+ctrl,0,232,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.10970451100656196,0.5415851272015656,0.45,0.17607773946428235,0.14631521855150845,0.5151663405088063,0.2050742444164699,0.1764713817459467,0.20601616464503852
Norman_P4,BAK1+ctrl,1,1457,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.6149903146672385,0.7666340508806262,1.0,0.015455423088827297,0.11999253727976995,0.5645792563600783,0.03964724630554113,0.019429200473347088,0.039384519789966994
Norman_P4,BCORL1+ctrl,2,533,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.3629366493794688,0.6179060665362035,0.85,0.0382629238094204,0.11693149707075129,0.5156555772994129,0.06682495809844306,0.04003411182559858,0.06687408832379961
Norman_P4,CDKN1B+ctrl,3,550,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.1361774855618323,0.5386497064579256,0.75,0.10949139744014093,0.13510878562426917,0.5220156555772995,0.11857828409191183,0.11012297300518166,0.11929136425228565
Norman_P4,ETS2+ctrl,4,1201,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.13138853512262513,0.550880626223092,0.65,0.0917285276713438,0.2066319740604616,0.5435420743639922,0.114138416184037,0.09248027624558297,0.11590822012458227
Norman_P4,FOXL2+ctrl,5,652,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.14018137364588443,0.574853228962818,0.15,0.11881524170969343,0.08702553855224648,0.512720156555773,0.13665119385375601,0.11939783891429047,0.1368206148532677
Norman_P4,GLB1L2+ctrl,6,463,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.22050343288542076,0.5934442270058709,0.8,0.060993478618799786,0.07037512293357169,0.5259295499021527,0.08977276403168528,0.0621190751640408,0.0896545105202459
Norman_P4,HNF4A+ctrl,7,237,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.11552877199761115,0.5557729941291585,0.55,0.15815910074554748,0.06040939337899973,0.4892367906066536,0.18709951816783463,0.15859679513848765,0.18710398006014467
Norman_P4,ISL2+ctrl,8,582,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.31884107840583475,0.6296477495107632,0.75,0.03754198691976281,-0.00935507860425432,0.5122309197651663,0.053698099449625794,0.03934486654090223,0.05214338215217194
Norman_P4,KIF18B+ctrl,9,254,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.2634560942513527,0.6086105675146771,0.7,0.04961441490401026,-0.004029374761964118,0.5048923679060665,0.06946014295676492,0.05099158955673073,0.068240972242153
Norman_P4,KLF1+ctrl,10,1960,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.18942024686076384,0.5582191780821918,0.75,0.05802365065561114,0.05294306967912281,0.5259295499021527,0.11266975160112537,0.05920538347103507,0.11275658473662739
Norman_P4,LYL1+ctrl,11,432,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.3243258970019343,0.648238747553816,0.9,0.04328815800230788,0.12153497174943587,0.5083170254403131,0.0696799793805258,0.04486143585167859,0.06986860299342103
Norman_P4,MAML2+ctrl,12,626,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.3483441835052965,0.6526418786692759,1.0,0.03203107897912271,0.12348397269190171,0.541095890410959,0.056342925954237254,0.03412675660173298,0.05670805795920528
Norman_P4,MAP4K3+ctrl,13,363,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.36143683204749305,0.6379647749510763,0.8,0.03548767541502908,0.14152000690197858,0.5225048923679061,0.05067121967791627,0.037390383441069236,0.05072481211268346
Norman_P4,MAP4K5+ctrl,14,366,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.3222472469799433,0.6090998043052838,0.95,0.044575405579871934,0.09049007827012798,0.5205479452054794,0.05772819424575953,0.046104801406022085,0.057248362040045346
Norman_P4,MAP7D1+ctrl,15,751,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.3230726590507885,0.6316046966731899,0.7,0.03404980052645008,0.03811325805635644,0.5185909980430529,0.053839768501299484,0.03602765791950085,0.05300436082130171
Norman_P4,PRTG+ctrl,16,685,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.12657699196801395,0.5234833659491194,0.7,0.1222275184737632,0.1706914687009752,0.5234833659491194,0.14449674058131087,0.12279337957544581,0.14575702503243124
Norman_P4,PTPN1+ctrl,17,419,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.10980846675035413,0.5063600782778865,0.75,0.1641930166936814,0.06735377530418053,0.49021526418786693,0.17495983397053194,0.1646143496325367,0.17498169164025631
Norman_P4,RUNX1T1+ctrl,18,779,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.41519062919877087,0.6682974559686888,0.75,0.02683000876018269,0.03150420118914771,0.5249510763209393,0.045063933588401245,0.02929920386335869,0.04378146094764509
Norman_P4,TBX2+ctrl,19,690,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.19410700882554113,0.5870841487279843,0.6,0.07697397681183264,0.10507702712805111,0.5146771037181996,0.12842712591475242,0.07786848605041324,0.12890352512440104
Norman_P4,TMSB4X+ctrl,20,543,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.29635794687280964,0.6144814090019569,0.75,0.04987727048713314,0.0179245914478801,0.5068493150684932,0.07909850588985655,0.05124780000032781,0.07812990671086845
Norman_P4,UBASH3A+ctrl,21,819,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.308769350411296,0.6428571428571429,0.8,0.044805783521051266,-0.01572649024778152,0.5063600782778865,0.05406094845815468,0.04632674631509126,0.05230090437888768
Norman_P4,UBASH3B+ctrl,22,1202,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.20418865085502477,0.5611545988258317,0.9,0.07142365415701561,0.037493727234370014,0.48679060665362034,0.07911781526589984,0.07238695761478775,0.07838252861198959
Norman_P4,ZBTB1+ctrl,23,693,2044,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,10.0,-21.74599266052246,-1.745992660522461,0.011772903279437643,0.14058534415777516,0.514187866927593,0.65,0.10856941328082453,0.08605850741715314,0.4946183953033268,0.13303122145005505,0.10920632706750788,0.13325427380570948
