dataset,method,budget,utility,capture,spearman,remaining_relative_error
Santinha,ridge_MDH_condition,0.3,0.39903391350933587,0.6016780992994117,0.3523756005898863,0.9544252355593118
Santinha,tree_direct_M,0.1,0.34091738251916276,0.5067822221969814,0.2810438577497985,0.9674379789844789
Santinha,tree_direct_M,0.2,0.3352916613007875,0.5156206723417209,0.2810438577497985,0.9660606364537531
Santinha,tree_direct_M,0.3,0.33189206256645326,0.6008094534765899,0.2810438577497985,0.9558705723159646
Santinha,tree_direct_MD,0.1,0.336171928371097,0.5065939487083676,0.2885850425330393,0.9680476693919291
Santinha,tree_direct_MD,0.2,0.33074569833641043,0.515272522308479,0.2885850425330393,0.9669052104474243
Santinha,tree_direct_MD,0.3,0.33303112685737685,0.600209708488607,0.2885850425330393,0.9565454290162057
Santinha,tree_direct_MDH,0.1,0.3335653022201602,0.505985916473174,0.2517996394677958,0.9700933588021515
Santinha,tree_direct_MDH,0.2,0.3263415327440152,0.5146808457236384,0.2517996394677958,0.9688480830940859
Santinha,tree_direct_MDH,0.3,0.28598710899729574,0.5973364490573517,0.2517996394677958,0.9642533641960791
Santinha,tree_direct_MDH_condition,0.1,0.36864646069011003,0.5097117874142439,0.2928703529748897,0.9623308790516525
Santinha,tree_direct_MDH_condition,0.2,0.3723766327175083,0.5190938431144123,0.2928703529748897,0.9599591909980807
Santinha,tree_direct_MDH_condition,0.3,0.34709411682760566,0.6019116745230702,0.2928703529748897,0.9530063012333385
Santinha,tree_residual_M,0.1,0.4925523552860408,0.5123661603602007,0.3669398141540999,0.9580150690225913
Santinha,tree_residual_M,0.2,0.4825910499814307,0.5210839145683377,0.3669398141540999,0.9565674152773279
Santinha,tree_residual_M,0.3,0.43377340806161435,0.6032725740916473,0.3669398141540999,0.9501690043275489
Santinha,tree_residual_MD,0.1,0.5040307222627641,0.5126030064014075,0.3646592217306503,0.9575289889501135
Santinha,tree_residual_MD,0.2,0.4949121521174912,0.5214078623685103,0.3646592217306503,0.9559269110230267
Santinha,tree_residual_MD,0.3,0.4409378527964896,0.6034178087075812,0.3646592217306503,0.9499820757468328
Santinha,tree_residual_MDH,0.1,0.47449177286064914,0.5121149259341657,0.35052043987758275,0.9584832243124005
Santinha,tree_residual_MDH,0.2,0.4657589524538478,0.5209546960312698,0.35052043987758275,0.9568231421956057
Santinha,tree_residual_MDH,0.3,0.4085706347568115,0.6027992544765686,0.35052043987758275,0.9514215490350206
Santinha,tree_residual_MDH_condition,0.1,0.47193342867109395,0.5121851138051885,0.357044511044511,0.9584084134416141
Santinha,tree_residual_MDH_condition,0.2,0.46527949323132795,0.5211118432953846,0.357044511044511,0.9566057944335916
Santinha,tree_residual_MDH_condition,0.3,0.40429853949139105,0.6026464947689208,0.357044511044511,0.951786378803422
