method,baseline,budget,metric,delta,ci95_lower,ci95_upper,positive_studies,n_studies
tree_residual_MDH,ridge_MDH_condition,0.2,capture,-0.00010383869627490772,-0.0007878672692792077,0.0005403791486546655,2,4
tree_residual_MDH,ridge_MDH_condition,0.2,spearman,-0.004127053764980022,-0.007846723052080208,-0.0006407814584158122,1,4
tree_residual_MDH,ridge_MDH_condition,0.2,remaining_relative_error,0.0002462709859722967,-0.0006805567181173422,0.0012320777694737606,2,4
tree_residual_MDH_condition,ridge_MDH_condition,0.2,utility,-0.0034729149606047005,-0.017038137451483387,0.010092307530273986,2,4
tree_residual_MDH_condition,ridge_MDH_condition,0.2,capture,6.322764610150466e-05,-0.000333252003548945,0.0005866120644172357,2,4
tree_residual_MDH_condition,ridge_MDH_condition,0.2,spearman,-0.0008060524143628095,-0.004532637113839694,0.0029205322851140747,2,4
tree_residual_MDH_condition,ridge_MDH_condition,0.2,remaining_relative_error,4.037383880695078e-05,-0.000705145856974343,0.0006720627635345977,2,4
ridge_M,magnitude,0.3,utility,0.0,0.0,0.0,0,4
ridge_M,magnitude,0.3,capture,0.0,0.0,0.0,0,4
ridge_M,magnitude,0.3,spearman,0.0,0.0,0.0,0,4
ridge_M,magnitude,0.3,remaining_relative_error,0.0,0.0,0.0,0,4
ridge_MD,magnitude,0.3,utility,0.0001995774992245361,-0.001675496904646162,0.002220820045788649,2,4
ridge_MD,magnitude,0.3,capture,3.4052848037827155e-05,-0.000138190278119954,0.00023230321496535422,2,4
ridge_MD,magnitude,0.3,spearman,0.001389633829435473,-0.001230421938682738,0.005124805664231062,2,4
ridge_MD,magnitude,0.3,remaining_relative_error,-3.7658353576608405e-06,-0.0003341506845277453,0.0003117105122746877,2,4
ridge_MDH,magnitude,0.3,utility,0.002383404215151458,0.0012777105927578164,0.00343080227255034,4,4
ridge_MDH,magnitude,0.3,capture,0.0001476849315225487,6.611357127470074e-05,0.00024326705423118045,4,4
ridge_MDH,magnitude,0.3,spearman,0.0024617340786690853,-0.0002989141590332006,0.005407635282874128,3,4
ridge_MDH,magnitude,0.3,remaining_relative_error,-0.0002830993952489813,-0.0004435657544237803,-0.0001226330360741823,0,4
ridge_MDH_condition,magnitude,0.3,utility,0.008075649096492887,0.002752085537840232,0.013399212655145543,4,4
ridge_MDH_condition,magnitude,0.3,capture,0.00038256099766433016,0.00014929472199645688,0.0005460431868234417,4,4
ridge_MDH_condition,magnitude,0.3,spearman,0.009346019956488961,0.0025488594348404836,0.01707924753736647,4,4
ridge_MDH_condition,magnitude,0.3,remaining_relative_error,-0.0007248950761905848,-0.0011364597402339083,-0.00025733852248219224,0,4
tree_direct_M,magnitude,0.3,utility,-0.01931904109098819,-0.05145326097273261,0.0066171076352664615,1,4
tree_direct_M,magnitude,0.3,capture,-0.0005393997449382043,-0.0015525015413106608,0.0008716781076886226,1,4
tree_direct_M,magnitude,0.3,spearman,-0.01791191650909084,-0.05358988090081028,0.011282523425666824,1,4
tree_direct_M,magnitude,0.3,remaining_relative_error,0.0009242715093409626,-0.0014289462261657393,0.0026323445572361825,3,4
tree_direct_MD,magnitude,0.3,utility,-0.020870631972734532,-0.05203177798802214,0.006660745282030728,1,4
tree_direct_MD,magnitude,0.3,capture,-0.0017182666713722317,-0.0034757838784802986,-0.0002499772857049998,1,4
tree_direct_MD,magnitude,0.3,spearman,-0.01963592022325405,-0.04767047807998012,0.00037747912735767997,1,4
tree_direct_MD,magnitude,0.3,remaining_relative_error,0.0031029301418283584,0.00030825075249421574,0.006817072583649886,3,4
tree_direct_MDH,magnitude,0.3,utility,-0.017955107661503218,-0.07956321883872407,0.02638515111122748,2,4
tree_direct_MDH,magnitude,0.3,capture,-0.0009731674472583524,-0.0031717827260541176,0.0006304388428139129,2,4
tree_direct_MDH,magnitude,0.3,spearman,-0.011883513225412978,-0.07426468350651423,0.03879664485598068,2,4
tree_direct_MDH,magnitude,0.3,remaining_relative_error,0.0021086436750889503,-0.0013539808274820597,0.007182736779255794,2,4
tree_direct_MDH_condition,magnitude,0.3,utility,-0.0061395077275550256,-0.03890313880368981,0.02555328196992148,1,4
tree_direct_MDH_condition,magnitude,0.3,capture,5.980416633151464e-05,-0.00042029176588710693,0.0005114968887577342,2,4
tree_direct_MDH_condition,magnitude,0.3,spearman,0.0021388838377972563,-0.043027976065889414,0.04788569198228833,2,4
tree_direct_MDH_condition,magnitude,0.3,remaining_relative_error,-0.0004445180442141927,-0.0012002414058274458,0.0004664568048928508,1,4
tree_residual_M,magnitude,0.3,utility,0.01304750810025828,0.001674979582857769,0.0268806211957719,4,4
tree_residual_M,magnitude,0.3,capture,0.0006880057198787315,0.00018758708219027143,0.001283413236097708,4,4
tree_residual_M,magnitude,0.3,spearman,0.004655297016106126,-0.000561630028999921,0.011225349868769247,2,4
tree_residual_M,magnitude,0.3,remaining_relative_error,-0.001640347766944189,-0.003452916640866166,-0.00044699636568359957,0,4
tree_residual_MD,magnitude,0.3,utility,0.01831831909101922,0.007276732474933642,0.03445245546794125,4,4
tree_residual_MD,magnitude,0.3,capture,0.0007856015977855818,0.0003306898552821458,0.0014359718894899065,4,4
tree_residual_MD,magnitude,0.3,spearman,0.00897718532963536,0.0035388456811741714,0.013856739490668069,4,4
tree_residual_MD,magnitude,0.3,remaining_relative_error,-0.0017733816948524994,-0.003560772196231854,-0.00044316842875402607,0,4
tree_residual_MDH,magnitude,0.3,utility,0.010672990689669239,0.0049593968631469615,0.018635159210341506,4,4
tree_residual_MDH,magnitude,0.3,capture,0.0006066332432422411,0.00021930324686497693,0.0009939632396195053,4,4
tree_residual_MDH,magnitude,0.3,spearman,0.005218966191508939,0.0009659471785006257,0.009471985204517253,3,4
tree_residual_MDH,magnitude,0.3,remaining_relative_error,-0.001296600101275247,-0.0024496566937395325,-0.00033422045568454184,0,4
tree_residual_MDH_condition,magnitude,0.3,utility,0.012434165439469583,0.006759636960355059,0.01881202322356719,4,4
tree_residual_MDH_condition,magnitude,0.3,capture,0.0007863879242543809,0.0005063030959736314,0.0009736381820591999,4,4
tree_residual_MDH_condition,magnitude,0.3,spearman,0.008539967542126152,0.00468926373567799,0.012880126982805544,4,4
tree_residual_MDH_condition,magnitude,0.3,remaining_relative_error,-0.0016226811401759966,-0.0024051498190244824,-0.0008082644053941379,0,4
ridge_M,tree_direct_M,0.3,utility,0.01931904109098819,-0.0066171076352664615,0.05145326097273261,3,4
ridge_M,tree_direct_M,0.3,capture,0.0005393997449382043,-0.0008716781076886226,0.0015525015413106608,3,4
ridge_M,tree_direct_M,0.3,spearman,0.01791191650909084,-0.011282523425666824,0.05358988090081028,3,4
ridge_M,tree_direct_M,0.3,remaining_relative_error,-0.0009242715093409626,-0.0026323445572361825,0.0014289462261657393,1,4
ridge_MD,tree_direct_M,0.3,utility,0.019518618590212727,-0.006971681529362214,0.05033191546140674,3,4
ridge_MD,tree_direct_M,0.3,capture,0.0005734525929760315,-0.0009576927749508635,0.0017827465668389941,3,4
ridge_MD,tree_direct_M,0.3,spearman,0.019301550338526312,-0.009788124124103278,0.05235945896212754,3,4
ridge_MD,tree_direct_M,0.3,remaining_relative_error,-0.0009280373446986234,-0.002936180074316508,0.001589942177329856,1,4
ridge_MDH,tree_direct_M,0.3,utility,0.02170244530613965,-0.0031863053627161214,0.05362532870629395,3,4
ridge_MDH,tree_direct_M,0.3,capture,0.000687084676460753,-0.0007956713071738813,0.0018149910517241824,3,4
ridge_MDH,tree_direct_M,0.3,spearman,0.020373650587759924,-0.009426194519655116,0.05389637191443446,3,4
ridge_MDH,tree_direct_M,0.3,remaining_relative_error,-0.001207370904589944,-0.003069548701456759,0.0012876402747699078,1,4
ridge_MDH_condition,tree_direct_M,0.3,utility,0.02739469018748108,0.004755264243260518,0.055075047809149465,3,4
ridge_MDH_condition,tree_direct_M,0.3,capture,0.0009219607426025345,-0.0004193330235155307,0.001960057064212678,3,4
ridge_MDH_condition,tree_direct_M,0.3,spearman,0.0272579364655798,0.004291522972896519,0.056138740335650764,3,4
ridge_MDH_condition,tree_direct_M,0.3,remaining_relative_error,-0.0016491665855315474,-0.003435878812686255,0.0005324955273485754,1,4
tree_direct_M,tree_direct_M,0.3,utility,0.0,0.0,0.0,0,4
tree_direct_M,tree_direct_M,0.3,capture,0.0,0.0,0.0,0,4
tree_direct_M,tree_direct_M,0.3,spearman,0.0,0.0,0.0,0,4
tree_direct_M,tree_direct_M,0.3,remaining_relative_error,0.0,0.0,0.0,0,4
tree_direct_MD,tree_direct_M,0.3,utility,-0.0015515908817463411,-0.0041198932767137625,0.0010167115132210802,2,4
tree_direct_MD,tree_direct_M,0.3,capture,-0.0011788669264340274,-0.002492617672732844,-6.30207235868957e-05,1,4
tree_direct_MD,tree_direct_M,0.3,spearman,-0.0017240037141632095,-0.014085005369675808,0.006237155331177274,3,4
tree_direct_MD,tree_direct_M,0.3,remaining_relative_error,0.0021786586324873958,-2.60941636645029e-05,0.005144945610493251,3,4
tree_direct_MDH,tree_direct_M,0.3,utility,0.001363933429484973,-0.03223252038186607,0.02992341053273767,3,4
tree_direct_MDH,tree_direct_M,0.3,capture,-0.00043376770232014805,-0.002367797826678217,0.0011147723804580123,2,4
tree_direct_MDH,tree_direct_M,0.3,spearman,0.006028403283677861,-0.01756857930408824,0.024407898128698147,3,4
tree_direct_MDH,tree_direct_M,0.3,remaining_relative_error,0.0011843721657479878,-0.0019718141185594007,0.005872249402384483,2,4
tree_direct_MDH_condition,tree_direct_M,0.3,utility,0.013179533363433166,-0.00869723312643772,0.034879665445916336,3,4
tree_direct_MDH_condition,tree_direct_M,0.3,capture,0.000599203911269719,-0.0009116247973424141,0.001587022998709109,3,4
tree_direct_MDH_condition,tree_direct_M,0.3,spearman,0.020050800346888095,0.00599087299877285,0.034758161954435804,4,4
tree_direct_MDH_condition,tree_direct_M,0.3,remaining_relative_error,-0.0013687895535551553,-0.0027692557931696116,0.0009789933057799127,1,4
tree_residual_M,tree_direct_M,0.3,utility,0.03236654919124647,0.002842222210823586,0.07833388216850451,3,4
tree_residual_M,tree_direct_M,0.3,capture,0.0012274054648169358,-9.025791533052996e-05,0.002186095489290607,3,4
tree_residual_M,tree_direct_M,0.3,spearman,0.022567213525196965,-0.008125713515153524,0.06469926713309221,3,4
tree_residual_M,tree_direct_M,0.3,remaining_relative_error,-0.0025646192762851516,-0.00491962206161442,0.00013099887176745706,1,4
tree_residual_MD,tree_direct_M,0.3,utility,0.03763736018200741,0.0027322566814268617,0.0870417520777177,3,4
tree_residual_MD,tree_direct_M,0.3,capture,0.0013250013427237861,-0.0003022022560213722,0.0023931221862364682,3,4
tree_residual_MD,tree_direct_M,0.3,spearman,0.026889101838726198,-0.0023776330444668647,0.06330045723025801,3,4
tree_residual_MD,tree_direct_M,0.3,remaining_relative_error,-0.002697653204193462,-0.00523434285380156,0.0005060869684640756,1,4
tree_residual_MDH,tree_direct_M,0.3,utility,0.02999203178065743,0.008301906318456731,0.05987767696825186,4,4
tree_residual_MDH,tree_direct_M,0.3,capture,0.0011460329881804454,-1.564206482521091e-05,0.0019720713139869395,3,4
tree_residual_MDH,tree_direct_M,0.3,spearman,0.023130882700599778,-0.003321803098647713,0.053401684390319074,3,4
tree_residual_MDH,tree_direct_M,0.3,remaining_relative_error,-0.0022208716106162096,-0.003916362114487787,2.9505437375565435e-06,1,4
tree_residual_MDH_condition,tree_direct_M,0.3,utility,0.031753206530457774,0.012194915588300728,0.059127580550977936,4,4
tree_residual_MDH_condition,tree_direct_M,0.3,capture,0.0013257876691925852,-5.3849545863654535e-06,0.0020717339789123462,3,4
tree_residual_MDH_condition,tree_direct_M,0.3,spearman,0.02645188405121699,-0.0002411141409431744,0.05852537825237189,3,4
tree_residual_MDH_condition,tree_direct_M,0.3,remaining_relative_error,-0.002546952649516959,-0.003942243924895367,-0.00012836970794005698,1,4
ridge_M,tree_direct_MD,0.3,utility,0.020870631972734532,-0.006660745282030728,0.05203177798802214,3,4
ridge_M,tree_direct_MD,0.3,capture,0.0017182666713722317,0.0002499772857049998,0.0034757838784802986,3,4
ridge_M,tree_direct_MD,0.3,spearman,0.01963592022325405,-0.00037747912735767997,0.04767047807998012,3,4
ridge_M,tree_direct_MD,0.3,remaining_relative_error,-0.0031029301418283584,-0.006817072583649886,-0.00030825075249421574,1,4
ridge_MD,tree_direct_MD,0.3,utility,0.02107020947195907,-0.0070153191761264805,0.050910432476696264,3,4
ridge_MD,tree_direct_MD,0.3,capture,0.0017523195194100588,0.00023390380866260274,0.0034879547682819534,3,4
ridge_MD,tree_direct_MD,0.3,spearman,0.02102555405268952,-0.00010296136459958527,0.046440056141297384,3,4
ridge_MD,tree_direct_MD,0.3,remaining_relative_error,-0.003106695977186019,-0.006805929917469811,-0.00025224752908356574,1,4
ridge_MDH,tree_direct_MD,0.3,utility,0.02325403618788599,-0.0032299430094803877,0.054203845721583474,3,4
ridge_MDH,tree_direct_MD,0.3,capture,0.0018659516028947803,0.00038420770775167423,0.0035553519592308735,3,4
ridge_MDH,tree_direct_MD,0.3,spearman,0.022097654301923134,0.0012935968121512709,0.0479769690936043,3,4
ridge_MDH,tree_direct_MD,0.3,remaining_relative_error,-0.0033860295370773397,-0.006995110231430596,-0.0005359455360366694,1,4
ridge_MDH_condition,tree_direct_MD,0.3,utility,0.02894628106922742,0.004711626596496252,0.05565356482443899,3,4
ridge_MDH_condition,tree_direct_MD,0.3,capture,0.002100827669036562,0.0006771128442164126,0.0039288432647751614,4,4
ridge_MDH_condition,tree_direct_MD,0.3,spearman,0.02898194017974301,0.01317521471588716,0.05245484243665004,4,4
ridge_MDH_condition,tree_direct_MD,0.3,remaining_relative_error,-0.003827825218018943,-0.007779756307383784,-0.0010869173244764385,0,4
tree_direct_M,tree_direct_MD,0.3,utility,0.0015515908817463411,-0.0010167115132210802,0.0041198932767137625,2,4
tree_direct_M,tree_direct_MD,0.3,capture,0.0011788669264340274,6.30207235868957e-05,0.002492617672732844,3,4
tree_direct_M,tree_direct_MD,0.3,spearman,0.0017240037141632095,-0.006237155331177274,0.014085005369675808,1,4
tree_direct_M,tree_direct_MD,0.3,remaining_relative_error,-0.0021786586324873958,-0.005144945610493251,2.60941636645029e-05,1,4
tree_direct_MD,tree_direct_MD,0.3,utility,0.0,0.0,0.0,0,4
tree_direct_MD,tree_direct_MD,0.3,capture,0.0,0.0,0.0,0,4
tree_direct_MD,tree_direct_MD,0.3,spearman,0.0,0.0,0.0,0,4
tree_direct_MD,tree_direct_MD,0.3,remaining_relative_error,0.0,0.0,0.0,0,4
tree_direct_MDH,tree_direct_MD,0.3,utility,0.0029155243112313142,-0.03245968719518409,0.03399826654930468,3,4
tree_direct_MDH,tree_direct_MD,0.3,capture,0.0007450992241138793,-0.0019373024166856184,0.003448420947287173,3,4
tree_direct_MDH,tree_direct_MD,0.3,spearman,0.00775240699784107,-0.02445774936129727,0.039462670734752826,3,4
tree_direct_MDH,tree_direct_MD,0.3,remaining_relative_error,-0.000994286466739408,-0.006922502340976827,0.0053225707373955045,1,4
tree_direct_MDH_condition,tree_direct_MD,0.3,utility,0.014731124245179507,-0.009652768250807547,0.03980524255123765,3,4
tree_direct_MDH_condition,tree_direct_MD,0.3,capture,0.0017780708377037463,0.0002499500401585697,0.0038471925937911405,3,4
tree_direct_MDH_condition,tree_direct_MD,0.3,spearman,0.021774804061051305,0.0016932521403533185,0.04819115259807986,3,4
tree_direct_MDH_condition,tree_direct_MD,0.3,remaining_relative_error,-0.003547448186042551,-0.007333496690531738,-0.0006707246051729787,1,4
tree_residual_M,tree_direct_MD,0.3,utility,0.03391814007299281,0.003926178240114445,0.07891239918379403,3,4
tree_residual_M,tree_direct_MD,0.3,capture,0.002406272391250963,0.0010722585860061251,0.003740286196495801,4,4
tree_residual_M,tree_direct_MD,0.3,spearman,0.024291217239360174,0.0015594492443501695,0.059532017741503906,4,4
tree_residual_M,tree_direct_MD,0.3,remaining_relative_error,-0.004743277908772547,-0.0077925921085556515,-0.0016939637089894433,0,4
tree_residual_MD,tree_direct_MD,0.3,utility,0.03918895106375375,0.0026886190346625954,0.08762026909300723,3,4
tree_residual_MD,tree_direct_MD,0.3,capture,0.0025038682691578135,0.0009681872856845131,0.004065926927064992,4,4
tree_residual_MD,tree_direct_MD,0.3,spearman,0.028613105552889408,0.006917055929627047,0.060383979244507065,4,4
tree_residual_MD,tree_direct_MD,0.3,remaining_relative_error,-0.004876311836680858,-0.008327927131645929,-0.0014246965417157864,0,4
tree_residual_MDH,tree_direct_MD,0.3,utility,0.03154362266240377,0.010720357417661877,0.060456193983541386,4,4
tree_residual_MDH,tree_direct_MD,0.3,capture,0.0023248999146144728,0.0011370929078334535,0.0037229782244846688,4,4
tree_residual_MDH,tree_direct_MD,0.3,spearman,0.024854886414762987,0.00636335966085598,0.04860249427775425,4,4
tree_residual_MDH,tree_direct_MD,0.3,remaining_relative_error,-0.004399530243103605,-0.007328261116649276,-0.0017604435644331118,0,4
tree_residual_MDH_condition,tree_direct_MD,0.3,utility,0.033304797412204115,0.012151277941536462,0.05970609756626746,4,4
tree_residual_MDH_condition,tree_direct_MD,0.3,capture,0.0025046545956266125,0.001129199780435311,0.004276404576340237,4,4
tree_residual_MDH_condition,tree_direct_MD,0.3,spearman,0.0281758877653802,0.009444048618560519,0.05480525164494611,4,4
tree_residual_MDH_condition,tree_direct_MD,0.3,remaining_relative_error,-0.004725611282004355,-0.00839163907113688,-0.0019421630992562111,0,4
ridge_M,tree_direct_MDH,0.3,utility,0.017955107661503218,-0.02638515111122748,0.07956321883872407,2,4
ridge_M,tree_direct_MDH,0.3,capture,0.0009731674472583524,-0.0006304388428139129,0.0031717827260541176,2,4
ridge_M,tree_direct_MDH,0.3,spearman,0.011883513225412978,-0.03879664485598068,0.07426468350651423,2,4
ridge_M,tree_direct_MDH,0.3,remaining_relative_error,-0.0021086436750889503,-0.007182736779255794,0.0013539808274820597,2,4
ridge_MD,tree_direct_MDH,0.3,utility,0.018154685160727754,-0.02688589314801665,0.0778711089137738,2,4
ridge_MD,tree_direct_MDH,0.3,capture,0.0010072202952961795,-0.0006683942780924823,0.003079593490480814,2,4
ridge_MD,tree_direct_MDH,0.3,spearman,0.013273147054848451,-0.037137087143598625,0.0730342615678315,2,4
ridge_MD,tree_direct_MDH,0.3,remaining_relative_error,-0.002112409510446611,-0.006930795325749417,0.0014248925524304457,2,4
ridge_MDH,tree_direct_MDH,0.3,utility,0.020338511876654676,-0.024060042461070782,0.08248257488618572,2,4
ridge_MDH,tree_direct_MDH,0.3,capture,0.001120852378780901,-0.0005643252715392122,0.0033054568951158825,2,4
ridge_MDH,tree_direct_MDH,0.3,spearman,0.014345247304082064,-0.03694031594996897,0.07457117452013841,3,4
ridge_MDH,tree_direct_MDH,0.3,remaining_relative_error,-0.0023917430703379317,-0.007546275311736156,0.0012313477914078774,2,4
ridge_MDH_condition,tree_direct_MDH,0.3,utility,0.026030756757996105,-0.012985938456081939,0.08321319130698432,2,4
ridge_MDH_condition,tree_direct_MDH,0.3,capture,0.0013557284449226825,-0.0001328048956719674,0.00334216169117868,3,4
ridge_MDH_condition,tree_direct_MDH,0.3,spearman,0.02122953318190194,-0.02171739731861421,0.07681354294135471,3,4
ridge_MDH_condition,tree_direct_MDH,0.3,remaining_relative_error,-0.002833538751279535,-0.007557859428572927,0.0005213078688611761,1,4
tree_direct_M,tree_direct_MDH,0.3,utility,-0.001363933429484973,-0.02992341053273767,0.03223252038186607,1,4
tree_direct_M,tree_direct_MDH,0.3,capture,0.00043376770232014805,-0.0011147723804580123,0.002367797826678217,2,4
tree_direct_M,tree_direct_MDH,0.3,spearman,-0.006028403283677861,-0.024407898128698147,0.01756857930408824,1,4
tree_direct_M,tree_direct_MDH,0.3,remaining_relative_error,-0.0011843721657479878,-0.005872249402384483,0.0019718141185594007,2,4
tree_direct_MD,tree_direct_MDH,0.3,utility,-0.0029155243112313142,-0.03399826654930468,0.03245968719518409,1,4
tree_direct_MD,tree_direct_MDH,0.3,capture,-0.0007450992241138793,-0.003448420947287173,0.0019373024166856184,1,4
tree_direct_MD,tree_direct_MDH,0.3,spearman,-0.00775240699784107,-0.039462670734752826,0.02445774936129727,1,4
tree_direct_MD,tree_direct_MDH,0.3,remaining_relative_error,0.000994286466739408,-0.0053225707373955045,0.006922502340976827,3,4
tree_direct_MDH,tree_direct_MDH,0.3,utility,0.0,0.0,0.0,0,4
tree_direct_MDH,tree_direct_MDH,0.3,capture,0.0,0.0,0.0,0,4
tree_direct_MDH,tree_direct_MDH,0.3,spearman,0.0,0.0,0.0,0,4
tree_direct_MDH,tree_direct_MDH,0.3,remaining_relative_error,0.0,0.0,0.0,0,4
tree_direct_MDH_condition,tree_direct_MDH,0.3,utility,0.011815599933948193,-0.014482879224145928,0.04651163139785271,3,4
tree_direct_MDH_condition,tree_direct_MDH,0.3,capture,0.001032971613589867,-0.0007117427288403227,0.003480015116139587,3,4
tree_direct_MDH_condition,tree_direct_MDH,0.3,spearman,0.014022397063210235,-0.0007746448629656899,0.03289330185435399,3,4
tree_direct_MDH_condition,tree_direct_MDH,0.3,remaining_relative_error,-0.002553161719303143,-0.008532794796405396,0.0013053080402059547,1,4
tree_residual_M,tree_direct_MDH,0.3,utility,0.0310026157617615,-0.019871624200504687,0.10933370208272748,2,4
tree_residual_M,tree_direct_MDH,0.3,capture,0.0016611731671370839,-0.000126340389134727,0.0044551959621518256,3,4
tree_residual_M,tree_direct_MDH,0.3,spearman,0.016538810241519104,-0.03537851001094431,0.08537406973879616,2,4
tree_residual_M,tree_direct_MDH,0.3,remaining_relative_error,-0.0037489914420331394,-0.01063565342012196,0.00033285053319925817,1,4
tree_residual_MD,tree_direct_MDH,0.3,utility,0.03627342675252244,-0.013159381781044713,0.11401567430666532,2,4
tree_residual_MD,tree_direct_MDH,0.3,capture,0.0017587690450439342,-0.0001704493805529117,0.004677444798186464,3,4
tree_residual_MD,tree_direct_MDH,0.3,spearman,0.020860698555048338,-0.025673296365124984,0.08397525983596196,2,4
tree_residual_MD,tree_direct_MDH,0.3,remaining_relative_error,-0.0038820253699414498,-0.010996785222025157,0.0007435987208843087,1,4
tree_residual_MDH,tree_direct_MDH,0.3,utility,0.028628098351172457,-0.0173376660036611,0.09271558937959241,3,4
tree_residual_MDH,tree_direct_MDH,0.3,capture,0.0015798006905005935,-7.50611671040402e-05,0.00410474651706233,3,4
tree_residual_MDH,tree_direct_MDH,0.3,spearman,0.017102479416921917,-0.02895693074375054,0.07407648699602302,3,4
tree_residual_MDH,tree_direct_MDH,0.3,remaining_relative_error,-0.0034052437763641974,-0.009632393472995326,0.0003657449659368872,1,4
tree_residual_MDH_condition,tree_direct_MDH,0.3,utility,0.0303892731009728,-0.009501337613353651,0.0894123381699579,3,4
tree_residual_MDH_condition,tree_direct_MDH,0.3,capture,0.0017595553715127332,0.00016761247094881915,0.004158350249741372,3,4
tree_residual_MDH_condition,tree_direct_MDH,0.3,spearman,0.02042348076753913,-0.0248781796877307,0.07920018085807584,3,4
tree_residual_MDH_condition,tree_direct_MDH,0.3,remaining_relative_error,-0.003731324815264947,-0.00968519986028385,8.965561164506197e-05,1,4
ridge_M,ridge_MDH_condition,0.3,utility,-0.008075649096492887,-0.013399212655145543,-0.002752085537840232,0,4
ridge_M,ridge_MDH_condition,0.3,capture,-0.00038256099766433016,-0.0005460431868234417,-0.00014929472199645688,0,4
ridge_M,ridge_MDH_condition,0.3,spearman,-0.009346019956488961,-0.01707924753736647,-0.0025488594348404836,0,4
ridge_M,ridge_MDH_condition,0.3,remaining_relative_error,0.0007248950761905848,0.00025733852248219224,0.0011364597402339083,4,4
ridge_MD,ridge_MDH_condition,0.3,utility,-0.007876071597268351,-0.01389995469193471,-0.0018521885026019924,0,4
ridge_MD,ridge_MDH_condition,0.3,capture,-0.000348508149626503,-0.0005355893824205149,-0.0001614269168324911,0,4
ridge_MD,ridge_MDH_condition,0.3,spearman,-0.007956386127053489,-0.015683502426806023,-0.0018331251571071794,0,4
ridge_MD,ridge_MDH_condition,0.3,remaining_relative_error,0.000721129240832924,0.0003548915371919259,0.001087366944473922,4,4
ridge_MDH,ridge_MDH_condition,0.3,utility,-0.0056922448813414295,-0.011074104004988844,-0.000310385757694015,1,4
ridge_MDH,ridge_MDH_condition,0.3,capture,-0.00023487606614178147,-0.0004584514130914208,1.847729614609661e-05,1,4
ridge_MDH,ridge_MDH_condition,0.3,spearman,-0.006884285877819876,-0.015275839487893073,-0.0010854828353908108,0,4
ridge_MDH,ridge_MDH_condition,0.3,remaining_relative_error,0.0004417956809416035,-0.00012709331919324995,0.0009670040965298332,3,4
ridge_MDH_condition,ridge_MDH_condition,0.3,utility,0.0,0.0,0.0,0,4
ridge_MDH_condition,ridge_MDH_condition,0.3,capture,0.0,0.0,0.0,0,4
ridge_MDH_condition,ridge_MDH_condition,0.3,spearman,0.0,0.0,0.0,0,4
ridge_MDH_condition,ridge_MDH_condition,0.3,remaining_relative_error,0.0,0.0,0.0,0,4
tree_direct_M,ridge_MDH_condition,0.3,utility,-0.02739469018748108,-0.055075047809149465,-0.004755264243260518,1,4
tree_direct_M,ridge_MDH_condition,0.3,capture,-0.0009219607426025345,-0.001960057064212678,0.0004193330235155307,1,4
tree_direct_M,ridge_MDH_condition,0.3,spearman,-0.0272579364655798,-0.056138740335650764,-0.004291522972896519,1,4
tree_direct_M,ridge_MDH_condition,0.3,remaining_relative_error,0.0016491665855315474,-0.0005324955273485754,0.003435878812686255,3,4
tree_direct_MD,ridge_MDH_condition,0.3,utility,-0.02894628106922742,-0.05565356482443899,-0.004711626596496252,1,4
tree_direct_MD,ridge_MDH_condition,0.3,capture,-0.002100827669036562,-0.0039288432647751614,-0.0006771128442164126,0,4
tree_direct_MD,ridge_MDH_condition,0.3,spearman,-0.02898194017974301,-0.05245484243665004,-0.01317521471588716,0,4
tree_direct_MD,ridge_MDH_condition,0.3,remaining_relative_error,0.003827825218018943,0.0010869173244764385,0.007779756307383784,4,4
tree_direct_MDH,ridge_MDH_condition,0.3,utility,-0.026030756757996105,-0.08321319130698432,0.012985938456081939,2,4
tree_direct_MDH,ridge_MDH_condition,0.3,capture,-0.0013557284449226825,-0.00334216169117868,0.0001328048956719674,1,4
tree_direct_MDH,ridge_MDH_condition,0.3,spearman,-0.02122953318190194,-0.07681354294135471,0.02171739731861421,1,4
tree_direct_MDH,ridge_MDH_condition,0.3,remaining_relative_error,0.002833538751279535,-0.0005213078688611761,0.007557859428572927,3,4
tree_direct_MDH_condition,ridge_MDH_condition,0.3,utility,-0.014215156824047913,-0.042535496844204435,0.014247852559179063,1,4
tree_direct_MDH_condition,ridge_MDH_condition,0.3,capture,-0.0003227568313328155,-0.0008335657459279527,0.00017839001233066476,2,4
tree_direct_MDH_condition,ridge_MDH_condition,0.3,spearman,-0.007207136118691705,-0.045453323848909696,0.030682932793101657,1,4
tree_direct_MDH_condition,ridge_MDH_condition,0.3,remaining_relative_error,0.0002803770319763921,-0.0009451232772186846,0.001369568685330308,3,4
tree_residual_M,ridge_MDH_condition,0.3,utility,0.004971859003765393,-0.00832146980302715,0.02507150297322415,2,4
tree_residual_M,ridge_MDH_condition,0.3,capture,0.00030544472221440133,-0.00035845610463317024,0.0011130342709731456,2,4
tree_residual_M,ridge_MDH_condition,0.3,spearman,-0.0046907229403828354,-0.013661112692330099,0.008560526797441445,1,4
tree_residual_M,ridge_MDH_condition,0.3,remaining_relative_error,-0.0009154526907536042,-0.0030777939915490327,0.0005306441736777634,2,4
tree_residual_MD,ridge_MDH_condition,0.3,utility,0.010242669994526332,-0.0015441292609300605,0.03128136130058459,2,4
tree_residual_MD,ridge_MDH_condition,0.3,capture,0.00040304060012125165,-0.00017496155114597733,0.0013108817873341977,3,4
