dataset,perturbation,gears_rmse,scgpt_rmse,pair_mean_rmse,pair_max_rmse,model_disagreement_rmse,triangle_certificate_rmse,triangle_mean_bound_holds,triangle_max_bound_holds,pair_mean_mse,ensemble_mean_prediction_mse,disagreement_mse_component,mse_identity_abs_error,certificate_fraction_of_pair_mean_rmse,disagreement_component_fraction_of_pair_mean_mse,gears_predicted_magnitude,scgpt_predicted_magnitude,rank__model_disagreement_rmse,rank__gears_predicted_magnitude,rank__scgpt_predicted_magnitude,rank__magnitude_mean,rank__magnitude_max,rank__gears_rmse,rank__scgpt_rmse,rank__pair_mean_rmse,rank__pair_max_rmse
Adamson_P1,ATF4+ctrl,0.06041790884145862,0.11583371748497132,0.08812581316321497,0.11583371748497132,0.10307713858550464,0.05153856929275232,True,True,0.008533886907581476,0.005877662782837645,0.0026562241247438324,1.3010426069826053e-18,0.58482943240818,0.31125607282000095,0.8263827371225798,2.368883294260123,0.9583333333333334,0.4166666666666667,0.875,0.6458333333333334,0.875,0.2916666666666667,0.6666666666666666,0.5416666666666666,0.6666666666666666
Adamson_P1,COPZ1+ctrl,0.11901599316196891,0.14861632464973337,0.13381615890585113,0.14861632464973337,0.07754724003362537,0.038773620016812685,True,True,0.018125809290362387,0.01662241568115421,0.0015033936092081774,1.734723475976807e-18,0.28975289930487835,0.08294215089240412,1.323279751554589,1.6609514547351092,0.5,0.9166666666666666,0.2916666666666667,0.6041666666666666,0.9166666666666666,0.75,0.8333333333333334,0.7916666666666666,0.8333333333333334
Adamson_P1,DAD1+ctrl,0.07195821366003856,0.06579344781326811,0.06887583073665333,0.07195821366003856,0.07077745713539835,0.035388728567699174,True,True,0.004753381144150497,0.003501019034512208,0.0012523621096382875,1.734723475976807e-18,0.5138047438296307,0.2634676394884602,1.0940232662564873,1.7991849839689282,0.2916666666666667,0.8333333333333334,0.375,0.6041666666666667,0.8333333333333334,0.4583333333333333,0.125,0.2916666666666667,0.20833333333333334
Adamson_P1,DERL2+ctrl,0.062038854259937985,0.0819017909316196,0.07197032259577879,0.0819017909316196,0.06127173160289892,0.03063586580144946,True,True,0.005278361397846276,0.0043398051244418565,0.0009385562734044206,7.589415207398531e-19,0.4256735928990586,0.17781205238947426,0.7810169563576524,1.4898666720822835,0.125,0.25,0.16666666666666666,0.20833333333333331,0.25,0.3333333333333333,0.375,0.3333333333333333,0.375
Adamson_P1,DNAJC19+ctrl,0.13055408884982492,0.12171517332825942,0.12613463108904216,0.13055408884982492,0.0786703925065196,0.0393351962532598,True,True,0.015929476766868105,0.014382219102585638,0.0015472576642824637,3.686287386450715e-18,0.31185088435777736,0.09713173175283585,1.577025304437767,2.368258132640355,0.625,0.9583333333333334,0.8333333333333334,0.8958333333333334,0.9583333333333334,0.7916666666666666,0.75,0.75,0.75
Adamson_P1,EIF2S1+ctrl,0.2938470385866767,0.25024383499094954,0.2720454367888131,0.2938470385866767,0.086255750273959,0.0431278751369795,True,True,0.07448402951856872,0.07262401590473784,0.0018600136138308945,1.1926223897340549e-17,0.15853188219605888,0.024971978904111205,0.7951510487953122,2.0878059962532625,0.8333333333333334,0.3333333333333333,0.75,0.5416666666666666,0.75,1.0,1.0,1.0,1.0
Adamson_P1,GBF1+ctrl,0.036481836513266,0.07803533402861673,0.05725858527094137,0.07803533402861673,0.07438865407887552,0.03719432703943776,True,True,0.0037102188761692287,0.002326800912252578,0.0013834179639166508,2.168404344971009e-19,0.6495851558930118,0.3728669413015921,0.8485541497280803,1.8500928034037336,0.3333333333333333,0.5416666666666666,0.4583333333333333,0.5,0.5416666666666666,0.041666666666666664,0.3333333333333333,0.08333333333333333,0.25
Adamson_P1,IARS2+ctrl,0.2182410571247132,0.2110704404722116,0.2146557487984624,0.2182410571247132,0.07846047369213095,0.039230236846065476,True,True,0.046089944928022875,0.04455093344502449,0.0015390114829983933,9.107298248878237e-18,0.18275884557323577,0.03339148018948202,0.9294290618397029,1.8475733657388307,0.5833333333333334,0.6666666666666666,0.4166666666666667,0.5416666666666666,0.6666666666666666,0.9583333333333334,0.9166666666666666,0.9166666666666666,0.9166666666666666
Adamson_P1,IDH3A+ctrl,0.06386056378037754,0.10438393281855392,0.08412224829946573,0.10438393281855392,0.09575122472268703,0.047875612361343516,True,True,0.007487088518508022,0.0051950142595343935,0.002292074258973628,8.673617379884035e-19,0.5691195055903847,0.3061369253625944,0.7738056697220765,2.5104742863688387,0.875,0.20833333333333334,0.9166666666666666,0.5625,0.9166666666666666,0.375,0.5,0.4583333333333333,0.5
Adamson_P1,MRPL39+ctrl,0.07831731800343295,0.0688454106415726,0.07358136432250277,0.07831731800343295,0.0856649262208165,0.04283246311040825,True,True,0.0054366464328287996,0.0036020265367243155,0.0018346198961044838,2.168404344971009e-19,0.5821102055498196,0.33745433306574124,0.8663210820833691,1.9288869021543558,0.7916666666666666,0.5833333333333334,0.625,0.6041666666666667,0.625,0.5416666666666666,0.20833333333333334,0.375,0.2916666666666667
