n,aligned_rho,partial_rho_control_magnitude,normalized_rmse_rho,mean_rmse,median_rmse,dominant_dose_value
384,-0.027134401694141018,0.09281807771408294,0.24017698801203385,1.1516008350692692,0.9397572250562026,0.0
716,0.016787319724389557,-0.08541564438238976,-0.2588907980606489,2.1987152031290362,1.920784607653994,0.1
188,0.16570116335891547,0.1046647304712474,-0.009803434642515131,1.0882880239883195,0.8471415607267967,0.5
372,0.12668064781452726,0.021908128476802537,0.008353717802364572,1.522360935331941,1.2905666914496117,1.0
188,0.09045962186901489,0.011352586402622369,-0.00887871862612461,1.2839477833698683,1.0758277009605608,10.0
284,-0.34954640344121574,-0.5333162151346501,-0.509495104209841,1.088962743297585,0.8323348926486915,2.5
194,0.03092002781839828,0.014956690375057596,0.030689919169951767,1.2693318229805626,1.0144913678473877,5.0
