metric,comparator,favorable_delta_definition,favorable_delta,ci95_low,ci95_high,probability_favorable,bootstrap_unit,n_bootstrap
normalized_aurc_50_100,predicted_magnitude,comparator_minus_safeconf,0.007515694522419736,-0.0006124331598215488,0.0158169060330968,0.9645,dataset_population_plus_fold,10000
normalized_aurc_50_100,model_disagreement,comparator_minus_safeconf,0.009137611989453176,0.0029039255970091187,0.015903858479744976,0.998,dataset_population_plus_fold,10000
top20_error_enrichment,predicted_magnitude,safeconf_minus_comparator,0.014729488811331182,-0.018367545036083927,0.049403820195726644,0.7959,dataset_population_plus_fold,10000
top20_error_enrichment,model_disagreement,safeconf_minus_comparator,0.01780651079540041,-0.011965555860796295,0.04632395591605185,0.8828,dataset_population_plus_fold,10000
reject20_remaining_error_reduction,predicted_magnitude,safeconf_minus_comparator,0.003936742416231528,-0.00471001702503505,0.013236594089248124,0.7998,dataset_population_plus_fold,10000
reject20_remaining_error_reduction,model_disagreement,safeconf_minus_comparator,0.004783581132133952,-0.002946721847435637,0.01245364743349162,0.8886,dataset_population_plus_fold,10000
top20_total_error_capture,predicted_magnitude,safeconf_minus_comparator,0.0031060089588053064,-0.003751619953912513,0.010423148056956336,0.7995,dataset_population_plus_fold,10000
top20_total_error_capture,model_disagreement,safeconf_minus_comparator,0.0037703278543450014,-0.0023658014263932352,0.009816835789717008,0.8872,dataset_population_plus_fold,10000
