dataset,fold_id,score,n_tasks,normalized_aurc_50_100,top20_error_enrichment,reject20_remaining_error_reduction,top20_total_error_capture
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,SafeConf,51,0.9930338923938969,1.1518304527529115,0.04175337450705101,0.24843401922121622
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,predicted_magnitude,51,1.01904307432669,0.978169660844392,-0.0060033432677919175,0.21097776998604534
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,model_disagreement,51,0.9836470902040004,1.0358724467049936,0.009864922843873466,0.22342346889715547
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,SafeConf,51,0.9835366570009382,1.1048680968051312,0.028838726621411227,0.23830488362463614
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,predicted_magnitude,51,1.0003136079604815,0.9534103968491605,-0.012812140866480934,0.20563753657530914
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,model_disagreement,51,0.9726349195619566,1.0949298530396385,0.026105709585900545,0.23616134085168675
Santinha,Santinha_context_holdout_4_Neurons_L_5,SafeConf,51,1.0041811498940791,0.9517610177280044,-0.013265720124798817,0.2052817881374127
Santinha,Santinha_context_holdout_4_Neurons_L_5,predicted_magnitude,51,0.9791829945385577,1.1026661887957245,0.028233201918824224,0.23782996228927392
Santinha,Santinha_context_holdout_4_Neurons_L_5,model_disagreement,51,1.0009549625978464,0.9896938778395332,-0.0028341835941284653,0.2134633854163699
Santinha,Santinha_context_holdout_5_Neurons_L_6,SafeConf,51,1.0096828020366673,0.918993481731511,-0.022276792523834466,0.19821428037346317
Santinha,Santinha_context_holdout_5_Neurons_L_6,predicted_magnitude,51,1.0365814625719398,0.9026313221278944,-0.026776386414829052,0.1946851871256243
Santinha,Santinha_context_holdout_5_Neurons_L_6,model_disagreement,51,1.0502142451923357,0.8668145820115737,-0.036625989946816956,0.18696000788484923
Shifrut,Shifrut_context_holdout_1_D1_nostim,SafeConf,43,0.9963306167572669,1.04717164189143,0.01248661108890758,0.21917545993076445
Shifrut,Shifrut_context_holdout_1_D1_nostim,predicted_magnitude,43,0.9924675740778137,1.026805908509962,0.007095681664401688,0.21491286457185246
Shifrut,Shifrut_context_holdout_1_D1_nostim,model_disagreement,43,0.9913320885172736,1.0665741144196357,0.017622559699315213,0.223236442552947
Shifrut,Shifrut_context_holdout_2_D1_stim,SafeConf,43,0.9862644326259816,1.0569613267739462,0.015077998263691833,0.2212244637433841
Shifrut,Shifrut_context_holdout_2_D1_stim,predicted_magnitude,43,0.978267969276322,1.0980313577758092,0.02594947705830229,0.229820516743774
Shifrut,Shifrut_context_holdout_2_D1_stim,model_disagreement,43,0.987754964808762,1.0558374230076981,0.01478049432556701,0.22098922807137866
Shifrut,Shifrut_context_holdout_3_D2_nostim,SafeConf,43,0.9909313794019352,1.0379290236599616,0.010040035674695687,0.2172409584404571
Shifrut,Shifrut_context_holdout_3_D2_nostim,predicted_magnitude,43,0.9886124219973921,1.023354807673478,0.00618215497239128,0.2141905411409605
Shifrut,Shifrut_context_holdout_3_D2_nostim,model_disagreement,43,1.0180448978892918,0.9251804456866769,-0.019805176141761825,0.1936424188646533
Shifrut,Shifrut_context_holdout_4_D2_stim,SafeConf,43,1.0028802014174025,0.9595035159672688,-0.01071965753807591,0.20082631729547484
Shifrut,Shifrut_context_holdout_4_D2_stim,predicted_magnitude,43,0.9911350015718557,1.0048513570183766,0.0012841827401580174,0.21031772588756714
Shifrut,Shifrut_context_holdout_4_D2_stim,model_disagreement,43,1.000931175246825,0.9933859268991373,-0.0017507840561111609,0.20791798469981942
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,SafeConf,183,0.9865051700602511,1.0525895269117531,0.01332748284749931,0.2128186475176769
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,predicted_magnitude,183,0.979952955344357,1.0611146870264578,0.015487968629992837,0.21454231377037675
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,model_disagreement,183,0.9894381762458614,1.0517152703876147,0.013105924687272365,0.21264188526962702
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,SafeConf,183,0.9843043697382943,1.0419598197717734,0.010633652955860426,0.21066947175713452
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,predicted_magnitude,183,0.9907911856187842,1.0390010239278844,0.00988382113240908,0.2100712452750367
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,model_disagreement,183,0.9887825307566953,1.0500614288168233,0.012686800453578565,0.21230750200121568
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,SafeConf,183,0.9649879139448231,1.082227177440882,0.02083839428296321,0.2188109593732931
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,predicted_magnitude,183,0.9860018250534149,1.0513827277087997,0.01302165017277793,0.2125746498646207
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,model_disagreement,183,0.9965878539541144,1.0097743460586557,0.002477060302535922,0.20416202625229649
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,SafeConf,183,1.0125837973502738,0.9946345698376935,-0.0013597323014067782,0.2011009786010637
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,predicted_magnitude,183,1.0160548014873698,0.9309902251020318,-0.017488778570033246,0.1882329963321048
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,model_disagreement,183,1.0158288258376136,0.9680759863988975,-0.008090332213978285,0.1957312103648044
