predictor,outcome,budget,n_tasks,n_selected,high_error_capture,random_expected_capture,selected_mean_error,overall_mean_error,error_lift,oracle_mean_error,oracle_normalized_utility,utility_ci95_lower,utility_ci95_upper,utility_bootstrap_valid
transfer_risk,gat_centroid_rmse,0.2,566,114,0.3508771929824561,0.20141342756183744,0.06547179576849957,0.05417615896502179,1.2084982955467678,0.08514066757143267,0.36479302633399896,0.2355714387204692,0.48125739509576654,5000
predicted_magnitude,gat_centroid_rmse,0.2,566,114,0.7807017543859649,0.20141342756183744,0.08245531392603281,0.05417615896502179,1.5219852330112427,0.08514066757143267,0.9132764004256188,0.8748222882654568,0.9519524503485309,5000
model_baseline_gap,gat_centroid_rmse,0.2,566,114,0.2982456140350877,0.20141342756183744,0.06181688655869347,0.05417615896502179,1.141034871051025,0.08514066757143267,0.24675759240337977,0.11830566562916583,0.36412199718285,5000
training_delta_dispersion,gat_centroid_rmse,0.2,566,114,0.5701754385964912,0.20141342756183744,0.07425149822202726,0.05417615896502179,1.3705567105627936,0.08514066757143267,0.6483338557760635,0.5440867983280907,0.7338663084568687,5000
negative_log_train_cells,gat_centroid_rmse,0.2,566,114,0.2719298245614035,0.20141342756183744,0.06010092645383264,0.05417615896502179,1.1093611581551233,0.08514066757143267,0.19134059461819422,0.06695113306795447,0.3180256563958401,5000
support_context_deficit,gat_centroid_rmse,0.2,566,114,0.24561403508771928,0.20141342756183744,0.05523991578187423,0.05417615896502179,1.0196351464772402,0.08514066757143267,0.03435406743810577,-0.04756749675271367,0.20460691069652265,5000
