gate,passed,observed,criterion
integrity,True,2.220446049250313e-16,pretruth residual <1e-12 and complete endpoint rows
empirical_routing,True,rho_lower=0.350618;utility_lower=0.235571,both 95% CI lower bounds >0
incremental_vs_magnitude,False,delta_rho_lower=-0.536401;delta_utility_lower=-0.688669,either paired 95% CI lower bound >0
gat_vs_general_centroid_rmse,True,mean_delta=-0.00422406;upper=-0.00381431,paired mean-delta 95% CI upper <0
