fold_id,setting,score,n_tasks,spearman
Tian_CRISPRi_batch_holdout_1_B1,context_and_perturbation_unseen,safeconf_calibrated_pair_risk,20,0.46917293233082696
Tian_CRISPRi_batch_holdout_1_B1,context_and_perturbation_unseen,safeconf_frozen_pair_risk,20,-0.5654135338345864
Tian_CRISPRi_batch_holdout_1_B1,context_and_perturbation_unseen,risk_model_disagreement,20,-0.5654135338345864
Tian_CRISPRi_batch_holdout_1_B1,context_and_perturbation_unseen,baseline_predicted_magnitude,20,0.46917293233082696
Tian_CRISPRi_batch_holdout_1_B1,context_unseen_row,safeconf_calibrated_pair_risk,79,0.03975170399221032
Tian_CRISPRi_batch_holdout_1_B1,context_unseen_row,safeconf_frozen_pair_risk,79,-0.022395326192794548
Tian_CRISPRi_batch_holdout_1_B1,context_unseen_row,risk_model_disagreement,79,0.010516066212268744
Tian_CRISPRi_batch_holdout_1_B1,context_unseen_row,baseline_predicted_magnitude,79,0.060126582278481014
Tian_CRISPRi_batch_holdout_1_B1,perturbation_unseen_column,safeconf_calibrated_pair_risk,60,0.07857738260627953
Tian_CRISPRi_batch_holdout_1_B1,perturbation_unseen_column,safeconf_frozen_pair_risk,60,-0.18610725201444853
Tian_CRISPRi_batch_holdout_1_B1,perturbation_unseen_column,risk_model_disagreement,60,-0.18610725201444853
Tian_CRISPRi_batch_holdout_1_B1,perturbation_unseen_column,baseline_predicted_magnitude,60,0.07857738260627953
Tian_CRISPRi_batch_holdout_1_B1,random_missing_pair,safeconf_calibrated_pair_risk,24,0.06434782608695652
Tian_CRISPRi_batch_holdout_1_B1,random_missing_pair,safeconf_frozen_pair_risk,24,-0.32695652173913037
Tian_CRISPRi_batch_holdout_1_B1,random_missing_pair,risk_model_disagreement,24,-0.3426086956521739
Tian_CRISPRi_batch_holdout_1_B1,random_missing_pair,baseline_predicted_magnitude,24,0.17217391304347823
Tian_CRISPRi_batch_holdout_2_B2,context_and_perturbation_unseen,safeconf_calibrated_pair_risk,20,-0.28872180451127816
Tian_CRISPRi_batch_holdout_2_B2,context_and_perturbation_unseen,safeconf_frozen_pair_risk,20,-0.29473684210526313
Tian_CRISPRi_batch_holdout_2_B2,context_and_perturbation_unseen,risk_model_disagreement,20,-0.29473684210526313
Tian_CRISPRi_batch_holdout_2_B2,context_and_perturbation_unseen,baseline_predicted_magnitude,20,-0.26165413533834586
Tian_CRISPRi_batch_holdout_2_B2,context_unseen_row,safeconf_calibrated_pair_risk,79,0.25866601752677704
Tian_CRISPRi_batch_holdout_2_B2,context_unseen_row,safeconf_frozen_pair_risk,79,0.245715676728335
Tian_CRISPRi_batch_holdout_2_B2,context_unseen_row,risk_model_disagreement,79,0.2536027263875365
Tian_CRISPRi_batch_holdout_2_B2,context_unseen_row,baseline_predicted_magnitude,79,0.18249756572541384
Tian_CRISPRi_batch_holdout_2_B2,perturbation_unseen_column,safeconf_calibrated_pair_risk,60,-0.10125034731869965
Tian_CRISPRi_batch_holdout_2_B2,perturbation_unseen_column,safeconf_frozen_pair_risk,60,-0.08930258405112533
Tian_CRISPRi_batch_holdout_2_B2,perturbation_unseen_column,risk_model_disagreement,60,-0.08930258405112533
Tian_CRISPRi_batch_holdout_2_B2,perturbation_unseen_column,baseline_predicted_magnitude,60,-0.12397888302306197
Tian_CRISPRi_batch_holdout_2_B2,random_missing_pair,safeconf_calibrated_pair_risk,24,-0.23304347826086955
Tian_CRISPRi_batch_holdout_2_B2,random_missing_pair,safeconf_frozen_pair_risk,24,-0.3078260869565217
Tian_CRISPRi_batch_holdout_2_B2,random_missing_pair,risk_model_disagreement,24,-0.1034782608695652
Tian_CRISPRi_batch_holdout_2_B2,random_missing_pair,baseline_predicted_magnitude,24,0.2434782608695652
Tian_CRISPRi_batch_holdout_3_B3,context_and_perturbation_unseen,safeconf_calibrated_pair_risk,20,0.34736842105263155
Tian_CRISPRi_batch_holdout_3_B3,context_and_perturbation_unseen,safeconf_frozen_pair_risk,20,0.3398496240601503
Tian_CRISPRi_batch_holdout_3_B3,context_and_perturbation_unseen,risk_model_disagreement,20,0.3398496240601503
Tian_CRISPRi_batch_holdout_3_B3,context_and_perturbation_unseen,baseline_predicted_magnitude,20,-0.07969924812030074
