seed,model,epoch,train_mse,validation_mse
3407,scGPT,1,0.5789607814310685,0.03024702134501675
3407,scGPT,2,0.015839771205640358,0.029331746146730755
3407,scGPT,3,0.015279493051702562,0.028297180755306846
3407,scGPT,4,0.015300890876223211,0.029354714586035065
3407,scGPT,5,0.01532051979523638,0.02829127766839836
3407,scGPT,6,0.015200090756558853,0.028423718257766704
3407,scGPT,7,0.015883966551526733,0.028361275144245312
3407,scGPT,8,0.015643860658873684,0.031782659135111004
3407,GEARS,1,0.020096124473797237,0.031094942079937977
3407,GEARS,2,0.016097848546569763,0.028348274124057396
3407,GEARS,3,0.014320616691332796,0.028073307774637058
3407,GEARS,4,0.013824446167310944,0.028444848549754723
3407,GEARS,5,0.013596036026011343,0.028380885396314705
3407,GEARS,6,0.013271355535835028,0.028420532284223515
3407,GEARS,7,0.013301751657348612,0.028647196641110855
3407,GEARS,8,0.013136144828699205,0.028741277956768223
3407,GEARS,9,0.013139271663258905,0.02874926728722842
3408,scGPT,1,0.282422154939369,0.03132913034895192
3408,scGPT,2,0.01700592207033997,0.028474595721649086
3408,scGPT,3,0.015136673398639845,0.028813754815770233
3408,scGPT,4,0.01687117491889259,0.02933796483051518
3408,scGPT,5,0.01583548457078312,0.030025678241382473
3408,GEARS,1,0.01950979738941659,0.030452495035917862
3408,GEARS,2,0.015776223826991474,0.028238781363419865
3408,GEARS,3,0.014313516692946787,0.028087913666082466
3408,GEARS,4,0.013934771894760754,0.028108138753020245
3408,GEARS,5,0.013573106783239738,0.028711751670293186
3408,GEARS,6,0.01345052106467926,0.028314748293031818
3408,GEARS,7,0.013268222303494163,0.028464313029595043
3408,GEARS,8,0.013137998099884262,0.028287375669764435
3408,GEARS,9,0.013079381142945393,0.028640945725466892
3409,scGPT,1,0.5932565488974038,0.0320732696386783
3409,scGPT,2,0.0163162339316762,0.028753046027344208
3409,scGPT,3,0.01518928628090931,0.028243464377263317
3409,scGPT,4,0.015361579458998598,0.028586404195622257
3409,scGPT,5,0.015537890018490345,0.03002305677079636
3409,scGPT,6,0.015584492570032244,0.028341783372604328
3409,GEARS,1,0.019740045920986195,0.030924641770189224
3409,GEARS,2,0.016163243304776108,0.028768886569077553
3409,GEARS,3,0.014468975243685038,0.02782560868755631
3409,GEARS,4,0.014180451105146305,0.02812524901136108
3409,GEARS,5,0.01366548566147685,0.028517646715044975
3409,GEARS,6,0.013608930288287609,0.028439664200920124
3409,GEARS,7,0.013653714250287285,0.028138657100498676
3409,GEARS,8,0.013763385905843714,0.028574091584786125
3409,GEARS,9,0.013150091930899931,0.028831697069108486
