panel_id,support,architecture,seed,best_epoch,best_validation_mse,pretrained_tensors,model_key,n_query_predictions,n_unique_vectors_at_1e-6,max_coordinate_std,all_finite,query_graphs_containing_y,n_go_edges,n_coexpression_edges
H02,3,scGPT,3407,5,0.02829127766839836,129.0,scGPT_seed3407,840,840,0.02661135420203209,True,0,,
H02,3,GEARS,3407,3,0.028073307774637058,,GEARS_seed3407,840,820,0.13037092983722687,True,0,1248.0,4468.0
H02,3,scGPT,3408,2,0.028474595721649086,129.0,scGPT_seed3408,840,840,0.0057553984224796295,True,0,,
H02,3,GEARS,3408,3,0.028087913666082466,,GEARS_seed3408,840,814,0.1304626762866974,True,0,1248.0,4468.0
H02,3,scGPT,3409,3,0.028243464377263317,129.0,scGPT_seed3409,840,840,0.021575868129730225,True,0,,
H02,3,GEARS,3409,3,0.02782560868755631,,GEARS_seed3409,840,814,0.11228667944669724,True,0,1248.0,4468.0
