score_name,score_type,n,aligned_rho,raw_score_vs_rmse_rho,normalized_rmse_rho,magnitude_only_rho,partial_rho_control_magnitude,risk_coverage80_improve_pct,mean_rmse
context_similarity_score,confidence,2506,0.439630588046469,-0.439630588046469,0.05997507026894731,0.7358455041044434,0.2840473631103836,21.796667743158093,0.21104441417229275
model_disagreement_risk,risk,2506,0.3544085226698136,0.3544085226698136,0.0188799995301193,0.7358455041044434,0.22482511598076776,13.211304284826008,0.21104441417229275
historical_residual_risk,risk,2506,0.27273837316363253,0.27273837316363253,0.022516966454164775,0.7358455041044434,0.19982981457657406,6.111398421819333,0.21104441417229275
ood_distance_risk,risk,2506,0.05348258790897301,0.05348258790897301,0.34269058252442924,0.7358455041044434,0.22109500494205064,4.790910199979772,0.21104441417229275
support_count_score,confidence,2506,0.03619534395356306,-0.03619534395356306,0.06396999103169312,0.7358455041044434,0.0691044863733258,0.8849210407099156,0.21104441417229275
prediction_magnitude_risk,risk,2506,-0.20996184665568973,-0.20996184665568973,0.21643243777737126,0.7358455041044434,0.008770748585015446,-6.240056423756505,0.21104441417229275
