score_name,fold_id,n,aligned_rho,raw_score_vs_rmse_rho,normalized_rmse_rho,magnitude_only_rho,partial_rho_control_magnitude,risk_coverage80_improve_pct,mean_rmse
context_similarity_score,0,502,0.44546141256536453,-0.44546141256536453,0.039756841630655564,0.7133072699774258,0.29686421852298356,16.860708996538303,0.20289262070659625
context_similarity_score,1,502,0.4484475229790199,-0.4484475229790199,-0.05052689069055541,0.7331618283278499,0.22966092095847718,17.65054318214093,0.2057690569432891
context_similarity_score,2,500,0.4349471069599999,-0.4349471069599999,0.1116015495215167,0.699599316005753,0.33416669658825265,21.726979709233245,0.19614970631130066
context_similarity_score,3,500,0.4045954740443564,-0.4045954740443564,0.06051149970679242,0.8043177391918698,0.17620759344694611,27.378701817031533,0.23060464311501347
context_similarity_score,4,502,0.47902997941372605,-0.47902997941372605,0.13802793251680823,0.7224980708955587,0.3801677715129331,23.615215183347626,0.2198246315186577
historical_residual_risk,0,502,0.354021742747886,0.354021742747886,0.10670253968757126,0.7133072699774258,0.30607426740856636,7.865453321613607,0.20289262070659625
historical_residual_risk,1,502,0.18436620926643388,0.18436620926643388,0.12063000111233403,0.7331618283278499,0.20748211437999237,-0.3998602311160458,0.2057690569432891
historical_residual_risk,2,500,0.2639835526190878,0.2639835526190878,-0.0031394621186251227,0.699599316005753,0.1991100484537056,10.6865487071252,0.19614970631130066
historical_residual_risk,3,500,0.34115197844301326,0.34115197844301326,0.014795950809573667,0.8043177391918698,0.20473584968598907,5.747079637133771,0.23060464311501347
historical_residual_risk,4,502,0.2231536722585518,0.2231536722585518,-0.12939841897440538,0.7224980708955587,0.08295818378904332,5.1305052016259545,0.2198246315186577
learned_risk_score,0,502,0.7142344708824683,0.7142344708824683,0.07570163639232781,0.7133072699774258,0.5415359530308773,19.474146137952076,0.20289262070659625
learned_risk_score,1,502,0.6647620696785027,0.6647620696785027,-0.09033325609558664,0.7331618283278499,0.38509027310433097,20.949040874398875,0.2057690569432891
learned_risk_score,2,500,0.6418588554354218,0.6418588554354218,-0.01725184500738003,0.699599316005753,0.4356373246469891,21.93639066262589,0.19614970631130066
learned_risk_score,3,500,0.7035786738582513,0.7035786738582513,0.05102238498768915,0.8043177391918698,0.4153241382061862,30.53633010895469,0.23060464311501347
learned_risk_score,4,502,0.6535447239743067,0.6535447239743067,-0.07083196837298132,0.7224980708955587,0.39401567972350127,26.54744327289351,0.2198246315186577
model_disagreement_risk,0,502,0.4456714128440595,0.4456714128440595,0.06393321838384426,0.7133072699774258,0.3244762006422291,15.47878425081009,0.20289262070659625
model_disagreement_risk,1,502,0.2860191664153598,0.2860191664153598,0.04793122674297792,0.7331618283278499,0.2313303817058076,9.231229662318237,0.2057690569432891
model_disagreement_risk,2,500,0.30469399094539396,0.30469399094539396,0.023468202682449254,0.699599316005753,0.21164736467861694,13.78984449614641,0.19614970631130066
model_disagreement_risk,3,500,0.4656167521759029,0.4656167521759029,0.023015078151195786,0.8043177391918698,0.21615183858548628,14.7560395161161,0.23060464311501347
model_disagreement_risk,4,502,0.25059099558545117,0.25059099558545117,-0.0724203619461025,0.7224980708955587,0.11132190202066547,9.631260806222116,0.2198246315186577
ood_distance_risk,0,502,-0.012010173246430634,-0.012010173246430634,0.3474634980772515,0.7133072699774258,0.19816884269680166,6.406528079842584,0.20289262070659625
ood_distance_risk,1,502,0.07063038967522656,0.07063038967522656,0.20378611387397197,0.7331618283278499,0.16042392351676635,0.23504551227690637,0.2057690569432891
ood_distance_risk,2,500,0.12364770047923047,0.12364770047923047,0.4285699817075314,0.699599316005753,0.31698685432047574,2.7623742909272244,0.19614970631130066
ood_distance_risk,3,500,0.1469133411360558,0.1469133411360558,0.39458064981360064,0.8043177391918698,0.298331738532085,10.488259880602344,0.23060464311501347
ood_distance_risk,4,502,-0.05890573929765319,-0.05890573929765319,0.3266102736924987,0.7224980708955587,0.12608779227305908,5.978479241802563,0.2198246315186577
perturbation_stability_score,0,502,-0.23989953684226778,0.23989953684226778,0.3097664397044304,0.7133072699774258,0.0378152907863538,-7.265606228780416,0.20289262070659625
perturbation_stability_score,1,502,-0.14347375407258492,0.14347375407258492,0.2790372492689622,0.7331618283278499,0.09829114784428922,-3.41969450213247,0.2057690569432891
perturbation_stability_score,2,500,-0.17325665939714005,0.17325665939714005,0.3934479846343222,0.699599316005753,0.13031155585128118,-3.8118454662918926,0.19614970631130066
perturbation_stability_score,3,500,-0.22639428325003524,0.22639428325003524,0.32455894508927896,0.8043177391918698,0.13761753204976457,-5.437662531663736,0.23060464311501347
perturbation_stability_score,4,502,-0.23067088809780212,0.23067088809780212,0.2805544334135754,0.7224980708955587,0.014255029491069568,-4.547474755144881,0.2198246315186577
prediction_magnitude_risk,0,502,-0.20782957857976553,-0.20782957857976553,0.2673356999971211,0.7133072699774258,0.027719841232318194,-5.446321905129226,0.20289262070659625
prediction_magnitude_risk,1,502,-0.19345173798206064,-0.19345173798206064,0.15724338512190925,0.7331618283278499,-0.024797149717815315,-4.304858269021854,0.2057690569432891
prediction_magnitude_risk,2,500,-0.1850137204952113,-0.1850137204952113,0.2778307819910668,0.699599316005753,0.051783156387737776,-6.328252932240882,0.19614970631130066
prediction_magnitude_risk,3,500,-0.2208820995283981,-0.2208820995283981,0.16871875487501947,0.8043177391918698,0.012632724067417939,-8.002726754787696,0.23060464311501347
prediction_magnitude_risk,4,502,-0.2616182571531709,-0.2616182571531709,0.21176151811131444,0.7224980708955587,-0.045511489269501194,-8.644914557488427,0.2198246315186577
protocol_v0_2_family_confidence,0,502,0.43031085164811433,-0.43031085164811433,0.11837171051008082,0.7133072699774258,0.34379259586202254,19.335415156635076,0.20289262070659625
protocol_v0_2_family_confidence,1,502,0.40899453003885616,-0.40899453003885616,0.050416508857283694,0.7331618283278499,0.2990953689768,16.501694099301794,0.2057690569432891
protocol_v0_2_family_confidence,2,500,0.4593185131933998,-0.4593185131933998,0.11654996550175292,0.699599316005753,0.3686096729517201,22.261525866803932,0.19614970631130066
protocol_v0_2_family_confidence,3,500,0.5021437734467731,-0.5021437734467731,0.17512111121426435,0.8043177391918698,0.3190348964684102,26.749108583630658,0.23060464311501347
protocol_v0_2_family_confidence,4,502,0.41843139285792474,-0.41843139285792474,0.09074808438386005,0.7224980708955587,0.3124284899019718,20.238592798609726,0.2198246315186577
protocol_v0_2_with_stability_confidence,0,502,0.3309955634690009,-0.3309955634690009,0.2924556676590278,0.7133072699774258,0.38545025906288005,19.22149931576865,0.20289262070659625
protocol_v0_2_with_stability_confidence,1,502,0.3658456690620935,-0.3658456690620935,0.15233603120304415,0.7331618283278499,0.32782712965046557,16.050427143589683,0.2057690569432891
protocol_v0_2_with_stability_confidence,2,500,0.3728085920926315,-0.3728085920926315,0.31013570936267615,0.699599316005753,0.42126819741264127,21.08430139403608,0.19614970631130066
protocol_v0_2_with_stability_confidence,3,500,0.4261638136458074,-0.4261638136458074,0.25582489425354743,0.8043177391918698,0.32650222367680165,25.38235508421853,0.23060464311501347
protocol_v0_2_with_stability_confidence,4,502,0.284120297050315,-0.284120297050315,0.2502770152878041,0.7224980708955587,0.30344144260551725,21.190602397573862,0.2198246315186577
random_score,0,502,0.030765380283131707,-0.030765380283131707,-0.0017789107139731925,0.7133072699774258,0.014094863628915792,3.2988005928298247,0.20289262070659625
random_score,1,502,-0.010784684739334586,0.010784684739334586,0.02503996940654899,0.7331618283278499,-0.00613926294869546,0.20470713699349655,0.2057690569432891
random_score,2,500,-0.05989367957471829,0.05989367957471829,0.008528098112392447,0.699599316005753,-0.03187541875333886,-3.237853666079728,0.19614970631130066
random_score,3,500,0.04878192312769251,-0.04878192312769251,-0.01570566282265129,0.8043177391918698,-0.010021818206717482,3.710235961308619,0.23060464311501347
random_score,4,502,0.010682523178082068,-0.010682523178082068,0.013849626434441518,0.7224980708955587,0.005422588566772365,4.646171791053155,0.2198246315186577
simple_combined_confidence,0,502,0.5330061286028135,-0.5330061286028135,0.14108364579799396,0.7133072699774258,0.44052943220599294,19.890029352997175,0.20289262070659625
simple_combined_confidence,1,502,0.41243560232811405,-0.41243560232811405,0.07754383742541103,0.7331618283278499,0.3248275580562858,16.505614940606154,0.2057690569432891
simple_combined_confidence,2,500,0.49431317725270896,-0.49431317725270896,0.25954951819807276,0.699599316005753,0.4724412782999575,21.83152519983162,0.19614970631130066
simple_combined_confidence,3,500,0.5351275485101941,-0.5351275485101941,0.1477636950547802,0.8043177391918698,0.32034762355357416,28.586685220642234,0.23060464311501347
simple_combined_confidence,4,502,0.464343694257861,-0.464343694257861,0.08763692862506711,0.7224980708955587,0.3496390489223532,22.552140060585433,0.2198246315186577
support_count_score,0,502,0.03870974953352451,-0.03870974953352451,0.060469010034500004,0.7133072699774258,0.04956477511407535,1.4077847901593448,0.20289262070659625
support_count_score,1,502,0.06034886636814546,-0.06034886636814546,0.037601603218086914,0.7331618283278499,0.08063754577808444,2.4383555351007438,0.2057690569432891
support_count_score,2,500,0.057737071375406714,-0.057737071375406714,-0.007994357702707558,0.699599316005753,0.045326688597000064,0.38171510336390546,0.19614970631130066
support_count_score,3,500,0.038073644376684354,-0.038073644376684354,0.1908994842999102,0.8043177391918698,0.1698778184976159,-4.0630863028222315,0.23060464311501347
support_count_score,4,502,-0.04822695423563854,0.04822695423563854,0.04521884781507176,0.7224980708955587,0.00417713889067807,1.135483190461209,0.2198246315186577
