analysis,study,batch,n_tasks,n_clusters,partial_spearman,magnitude_matched_spearman,matched_bins_evaluable,safeconf_spearman,magnitude_spearman
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_1_Interneurons_Sst_Pvalb|0.75|context_unseen_row,18,18,0.037147972762115754,0.5163977794943222,2,0.1022199413454573,0.76883384932920529
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_1_Interneurons_Sst_Pvalb|0.75|perturbation_unseen_column,20,5,,,0,,0.60902255639097735
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_1_Interneurons_Sst_Pvalb|0.75|random_missing_pair,8,7,,,0,,-0.14285714285714288
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_1_Interneurons_Sst_Pvalb|1.0|context_and_perturbation_unseen,5,5,0.66144718510917344,,0,0.39999999999999997,-0.69999999999999996
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_1_Interneurons_Sst_Pvalb|1.0|context_unseen_row,18,18,0.48983877830113509,0.066666666666666652,3,0.74819401444788436,0.72342621259029927
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_1_Interneurons_Sst_Pvalb|1.0|perturbation_unseen_column,20,5,0.29272270078148521,0.15999999999999998,5,0.47067669172932325,0.45714285714285713
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_1_Interneurons_Sst_Pvalb|1.0|random_missing_pair,8,7,0.30276503540974919,,0,0.23809523809523811,-0.04761904761904763
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_2_Interneurons_Vip_Adarb2|0.25|context_and_perturbation_unseen,5,5,,,0,0.19999999999999998,0.19999999999999998
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_2_Interneurons_Vip_Adarb2|0.25|context_unseen_row,18,18,0.10386511251743051,0.39999999999999997,3,0.59958720330237358,0.59752321981424139
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_2_Interneurons_Vip_Adarb2|0.25|perturbation_unseen_column,20,5,-0.054889538061552556,-0.039999999999999994,5,0.052631578947368418,0.06616541353383458
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_2_Interneurons_Vip_Adarb2|0.25|random_missing_pair,8,6,-0.27101454078524706,,0,0.35714285714285721,0.45238095238095238
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_2_Interneurons_Vip_Adarb2|0.5|context_and_perturbation_unseen,5,5,-0.80403025220736979,,0,-0.69999999999999996,-0.099999999999999992
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_2_Interneurons_Vip_Adarb2|0.5|context_unseen_row,18,18,0.40900303878467414,0.13333333333333333,3,0.61197110423116619,0.5252837977296182
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_2_Interneurons_Vip_Adarb2|0.5|perturbation_unseen_column,20,5,-0.36089858458790991,-0.15999999999999998,5,-0.29022556390977439,-0.06616541353383458
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_2_Interneurons_Vip_Adarb2|0.5|random_missing_pair,8,6,0.472738597299309,,0,0.47619047619047622,-0.071428571428571438
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_2_Interneurons_Vip_Adarb2|0.75|context_and_perturbation_unseen,5,5,-0.10482848367219194,,0,-0.29999999999999999,-0.29999999999999999
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_2_Interneurons_Vip_Adarb2|0.75|context_unseen_row,18,18,-0.049958210945870572,-0.26666666666666666,3,0.70072239422084615,0.76264189886480904
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_2_Interneurons_Vip_Adarb2|0.75|perturbation_unseen_column,20,5,0.29525608646374579,-0.040000000000000001,5,-0.15187969924812031,-0.5473684210526315
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_2_Interneurons_Vip_Adarb2|0.75|random_missing_pair,8,6,-0.14063598761575286,,0,0.40476190476190482,0.52380952380952395
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_2_Interneurons_Vip_Adarb2|1.0|context_and_perturbation_unseen,5,5,-0.4522670168666455,,0,-0.29999999999999999,0.59999999999999998
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_2_Interneurons_Vip_Adarb2|1.0|context_unseen_row,18,18,0.049229883546635274,-0.19999999999999998,3,0.71104231166150678,0.77089783281733737
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_2_Interneurons_Vip_Adarb2|1.0|perturbation_unseen_column,20,5,0.22192245504137761,0.079999999999999988,5,-0.099248120300751877,-0.43609022556390969
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_2_Interneurons_Vip_Adarb2|1.0|random_missing_pair,8,6,-0.18211574396692598,,0,-0.023809523809523815,0.30952380952380953
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_3_Neurons_L_2_3|0.25|context_and_perturbation_unseen,5,5,0.22941573387056147,,0,0.099999999999999992,0.8999999999999998
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_3_Neurons_L_2_3|0.25|context_unseen_row,18,18,0.13867615450680926,0.33333333333333331,3,0.79772961816305465,0.79566563467492246
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_3_Neurons_L_2_3|0.25|perturbation_unseen_column,20,5,0.00051927168765331837,-0.080000000000000002,5,-0.030075187969924807,-0.064661654135338337
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_3_Neurons_L_2_3|0.25|random_missing_pair,8,6,-0.77615052570633281,,0,0.16666666666666671,0.33333333333333343
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_3_Neurons_L_2_3|0.5|context_and_perturbation_unseen,5,5,-0.84119102419205982,,0,0.49999999999999994,0.8999999999999998
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_3_Neurons_L_2_3|0.5|context_unseen_row,18,18,0.22825238411716653,0.46666666666666673,3,0.81424148606811153,0.81424148606811153
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_3_Neurons_L_2_3|0.5|perturbation_unseen_column,20,5,-0.12386082292663374,-5.551115123125783e-18,5,0.23909774436090225,0.4240601503759398
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_3_Neurons_L_2_3|0.5|random_missing_pair,8,6,-0.47451498783938362,,0,0.095238095238095261,0.4285714285714286
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_3_Neurons_L_2_3|0.75|context_and_perturbation_unseen,5,5,0.16666666666666669,,0,0.69999999999999996,0.79999999999999993
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_3_Neurons_L_2_3|0.75|context_unseen_row,18,18,0.14119515236265362,0.13333333333333333,3,0.70278637770897823,0.87409700722394212
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_3_Neurons_L_2_3|0.75|perturbation_unseen_column,20,5,-0.50739829566557471,-0.67999999999999994,5,-0.094736842105263147,0.48721804511278188
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_3_Neurons_L_2_3|0.75|random_missing_pair,8,6,-0.084920777560844818,,0,-0.04761904761904763,0.23809523809523811
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_3_Neurons_L_2_3|1.0|context_and_perturbation_unseen,5,5,0.042220033092074789,,0,0.099999999999999992,0.69999999999999996
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_3_Neurons_L_2_3|1.0|context_unseen_row,18,18,-0.31054295073897586,-0.33333333333333331,3,0.53353973168214652,0.88648090815273484
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_3_Neurons_L_2_3|1.0|perturbation_unseen_column,20,5,-0.35099587703606072,-0.27999999999999997,5,0.084210526315789458,0.54586466165413527
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_3_Neurons_L_2_3|1.0|random_missing_pair,8,6,0.1003303367411288,,0,0.2142857142857143,0.19047619047619052
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_4_Neurons_L_5|0.25|context_and_perturbation_unseen,5,5,-0.044022545316281782,,0,-0.49999999999999994,-0.49999999999999994
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_4_Neurons_L_5|0.25|context_unseen_row,18,18,-0.040070218754133385,-0.19999999999999998,3,0.77915376676986581,0.88235294117647056
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_4_Neurons_L_5|0.25|perturbation_unseen_column,20,5,-0.2977274015985798,-0.040000000000000022,5,-0.078195488721804499,0.13233082706766916
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_4_Neurons_L_5|0.25|random_missing_pair,8,7,-0.2706417396107117,,0,0.4285714285714286,0.52380952380952395
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_4_Neurons_L_5|0.5|context_and_perturbation_unseen,5,5,0.1530931089239487,,0,0,-0.19999999999999998
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_4_Neurons_L_5|0.5|context_unseen_row,18,18,0.36032511580650906,0.19999999999999998,3,0.8782249742002064,0.89473684210526305
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_4_Neurons_L_5|0.5|perturbation_unseen_column,20,5,0.24625212879536093,0.40000000000000002,5,0.50075187969924817,0.45413533834586461
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_4_Neurons_L_5|0.5|random_missing_pair,8,7,0.13992252589562565,,0,0.26190476190476197,0.23809523809523811
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_4_Neurons_L_5|0.75|context_and_perturbation_unseen,5,5,0.085749292571254548,,0,0.19999999999999998,0.19999999999999998
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_4_Neurons_L_5|0.75|context_unseen_row,18,18,0.23631452521103791,0.26666666666666666,3,0.90505675954592368,0.91744066047471629
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_4_Neurons_L_5|0.75|perturbation_unseen_column,20,5,0.022470757604179034,-0.20000000000000001,5,0.53082706766917287,0.60451127819548867
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_4_Neurons_L_5|0.75|random_missing_pair,8,7,-0.11340330868756011,,0,0.26190476190476197,0.30952380952380953
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_4_Neurons_L_5|1.0|context_and_perturbation_unseen,5,5,-0.36689969285267138,,0,-0.099999999999999992,0.29999999999999999
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_4_Neurons_L_5|1.0|context_unseen_row,18,18,0.22372766047353462,-0.19999999999999998,3,0.66769865841073262,0.86171310629514963
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_4_Neurons_L_5|1.0|perturbation_unseen_column,20,5,-0.31694590209520074,0.16,5,0.33082706766917286,0.62706766917293222
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_4_Neurons_L_5|1.0|random_missing_pair,8,7,0.3069113854273629,,0,0.35714285714285721,0.23809523809523811
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_5_Neurons_L_6|0.25|context_and_perturbation_unseen,5,5,-0.19814848097530419,,0,0.19999999999999998,0.19999999999999998
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_5_Neurons_L_6|0.25|context_unseen_row,18,18,0.37100304992260968,0.066666666666666707,3,0.34984520123839008,0.28379772961816302
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_5_Neurons_L_6|0.25|perturbation_unseen_column,20,5,0.060193235747034786,0.079999999999999974,5,0.55037593984962407,0.54887218045112784
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_5_Neurons_L_6|0.25|random_missing_pair,8,7,0.1370837200718043,,0,-0.34731161595484505,-0.4285714285714286
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_5_Neurons_L_6|0.5|context_and_perturbation_unseen,5,5,,,0,,0
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_5_Neurons_L_6|0.5|context_unseen_row,18,18,-0.21723455090461732,-0.47434164902525694,2,-0.50022635511537628,0.56656346749226016
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_5_Neurons_L_6|0.5|perturbation_unseen_column,20,5,,,0,,0.58496240601503757
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_5_Neurons_L_6|0.5|random_missing_pair,8,7,0.018553546269482676,,0,0.12371791482634839,-0.16666666666666671
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_5_Neurons_L_6|0.75|context_and_perturbation_unseen,5,5,,,0,,0.59999999999999998
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_5_Neurons_L_6|0.75|context_unseen_row,18,18,-0.39555241870523139,-0.7745966692414834,1,-0.39735970711951318,0.68008255933952533
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_5_Neurons_L_6|0.75|perturbation_unseen_column,20,5,,,0,,0.77593984962406004
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_5_Neurons_L_6|0.75|random_missing_pair,8,7,,,0,,-0.23809523809523811
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_5_Neurons_L_6|1.0|context_and_perturbation_unseen,5,5,-0.875,,0,-0.19999999999999998,0.59999999999999998
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_5_Neurons_L_6|1.0|context_unseen_row,18,18,-0.045399183760416288,0.13333333333333339,3,0.63054695562435492,0.71517027863777094
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_5_Neurons_L_6|1.0|perturbation_unseen_column,20,5,-0.39079998101950847,-0.11999999999999997,5,0.33082706766917286,0.70827067669172916
E187_genetic_difficulty,Santinha,Santinha|Santinha_context_holdout_5_Neurons_L_6|1.0|random_missing_pair,8,7,0.34556751817986486,,0,0.14285714285714288,-0.16666666666666671
