suite,outcome,scope,method,stratum,n_tasks,spearman,utility_20,error_capture_20,retained_mean_error_80,normalized_aurc
exphormer,family_rms_error,RPE1,safeconf_original,primary_ge30,416,0.3692246017828925,0.43801050652932755,0.24335572751622608,0.07509009859330287,0.8763007322713167
exphormer,family_rms_error,RPE1,safeconf_m_4to1,primary_ge30,416,0.5896483050058324,0.6169340160406626,0.26028060749507376,0.07341045737680409,0.8137284476108099
exphormer,family_rms_error,RPE1,disagreement_only,primary_ge30,416,0.3461110073942699,0.5432256029934367,0.25330832057949326,0.0741023937740666,0.8994612781579755
exphormer,family_rms_error,RPE1,source_effect_magnitude,primary_ge30,416,0.6011051399843981,0.6302440148429189,0.2615396378643195,0.07328551000325392,0.8096189946526423
exphormer,family_rms_error,RPE1,m_plus_D,primary_ge30,416,0.5679706539216343,0.5980140688412997,0.2584909162665152,0.07358806803968916,0.8241228755384163
exphormer,family_rms_error,RPE1,drop_D,primary_ge30,416,0.5912072332260448,0.6309214628248084,0.2616037195817903,0.07327915047254985,0.8121602724775303
exphormer,family_rms_error,RPE1,m_plus_G,primary_ge30,416,0.5940592805126141,0.6136150974082905,0.2599666616102324,0.07344161366556883,0.8112737909676938
exphormer,family_rms_error,RPE1,drop_G,primary_ge30,416,0.5840999801397091,0.61574870410483,0.2601684854921785,0.07342158447121035,0.8139243325544613
exphormer,family_rms_error,RPE1,m_plus_H,primary_ge30,416,0.5979756998136548,0.6258312853007556,0.26112222531700136,0.0733269344221943,0.8132369130858973
exphormer,family_rms_error,RPE1,drop_H,primary_ge30,416,0.5797451191907667,0.6024765235143992,0.2589130324543741,0.0735461768269795,0.8157998741915985
exphormer,family_rms_error,RPE1,m_plus_N,primary_ge30,416,0.5737834189964719,0.5795788937001103,0.2567470809957572,0.07376112791362681,0.8134806667954573
exphormer,family_rms_error,RPE1,drop_N,primary_ge30,416,0.5889984454684993,0.6193408147850196,0.2605082733842168,0.07338786359702702,0.8151211987307208
exphormer,family_rms_error,RPE1,m_plus_C,primary_ge30,416,0.5625264200132016,0.5679168362337682,0.2556439340506558,0.07387060526762654,0.8226605355176444
exphormer,family_rms_error,RPE1,drop_C,primary_ge30,416,0.5937704062460962,0.6243908507458773,0.2609859705451981,0.07334045647558264,0.8118584733442636
exphormer,family_rms_error,RPE1,m_plus_source_GHNC,primary_ge30,416,0.5912072332260448,0.6309214628248084,0.2616037195817903,0.07327915047254985,0.8121602724775303
exphormer,family_rms_error,RPE1,m_plus_prediction_DG,primary_ge30,416,0.5841100713860724,0.6139983289440161,0.2600029125633016,0.07343801608644342,0.8153531578587796
exphormer,family_rms_error,RPE1,weight_0.00,primary_ge30,416,0.5739723698335123,0.6089265531479356,0.25952315896992123,0.0734856272901986,0.8180719450162125
exphormer,family_rms_error,RPE1,weight_0.05,primary_ge30,416,0.5797444367208033,0.6141903577117998,0.26002107710666483,0.07343621341985139,0.8155034088478899
exphormer,family_rms_error,RPE1,weight_0.10,primary_ge30,416,0.5844181724063996,0.6248646675103705,0.26103079021083575,0.07333600852925695,0.8135088274555113
exphormer,family_rms_error,RPE1,weight_0.20,primary_ge30,416,0.5896666439976226,0.6169340160406626,0.26028060749507376,0.07341045737680409,0.8137022888529563
exphormer,family_rms_error,RPE1,weight_0.35,primary_ge30,416,0.5803359984351395,0.6509073160664951,0.26349423787261883,0.07309153363592892,0.816238629391986
exphormer,family_rms_error,RPE1,weight_0.50,primary_ge30,416,0.5516492172414319,0.6509290477355004,0.2634962935325523,0.07309132963027833,0.8237141387140366
exphormer,family_rms_error,hepg2,magnitude_raw,primary_ge30,405,0.7693076532612209,0.7882033298990127,0.28839802019151084,0.05148401030401527,0.7860626669769221
exphormer,family_rms_error,hepg2,magnitude_percentile,primary_ge30,405,0.7693076532612209,0.7882033298990127,0.28839802019151084,0.05148401030401527,0.7860626669769221
exphormer,family_rms_error,hepg2,safeconf_original,primary_ge30,405,0.5897315839958379,0.4854091680755197,0.2544392643535038,0.05394090753741815,0.819310926520719
exphormer,family_rms_error,hepg2,safeconf_m_4to1,primary_ge30,405,0.7959227571422813,0.8270353283154895,0.29275307890527735,0.0511689242108674,0.7797102983222286
exphormer,family_rms_error,hepg2,disagreement_only,primary_ge30,405,0.37117224037674695,0.3527221688775334,0.239558246233779,0.0550175409813222,0.8893576978407824
exphormer,family_rms_error,hepg2,source_effect_magnitude,primary_ge30,405,0.7711156994188745,0.7697057265383952,0.28632349011362357,0.05163410140962838,0.7851172010445366
exphormer,family_rms_error,hepg2,m_plus_D,primary_ge30,405,0.7559196239539363,0.775403323120251,0.2869624829198966,0.05158787063293604,0.788016873917936
exphormer,family_rms_error,hepg2,drop_D,primary_ge30,405,0.7966991970186404,0.8173506240250569,0.29166692682631545,0.051247506714024636,0.7789585311114617
exphormer,family_rms_error,hepg2,m_plus_G,primary_ge30,405,0.7904115287317756,0.8081807080518304,0.29063850892117976,0.05132191218158543,0.7815259049025867
exphormer,family_rms_error,hepg2,drop_G,primary_ge30,405,0.7910738514364585,0.8283261135775187,0.2928978421374631,0.05115845067095467,0.7803545790638419
exphormer,family_rms_error,hepg2,m_plus_H,primary_ge30,405,0.7760141074363403,0.805820683348956,0.29037382910643716,0.051341061620030146,0.7844952295222577
exphormer,family_rms_error,hepg2,drop_H,primary_ge30,405,0.7952198090833029,0.808034612118169,0.2906221240737631,0.05132309761624859,0.778481468892072
exphormer,family_rms_error,hepg2,m_plus_N,primary_ge30,405,0.7682612489923555,0.7174696839770521,0.28046515055845594,0.05205794904156421,0.783310977821553
exphormer,family_rms_error,hepg2,drop_N,primary_ge30,405,0.7983784827609532,0.8277452176984897,0.29283269391530303,0.051163164108854166,0.7803594485596963
exphormer,family_rms_error,hepg2,m_plus_C,primary_ge30,405,0.7808627076520094,0.7708852137892169,0.2864557711302835,0.05162453095111647,0.7839227005834093
exphormer,family_rms_error,hepg2,drop_C,primary_ge30,405,0.7876928632370539,0.8291157312534791,0.29298639877838983,0.05115204364688317,0.7808303477758431
exphormer,family_rms_error,hepg2,m_plus_source_GHNC,primary_ge30,405,0.7966991970186404,0.8173506240250569,0.29166692682631545,0.051247506714024636,0.7789585311114617
exphormer,family_rms_error,hepg2,m_plus_prediction_DG,primary_ge30,405,0.7869608491016918,0.8145398270341005,0.2913516923179905,0.051270313756634545,0.7825297109357439
exphormer,family_rms_error,hepg2,weight_0.00,primary_ge30,405,0.7693076532612209,0.7882033298990127,0.28839802019151084,0.05148401030401527,0.7860626669769221
exphormer,family_rms_error,hepg2,weight_0.05,primary_ge30,405,0.7772439955368836,0.7958807022800681,0.2892590474074771,0.05142171546038543,0.7837314573527056
exphormer,family_rms_error,hepg2,weight_0.10,primary_ge30,405,0.7855986167151844,0.7923619091250144,0.2888644102160686,0.05145026724327156,0.781812570288038
exphormer,family_rms_error,hepg2,weight_0.20,primary_ge30,405,0.7959725812178237,0.8270353283154895,0.29275307890527735,0.0511689242108674,0.7797071343888228
exphormer,family_rms_error,hepg2,weight_0.35,primary_ge30,405,0.7985841273870078,0.814827602586214,0.29138396671737626,0.05126797872166039,0.7781206284287855
exphormer,family_rms_error,hepg2,weight_0.50,primary_ge30,405,0.7788628837154815,0.7617722463095069,0.2854337400721564,0.05169847433382292,0.7804459939451359
exphormer,family_rms_error,jurkat,magnitude_raw,primary_ge30,421,0.6872759992087705,0.7127673050562084,0.2690902663690137,0.05179304461141345,0.8275299377348186
exphormer,family_rms_error,jurkat,magnitude_percentile,primary_ge30,421,0.6872759992087705,0.7127673050562084,0.2690902663690137,0.05179304461141345,0.8275299377348186
exphormer,family_rms_error,jurkat,safeconf_original,primary_ge30,421,0.4938018741848486,0.3506266158535929,0.2349525566581326,0.05421207919343175,0.8618228355146924
exphormer,family_rms_error,jurkat,safeconf_m_4to1,primary_ge30,421,0.7170078508373138,0.7271606324995714,0.27044707395425654,0.051696899776342654,0.8184305661388389
exphormer,family_rms_error,jurkat,disagreement_only,primary_ge30,421,0.4272543208049957,0.41116244713645494,0.24065905332381107,0.053807710743018454,0.8793942427459435
exphormer,family_rms_error,jurkat,source_effect_magnitude,primary_ge30,421,0.7243483211298501,0.7375457828651524,0.27142604499798173,0.05162752884227525,0.8123648296021954
exphormer,family_rms_error,jurkat,m_plus_D,primary_ge30,421,0.6926384234186641,0.7029028413959749,0.2681603786018366,0.05185893745206527,0.8240693544541998
exphormer,family_rms_error,jurkat,drop_D,primary_ge30,421,0.7141575355838504,0.7225084859374359,0.2700085327088076,0.051727975277522056,0.8197922086839152
exphormer,family_rms_error,jurkat,m_plus_G,primary_ge30,421,0.7147931165634873,0.7423854993115282,0.2718822677866806,0.05159520040805062,0.8169989747364674
exphormer,family_rms_error,jurkat,drop_G,primary_ge30,421,0.7123739287133924,0.7188352393345099,0.2696622688672512,0.051752511903274664,0.8201012175523779
exphormer,family_rms_error,jurkat,m_plus_H,primary_ge30,421,0.7113029077253922,0.7274019598035965,0.2704698230175232,0.051695287753415024,0.820241922527255
exphormer,family_rms_error,jurkat,drop_H,primary_ge30,421,0.7075910768941106,0.7169703515680157,0.26948647255627567,0.051764969017686936,0.8213100459905084
exphormer,family_rms_error,jurkat,m_plus_N,primary_ge30,421,0.6955586750887365,0.7052950767505876,0.2683858860869957,0.05184295775074014,0.8251212668743336
exphormer,family_rms_error,jurkat,drop_N,primary_ge30,421,0.718370920081304,0.7251547711257603,0.2702579885646799,0.05171029856906233,0.8181266545251186
exphormer,family_rms_error,jurkat,m_plus_C,primary_ge30,421,0.6724819360036796,0.6915025421715724,0.26708571309988277,0.0519350893976804,0.8318778347530377
exphormer,family_rms_error,jurkat,drop_C,primary_ge30,421,0.7225922651326852,0.7224048767196367,0.2699987658377929,0.051728667368436836,0.8163937933445333
exphormer,family_rms_error,jurkat,m_plus_source_GHNC,primary_ge30,421,0.7141575355838504,0.7225084859374359,0.2700085327088076,0.051727975277522056,0.8197922086839152
exphormer,family_rms_error,jurkat,m_plus_prediction_DG,primary_ge30,421,0.7179368482435472,0.737447197228351,0.2714167516820105,0.05162818737657372,0.8168541300246073
exphormer,family_rms_error,jurkat,weight_0.00,primary_ge30,421,0.6872759992087705,0.7127673050562084,0.2690902663690137,0.05179304461141345,0.8275299377348186
exphormer,family_rms_error,jurkat,weight_0.05,primary_ge30,421,0.696346842321839,0.725631485602629,0.27030292673625667,0.051707114202213536,0.8240569480842301
exphormer,family_rms_error,jurkat,weight_0.10,primary_ge30,421,0.7051686093816315,0.7401881522260915,0.2716751317227883,0.05160987829083722,0.8216982162056196
exphormer,family_rms_error,jurkat,weight_0.20,primary_ge30,421,0.7170078508373138,0.7271606324995714,0.27044707395425654,0.051696899776342654,0.8184305661388389
exphormer,family_rms_error,jurkat,weight_0.35,primary_ge30,421,0.7197564106089844,0.7513235012040357,0.27272482131104037,0.05153549616515064,0.8170493081799886
exphormer,family_rms_error,jurkat,weight_0.50,primary_ge30,421,0.7007407999528279,0.7017446229566422,0.2680511974850977,0.05186667414264386,0.8201875599776193
exphormer,family_rms_error,pooled,magnitude_raw,primary_ge30,1808,0.6010379528489622,0.5770617108060144,0.27059487344532823,0.055739295788492516,0.8169252268737996
exphormer,family_rms_error,pooled,magnitude_percentile,primary_ge30,1808,0.6766386789251503,0.6585326044806388,0.2805303843050436,0.054980049166200036,0.7937914151520339
exphormer,family_rms_error,pooled,safeconf_original,primary_ge30,1808,0.43951061303942396,0.35971650615152856,0.2440892645860958,0.05776478740964046,0.8507841604290278
exphormer,family_rms_error,pooled,safeconf_m_4to1,primary_ge30,1808,0.6934928386771625,0.6724381708844865,0.28222619123417464,0.05485045988778423,0.7886265407148595
exphormer,family_rms_error,pooled,disagreement_only,primary_ge30,1808,0.391393396089695,0.3798630174775269,0.246546165118748,0.057577037282136874,0.8714233422556973
exphormer,family_rms_error,pooled,source_effect_magnitude,primary_ge30,1808,0.6880510376783963,0.6499835183751899,0.2794878090488968,0.05505972013157784,0.7887972758597874
exphormer,family_rms_error,pooled,m_plus_D,primary_ge30,1808,0.6727534960318111,0.655044695547396,0.28010502801495146,0.05501255381856096,0.7958632141964991
exphormer,family_rms_error,pooled,drop_D,primary_ge30,1808,0.6919570848460905,0.6602484562342708,0.28073963527754375,0.054964058735881414,0.7889464519415661
exphormer,family_rms_error,pooled,m_plus_G,primary_ge30,1808,0.6881588742774808,0.6584202505801875,0.28051668256019074,0.0549810962189028,0.7893136459446548
exphormer,family_rms_error,pooled,drop_G,primary_ge30,1808,0.6910960783758109,0.6659389404324121,0.28143359928109907,0.0549110277611151,0.7896327339551534
exphormer,family_rms_error,pooled,m_plus_H,primary_ge30,1808,0.6852424116932384,0.6714501070786856,0.2821056952112412,0.054859667889235145,0.7908771593019979
exphormer,family_rms_error,pooled,drop_H,primary_ge30,1808,0.6890060927289807,0.6538334621906456,0.27995731609445007,0.0550238415901005,0.7909135056352925
exphormer,family_rms_error,pooled,m_plus_N,primary_ge30,1808,0.679815418459662,0.6243776306529508,0.2763651284931513,0.055298347485311726,0.7912928839288451
exphormer,family_rms_error,pooled,drop_N,primary_ge30,1808,0.6939555084399952,0.6767647720057333,0.28275382743020655,0.05481013926358152,0.7891720120813452
exphormer,family_rms_error,pooled,m_plus_C,primary_ge30,1808,0.6739570003169818,0.6248478902687642,0.2764224774347066,0.05529396502417987,0.7962784009449916
exphormer,family_rms_error,pooled,drop_C,primary_ge30,1808,0.6936147278813727,0.6722732829032979,0.28220608287088256,0.05485199651807179,0.7877133661405273
exphormer,family_rms_error,pooled,m_plus_source_GHNC,primary_ge30,1808,0.6919570848460905,0.6602484562342708,0.28073963527754375,0.054964058735881414,0.7889464519415661
exphormer,family_rms_error,pooled,m_plus_prediction_DG,primary_ge30,1808,0.6895700031425354,0.6693785718129203,0.2818530680434149,0.0548789730187428,0.7899081923197924
exphormer,family_rms_error,pooled,weight_0.00,primary_ge30,1808,0.6766386789251503,0.6585326044806388,0.2805303843050436,0.054980049166200036,0.7937914151520339
exphormer,family_rms_error,pooled,weight_0.05,primary_ge30,1808,0.6828033769946548,0.6590400406448983,0.28059226698845624,0.05497532024797702,0.7919914739772919
exphormer,family_rms_error,pooled,weight_0.10,primary_ge30,1808,0.6881602298900388,0.6637672353909968,0.2811687562426852,0.054931266396570554,0.7901690509750943
exphormer,family_rms_error,pooled,weight_0.20,primary_ge30,1808,0.6934940076121898,0.6724381708844865,0.28222619123417464,0.05485045988778423,0.7886235854816483
exphormer,family_rms_error,pooled,weight_0.35,primary_ge30,1808,0.6859620383274773,0.6564228981634959,0.2802731021140749,0.05499971002080803,0.790221164998217
exphormer,family_rms_error,pooled,weight_0.50,primary_ge30,1808,0.6544315355912376,0.6370608229598179,0.27791186486999786,0.055180149801641605,0.7970112035647565
exphormer,family_rms_error,macro,magnitude_raw,primary_ge30,1808,0.7294157717771081,0.760898907113472,0.2815442179176621,0.055768694249843244,0.7938766151397463
exphormer,family_rms_error,macro,magnitude_percentile,primary_ge30,1808,0.7294157717771081,0.760898907113472,0.2815442179176621,0.055768694249843244,0.7938766151397463
exphormer,family_rms_error,macro,safeconf_original,primary_ge30,1808,0.48799000823786853,0.43268128120822064,0.24671581950421548,0.058311398958890454,0.8482742594841133
exphormer,family_rms_error,macro,safeconf_m_4to1,primary_ge30,1808,0.7512090252174435,0.7759575713240762,0.283132749663272,0.05564902452701497,0.7881862032212548
exphormer,family_rms_error,macro,disagreement_only,primary_ge30,1808,0.4178129275452941,0.4428536210121172,0.2471303376118435,0.05821779065205431,0.8732778156796962
exphormer,family_rms_error,macro,source_effect_magnitude,primary_ge30,1808,0.7474196773604475,0.7639362433658559,0.2816679331539569,0.055744688666001165,0.7878848956496234
exphormer,family_rms_error,macro,m_plus_D,primary_ge30,1808,0.7258597402627032,0.7462084833506024,0.27996819965550757,0.05588545255217479,0.7949518788459075
exphormer,family_rms_error,macro,drop_D,primary_ge30,1808,0.750190431262055,0.776593764492567,0.2831658538315047,0.055638014672920344,0.7883603363830778
exphormer,family_rms_error,macro,m_plus_G,primary_ge30,1808,0.7488702237017235,0.7696184404795315,0.282353336879408,0.05570523838694386,0.7882939336475758
exphormer,family_rms_error,macro,drop_G,primary_ge30,1808,0.7470356641838081,0.7751315237386601,0.28308653170477954,0.055653583431761425,0.7888569614111622
exphormer,family_rms_error,macro,m_plus_H,primary_ge30,1808,0.7438559710715587,0.7751647608196116,0.2830109402253327,0.05565355234311538,0.7902914534104126
exphormer,family_rms_error,macro,drop_H,primary_ge30,1808,0.7450296792455512,0.7604520576745262,0.28148787376157924,0.0557740513751176,0.789520007003358
exphormer,family_rms_error,macro,m_plus_N,primary_ge30,1808,0.7320892922734032,0.7307324709183822,0.2783125874253807,0.05601889271092468,0.7918294094196201
exphormer,family_rms_error,macro,drop_N,primary_ge30,1808,0.7522326149726677,0.7771992146364665,0.28327354012922856,0.05563782835294771,0.7883536613566974
exphormer,family_rms_error,macro,m_plus_C,primary_ge30,1808,0.7241366316957072,0.7371620433295034,0.2791447102663004,0.05596527794573619,0.796310664151727
exphormer,family_rms_error,macro,drop_C,primary_ge30,1808,0.7520671451151593,0.7802909047829829,0.2836174750440579,0.05561096951369355,0.787213893165712
exphormer,family_rms_error,macro,m_plus_source_GHNC,primary_ge30,1808,0.750190431262055,0.776593764492567,0.2831658538315047,0.055638014672920344,0.7883603363830778
exphormer,family_rms_error,macro,m_plus_prediction_DG,primary_ge30,1808,0.7478294647867917,0.7731484451304073,0.2827796427277526,0.05567586580216154,0.788675957430636
exphormer,family_rms_error,macro,weight_0.00,primary_ge30,1808,0.7294157717771081,0.760898907113472,0.2815442179176621,0.055768694249843244,0.7938766151397463
exphormer,family_rms_error,macro,weight_0.05,primary_ge30,1808,0.7366826823989248,0.7679202963382517,0.2822529050533791,0.05571487433389499,0.7914073760314013
exphormer,family_rms_error,macro,weight_0.10,primary_ge30,1808,0.743376922087258,0.7710240898256512,0.28248149859722704,0.055690633430876615,0.7895883602621501
exphormer,family_rms_error,macro,weight_0.20,primary_ge30,1808,0.751221843832881,0.7759575713240762,0.283132749663272,0.05564902452701497,0.7881760548932351
exphormer,family_rms_error,macro,weight_0.35,primary_ge30,1808,0.7459209001478755,0.7833201439161436,0.28368790723416126,0.0555855767223947,0.7891826493002732
exphormer,family_rms_error,macro,weight_0.50,primary_ge30,1808,0.7150684214867811,0.747575955140888,0.2798679152852,0.05585401264485372,0.7956348464748599
exphormer,family_centroid_rmse,K562,magnitude_raw,primary_ge30,566,0.8862484987254368,0.9326423150179836,0.30993755622493263,0.045819615002005466,0.7423906117174865
exphormer,family_centroid_rmse,K562,magnitude_percentile,primary_ge30,566,0.8862484987254368,0.9326423150179836,0.30993755622493263,0.045819615002005466,0.7423906117174865
exphormer,family_centroid_rmse,K562,safeconf_original,primary_ge30,566,0.49175257373762643,0.44627856763507756,0.25334329597304833,0.04957743031199195,0.8361863280074449
exphormer,family_centroid_rmse,K562,safeconf_m_4to1,primary_ge30,566,0.8998064038455631,0.9298642582758037,0.30961429597556694,0.04584107923369203,0.7397284020320879
exphormer,family_centroid_rmse,K562,disagreement_only,primary_ge30,566,0.5109222305444826,0.4442750108072911,0.25311015808571335,0.04959291048822301,0.827378321990312
exphormer,family_centroid_rmse,K562,source_effect_magnitude,primary_ge30,566,0.8910965876912279,0.9167959238251956,0.30809363839173987,0.04594204972653564,0.743209105122451
exphormer,family_centroid_rmse,K562,m_plus_D,primary_ge30,566,0.8827393654315594,0.9036392207616506,0.30656269805903286,0.046043702985988415,0.7430513028403489
exphormer,family_centroid_rmse,K562,drop_D,primary_ge30,566,0.8971906186672957,0.9335141264110837,0.3100390019456245,0.04581287908425247,0.7411620087449811
exphormer,family_centroid_rmse,K562,m_plus_G,primary_ge30,566,0.8949416933408986,0.9129746314076193,0.30764898514868344,0.045971574359545346,0.742002042690249
exphormer,family_centroid_rmse,K562,drop_G,primary_ge30,566,0.8979009308481999,0.9348997274526766,0.3102002332593792,0.045802173449147776,0.7399517395013359
exphormer,family_centroid_rmse,K562,m_plus_H,primary_ge30,566,0.8890174749519477,0.9401648698162038,0.3108128957754242,0.045761493129758454,0.7417868754195824
exphormer,family_centroid_rmse,K562,drop_H,primary_ge30,566,0.8949939268122016,0.9108525555107393,0.30740205614497274,0.045987970255286253,0.7413961845484841
exphormer,family_centroid_rmse,K562,m_plus_N,primary_ge30,566,0.8890204788244093,0.9181101140922939,0.3082465602046769,0.045931895835887936,0.744091929795153
exphormer,family_centroid_rmse,K562,drop_N,primary_ge30,566,0.9006115111766383,0.9333531325492794,0.3100202683772553,0.04581412297876959,0.7386839746597813
exphormer,family_centroid_rmse,K562,m_plus_C,primary_ge30,566,0.8794278189506308,0.91739640347059,0.308163511406557,0.045937410212145556,0.745344430586409
exphormer,family_centroid_rmse,K562,drop_C,primary_ge30,566,0.9016360891867364,0.9423771832762122,0.31107032500280424,0.045744400027249804,0.7386725101880677
exphormer,family_centroid_rmse,K562,m_plus_source_GHNC,primary_ge30,566,0.8971906186672957,0.9335141264110837,0.3100390019456245,0.04581287908425247,0.7411620087449811
exphormer,family_centroid_rmse,K562,m_plus_prediction_DG,primary_ge30,566,0.8990883314149234,0.922303012039669,0.3087344542118273,0.04589950004943255,0.7390847551747645
exphormer,family_centroid_rmse,K562,weight_0.00,primary_ge30,566,0.8862484987254368,0.9326423150179836,0.30993755622493263,0.045819615002005466,0.7423906117174865
exphormer,family_centroid_rmse,K562,weight_0.05,primary_ge30,566,0.8921656464892369,0.9348428331421038,0.31019361292339254,0.04580261303436044,0.7409930457528132
exphormer,family_centroid_rmse,K562,weight_0.10,primary_ge30,566,0.8967321255883512,0.9239979020950839,0.30893167501500324,0.045886404739937846,0.7400419647931296
exphormer,family_centroid_rmse,K562,weight_0.20,primary_ge30,566,0.8997902772545416,0.9298642582758037,0.30961429597556694,0.04584107923369203,0.7397167514073049
exphormer,family_centroid_rmse,K562,weight_0.35,primary_ge30,566,0.8812070832734439,0.9122936176776184,0.3075697410264022,0.04597683610825643,0.7444371862044952
exphormer,family_centroid_rmse,K562,weight_0.50,primary_ge30,566,0.823918618949673,0.8690104581897439,0.3025332258548632,0.04631125683813882,0.7576469023251585
exphormer,family_centroid_rmse,RPE1,magnitude_raw,primary_ge30,416,0.570245897813723,0.6060138004746559,0.25942037964156767,0.07322328629875803,0.8180033330656115
exphormer,family_centroid_rmse,RPE1,magnitude_percentile,primary_ge30,416,0.570245897813723,0.6060138004746559,0.25942037964156767,0.07322328629875803,0.8180033330656115
exphormer,family_centroid_rmse,RPE1,safeconf_original,primary_ge30,416,0.3645551769890853,0.4335647568029118,0.24305878051669233,0.07484100574997167,0.8768542195717813
exphormer,family_centroid_rmse,RPE1,safeconf_m_4to1,primary_ge30,416,0.585373252989728,0.6131734589033897,0.2600996728321113,0.07315612258211687,0.8137560288419972
exphormer,family_centroid_rmse,RPE1,disagreement_only,primary_ge30,416,0.33881408311719485,0.53623861641761,0.2528002583228385,0.07387783717394847,0.9007679057428963
exphormer,family_centroid_rmse,RPE1,source_effect_magnitude,primary_ge30,416,0.5970947986744988,0.6273038095019654,0.2614403304957625,0.0730235678138846,0.8096150710410036
exphormer,family_centroid_rmse,RPE1,m_plus_D,primary_ge30,416,0.5632620529864377,0.5941438416925838,0.25829418315426944,0.07333463665940958,0.8243788795688229
exphormer,family_centroid_rmse,RPE1,drop_D,primary_ge30,416,0.587229557582629,0.6276751824031022,0.2614755655681344,0.07302008401859625,0.8120941190122002
exphormer,family_centroid_rmse,RPE1,m_plus_G,primary_ge30,416,0.5902750456575193,0.610529914029828,0.25984885890720394,0.07318092129291898,0.8112251677622617
exphormer,family_centroid_rmse,RPE1,drop_G,primary_ge30,416,0.5797216693510645,0.6120338779956325,0.25999155181510775,0.07316681282522554,0.8139588775979787
