dataset,replicate,formula,delta_spearman_vs_magnitude
Lara_exvivo,253,setting_adaptive_lodo,0.036719520766613306
Lara_exvivo,254,one_sided_025,0.017714857970761277
Lara_exvivo,254,setting_adaptive_lodo,0.051208676664867114
Lara_exvivo,255,one_sided_025,0.015461864715153678
Lara_exvivo,255,setting_adaptive_lodo,0.04027616856435967
Lara_exvivo,256,one_sided_025,0.01946306496723635
Lara_exvivo,256,setting_adaptive_lodo,0.049420726949110164
Lara_exvivo,257,one_sided_025,0.01863512150196006
Lara_exvivo,257,setting_adaptive_lodo,0.048101292926213735
Lara_exvivo,258,one_sided_025,0.01693192388793166
Lara_exvivo,258,setting_adaptive_lodo,0.06570191216043073
Lara_exvivo,259,one_sided_025,0.032277092695509726
Lara_exvivo,259,setting_adaptive_lodo,0.06624902358483765
Lara_exvivo,260,one_sided_025,0.007116777898625637
Lara_exvivo,260,setting_adaptive_lodo,0.0034454510541420125
Lara_exvivo,261,one_sided_025,0.005073312972157545
Lara_exvivo,261,setting_adaptive_lodo,0.03498160906043482
Lara_exvivo,262,one_sided_025,0.008706840332774149
Lara_exvivo,262,setting_adaptive_lodo,0.06974787626757886
Lara_exvivo,263,one_sided_025,0.002058185716400651
Lara_exvivo,263,setting_adaptive_lodo,0.01177138092258384
Lara_exvivo,264,one_sided_025,0.018648925178063366
Lara_exvivo,264,setting_adaptive_lodo,0.04531623964959054
Lara_exvivo,265,one_sided_025,0.019018658807922584
Lara_exvivo,265,setting_adaptive_lodo,0.060593985359292724
Lara_exvivo,266,one_sided_025,0.009091768322622262
Lara_exvivo,266,setting_adaptive_lodo,0.013028923492354627
Lara_exvivo,267,one_sided_025,0.014138230793551032
Lara_exvivo,267,setting_adaptive_lodo,0.04358305713565813
Lara_exvivo,268,one_sided_025,0.00568698160549419
Lara_exvivo,268,setting_adaptive_lodo,0.008240558772699302
Lara_exvivo,269,one_sided_025,0.012173034311214775
Lara_exvivo,269,setting_adaptive_lodo,0.02233326717633166
Lara_exvivo,270,one_sided_025,0.009701167442421749
Lara_exvivo,270,setting_adaptive_lodo,0.07936596251472201
Lara_exvivo,271,one_sided_025,0.007693336704736653
Lara_exvivo,271,setting_adaptive_lodo,0.037694116188337345
Lara_exvivo,272,one_sided_025,-0.0006853120149764302
Lara_exvivo,272,setting_adaptive_lodo,0.027511766912441865
Lara_exvivo,273,one_sided_025,0.01964013848879853
Lara_exvivo,273,setting_adaptive_lodo,0.05041439807083434
Lara_exvivo,274,one_sided_025,0.004468919142205832
Lara_exvivo,274,setting_adaptive_lodo,0.03586404188452669
Lara_exvivo,275,one_sided_025,0.017227057149406227
Lara_exvivo,275,setting_adaptive_lodo,0.0568735220398244
Lara_exvivo,276,one_sided_025,0.007148635188565983
Lara_exvivo,276,setting_adaptive_lodo,0.030958285437956423
Lara_exvivo,277,one_sided_025,0.0052070176892106135
Lara_exvivo,277,setting_adaptive_lodo,0.03768938643123343
Lara_exvivo,278,one_sided_025,0.014437780183958485
Lara_exvivo,278,setting_adaptive_lodo,0.07123955751997721
Lara_exvivo,279,one_sided_025,0.014850169262406232
Lara_exvivo,279,setting_adaptive_lodo,0.04648006236833263
Lara_exvivo,280,one_sided_025,0.01313048041539816
Lara_exvivo,280,setting_adaptive_lodo,0.040023951695115856
Lara_exvivo,281,one_sided_025,0.012356423988484772
Lara_exvivo,281,setting_adaptive_lodo,0.037454430806820954
Lara_exvivo,282,one_sided_025,0.005112410554875477
Lara_exvivo,282,setting_adaptive_lodo,0.024307089646328106
Lara_exvivo,283,one_sided_025,0.0031424629267061965
Lara_exvivo,283,setting_adaptive_lodo,0.02376805595882761
Lara_exvivo,284,one_sided_025,0.01573263397189177
Lara_exvivo,284,setting_adaptive_lodo,0.07339885294879317
Lara_exvivo,285,one_sided_025,0.022197306547820317
Lara_exvivo,285,setting_adaptive_lodo,0.043475991764852284
Lara_exvivo,286,one_sided_025,0.005304935515588277
Lara_exvivo,286,setting_adaptive_lodo,0.06781136552098155
Lara_exvivo,287,one_sided_025,0.008973067775327418
Lara_exvivo,287,setting_adaptive_lodo,0.028380316819033947
Lara_exvivo,288,one_sided_025,0.010166351208281132
Lara_exvivo,288,setting_adaptive_lodo,0.021023272249836356
Lara_exvivo,289,one_sided_025,0.007105932246222078
Lara_exvivo,289,setting_adaptive_lodo,0.029778146313999596
Lara_exvivo,290,one_sided_025,-0.007107899147393765
Lara_exvivo,290,setting_adaptive_lodo,0.023559380318998013
Lara_exvivo,291,one_sided_025,0.0071965618610589505
Lara_exvivo,291,setting_adaptive_lodo,0.027862416446606475
Lara_exvivo,292,one_sided_025,0.019759254688863997
Lara_exvivo,292,setting_adaptive_lodo,0.02944181653313324
Lara_exvivo,293,one_sided_025,0.014569104229757698
Lara_exvivo,293,setting_adaptive_lodo,0.040629435945793005
Lara_exvivo,294,one_sided_025,0.00932006182782677
Lara_exvivo,294,setting_adaptive_lodo,0.03635493967945444
Lara_exvivo,295,one_sided_025,0.006278020328121081
Lara_exvivo,295,setting_adaptive_lodo,0.02909308706344199
Lara_exvivo,296,one_sided_025,0.01372115961178394
Lara_exvivo,296,setting_adaptive_lodo,0.04759498672265164
Lara_exvivo,297,one_sided_025,0.006325188375702451
Lara_exvivo,297,setting_adaptive_lodo,0.04143072760263511
Lara_exvivo,298,one_sided_025,0.01530260089788732
Lara_exvivo,298,setting_adaptive_lodo,0.04231477822980251
Lara_exvivo,299,one_sided_025,0.010652630878613067
Lara_exvivo,299,setting_adaptive_lodo,0.03944006035858699
Lara_exvivo,300,one_sided_025,0.007919594888019854
Lara_exvivo,300,setting_adaptive_lodo,0.03523192657300178
Lara_exvivo,301,one_sided_025,0.01378127985006486
Lara_exvivo,301,setting_adaptive_lodo,0.0451967065390928
Lara_exvivo,302,one_sided_025,0.019519910607243125
Lara_exvivo,302,setting_adaptive_lodo,0.06407197916545233
Lara_exvivo,303,one_sided_025,0.01140529073601143
Lara_exvivo,303,setting_adaptive_lodo,0.05485478480904543
Lara_exvivo,304,one_sided_025,0.014483388238173509
Lara_exvivo,304,setting_adaptive_lodo,0.02507730744485745
Lara_exvivo,305,one_sided_025,0.01163762997063536
Lara_exvivo,305,setting_adaptive_lodo,0.062288916509267545
Lara_exvivo,306,one_sided_025,0.012380810035274525
Lara_exvivo,306,setting_adaptive_lodo,0.03924210962450925
Lara_exvivo,307,one_sided_025,0.008355461919209262
Lara_exvivo,307,setting_adaptive_lodo,0.06133516847216245
Lara_exvivo,308,one_sided_025,0.01034325354805038
Lara_exvivo,308,setting_adaptive_lodo,0.05076866345573505
Lara_exvivo,309,one_sided_025,-0.0009494388494242223
Lara_exvivo,309,setting_adaptive_lodo,0.036221868096571574
Lara_exvivo,310,one_sided_025,0.009710779846992923
Lara_exvivo,310,setting_adaptive_lodo,0.03077036267630301
Lara_exvivo,311,one_sided_025,0.006436662978682506
Lara_exvivo,311,setting_adaptive_lodo,0.023417743364955612
Lara_exvivo,312,one_sided_025,0.009477073172245831
Lara_exvivo,312,setting_adaptive_lodo,0.06391968780652113
Lara_exvivo,313,one_sided_025,0.023725598145858395
Lara_exvivo,313,setting_adaptive_lodo,0.03033313496973044
Lara_exvivo,314,one_sided_025,0.011818118271493094
Lara_exvivo,314,setting_adaptive_lodo,0.062487277866460134
Lara_exvivo,315,one_sided_025,0.005746843761288728
Lara_exvivo,315,setting_adaptive_lodo,0.0438703448404463
Lara_exvivo,316,one_sided_025,0.018774195879538887
Lara_exvivo,316,setting_adaptive_lodo,0.04278970823634011
Lara_exvivo,317,one_sided_025,0.018572006430096724
Lara_exvivo,317,setting_adaptive_lodo,0.06753157836103174
Lara_exvivo,318,one_sided_025,0.011243578732876536
Lara_exvivo,318,setting_adaptive_lodo,0.03128570936470053
Lara_exvivo,319,one_sided_025,0.008375360615730992
Lara_exvivo,319,setting_adaptive_lodo,0.04225457090253926
Lara_exvivo,320,one_sided_025,0.018785860375016394
Lara_exvivo,320,setting_adaptive_lodo,0.0790537975184824
Lara_exvivo,321,one_sided_025,0.005176114584605762
Lara_exvivo,321,setting_adaptive_lodo,0.0231380915202255
Lara_exvivo,322,one_sided_025,0.009425578799489298
Lara_exvivo,322,setting_adaptive_lodo,0.031249176666816925
Lara_exvivo,323,one_sided_025,0.01940895314401736
Lara_exvivo,323,setting_adaptive_lodo,0.049180913336525994
Lara_exvivo,324,one_sided_025,0.0008736815557875421
Lara_exvivo,324,setting_adaptive_lodo,0.005424487183390392
Lara_exvivo,325,one_sided_025,0.011921500079376535
Lara_exvivo,325,setting_adaptive_lodo,0.03840415562573338
Lara_exvivo,326,one_sided_025,0.015849975352610346
Lara_exvivo,326,setting_adaptive_lodo,0.04948039208499376
Lara_exvivo,327,one_sided_025,0.0018564510178458171
Lara_exvivo,327,setting_adaptive_lodo,0.03203510340997001
Lara_exvivo,328,one_sided_025,0.01402465639994746
Lara_exvivo,328,setting_adaptive_lodo,0.04720040639915679
Lara_exvivo,329,one_sided_025,0.014765640897353771
Lara_exvivo,329,setting_adaptive_lodo,0.06817138847116508
Lara_exvivo,330,one_sided_025,0.002438471885067184
Lara_exvivo,330,setting_adaptive_lodo,0.013047399564036388
Lara_exvivo,331,one_sided_025,0.006792116327774184
Lara_exvivo,331,setting_adaptive_lodo,0.02131284570687253
Lara_exvivo,332,one_sided_025,0.01815741593056358
Lara_exvivo,332,setting_adaptive_lodo,0.05348626905688755
Lara_exvivo,333,one_sided_025,0.009275033116550091
Lara_exvivo,333,setting_adaptive_lodo,0.05393666364418709
Lara_exvivo,334,one_sided_025,0.004642184907493938
Lara_exvivo,334,setting_adaptive_lodo,0.05366019600431078
Lara_exvivo,335,one_sided_025,0.0013161413082361378
Lara_exvivo,335,setting_adaptive_lodo,0.036606309900087536
Lara_exvivo,336,one_sided_025,0.010780282364567573
Lara_exvivo,336,setting_adaptive_lodo,0.03598928057314711
Lara_exvivo,337,one_sided_025,0.0011522373519295137
Lara_exvivo,337,setting_adaptive_lodo,0.017037453879313436
Lara_exvivo,338,one_sided_025,0.014296001510783002
Lara_exvivo,338,setting_adaptive_lodo,0.013172572036363739
Lara_exvivo,339,one_sided_025,0.005692828009794509
Lara_exvivo,339,setting_adaptive_lodo,0.023720938372405298
Lara_exvivo,340,one_sided_025,0.01343337657031296
Lara_exvivo,340,setting_adaptive_lodo,0.01967844412977693
Lara_exvivo,341,one_sided_025,0.01185769654537718
Lara_exvivo,341,setting_adaptive_lodo,0.024727073657814562
Lara_exvivo,342,one_sided_025,0.006352875542862818
Lara_exvivo,342,setting_adaptive_lodo,0.03361178994673336
Lara_exvivo,343,one_sided_025,0.009244153000236788
Lara_exvivo,343,setting_adaptive_lodo,0.04246073298992509
Lara_exvivo,344,one_sided_025,0.011791695951481981
Lara_exvivo,344,setting_adaptive_lodo,0.03948375709221376
Lara_exvivo,345,one_sided_025,0.014957000463029085
Lara_exvivo,345,setting_adaptive_lodo,0.04430793127423153
Lara_exvivo,346,one_sided_025,0.012389003650627013
Lara_exvivo,346,setting_adaptive_lodo,0.04656936514676218
Lara_exvivo,347,one_sided_025,0.009723925077881751
Lara_exvivo,347,setting_adaptive_lodo,0.029389070978002613
Lara_exvivo,348,one_sided_025,0.013375395072725782
Lara_exvivo,348,setting_adaptive_lodo,0.05781483820912747
Lara_exvivo,349,one_sided_025,0.006047321222511448
Lara_exvivo,349,setting_adaptive_lodo,0.02692996046673013
Lara_exvivo,350,one_sided_025,0.013059703789582433
Lara_exvivo,350,setting_adaptive_lodo,0.03574934473423398
Lara_exvivo,351,one_sided_025,0.023808630882000748
Lara_exvivo,351,setting_adaptive_lodo,0.0677869202862495
Lara_exvivo,352,one_sided_025,0.010614438923827449
Lara_exvivo,352,setting_adaptive_lodo,0.06272420349369817
Lara_exvivo,353,one_sided_025,0.006948319489781946
Lara_exvivo,353,setting_adaptive_lodo,0.0358628150244554
Lara_exvivo,354,one_sided_025,0.008769128779910096
Lara_exvivo,354,setting_adaptive_lodo,0.03807152238702838
Lara_exvivo,355,one_sided_025,0.004600211826558731
Lara_exvivo,355,setting_adaptive_lodo,0.029013419051933775
Lara_exvivo,356,one_sided_025,0.011187039561450729
Lara_exvivo,356,setting_adaptive_lodo,0.04935329562768759
Lara_exvivo,357,one_sided_025,0.005728559233011493
Lara_exvivo,357,setting_adaptive_lodo,0.03560905356649241
Lara_exvivo,358,one_sided_025,0.01217050008337614
Lara_exvivo,358,setting_adaptive_lodo,0.07709754479883357
Lara_exvivo,359,one_sided_025,-6.442671270737166e-05
Lara_exvivo,359,setting_adaptive_lodo,0.02316570299801518
Lara_exvivo,360,one_sided_025,0.013517187338337691
Lara_exvivo,360,setting_adaptive_lodo,0.04550870223664115
Lara_exvivo,361,one_sided_025,0.004302321062210368
Lara_exvivo,361,setting_adaptive_lodo,0.008721936561879659
Lara_exvivo,362,one_sided_025,0.0066977486741291725
Lara_exvivo,362,setting_adaptive_lodo,0.034489389043441704
Lara_exvivo,363,one_sided_025,0.015861177567288498
Lara_exvivo,363,setting_adaptive_lodo,0.057504433644818886
Lara_exvivo,364,one_sided_025,0.010628148901611761
Lara_exvivo,364,setting_adaptive_lodo,0.042634569481310364
Lara_exvivo,365,one_sided_025,0.003447540682029595
Lara_exvivo,365,setting_adaptive_lodo,0.014638947045208874
Lara_exvivo,366,one_sided_025,0.008542283416566737
Lara_exvivo,366,setting_adaptive_lodo,0.03056385782929036
Lara_exvivo,367,one_sided_025,0.013492767959436297
Lara_exvivo,367,setting_adaptive_lodo,0.05330826577022208
Lara_exvivo,368,one_sided_025,0.011097287142269457
Lara_exvivo,368,setting_adaptive_lodo,0.0809052161886589
Lara_exvivo,369,one_sided_025,0.011411731365504406
Lara_exvivo,369,setting_adaptive_lodo,0.03766868903427148
Lara_exvivo,370,one_sided_025,0.01192319220700555
Lara_exvivo,370,setting_adaptive_lodo,0.03207439103932591
Lara_exvivo,371,one_sided_025,0.01902886964596809
Lara_exvivo,371,setting_adaptive_lodo,0.058207760412884786
Lara_exvivo,372,one_sided_025,0.02693420588801254
Lara_exvivo,372,setting_adaptive_lodo,0.07882450317927897
Lara_exvivo,373,one_sided_025,0.01082466661481292
Lara_exvivo,373,setting_adaptive_lodo,0.040686138862738475
Lara_exvivo,374,one_sided_025,-0.0008890827484729358
Lara_exvivo,374,setting_adaptive_lodo,0.006164589672674581
Lara_exvivo,375,one_sided_025,0.01325518101492057
Lara_exvivo,375,setting_adaptive_lodo,0.02967565859216148
Lara_exvivo,376,one_sided_025,0.012476580359167419
Lara_exvivo,376,setting_adaptive_lodo,0.07644723641940973
Lara_exvivo,377,one_sided_025,0.006165779351479939
Lara_exvivo,377,setting_adaptive_lodo,0.039144236445541575
Lara_exvivo,378,one_sided_025,-0.00081032424273908
Lara_exvivo,378,setting_adaptive_lodo,0.030283305232300065
Lara_exvivo,379,one_sided_025,0.01769181887123586
Lara_exvivo,379,setting_adaptive_lodo,0.050407584672588185
Lara_exvivo,380,one_sided_025,0.014552543075421448
Lara_exvivo,380,setting_adaptive_lodo,0.03153527801897696
Lara_exvivo,381,one_sided_025,0.00792046837526971
Lara_exvivo,381,setting_adaptive_lodo,0.042210715166766236
Lara_exvivo,382,one_sided_025,0.016854859147822088
Lara_exvivo,382,setting_adaptive_lodo,0.02457001547884828
Lara_exvivo,383,one_sided_025,0.010206257950154465
Lara_exvivo,383,setting_adaptive_lodo,0.021532283186187502
Lara_exvivo,384,one_sided_025,3.9243506273989315e-05
Lara_exvivo,384,setting_adaptive_lodo,0.026784287469041657
Lara_exvivo,385,one_sided_025,0.0012043939523382896
Lara_exvivo,385,setting_adaptive_lodo,0.013749628046111184
Lara_exvivo,386,one_sided_025,0.007894798492019448
Lara_exvivo,386,setting_adaptive_lodo,0.019628669837529866
Lara_exvivo,387,one_sided_025,0.006153270086281054
Lara_exvivo,387,setting_adaptive_lodo,0.0381488685944949
Lara_exvivo,388,one_sided_025,0.0033198101373779765
Lara_exvivo,388,setting_adaptive_lodo,0.03674380047913173
Lara_exvivo,389,one_sided_025,0.02902363963047451
Lara_exvivo,389,setting_adaptive_lodo,0.06595615357689315
Lara_exvivo,390,one_sided_025,0.007921807237668159
Lara_exvivo,390,setting_adaptive_lodo,0.02623900059089545
Lara_exvivo,391,one_sided_025,0.009264391117575543
Lara_exvivo,391,setting_adaptive_lodo,0.0343512874638272
Lara_exvivo,392,one_sided_025,0.004669468548066528
Lara_exvivo,392,setting_adaptive_lodo,0.0505608159764842
Lara_exvivo,393,one_sided_025,0.009138825613490775
Lara_exvivo,393,setting_adaptive_lodo,0.05646496889592245
Lara_exvivo,394,one_sided_025,0.01095852566394502
Lara_exvivo,394,setting_adaptive_lodo,0.0352268923091821
Lara_exvivo,395,one_sided_025,0.007457448135934852
Lara_exvivo,395,setting_adaptive_lodo,0.022629143295706977
Lara_exvivo,396,one_sided_025,0.005754592304149889
Lara_exvivo,396,setting_adaptive_lodo,0.024420535146627037
Lara_exvivo,397,one_sided_025,0.007110861881928179
Lara_exvivo,397,setting_adaptive_lodo,0.027648768302406784
Lara_exvivo,398,one_sided_025,0.0057817211907359445
Lara_exvivo,398,setting_adaptive_lodo,0.019251901267170524
Lara_exvivo,399,one_sided_025,0.015077253561477988
Lara_exvivo,399,setting_adaptive_lodo,0.041047757249388306
Lara_exvivo,400,one_sided_025,0.014856107398247054
Lara_exvivo,400,setting_adaptive_lodo,0.07597761883157944
Lara_exvivo,401,one_sided_025,0.015202636766356858
Lara_exvivo,401,setting_adaptive_lodo,0.020854125729972972
Lara_exvivo,402,one_sided_025,0.01384078641393896
Lara_exvivo,402,setting_adaptive_lodo,0.03117285227444294
Lara_exvivo,403,one_sided_025,0.006998323136532925
Lara_exvivo,403,setting_adaptive_lodo,0.05623543484112839
Lara_exvivo,404,one_sided_025,0.012011152514203816
Lara_exvivo,404,setting_adaptive_lodo,0.027839524910533597
Lara_exvivo,405,one_sided_025,0.0053405672556491035
Lara_exvivo,405,setting_adaptive_lodo,0.015074662232561542
Lara_exvivo,406,one_sided_025,0.020143398093562775
Lara_exvivo,406,setting_adaptive_lodo,0.046610151820218465
Lara_exvivo,407,one_sided_025,0.02171764866179743
Lara_exvivo,407,setting_adaptive_lodo,0.04340313357698583
Lara_exvivo,408,one_sided_025,0.008217217739561938
Lara_exvivo,408,setting_adaptive_lodo,0.03654016594091003
Lara_exvivo,409,one_sided_025,0.0014573454986676337
Lara_exvivo,409,setting_adaptive_lodo,0.017858046420580337
Lara_exvivo,410,one_sided_025,0.02068904293942042
Lara_exvivo,410,setting_adaptive_lodo,0.05949001787330438
Lara_exvivo,411,one_sided_025,0.009922351728847756
Lara_exvivo,411,setting_adaptive_lodo,0.016052389898346453
Lara_exvivo,412,one_sided_025,0.017337851521878334
Lara_exvivo,412,setting_adaptive_lodo,0.03502445818172356
Lara_exvivo,413,one_sided_025,0.017662737206408853
Lara_exvivo,413,setting_adaptive_lodo,0.03490538282164311
Lara_exvivo,414,one_sided_025,0.011321560248918554
Lara_exvivo,414,setting_adaptive_lodo,0.03782387114032453
Lara_exvivo,415,one_sided_025,0.02008402078537263
Lara_exvivo,415,setting_adaptive_lodo,0.08292281379817429
Lara_exvivo,416,one_sided_025,0.009874122006890126
Lara_exvivo,416,setting_adaptive_lodo,0.043520716882855214
Lara_exvivo,417,one_sided_025,0.032470592921137575
Lara_exvivo,417,setting_adaptive_lodo,0.06855225932084896
Lara_exvivo,418,one_sided_025,0.015931110514084357
Lara_exvivo,418,setting_adaptive_lodo,0.03174265222103667
Lara_exvivo,419,one_sided_025,0.0019190228654447083
Lara_exvivo,419,setting_adaptive_lodo,0.01159425735808256
Lara_exvivo,420,one_sided_025,0.011096469257058372
Lara_exvivo,420,setting_adaptive_lodo,0.024394315818096007
Lara_exvivo,421,one_sided_025,0.006448146701959229
Lara_exvivo,421,setting_adaptive_lodo,0.06703259819824886
Lara_exvivo,422,one_sided_025,0.0020961771094255774
Lara_exvivo,422,setting_adaptive_lodo,0.017758953200584612
Lara_exvivo,423,one_sided_025,0.0106396318150771
Lara_exvivo,423,setting_adaptive_lodo,0.03415352422134815
Lara_exvivo,424,one_sided_025,0.015352786954760028
Lara_exvivo,424,setting_adaptive_lodo,0.031028604949993904
Lara_exvivo,425,one_sided_025,0.011990659968669742
Lara_exvivo,425,setting_adaptive_lodo,0.04245697796352299
Lara_exvivo,426,one_sided_025,0.025624830814165278
Lara_exvivo,426,setting_adaptive_lodo,0.0654529814678636
Lara_exvivo,427,one_sided_025,0.00983276049303471
Lara_exvivo,427,setting_adaptive_lodo,0.01992627184394432
Lara_exvivo,428,one_sided_025,0.009874451199769867
Lara_exvivo,428,setting_adaptive_lodo,0.03523690161419759
Lara_exvivo,429,one_sided_025,0.013276725589549836
Lara_exvivo,429,setting_adaptive_lodo,0.04664770331660721
Lara_exvivo,430,one_sided_025,0.019350120982615293
Lara_exvivo,430,setting_adaptive_lodo,0.05667317229802857
Lara_exvivo,431,one_sided_025,0.012334102832626107
Lara_exvivo,431,setting_adaptive_lodo,0.03936214679407972
Lara_exvivo,432,one_sided_025,0.01449508997806082
Lara_exvivo,432,setting_adaptive_lodo,0.05107508428248099
Lara_exvivo,433,one_sided_025,-0.0005580035823913865
Lara_exvivo,433,setting_adaptive_lodo,0.025453539464884184
Lara_exvivo,434,one_sided_025,0.0020169032871016346
Lara_exvivo,434,setting_adaptive_lodo,0.01701050808903401
Lara_exvivo,435,one_sided_025,0.006312187974551853
Lara_exvivo,435,setting_adaptive_lodo,0.047039006371405734
Lara_exvivo,436,one_sided_025,0.005512991859636274
Lara_exvivo,436,setting_adaptive_lodo,0.05839495805865369
Lara_exvivo,437,one_sided_025,0.004966200579578223
Lara_exvivo,437,setting_adaptive_lodo,0.046800036868245465
Lara_exvivo,438,one_sided_025,0.008932286790010013
Lara_exvivo,438,setting_adaptive_lodo,0.05863138092203285
Lara_exvivo,439,one_sided_025,0.016979977038365623
Lara_exvivo,439,setting_adaptive_lodo,0.03341797362417659
Lara_exvivo,440,one_sided_025,0.008118863362938544
Lara_exvivo,440,setting_adaptive_lodo,0.05816054904871909
Lara_exvivo,441,one_sided_025,0.01612616546896148
Lara_exvivo,441,setting_adaptive_lodo,0.0424998933898047
Lara_exvivo,442,one_sided_025,0.01391377828106428
Lara_exvivo,442,setting_adaptive_lodo,0.047729875106818864
Lara_exvivo,443,one_sided_025,0.003316923793827309
Lara_exvivo,443,setting_adaptive_lodo,0.03270288422605397
Lara_exvivo,444,one_sided_025,0.004306545101635154
Lara_exvivo,444,setting_adaptive_lodo,0.05516432341032554
Lara_exvivo,445,one_sided_025,0.003711479711120215
Lara_exvivo,445,setting_adaptive_lodo,0.020319037132439512
Lara_exvivo,446,one_sided_025,0.01162054758853484
Lara_exvivo,446,setting_adaptive_lodo,0.05465608615988468
Lara_exvivo,447,one_sided_025,0.021546635431774597
Lara_exvivo,447,setting_adaptive_lodo,0.05364755132284038
Lara_exvivo,448,one_sided_025,0.012246662421710366
Lara_exvivo,448,setting_adaptive_lodo,0.03083778607154017
Lara_exvivo,449,one_sided_025,0.022955445840804896
Lara_exvivo,449,setting_adaptive_lodo,0.04510697341389429
Lara_exvivo,450,one_sided_025,0.029220346922796243
Lara_exvivo,450,setting_adaptive_lodo,0.05782333224760017
Lara_exvivo,451,one_sided_025,0.017041228212582332
Lara_exvivo,451,setting_adaptive_lodo,0.03814317121818628
Lara_exvivo,452,one_sided_025,7.519449184523186e-05
Lara_exvivo,452,setting_adaptive_lodo,0.02412976205123185
Lara_exvivo,453,one_sided_025,0.012504031786346459
Lara_exvivo,453,setting_adaptive_lodo,0.03939720105490757
Lara_exvivo,454,one_sided_025,0.0027535606230182086
Lara_exvivo,454,setting_adaptive_lodo,0.020986209136319545
Lara_exvivo,455,one_sided_025,0.007697417978304477
Lara_exvivo,455,setting_adaptive_lodo,0.030885193339327988
Lara_exvivo,456,one_sided_025,0.00359275548917512
Lara_exvivo,456,setting_adaptive_lodo,0.027731833022684255
Lara_exvivo,457,one_sided_025,0.01840984878475585
Lara_exvivo,457,setting_adaptive_lodo,0.0341879729277651
Lara_exvivo,458,one_sided_025,0.008760541033708047
Lara_exvivo,458,setting_adaptive_lodo,0.013954773787001856
Lara_exvivo,459,one_sided_025,0.009537995562898348
Lara_exvivo,459,setting_adaptive_lodo,0.04412069928541879
Lara_exvivo,460,one_sided_025,0.012928491513040083
Lara_exvivo,460,setting_adaptive_lodo,0.06445423797626061
Lara_exvivo,461,one_sided_025,0.013237744129798196
Lara_exvivo,461,setting_adaptive_lodo,0.04611972356521604
Lara_exvivo,462,one_sided_025,0.010707261241503035
Lara_exvivo,462,setting_adaptive_lodo,0.03289808421866952
Lara_exvivo,463,one_sided_025,0.02080038968495622
Lara_exvivo,463,setting_adaptive_lodo,0.053716320104349555
Lara_exvivo,464,one_sided_025,0.00941576933863833
Lara_exvivo,464,setting_adaptive_lodo,0.050988163454662117
Lara_exvivo,465,one_sided_025,0.04077335326011111
Lara_exvivo,465,setting_adaptive_lodo,0.05890194507471502
Lara_exvivo,466,one_sided_025,0.0038290368486793153
Lara_exvivo,466,setting_adaptive_lodo,0.026910088043589048
Lara_exvivo,467,one_sided_025,0.018395488405976684
Lara_exvivo,467,setting_adaptive_lodo,0.06647868933436696
Lara_exvivo,468,one_sided_025,0.01036298135276234
Lara_exvivo,468,setting_adaptive_lodo,0.041267684041940284
Lara_exvivo,469,one_sided_025,0.004250573915992373
Lara_exvivo,469,setting_adaptive_lodo,0.024427095883428895
Lara_exvivo,470,one_sided_025,0.0089736094798014
Lara_exvivo,470,setting_adaptive_lodo,0.05890895923835013
Lara_exvivo,471,one_sided_025,0.01569153699089748
Lara_exvivo,471,setting_adaptive_lodo,0.023774798720564705
Lara_exvivo,472,one_sided_025,0.0027124614287182547
Lara_exvivo,472,setting_adaptive_lodo,0.026693761868845867
Lara_exvivo,473,one_sided_025,-0.0019902888685172093
Lara_exvivo,473,setting_adaptive_lodo,0.01397905195874885
Lara_exvivo,474,one_sided_025,0.011639609255963024
Lara_exvivo,474,setting_adaptive_lodo,0.025068811330426766
Lara_exvivo,475,one_sided_025,0.022279021557121942
Lara_exvivo,475,setting_adaptive_lodo,0.04720561295977618
Lara_exvivo,476,one_sided_025,0.012170260324922216
Lara_exvivo,476,setting_adaptive_lodo,0.013170690634620952
Lara_exvivo,477,one_sided_025,0.01046155071234696
Lara_exvivo,477,setting_adaptive_lodo,0.027647229576512306
Lara_exvivo,478,one_sided_025,0.013241162256106165
Lara_exvivo,478,setting_adaptive_lodo,0.06871092484962552
Lara_exvivo,479,one_sided_025,0.007292244994933417
Lara_exvivo,479,setting_adaptive_lodo,0.019067064322391303
Lara_exvivo,480,one_sided_025,0.014961059231695967
Lara_exvivo,480,setting_adaptive_lodo,0.042700244806498006
Lara_exvivo,481,one_sided_025,0.004629694131786377
Lara_exvivo,481,setting_adaptive_lodo,0.022989554540209733
Lara_exvivo,482,one_sided_025,0.009515812156109178
Lara_exvivo,482,setting_adaptive_lodo,0.025499457896457106
Lara_exvivo,483,one_sided_025,0.01954447598302579
Lara_exvivo,483,setting_adaptive_lodo,0.03673274964682309
Lara_exvivo,484,one_sided_025,0.016905725276998296
Lara_exvivo,484,setting_adaptive_lodo,0.03341186773089161
Lara_exvivo,485,one_sided_025,0.008755925917625293
Lara_exvivo,485,setting_adaptive_lodo,0.026510708734147723
Lara_exvivo,486,one_sided_025,0.011891204353554952
Lara_exvivo,486,setting_adaptive_lodo,0.039293889222652395
Lara_exvivo,487,one_sided_025,0.008827283653260562
Lara_exvivo,487,setting_adaptive_lodo,0.06298911663394433
Lara_exvivo,488,one_sided_025,0.01737425417134842
Lara_exvivo,488,setting_adaptive_lodo,0.008271421047917095
Lara_exvivo,489,one_sided_025,0.010769345779040235
