perturbation,mse,pearson,mse_de,pearson_de
AMIGO3+ctrl,0.0005348112317733467,0.9987655439665228,0.003131366800516844,0.9994469586023838
ASCC3+ctrl,0.002751871244981885,0.9935749836019073,0.24655039608478546,0.9803109173299207
CAD+ctrl,0.005850044544786215,0.9864382586177926,0.35901880264282227,0.9489800162158003
COPB1+ctrl,0.0017959323013201356,0.9958542566993012,0.003512381808832288,0.99974488177501
DDOST+ctrl,0.0010978470090776682,0.9974688563505472,0.06774772703647614,0.9879461239134987
DDRGK1+ctrl,0.0006394676747731864,0.9985637803569526,0.020852917805314064,0.9862293023967751
GMPPB+ctrl,0.0005974409286864102,0.9986304923160095,0.002692628186196089,0.9988467221699405
HSD17B12+ctrl,0.002340406645089388,0.9945533252595049,0.10677003860473633,0.9730141054638595
HSPA5+ctrl,0.005329483188688755,0.9880598482335916,0.6933482885360718,0.8502733205303761
MRGBP+ctrl,0.0016445567598566413,0.9962757792260083,0.06864303350448608,0.9959117800032361
MTHFD1+ctrl,0.004621737636625767,0.9894255875778121,0.18596510589122772,0.960302866907306
P4HB+ctrl,0.0007131024030968547,0.9984130483363968,0.03277760371565819,0.9940426322588073
PPWD1+ctrl,0.003673613304272294,0.9913806555756965,0.0812462717294693,0.9716837794252181
SCYL1+ctrl,0.0010250102495774627,0.9976161587482972,0.06756641715765,0.9838343299057845
SEC61A1+ctrl,0.0052026608027517796,0.9878520101372417,0.242824524641037,0.9372910254624085
SEC61B+ctrl,0.0008327694959007204,0.9980755245473137,0.10986357927322388,0.8435921077109477
SOCS1+ctrl,0.0008621002198196948,0.9980304448028562,0.06784745305776596,0.9598936817923502
SPCS2+ctrl,0.0014455292839556932,0.9966967829589013,0.06519242376089096,0.963057375677484
SRP72+ctrl,0.0011169088538736105,0.9974304328486078,0.07639382034540176,0.9688824249430855
SRPRB+ctrl,0.0018643814837560058,0.9958085306801793,0.15051347017288208,0.9755080387795824
TMED10+ctrl,0.0008424784755334258,0.9980948546215656,0.02695765718817711,0.9842617503256169
TMED2+ctrl,0.0009905893821269274,0.9977313250288061,0.0688464492559433,0.9548861636993299
TTI2+ctrl,0.000556263024918735,0.9987403051131218,0.004644901491701603,0.9973382632998903
UFM1+ctrl,0.0005574713577516377,0.9987374926071397,0.018179412931203842,0.9900059536555961
