task_id,condition_label,gene,cell_line,n_prediction_cells,family_diversity,diversity_lower_bound,predicted_magnitude,model_baseline_gap,family_pairwise_rmse_mean,family_pairwise_rmse_max,string_train_neighbor_count,go_train_neighbor_count,graph_isolated,historical_support,context_similarity
CPSF4+ctrl,K562_CPSF4+ctrl_1+1,CPSF4,K562,57,5.11673421625699e-05,0.007153135128219646,0.027281919605647468,0.013189219735987912,0.012205420641116424,0.013923631414990839,10,7,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
OGFOD1+ctrl,K562_OGFOD1+ctrl_1+1,OGFOD1,K562,101,5.2016048359521165e-05,0.007212215218608022,0.014107084011106925,0.011303767995952486,0.012229025524796438,0.015730943534252084,1,0,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
RPL18+ctrl,K562_RPL18+ctrl_1+1,RPL18,K562,229,9.767090622631871e-05,0.009882859213118373,0.06597751934948747,0.051566751567865346,0.016164016166479566,0.024049460501340665,26,27,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
SPCS3+ctrl,K562_SPCS3+ctrl_1+1,SPCS3,K562,115,1.8790316945413106e-05,0.004334779918913198,0.019634104701017594,0.012973372666362322,0.007215658231648708,0.010067423530602847,3,0,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
MED8+ctrl,K562_MED8+ctrl_1+1,MED8,K562,94,1.3045151574665552e-05,0.003611807244948926,0.05716150233954708,0.04249650125372701,0.006039058263149692,0.008226986480990194,13,12,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
WDR70+ctrl,K562_WDR70+ctrl_1+1,WDR70,K562,29,8.997056190723023e-05,0.009485281329893711,0.02683809925614788,0.021169935946731375,0.015684082692574913,0.02174926747604598,10,1,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
NRBP1+ctrl,K562_NRBP1+ctrl_1+1,NRBP1,K562,62,0.0002495864801186887,0.015798306242084583,0.02993240945612822,0.0183559710457864,0.024388761197842997,0.03424443912092523,2,4,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
PRELID1+ctrl,K562_PRELID1+ctrl_1+1,PRELID1,K562,122,0.00016738202766502575,0.012937620633834714,0.02330887565152648,0.01708780646125638,0.01977948635722002,0.028412207318625402,3,3,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
SNRNP48+ctrl,K562_SNRNP48+ctrl_1+1,SNRNP48,K562,179,9.83947719188892e-06,0.003136794094595455,0.016811135386631242,0.012862179803958977,0.005416663463826492,0.005848880044984596,10,6,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
TAF6+ctrl,K562_TAF6+ctrl_1+1,TAF6,K562,111,0.0001550299454336576,0.012451102177464354,0.034991457615424514,0.03197879433974351,0.021354603319272764,0.025578424937220692,11,9,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
TCP1+ctrl,K562_TCP1+ctrl_1+1,TCP1,K562,63,2.713920347507273e-05,0.005209530062786156,0.0390457678614586,0.03353246259015621,0.008616658693420548,0.01217309229615764,9,10,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
ATP6AP1+ctrl,K562_ATP6AP1+ctrl_1+1,ATP6AP1,K562,114,7.741836669906086e-05,0.008798770749318388,0.02267809811625488,0.016243758802530758,0.014924319701660443,0.018863482385730945,2,2,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
ISCU+ctrl,K562_ISCU+ctrl_1+1,ISCU,K562,32,2.4442477499177416e-05,0.004943933403594492,0.0199961738710335,0.014162769463083423,0.008391316750657194,0.009750634008543759,4,3,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
PAM16+ctrl,K562_PAM16+ctrl_1+1,PAM16,K562,43,3.2252952314709176e-05,0.005679168276667736,0.05358296197555207,0.041405670749220705,0.009795857174781548,0.010571855667135373,8,4,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
DDX52+ctrl,K562_DDX52+ctrl_1+1,DDX52,K562,106,7.737481748677154e-05,0.008796295668448823,0.04683085813628468,0.041510574329530925,0.013458071177227282,0.018849672042355863,14,12,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
SIN3A+ctrl,K562_SIN3A+ctrl_1+1,SIN3A,K562,217,9.632912716190508e-05,0.009814740300278204,0.022760141000973396,0.016110357262781472,0.015718680590252252,0.020686868346979467,4,0,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
NCAPH+ctrl,K562_NCAPH+ctrl_1+1,NCAPH,K562,64,2.5861333414055213e-05,0.005085403957804651,0.01614738845869897,0.010816629561666784,0.008654850783821765,0.010944536716474476,4,3,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
PDCD2+ctrl,K562_PDCD2+ctrl_1+1,PDCD2,K562,59,0.00014237208153627717,0.011931977268511584,0.013850392965972588,0.013621452554200712,0.018807152334487588,0.0252707251884353,6,0,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
SPC25+ctrl,K562_SPC25+ctrl_1+1,SPC25,K562,181,3.190836435405907e-05,0.005648748919367816,0.022366853536885927,0.00822216819793664,0.009523343060056888,0.012658531667253411,6,5,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
XRCC6+ctrl,K562_XRCC6+ctrl_1+1,XRCC6,K562,26,0.00014632474424227298,0.012096476521792326,0.02285251683277319,0.013045841096246985,0.018692473448395083,0.026481881939625092,2,5,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
WDTC1+ctrl,K562_WDTC1+ctrl_1+1,WDTC1,K562,107,8.085090617333919e-05,0.008991713194566384,0.020032420038905027,0.01402529191694727,0.014927538945421403,0.021019477720588185,8,0,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
RFC4+ctrl,K562_RFC4+ctrl_1+1,RFC4,K562,58,7.129843063066433e-05,0.008443839803706861,0.02942103805027946,0.023586711213080296,0.013275100367681113,0.017948014485898126,16,7,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
CNIH4+ctrl,K562_CNIH4+ctrl_1+1,CNIH4,K562,65,1.7478152729817706e-05,0.004180688068944836,0.019506318323709318,0.011461817842343996,0.007082823096180506,0.009125417676860656,0,2,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
HAUS5+ctrl,K562_HAUS5+ctrl_1+1,HAUS5,K562,153,9.155771784965226e-06,0.003025850588671758,0.016986709414809977,0.012535828494278011,0.005231819089537925,0.005533157418670844,3,2,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
PRPF3+ctrl,K562_PRPF3+ctrl_1+1,PRPF3,K562,129,2.3983998517101807e-05,0.0048973460687500745,0.0356407714418508,0.02816814080244226,0.00847908680624429,0.008793136017920332,15,32,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
SRP68+ctrl,K562_SRP68+ctrl_1+1,SRP68,K562,158,9.358047165946015e-05,0.009673699998421501,0.021327104766427712,0.009355429127584759,0.015812639668780982,0.01993554244924635,11,10,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
NDUFA8+ctrl,K562_NDUFA8+ctrl_1+1,NDUFA8,K562,85,1.3927129031098395e-05,0.0037319068893929275,0.018134838480795046,0.012547539458904642,0.006328292105851767,0.00819040759215396,6,4,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
PET117+ctrl,K562_PET117+ctrl_1+1,PET117,K562,80,2.179287182856052e-05,0.004668283606269067,0.019892133029141907,0.013287626128419999,0.008020626829898769,0.00946107817680281,2,0,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
VPS72+ctrl,K562_VPS72+ctrl_1+1,VPS72,K562,95,0.00015253036744929674,0.012350318516107054,0.019180893186479663,0.01864734304653237,0.020503495638199292,0.028605051205596078,7,7,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
UQCRB+ctrl,K562_UQCRB+ctrl_1+1,UQCRB,K562,93,1.9807032766142466e-05,0.004450509270425404,0.016682210661357767,0.019213279292420372,0.007569732282388576,0.009382018780183575,5,5,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
RBM19+ctrl,K562_RBM19+ctrl_1+1,RBM19,K562,37,0.00016094918250898142,0.01268657489273529,0.030973195412747363,0.02697982772146491,0.020632961557392703,0.02808964225368522,8,9,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
RPS5+ctrl,K562_RPS5+ctrl_1+1,RPS5,K562,127,0.00010286455006857363,0.010142216230616148,0.059334821006818896,0.051083233045082936,0.015060809747182352,0.021898662497034198,34,21,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
SDC1+ctrl,K562_SDC1+ctrl_1+1,SDC1,K562,170,3.196053579438632e-05,0.0056533649974494235,0.012299157113479198,0.01529920541516722,0.00944030007342663,0.01301057535183524,0,0,True,0,NOT_APPLICABLE_SINGLE_CONTEXT
MTPAP+ctrl,K562_MTPAP+ctrl_1+1,MTPAP,K562,86,2.5016510685572676e-05,0.00500165079604451,0.01512249704150463,0.017009178132626493,0.008591426309759113,0.010111876440091167,6,2,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
ARIH1+ctrl,K562_ARIH1+ctrl_1+1,ARIH1,K562,57,6.633334442147741e-05,0.00814452849595834,0.017482735622374245,0.012683407778863546,0.013362264439957937,0.018138813821741713,2,4,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
DDX41+ctrl,K562_DDX41+ctrl_1+1,DDX41,K562,259,2.5298337843982195e-05,0.005029745306074871,0.01917810252344905,0.008129754114025596,0.00848395716943117,0.010720965866874092,8,11,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
HSCB+ctrl,K562_HSCB+ctrl_1+1,HSCB,K562,85,9.24476977067151e-05,0.009614972579613272,0.026488482716049037,0.01695834527940397,0.015899154670280764,0.021144386790229373,6,2,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
HNRNPU+ctrl,K562_HNRNPU+ctrl_1+1,HNRNPU,K562,73,2.1761950400174176e-05,0.004664970567985845,0.014616285939476786,0.015971435660262896,0.008073000876899432,0.008512437697512561,4,5,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
DAD1+ctrl,K562_DAD1+ctrl_1+1,DAD1,K562,71,3.148118222525033e-05,0.005610809409100467,0.02222105647163683,0.014042435558283852,0.009654275291154917,0.010850702501473556,1,0,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
MRPS18A+ctrl,K562_MRPS18A+ctrl_1+1,MRPS18A,K562,108,1.87908691447682e-05,0.004334843612492635,0.0154934639732897,0.019738244074725138,0.00736436712494888,0.008765730670082376,7,10,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
POLD2+ctrl,K562_POLD2+ctrl_1+1,POLD2,K562,63,9.548802424944417e-05,0.009771797390932958,0.03322780686056825,0.02742871980733282,0.01590981460499756,0.023086495730034354,12,5,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
HGS+ctrl,K562_HGS+ctrl_1+1,HGS,K562,96,0.0001233776233764509,0.011107548036198218,0.0325319786412489,0.0207100390840556,0.018163997004450216,0.026197645848467874,4,1,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
UTP3+ctrl,K562_UTP3+ctrl_1+1,UTP3,K562,27,9.057662109366926e-05,0.009517175058475559,0.04387051775305716,0.03899787940004777,0.014944806176455015,0.021230730992350292,16,13,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
CENPC+ctrl,K562_CENPC+ctrl_1+1,CENPC,K562,116,4.323028683924219e-05,0.00657497428430273,0.02418094438371011,0.012855938902656922,0.01126299091945931,0.01329009393105301,2,4,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
RRP7A+ctrl,K562_RRP7A+ctrl_1+1,RRP7A,K562,40,0.00010664905458236863,0.010327102913323205,0.03261391817404824,0.029771762798836324,0.016951339262236385,0.024963216489990326,8,4,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
NELFA+ctrl,K562_NELFA+ctrl_1+1,NELFA,K562,82,8.066026450888836e-05,0.008981105973591913,0.014552961778293893,0.01810536950054493,0.014408999269988926,0.019265822233762803,13,2,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
RRN3+ctrl,K562_RRN3+ctrl_1+1,RRN3,K562,38,0.00010561699941924257,0.010277013156517927,0.021192441143241307,0.016981568363701467,0.01667157937743172,0.02377288304956189,8,5,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
PSMA6+ctrl,K562_PSMA6+ctrl_1+1,PSMA6,K562,18,3.631218488569697e-05,0.006025959250251944,0.041080919605691456,0.03370002957145611,0.010235826793053114,0.012691918354383536,13,6,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
TBL3+ctrl,K562_TBL3+ctrl_1+1,TBL3,K562,70,4.628051799894233e-05,0.006802978612265536,0.049394672812935164,0.04474992397718109,0.010806004312104036,0.015372018301744863,21,12,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
CWC22+ctrl,K562_CWC22+ctrl_1+1,CWC22,K562,28,5.246288256764168e-05,0.007243126574045333,0.03374534949429326,0.026148244119397673,0.012236777074546184,0.016091704094932182,20,37,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
PWP2+ctrl,K562_PWP2+ctrl_1+1,PWP2,K562,51,6.707566553857448e-05,0.008189973476060498,0.045096406092224706,0.0397145404686227,0.013588253872223519,0.01927331052868735,12,7,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
PRPF31+ctrl,K562_PRPF31+ctrl_1+1,PRPF31,K562,23,3.607647493033385e-05,0.006006369529951837,0.03253706013556773,0.02328991282109831,0.009780900274645413,0.013817365475699835,19,9,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
EIF3G+ctrl,K562_EIF3G+ctrl_1+1,EIF3G,K562,52,0.00020393255606881847,0.01428049565207099,0.03652513453534685,0.025869654447186887,0.023019824754118928,0.03372859042655028,11,11,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
PGPEP1+ctrl,K562_PGPEP1+ctrl_1+1,PGPEP1,K562,51,4.5914500437119046e-05,0.006776023940122927,0.014017570928815327,0.012987359639862837,0.011601768997627134,0.014103162073693843,1,0,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
OPA1+ctrl,K562_OPA1+ctrl_1+1,OPA1,K562,53,4.3327582058617444e-05,0.006582369030874632,0.019415600958170097,0.015974966649745143,0.011034997387758302,0.013859619796760484,3,6,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
EXOC7+ctrl,K562_EXOC7+ctrl_1+1,EXOC7,K562,32,3.8930820888227126e-05,0.006239456778296258,0.014208787322441732,0.014362102085518549,0.009946955451293779,0.013601181924153636,0,1,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
BMS1+ctrl,K562_BMS1+ctrl_1+1,BMS1,K562,18,2.393096039440355e-05,0.004891928085571532,0.046314956590613306,0.04259315620580135,0.007806388812610099,0.010436233243602776,23,7,False,0,NOT_APPLICABLE_SINGLE_CONTEXT
