panel_id,support,architecture,seed,best_epoch,best_validation_mse,pretrained_tensors,model_key,n_query_predictions,n_unique_vectors_at_1e-6,max_coordinate_std,all_finite,query_graphs_containing_y,n_go_edges,n_coexpression_edges
H01,3,scGPT,3407,3,0.011157956197048012,129.0,scGPT_seed3407,840,840,0.010810231789946556,True,0,,
H01,3,GEARS,3407,2,0.012924030423164368,,GEARS_seed3407,840,822,0.06466159224510193,True,0,1261.0,4074.0
H01,3,scGPT,3408,7,0.011160527720399525,129.0,scGPT_seed3408,840,840,0.00814076978713274,True,0,,
H01,3,GEARS,3408,2,0.012185225060776524,,GEARS_seed3408,840,815,0.050766780972480774,True,0,1261.0,4074.0
H01,3,scGPT,3409,5,0.011168095809609993,129.0,scGPT_seed3409,840,840,0.004715015180408955,True,0,,
H01,3,GEARS,3409,2,0.012587265516428844,,GEARS_seed3409,840,816,0.05276108905673027,True,0,1261.0,4074.0
