perturbation,mse,pearson,mse_de,pearson_de
APOD+ctrl,0.0012541591422632337,0.996363745362283,0.0015012160874903202,0.9912570189077649
B2M+ctrl,0.0012539617018774152,0.9963035072326285,0.0025252713821828365,0.9938440466621451
BOLA2B+ctrl,0.0018260374199599028,0.9946009923173836,0.0025927252136170864,0.9917089794264551
CD63+ctrl,0.0016203225823119283,0.9952754089426246,0.008846583776175976,0.9818568729255502
CDK4+ctrl,0.0014054732164368033,0.995882947563993,0.007416191510856152,0.988855845501957
DDR1+ctrl,0.001383498776704073,0.9959287498193925,0.003950026817619801,0.9336132823059016
DDX39A+ctrl,0.001701750559732318,0.9949989704261822,0.009534472599625587,0.9831701778797479
EEA1+ctrl,0.0015248265117406845,0.9956230993030775,0.0031120150815695524,0.987602165084152
ENPP1+ctrl,0.0011438056826591492,0.996634924865483,0.0019720366690307856,0.9936186683211087
HLA-B+ctrl,0.0015287300338968635,0.9954719048072149,0.010571056045591831,0.9929820195939574
IRF4+ctrl,0.0013706737663596869,0.9959698953108148,0.003197884652763605,0.9819501948057001
JAK1+ctrl,0.004151646979153156,0.9879973827227059,0.19835267961025238,0.9449913027738196
JAK2+ctrl,0.0035844913218170404,0.989635936555042,0.16469702124595642,0.9664316466422842
KLF4+ctrl,0.0014513269998133183,0.99572298759142,0.0021002450957894325,0.9947979372612258
LRPAP1+ctrl,0.0012689040740951896,0.9962509827071621,0.021597180515527725,0.9633218003441396
NOLC1+ctrl,0.0024231369607150555,0.9928070788703794,0.0019221901893615723,0.5810398256269862
NSG1+ctrl,0.0012659203493967652,0.9962637434409385,0.00465861801058054,0.9898926703202409
PSAP+ctrl,0.0012776138028129935,0.9962582343180271,0.005778702907264233,0.9855001832507545
S100A6+ctrl,0.0013150727609172463,0.9961635461439148,0.0022601657547056675,0.9981919219771275
SAT1+ctrl,0.0014261233154684305,0.9957879835365768,0.0045134807005524635,0.9929865993302386
SDCBP+ctrl,0.0015035402029752731,0.9955656861909202,0.016239341348409653,0.9511629737517998
SET+ctrl,0.0017130383057519794,0.9949529971109052,0.022024815902113914,0.974437310139767
SHMT2+ctrl,0.0015975513961166143,0.9952905873187876,0.00743991881608963,0.9775301068357084
STOM+ctrl,0.0014716846635565162,0.9956607295789971,0.0072732167318463326,0.9779190654079527
