panel,score,target,target_kind,coverage,n_retained,n_rejected,retained_mean,full_set_mean,raw_change_vs_full,favorable_change_vs_full
Norman_P1,epistemic_confidence,pearson_effect_accuracy,accuracy,0.5,12,12,0.7958280734449391,0.7662904961181259,0.02953757732681317,0.02953757732681317
Norman_P1,epistemic_confidence,pearson_effect_accuracy,accuracy,0.55,13,11,0.7597924624203126,0.7662904961181259,-0.006498033697813321,-0.006498033697813321
Norman_P1,epistemic_confidence,pearson_effect_accuracy,accuracy,0.6,14,10,0.7635519363899405,0.7662904961181259,-0.0027385597281854857,-0.0027385597281854857
Norman_P1,epistemic_confidence,pearson_effect_accuracy,accuracy,0.65,15,9,0.7679834932509222,0.7662904961181259,0.0016929971327962479,0.0016929971327962479
Norman_P1,epistemic_confidence,pearson_effect_accuracy,accuracy,0.7,16,8,0.7734260385740261,0.7662904961181259,0.007135542455900201,0.007135542455900201
Norman_P1,epistemic_confidence,pearson_effect_accuracy,accuracy,0.75,18,6,0.7534781150929816,0.7662904961181259,-0.01281238102514437,-0.01281238102514437
Norman_P1,epistemic_confidence,pearson_effect_accuracy,accuracy,0.8,19,5,0.7614721357223676,0.7662904961181259,-0.0048183603957583365,-0.0048183603957583365
Norman_P1,epistemic_confidence,pearson_effect_accuracy,accuracy,0.85,20,4,0.7682558449631525,0.7662904961181259,0.0019653488450265266,0.0019653488450265266
Norman_P1,epistemic_confidence,pearson_effect_accuracy,accuracy,0.9,21,3,0.7571361960865739,0.7662904961181259,-0.009154300031552043,-0.009154300031552043
Norman_P1,epistemic_confidence,pearson_effect_accuracy,accuracy,0.95,22,2,0.7606676778500432,0.7662904961181259,-0.005622818268082752,-0.005622818268082752
Norman_P1,epistemic_confidence,pearson_effect_accuracy,accuracy,1.0,24,0,0.7662904961181258,0.7662904961181259,-1.1102230246251565e-16,-1.1102230246251565e-16
Norman_P1,epistemic_confidence,cosine_effect_accuracy,accuracy,0.5,12,12,0.8052100470136031,0.7689642668566895,0.0362457801569136,0.0362457801569136
Norman_P1,epistemic_confidence,cosine_effect_accuracy,accuracy,0.55,13,11,0.7651496221755322,0.7689642668566895,-0.003814644681157331,-0.003814644681157331
Norman_P1,epistemic_confidence,cosine_effect_accuracy,accuracy,0.6,14,10,0.7690487183153686,0.7689642668566895,8.44514586790801e-05,8.44514586790801e-05
Norman_P1,epistemic_confidence,cosine_effect_accuracy,accuracy,0.65,15,9,0.7742196662377522,0.7689642668566895,0.005255399381062675,0.005255399381062675
Norman_P1,epistemic_confidence,cosine_effect_accuracy,accuracy,0.7,16,8,0.779638511077528,0.7689642668566895,0.010674244220838514,0.010674244220838514
Norman_P1,epistemic_confidence,cosine_effect_accuracy,accuracy,0.75,18,6,0.7582891181342353,0.7689642668566895,-0.01067514872245423,-0.01067514872245423
Norman_P1,epistemic_confidence,cosine_effect_accuracy,accuracy,0.8,19,5,0.7665162309791063,0.7689642668566895,-0.0024480358775832434,-0.0024480358775832434
Norman_P1,epistemic_confidence,cosine_effect_accuracy,accuracy,0.85,20,4,0.7730844316920475,0.7689642668566895,0.004120164835358042,0.004120164835358042
Norman_P1,epistemic_confidence,cosine_effect_accuracy,accuracy,0.9,21,3,0.7589109614165215,0.7689642668566895,-0.010053305440168026,-0.010053305440168026
Norman_P1,epistemic_confidence,cosine_effect_accuracy,accuracy,0.95,22,2,0.7630980490933755,0.7689642668566895,-0.0058662177633139745,-0.0058662177633139745
Norman_P1,epistemic_confidence,cosine_effect_accuracy,accuracy,1.0,24,0,0.7689642668566895,0.7689642668566895,0.0,0.0
Norman_P1,epistemic_confidence,rmse_effect_error,error,0.5,12,12,0.04741012388670024,0.054469896507224856,-0.007059772620524617,0.007059772620524617
Norman_P1,epistemic_confidence,rmse_effect_error,error,0.55,13,11,0.04912253077046587,0.054469896507224856,-0.005347365736758987,0.005347365736758987
Norman_P1,epistemic_confidence,rmse_effect_error,error,0.6,14,10,0.05522769856600405,0.054469896507224856,0.0007578020587791917,-0.0007578020587791917
Norman_P1,epistemic_confidence,rmse_effect_error,error,0.65,15,9,0.05649818862116345,0.054469896507224856,0.0020282921139385957,-0.0020282921139385957
Norman_P1,epistemic_confidence,rmse_effect_error,error,0.7,16,8,0.05423356373974453,0.054469896507224856,-0.0002363327674803281,0.0002363327674803281
Norman_P1,epistemic_confidence,rmse_effect_error,error,0.75,18,6,0.05638675550097522,0.054469896507224856,0.0019168589937503672,-0.0019168589937503672
Norman_P1,epistemic_confidence,rmse_effect_error,error,0.8,19,5,0.05674583366779372,0.054469896507224856,0.0022759371605688625,-0.0022759371605688625
Norman_P1,epistemic_confidence,rmse_effect_error,error,0.85,20,4,0.054934948527414186,0.054469896507224856,0.0004650520201893299,-0.0004650520201893299
Norman_P1,epistemic_confidence,rmse_effect_error,error,0.9,21,3,0.05543427998140909,0.054469896507224856,0.0009643834741842328,-0.0009643834741842328
Norman_P1,epistemic_confidence,rmse_effect_error,error,0.95,22,2,0.05567922089613104,0.054469896507224856,0.0012093243889061828,-0.0012093243889061828
Norman_P1,epistemic_confidence,rmse_effect_error,error,1.0,24,0,0.054469896507224856,0.054469896507224856,0.0,-0.0
Norman_P1,aleatoric_confidence,pearson_effect_accuracy,accuracy,0.5,12,12,0.7958280734449391,0.7662904961181259,0.02953757732681317,0.02953757732681317
Norman_P1,aleatoric_confidence,pearson_effect_accuracy,accuracy,0.55,13,11,0.8003846999815273,0.7662904961181259,0.03409420386340134,0.03409420386340134
Norman_P1,aleatoric_confidence,pearson_effect_accuracy,accuracy,0.6,14,10,0.8025018849331801,0.7662904961181259,0.036211388815054146,0.036211388815054146
Norman_P1,aleatoric_confidence,pearson_effect_accuracy,accuracy,0.65,15,9,0.8031634324706416,0.7662904961181259,0.03687293635251565,0.03687293635251565
Norman_P1,aleatoric_confidence,pearson_effect_accuracy,accuracy,0.7,16,8,0.7768471278776572,0.7662904961181259,0.010556631759531254,0.010556631759531254
Norman_P1,aleatoric_confidence,pearson_effect_accuracy,accuracy,0.75,18,6,0.7585591942614096,0.7662904961181259,-0.007731301856716333,-0.007731301856716333
Norman_P1,aleatoric_confidence,pearson_effect_accuracy,accuracy,0.8,19,5,0.7662857896714047,0.7662904961181259,-4.706446721236546e-06,-4.706446721236546e-06
Norman_P1,aleatoric_confidence,pearson_effect_accuracy,accuracy,0.85,20,4,0.7682558449631525,0.7662904961181259,0.0019653488450265266,0.0019653488450265266
Norman_P1,aleatoric_confidence,pearson_effect_accuracy,accuracy,0.9,21,3,0.7571361960865739,0.7662904961181259,-0.009154300031552043,-0.009154300031552043
Norman_P1,aleatoric_confidence,pearson_effect_accuracy,accuracy,0.95,22,2,0.7642117765211535,0.7662904961181259,-0.002078719596972478,-0.002078719596972478
Norman_P1,aleatoric_confidence,pearson_effect_accuracy,accuracy,1.0,24,0,0.7662904961181258,0.7662904961181259,-1.1102230246251565e-16,-1.1102230246251565e-16
Norman_P1,aleatoric_confidence,cosine_effect_accuracy,accuracy,0.5,12,12,0.8052100470136031,0.7689642668566895,0.0362457801569136,0.0362457801569136
Norman_P1,aleatoric_confidence,cosine_effect_accuracy,accuracy,0.55,13,11,0.8094955190644156,0.7689642668566895,0.04053125220772613,0.04053125220772613
Norman_P1,aleatoric_confidence,cosine_effect_accuracy,accuracy,0.6,14,10,0.8121467632134661,0.7689642668566895,0.04318249635677662,0.04318249635677662
Norman_P1,aleatoric_confidence,cosine_effect_accuracy,accuracy,0.65,15,9,0.8126527768747845,0.7689642668566895,0.04368851001809504,0.04368851001809504
Norman_P1,aleatoric_confidence,cosine_effect_accuracy,accuracy,0.7,16,8,0.7843314521573344,0.7689642668566895,0.015367185300644848,0.015367185300644848
Norman_P1,aleatoric_confidence,cosine_effect_accuracy,accuracy,0.75,18,6,0.7628671113263313,0.7689642668566895,-0.006097155530358167,-0.006097155530358167
Norman_P1,aleatoric_confidence,cosine_effect_accuracy,accuracy,0.8,19,5,0.770853277161092,0.7689642668566895,0.001889010304402472,0.001889010304402472
Norman_P1,aleatoric_confidence,cosine_effect_accuracy,accuracy,0.85,20,4,0.7730844316920475,0.7689642668566895,0.004120164835358042,0.004120164835358042
Norman_P1,aleatoric_confidence,cosine_effect_accuracy,accuracy,0.9,21,3,0.7589109614165215,0.7689642668566895,-0.010053305440168026,-0.010053305440168026
Norman_P1,aleatoric_confidence,cosine_effect_accuracy,accuracy,0.95,22,2,0.7661141696643073,0.7689642668566895,-0.0028500971923821616,-0.0028500971923821616
Norman_P1,aleatoric_confidence,cosine_effect_accuracy,accuracy,1.0,24,0,0.7689642668566895,0.7689642668566895,0.0,0.0
Norman_P1,aleatoric_confidence,rmse_effect_error,error,0.5,12,12,0.04741012388670024,0.054469896507224856,-0.007059772620524617,0.007059772620524617
Norman_P1,aleatoric_confidence,rmse_effect_error,error,0.55,13,11,0.04532197516606643,0.054469896507224856,-0.009147921341158424,0.009147921341158424
Norman_P1,aleatoric_confidence,rmse_effect_error,error,0.6,14,10,0.0473907661823042,0.054469896507224856,-0.007079130324920656,0.007079130324920656
Norman_P1,aleatoric_confidence,rmse_effect_error,error,0.65,15,9,0.05320437376401728,0.054469896507224856,-0.001265522743207577,0.001265522743207577
Norman_P1,aleatoric_confidence,rmse_effect_error,error,0.7,16,8,0.05212499531478483,0.054469896507224856,-0.0023449011924400257,0.0023449011924400257
Norman_P1,aleatoric_confidence,rmse_effect_error,error,0.75,18,6,0.05134441495957854,0.054469896507224856,-0.0031254815476463166,0.0031254815476463166
Norman_P1,aleatoric_confidence,rmse_effect_error,error,0.8,19,5,0.05196887947068107,0.054469896507224856,-0.002501017036543783,0.002501017036543783
Norman_P1,aleatoric_confidence,rmse_effect_error,error,0.85,20,4,0.054934948527414186,0.054469896507224856,0.0004650520201893299,-0.0004650520201893299
Norman_P1,aleatoric_confidence,rmse_effect_error,error,0.9,21,3,0.05543427998140909,0.054469896507224856,0.0009643834741842328,-0.0009643834741842328
Norman_P1,aleatoric_confidence,rmse_effect_error,error,0.95,22,2,0.05560407093658653,0.054469896507224856,0.001134174429361673,-0.001134174429361673
Norman_P1,aleatoric_confidence,rmse_effect_error,error,1.0,24,0,0.054469896507224856,0.054469896507224856,0.0,-0.0
Norman_P1,combined_confidence,pearson_effect_accuracy,accuracy,0.5,12,12,0.7958280734449391,0.7662904961181259,0.02953757732681317,0.02953757732681317
Norman_P1,combined_confidence,pearson_effect_accuracy,accuracy,0.55,13,11,0.7597924624203126,0.7662904961181259,-0.006498033697813321,-0.006498033697813321
Norman_P1,combined_confidence,pearson_effect_accuracy,accuracy,0.6,14,10,0.7635519363899405,0.7662904961181259,-0.0027385597281854857,-0.0027385597281854857
Norman_P1,combined_confidence,pearson_effect_accuracy,accuracy,0.65,15,9,0.7679834932509222,0.7662904961181259,0.0016929971327962479,0.0016929971327962479
Norman_P1,combined_confidence,pearson_effect_accuracy,accuracy,0.7,16,8,0.7734260385740261,0.7662904961181259,0.007135542455900201,0.007135542455900201
Norman_P1,combined_confidence,pearson_effect_accuracy,accuracy,0.75,18,6,0.7590157601788126,0.7662904961181259,-0.0072747359393133815,-0.0072747359393133815
Norman_P1,combined_confidence,pearson_effect_accuracy,accuracy,0.8,19,5,0.7614721357223676,0.7662904961181259,-0.0048183603957583365,-0.0048183603957583365
Norman_P1,combined_confidence,pearson_effect_accuracy,accuracy,0.85,20,4,0.7682558449631525,0.7662904961181259,0.0019653488450265266,0.0019653488450265266
Norman_P1,combined_confidence,pearson_effect_accuracy,accuracy,0.9,21,3,0.7571361960865739,0.7662904961181259,-0.009154300031552043,-0.009154300031552043
Norman_P1,combined_confidence,pearson_effect_accuracy,accuracy,0.95,22,2,0.7606676778500432,0.7662904961181259,-0.005622818268082752,-0.005622818268082752
Norman_P1,combined_confidence,pearson_effect_accuracy,accuracy,1.0,24,0,0.7662904961181258,0.7662904961181259,-1.1102230246251565e-16,-1.1102230246251565e-16
Norman_P1,combined_confidence,cosine_effect_accuracy,accuracy,0.5,12,12,0.8052100470136031,0.7689642668566895,0.0362457801569136,0.0362457801569136
Norman_P1,combined_confidence,cosine_effect_accuracy,accuracy,0.55,13,11,0.7651496221755322,0.7689642668566895,-0.003814644681157331,-0.003814644681157331
Norman_P1,combined_confidence,cosine_effect_accuracy,accuracy,0.6,14,10,0.7690487183153686,0.7689642668566895,8.44514586790801e-05,8.44514586790801e-05
Norman_P1,combined_confidence,cosine_effect_accuracy,accuracy,0.65,15,9,0.7742196662377522,0.7689642668566895,0.005255399381062675,0.005255399381062675
Norman_P1,combined_confidence,cosine_effect_accuracy,accuracy,0.7,16,8,0.779638511077528,0.7689642668566895,0.010674244220838514,0.010674244220838514
Norman_P1,combined_confidence,cosine_effect_accuracy,accuracy,0.75,18,6,0.7637962233790452,0.7689642668566895,-0.005168043477644324,-0.005168043477644324
Norman_P1,combined_confidence,cosine_effect_accuracy,accuracy,0.8,19,5,0.7665162309791063,0.7689642668566895,-0.0024480358775832434,-0.0024480358775832434
Norman_P1,combined_confidence,cosine_effect_accuracy,accuracy,0.85,20,4,0.7730844316920475,0.7689642668566895,0.004120164835358042,0.004120164835358042
Norman_P1,combined_confidence,cosine_effect_accuracy,accuracy,0.9,21,3,0.7589109614165215,0.7689642668566895,-0.010053305440168026,-0.010053305440168026
Norman_P1,combined_confidence,cosine_effect_accuracy,accuracy,0.95,22,2,0.7630980490933755,0.7689642668566895,-0.0058662177633139745,-0.0058662177633139745
Norman_P1,combined_confidence,cosine_effect_accuracy,accuracy,1.0,24,0,0.7689642668566895,0.7689642668566895,0.0,0.0
Norman_P1,combined_confidence,rmse_effect_error,error,0.5,12,12,0.04741012388670024,0.054469896507224856,-0.007059772620524617,0.007059772620524617
Norman_P1,combined_confidence,rmse_effect_error,error,0.55,13,11,0.04912253077046587,0.054469896507224856,-0.005347365736758987,0.005347365736758987
Norman_P1,combined_confidence,rmse_effect_error,error,0.6,14,10,0.05522769856600405,0.054469896507224856,0.0007578020587791917,-0.0007578020587791917
Norman_P1,combined_confidence,rmse_effect_error,error,0.65,15,9,0.05649818862116345,0.054469896507224856,0.0020282921139385957,-0.0020282921139385957
Norman_P1,combined_confidence,rmse_effect_error,error,0.7,16,8,0.05423356373974453,0.054469896507224856,-0.0002363327674803281,0.0002363327674803281
Norman_P1,combined_confidence,rmse_effect_error,error,0.75,18,6,0.05371558772681874,0.054469896507224856,-0.0007543087804061169,0.0007543087804061169
Norman_P1,combined_confidence,rmse_effect_error,error,0.8,19,5,0.05674583366779372,0.054469896507224856,0.0022759371605688625,-0.0022759371605688625
Norman_P1,combined_confidence,rmse_effect_error,error,0.85,20,4,0.054934948527414186,0.054469896507224856,0.0004650520201893299,-0.0004650520201893299
Norman_P1,combined_confidence,rmse_effect_error,error,0.9,21,3,0.05543427998140909,0.054469896507224856,0.0009643834741842328,-0.0009643834741842328
Norman_P1,combined_confidence,rmse_effect_error,error,0.95,22,2,0.05567922089613104,0.054469896507224856,0.0012093243889061828,-0.0012093243889061828
Norman_P1,combined_confidence,rmse_effect_error,error,1.0,24,0,0.054469896507224856,0.054469896507224856,0.0,-0.0
Norman_P1,predicted_magnitude,pearson_effect_accuracy,accuracy,0.5,12,12,0.7958280734449389,0.7662904961181259,0.029537577326812947,0.029537577326812947
