fold_id,task_id,setting,context,perturbation,risk_model_disagreement,baseline_predicted_magnitude,context_novelty_scaled,perturbation_novelty,risk_disagreement_z,predicted_magnitude_z,directional_risk_frozen,target_directional_truth_used_for_score
E237_cellline_holdout_1_HepG2,HepG2::POP1,context_unseen,HepG2,POP1,0.1467729713669997,0.0917183086276054,1.0,0.5,2.222423803238622,2.196806773048103,0.4428608738517974,False
E237_cellline_holdout_1_HepG2,HepG2::DOLK,context_unseen,HepG2,DOLK,0.0447680423570018,0.0312888324260711,1.0,0.5,-0.9933646592796676,-1.1353481036693076,0.3143893303510236,False
E237_cellline_holdout_1_HepG2,HepG2::SRP9,context_and_perturbation_unseen,HepG2,SRP9,0.0869521308546703,0.0543365590274333,1.0,1.0,0.3365230864326671,0.1355315964269322,0.43086927454120133,False
E237_cellline_holdout_1_HepG2,HepG2::ACIN1,context_unseen,HepG2,ACIN1,0.0564177475962657,0.0269617568701505,1.0,0.5,-0.6260982137876854,-1.3739483170403357,0.3145341527600286,False
E237_cellline_holdout_1_HepG2,HepG2::PGAM5,context_unseen,HepG2,PGAM5,0.0852628414542992,0.0539055988192558,1.0,0.5,0.2832668622845648,0.1117679259532575,0.36361461707066617,False
E237_cellline_holdout_1_HepG2,HepG2::INTS3,context_unseen,HepG2,INTS3,0.0486927646534781,0.0334176756441593,1.0,1.0,-0.869634592486915,-1.0179610972477773,0.3849427670429547,False
E237_cellline_holdout_1_HepG2,HepG2::NOP14,context_unseen,HepG2,NOP14,0.0802534770318947,0.0587208569049835,1.0,0.5,0.1253425691110547,0.3772871182676051,0.3673750425845643,False
E237_cellline_holdout_1_HepG2,HepG2::FBRSL1,context_unseen,HepG2,FBRSL1,0.0656918367067663,0.0377033129334449,1.0,0.5,-0.3337250015187839,-0.7816458403405426,0.33300367790710483,False
E237_cellline_holdout_1_HepG2,HepG2::GSK3B,context_and_perturbation_unseen,HepG2,GSK3B,0.0597368860289719,0.0412313267588615,1.0,1.0,-0.5214596715036027,-0.5871068634630667,0.40049676757395114,False
E237_cellline_holdout_1_HepG2,HepG2::ELAC2,context_unseen,HepG2,ELAC2,0.0631742690823529,0.0360833555459976,1.0,0.5,-0.4130933712512399,-0.870972262609284,0.3296666290260207,False
E237_cellline_holdout_1_HepG2,HepG2::TUBB,context_unseen,HepG2,TUBB,0.0765312956448078,0.0542928576469421,1.0,1.0,0.0079977694414129,0.133121849110282,0.4256753446457714,False
E237_cellline_holdout_1_HepG2,HepG2::POP7,context_and_perturbation_unseen,HepG2,POP7,0.0719438291195053,0.0438424460589885,1.0,1.0,-0.1366258489212921,-0.4431265668178953,0.40989297116530304,False
E237_cellline_holdout_1_HepG2,HepG2::PHF5A,context_unseen,HepG2,PHF5A,0.0644244347534941,0.0379438064992427,1.0,0.5,-0.3736808803009401,-0.768384732376943,0.33269001047177704,False
E237_cellline_holdout_1_HepG2,HepG2::DCTN3,context_unseen,HepG2,DCTN3,0.044818201299877,0.0314166732132434,1.0,0.5,-0.9917833577547722,-1.1282988070479212,0.3145794592896953,False
E237_cellline_holdout_1_HepG2,HepG2::TARDBP,context_unseen,HepG2,TARDBP,0.1300266689831476,0.0732420608401298,1.0,0.5,1.694482981961684,1.1780039794717965,0.41070042846214616,False
E237_cellline_holdout_1_HepG2,HepG2::RNPS1,context_unseen,HepG2,RNPS1,0.055224071853073,0.034666758030653,1.0,1.0,-0.6637298137525358,-0.9490851739864886,0.38977871787782087,False
E237_cellline_holdout_1_HepG2,HepG2::DOHH,context_unseen,HepG2,DOHH,0.056767348952025,0.0359789244830608,1.0,0.5,-0.6150767463228985,-0.8767307185403772,0.3263729549987413,False
E237_cellline_holdout_1_HepG2,HepG2::UTP18,context_unseen,HepG2,UTP18,0.102831784374896,0.070767655968666,1.0,1.0,0.8371420964623155,1.0415622828414357,0.4599564436773041,False
E237_cellline_holdout_1_HepG2,HepG2::SRRM1,context_unseen,HepG2,SRRM1,0.1097334826309054,0.061950996518135,1.0,0.5,1.054723754906316,0.5554009484875625,0.38608761980937345,False
E237_cellline_holdout_1_HepG2,HepG2::MRPL16,context_unseen,HepG2,MRPL16,0.0809925523186288,0.0438251197338104,1.0,0.5,0.1486425194475616,-0.4440819614790274,0.3484672298365834,False
E237_cellline_holdout_1_HepG2,HepG2::TAF11,context_unseen,HepG2,TAF11,0.073441949091259,0.0509331710636615,1.0,0.5,-0.0893963967037266,-0.0521353587361786,0.35394127093051597,False
E237_cellline_holdout_1_HepG2,HepG2::TINF2,context_and_perturbation_unseen,HepG2,TINF2,0.0505945927754368,0.0354093350470066,1.0,1.0,-0.8096779120436799,-0.908138573388317,0.3884571709681355,False
E237_cellline_holdout_1_HepG2,HepG2::TUBE1,context_unseen,HepG2,TUBE1,0.0643599211041716,0.049390435218811,1.0,1.0,-0.3757147256374327,-0.1372036911466946,0.4133321778914706,False
E237_cellline_holdout_1_HepG2,HepG2::NOL8,context_and_perturbation_unseen,HepG2,NOL8,0.0674141158326838,0.0461223162710666,1.0,1.0,-0.2794287494051364,-0.3174117481071897,0.4106095647688597,False
E237_cellline_holdout_1_HepG2,HepG2::NUDC,context_unseen,HepG2,NUDC,0.0579769185871457,0.0414333119988441,1.0,1.0,-0.5769440784706211,-0.575969151459932,0.3998904470282298,False
E237_cellline_holdout_1_HepG2,HepG2::EIF4H,context_unseen,HepG2,EIF4H,0.0512153662065879,0.0232828464359045,1.0,0.5,-0.7901075240525467,-1.5768079166105258,0.30720962944493235,False
E237_cellline_holdout_1_HepG2,HepG2::AURKAIP1,context_unseen,HepG2,AURKAIP1,0.115914174702233,0.0761556252837181,1.0,0.5,1.2495751061719538,1.3386614694847012,0.4075126636862539,False
E237_cellline_holdout_1_HepG2,HepG2::DNAJA3,context_and_perturbation_unseen,HepG2,DNAJA3,0.1017421595339592,0.064033456146717,1.0,1.0,0.8027907859328561,0.6702303073223899,0.450706529626642,False
E237_cellline_holdout_1_HepG2,HepG2::RPL10A,context_unseen,HepG2,RPL10A,0.2127815485093289,0.1281229704618454,1.0,0.5,4.303397956759629,4.204204140876536,0.5225030905998758,False
E237_cellline_holdout_1_HepG2,HepG2::DYNLRB1,context_unseen,HepG2,DYNLRB1,0.0525491543501846,0.0381338410079479,1.0,1.0,-0.7480587665537641,-0.7579059982437097,0.39294573220141504,False
E237_cellline_holdout_1_HepG2,HepG2::GTF2E1,context_and_perturbation_unseen,HepG2,GTF2E1,0.0610813609508189,0.0444107949733734,1.0,1.0,-0.4790740046168861,-0.4117871158448549,0.4052731931275402,False
E237_cellline_holdout_1_HepG2,HepG2::MED19,context_unseen,HepG2,MED19,0.1414488344053307,0.0860930159687995,1.0,0.5,2.054576049405822,1.8866212883437583,0.4329580880317958,False
E237_cellline_holdout_1_HepG2,HepG2::PPP1R37,context_unseen,HepG2,PPP1R37,0.0891709641172973,0.0482189171016216,1.0,0.5,0.4064736121127401,-0.2018026261819178,0.3581838363606933,False
E237_cellline_holdout_1_HepG2,HepG2::BRIX1,context_unseen,HepG2,BRIX1,0.2228831179603183,0.1316028386354446,1.0,0.5,4.621858160684041,4.396088307906567,0.5319853528916384,False
E237_cellline_holdout_1_HepG2,HepG2::NDUFAB1,context_unseen,HepG2,NDUFAB1,0.0871333528805306,0.0466996170580387,1.0,0.5,0.3422362583898661,-0.2855786799828484,0.35521363307945975,False
E237_cellline_holdout_1_HepG2,HepG2::MVK,context_unseen,HepG2,MVK,0.0464425508900864,0.0349274948239326,1.0,0.5,-0.9405744140106956,-0.9347078298180748,0.31992256732553803,False
E237_cellline_holdout_1_HepG2,HepG2::EIF4E,context_unseen,HepG2,EIF4E,0.3194074048569257,0.1671022325754165,1.0,0.5,5.0,5.0,0.552068496826971,False
E237_cellline_holdout_1_HepG2,HepG2::NOC3L,context_unseen,HepG2,NOC3L,0.0753551475341305,0.0562714636325836,1.0,1.0,-0.0290812576334287,0.2422245916554858,0.42765544220602014,False
E237_cellline_holdout_1_HepG2,HepG2::SUPT20H,context_unseen,HepG2,SUPT20H,0.0520441927215163,0.0374647118151187,1.0,0.5,-0.7639780931514697,-0.7948025964469384,0.32596679480901736,False
E237_cellline_holdout_1_HepG2,HepG2::PET117,context_unseen,HepG2,PET117,0.0497135159840756,0.0369116514921188,1.0,1.0,-0.837454575463288,-0.8252990158806784,0.3899665108160393,False
E237_cellline_holdout_1_HepG2,HepG2::SETX,context_and_perturbation_unseen,HepG2,SETX,0.07042098586259,0.0479078143835067,1.0,1.0,-0.1846347228388659,-0.2189572087546546,0.4144020131692416,False
E237_cellline_holdout_1_HepG2,HepG2::CCNK,context_unseen,HepG2,CCNK,0.0597866390585185,0.0446874499320983,1.0,0.5,-0.5198911667269784,-0.3965320246570866,0.3391285699487686,False
E237_cellline_holdout_1_HepG2,HepG2::NSA2,context_unseen,HepG2,NSA2,0.0797419165658627,0.0557336509227752,1.0,1.0,0.1092152087911918,0.2125689441735869,0.4291222599642396,False
E237_cellline_holdout_1_HepG2,HepG2::GTF2H4,context_and_perturbation_unseen,HepG2,GTF2H4,0.0570203580409497,0.04422302916646,1.0,1.0,-0.6071004287373387,-0.4221407509996686,0.40302821876459904,False
E237_cellline_holdout_1_HepG2,HepG2::DCUN1D5,context_unseen,HepG2,DCUN1D5,0.0796247729619132,0.0482972040772438,1.0,1.0,0.1055221612718751,-0.1974857870497549,0.4194432011052058,False
E237_cellline_holdout_1_HepG2,HepG2::GPN3,context_unseen,HepG2,GPN3,0.058674023020199,0.0440158993005752,1.0,1.0,-0.554967293478561,-0.4335621439374461,0.40357547690209666,False
E237_cellline_holdout_1_HepG2,HepG2::UNC45A,context_unseen,HepG2,UNC45A,0.0642594317579806,0.0212090406566858,1.0,0.5,-0.3788827341172511,-1.6911600916573917,0.31095715085097475,False
