fold_id,task_id,setting,context,perturbation,error_centered_pearson_mean,error_centered_cosine_mean,directional_risk_frozen,baseline_predicted_magnitude,risk_model_disagreement,perturbation_novelty,dataset,magnitude,novelty,disagreement,direction_error_rank_target,magnitude_plus_novelty
E237_cellline_holdout_1_HepG2,HepG2::UBQLN4,context_unseen,HepG2,UBQLN4,0.08318815906761862,0.08855947852134705,0.3473546228396381,0.0460734330117702,0.0728352508811657,0.5,Nadig,0.0460734330117702,0.5,0.0728352508811657,0.6445783132530121,0.3689759036144578
E237_cellline_holdout_1_HepG2,HepG2::RPS27,context_unseen,HepG2,RPS27,0.05618987339362164,0.06940174102783203,0.4599966533790316,0.0990761220455169,0.1622219180527839,0.5,Nadig,0.0990761220455169,0.5,0.1622219180527839,0.5542168674698795,0.5828313253012049
E237_cellline_holdout_1_HepG2,HepG2::CENPT,context_unseen,HepG2,CENPT,0.024770047433977704,0.029409855604171753,0.500550798965641,0.088485948741436,0.1386748563167676,1.0,Nadig,0.088485948741436,1.0,0.1386748563167676,0.3855421686746988,0.8237951807228916
E237_cellline_holdout_1_HepG2,HepG2::CHMP6,context_and_perturbation_unseen,HepG2,CHMP6,0.08400403844161641,0.08499535918235779,0.4137785310047126,0.0491608642041683,0.0658678016493342,1.0,Nadig,0.0491608642041683,1.0,0.0658678016493342,0.6475903614457832,0.6641566265060241
E237_cellline_holdout_1_HepG2,HepG2::EGLN2,context_and_perturbation_unseen,HepG2,EGLN2,0.017976253548287635,0.02078983187675476,0.4278698508139743,0.0540970377624034,0.0814966066129017,1.0,Nadig,0.0540970377624034,1.0,0.0814966066129017,0.24698795180722893,0.7093373493975903
E237_cellline_holdout_1_HepG2,HepG2::EIF4G2,context_and_perturbation_unseen,HepG2,EIF4G2,0.02178489692357516,0.022429943084716797,0.3909061292594962,0.0364146716892719,0.0529237363922076,1.0,Nadig,0.0364146716892719,1.0,0.0529237363922076,0.3042168674698795,0.49246987951807225
E237_cellline_holdout_1_HepG2,HepG2::HSPA9,context_and_perturbation_unseen,HepG2,HSPA9,0.293663048239585,0.28767767548561096,0.4189847170216789,0.0506372302770614,0.0725536235898812,1.0,Nadig,0.0506372302770614,1.0,0.0725536235898812,0.7740963855421688,0.6822289156626506
E237_cellline_holdout_1_HepG2,HepG2::MRPL27,context_unseen,HepG2,MRPL27,0.03972374569454895,0.03937533497810364,0.3591195871200366,0.0499536842107772,0.086516360144098,0.5,Nadig,0.0499536842107772,0.5,0.086516360144098,0.4789156626506024,0.4262048192771084
E237_cellline_holdout_1_HepG2,HepG2::SMC5,context_unseen,HepG2,SMC5,0.010529358498405694,0.012066662311553955,0.3294483025304877,0.0327120646834373,0.0715789982441917,0.5,Nadig,0.0327120646834373,0.5,0.0715789982441917,0.09939759036144577,0.18825301204819278
E237_cellline_holdout_1_HepG2,HepG2::POLR3E,context_unseen,HepG2,POLR3E,0.016562832426671836,0.019254475831985474,0.3232637649433174,0.0288027636706829,0.069293633668449,0.5,Nadig,0.0288027636706829,0.5,0.069293633668449,0.22289156626506024,0.15813253012048192
