quadrant,score_name,target_error,n_tasks,spearman
new_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,18,0.7791537667698658
new_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,18,0.3519091847265222
new_context_new_perturbation,predicted_magnitude_cpa,error_cpa_rmse,18,0.283797729618163
new_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,18,0.7358101135190918
new_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,18,0.6759545923632612
new_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,18,0.283797729618163
new_context_seen_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,16,0.7294117647058823
new_context_seen_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,16,0.22352941176470587
new_context_seen_perturbation,predicted_magnitude_cpa,error_cpa_rmse,16,0.4264705882352941
new_context_seen_perturbation,predicted_magnitude_ridge,error_ridge_rmse,16,0.8705882352941177
new_context_seen_perturbation,predicted_magnitude_mean,pair_mean_rmse,16,0.8117647058823528
new_context_seen_perturbation,predicted_magnitude_max,pair_max_rmse,16,0.6147058823529412
seen_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,38,-0.1999124630703578
seen_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,38,0.028996607943976366
seen_context_new_perturbation,predicted_magnitude_cpa,error_cpa_rmse,38,0.1257249151985994
seen_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,38,0.6432870117080643
seen_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,38,0.4454535507167086
seen_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,38,0.12878870773607617
seen_context_seen_perturbation_pair_holdout,cpa_ridge_disagreement_rmse,pair_mean_rmse,6,0.8285714285714287
seen_context_seen_perturbation_pair_holdout,cpa_ridge_disagreement_rmse,pair_max_rmse,6,0.942857142857143
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_cpa,error_cpa_rmse,6,-0.7142857142857143
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_ridge,error_ridge_rmse,6,0.3142857142857143
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_mean,pair_mean_rmse,6,0.8285714285714287
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_max,pair_max_rmse,6,0.7142857142857143
