dataset_name,predictor_name,validation_mode,feature_set,score_name,top_fraction,enrichment,enrichment_ci_low,enrichment_ci_high,n,n_task_clusters
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,0.2,2.1999999999999997,1.5333333333333332,2.6666666666666665,375,375
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.05,5.193905817174515,1.0387811634349031,8.310249307479225,375,375
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.1,3.116343490304709,2.0775623268698062,4.674515235457063,375,375
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.2,2.1333333333333333,1.5999999999999999,2.6,375,375
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.05,1.0387811634349031,0.0,4.1551246537396125,375,375
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.1,0.7790858725761772,0.0,2.0775623268698062,375,375
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.2,1.0,0.6,1.5333333333333332,375,375
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lopo,full,lopo_full,0.05,3.116343490304709,0.0,7.271468144044321,375,375
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lopo,full,lopo_full,0.1,4.1551246537396125,2.5969529085872574,5.713296398891967,375,375
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lopo,full,lopo_full,0.2,3.4,2.8000000000000003,3.7333333333333334,375,375
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,0.05,7.271468144044321,2.0775623268698062,10.38781163434903,375,375
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,0.1,4.1551246537396125,2.8566481994459836,5.713296398891967,375,375
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,0.2,3.2666666666666666,2.733333333333333,3.666666666666666,375,375
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.05,1.0387811634349031,0.0,5.2198753462603635,375,375
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.1,1.8178670360110802,0.7790858725761772,3.376038781163435,375,375
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.2,1.9333333333333331,1.4666666666666666,2.466666666666667,375,375
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,baseline,none,frozen_v0_2,0.05,4.1551246537396125,1.0387811634349031,8.310249307479225,375,375
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,baseline,none,frozen_v0_2,0.1,2.5969529085872574,1.5581717451523545,4.1551246537396125,375,375
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,baseline,none,frozen_v0_2,0.2,2.1999999999999997,1.5999999999999999,2.6,375,375
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,baseline,none,predicted_magnitude,0.05,1.0387811634349031,0.0,3.1423130193905577,375,375
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,baseline,none,predicted_magnitude,0.1,0.7790858725761772,0.0,2.5969529085872574,375,375
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,baseline,none,predicted_magnitude,0.2,2.533333333333333,1.8650000000000002,2.9999999999999996,375,375
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,baseline,none,random,0.05,0.0,0.0,0.0,375,375
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,baseline,none,random,0.1,0.0,0.0,0.5193905817174516,375,375
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,baseline,none,random,0.2,0.5333333333333333,0.19999999999999998,0.8666666666666667,375,375
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,0.05,0.0,0.0,3.116343490304709,375,375
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,0.1,1.0387811634349031,0.2596952908587258,2.8566481994459836,375,375
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,0.2,2.466666666666667,1.7999999999999998,2.8666666666666667,375,375
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.05,0.0,0.0,3.116343490304709,375,375
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.1,0.5193905817174516,0.0,2.5969529085872574,375,375
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.2,2.333333333333333,1.7333333333333334,2.8000000000000003,375,375
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.05,0.0,0.0,2.0775623268698062,375,375
