dataset_name,predictor_name,validation_mode,feature_set,score_name,top_fraction,enrichment,enrichment_ci_low,enrichment_ci_high,n,n_task_clusters
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.1,0.2596952908587258,0.0,2.0840547091412684,375,375
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.2,2.1999999999999997,1.5999999999999999,2.6666666666666665,375,375
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lopo,full,lopo_full,0.05,3.116343490304709,0.0,7.271468144044321,375,375
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lopo,full,lopo_full,0.1,1.5581717451523545,0.7790858725761772,3.376038781163435,375,375
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lopo,full,lopo_full,0.2,2.733333333333333,2.1333333333333333,3.1333333333333333,375,375
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,0.05,1.0387811634349031,0.0,4.1551246537396125,375,375
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,0.1,1.0387811634349031,0.2596952908587258,3.116343490304709,375,375
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,0.2,2.8000000000000003,2.1999999999999997,3.1999999999999997,375,375
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.05,2.0775623268698062,0.0,6.232686980609418,375,375
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.1,2.3372576177285316,1.2984764542936287,4.414819944598338,375,375
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.2,2.9999999999999996,2.6,3.533333333333333,375,375
McFarlandTsherniak2020,Control1NNPredictor,baseline,none,frozen_v0_2,0.05,1.002298190175237,0.0,2.0129488652685934,1163,1163
McFarlandTsherniak2020,Control1NNPredictor,baseline,none,frozen_v0_2,0.1,0.7646285338593032,0.254876177953101,1.1894221637811382,1163,1163
McFarlandTsherniak2020,Control1NNPredictor,baseline,none,frozen_v0_2,0.2,1.2639208679474665,1.0063166571496989,1.5209895190554257,1163,1163
McFarlandTsherniak2020,Control1NNPredictor,baseline,none,predicted_magnitude,0.05,7.684286124676817,5.011490950876184,10.022981901752368,1163,1163
McFarlandTsherniak2020,Control1NNPredictor,baseline,none,predicted_magnitude,0.1,4.502812477171451,3.7381839433121486,5.267441011030755,1163,1163
McFarlandTsherniak2020,Control1NNPredictor,baseline,none,predicted_magnitude,0.2,2.763487999410562,2.463039013428135,2.9991342629261917,1163,1163
McFarlandTsherniak2020,Control1NNPredictor,baseline,none,random,0.05,1.336397586900316,0.0,2.347048261993672,1163,1163
McFarlandTsherniak2020,Control1NNPredictor,baseline,none,random,0.1,0.8495872598436701,0.42479362992183506,1.4442983417342394,1163,1163
McFarlandTsherniak2020,Control1NNPredictor,baseline,none,random,0.2,0.7926283409162077,0.5784044649929083,0.9854298292471771,1163,1163
McFarlandTsherniak2020,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,0.05,4.343292157426027,2.3386957770755528,6.3478885377765,1163,1163
McFarlandTsherniak2020,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,0.1,2.5487617795310102,1.7841332456717074,3.3983490393746805,1163,1163
McFarlandTsherniak2020,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,0.2,1.9280148833096944,1.6495238446094054,2.2065059220099834,1163,1163
McFarlandTsherniak2020,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.05,4.009192760700948,2.004596380350474,5.6796897443263425,1163,1163
McFarlandTsherniak2020,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.1,2.2938856015779097,1.6991745196873402,3.0585141354372127,1163,1163
McFarlandTsherniak2020,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.2,1.9065924957173646,1.6495238446094054,2.227928309602314,1163,1163
McFarlandTsherniak2020,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.05,4.343292157426027,2.004596380350474,6.0221416259695415,1163,1163
McFarlandTsherniak2020,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.1,2.039009423624808,1.2743808897655051,2.6337205055153774,1163,1163
McFarlandTsherniak2020,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.2,1.6495238446094054,1.3281880307244562,1.9065924957173646,1163,1163
McFarlandTsherniak2020,Control1NNPredictor,lopo,full,lopo_full,0.05,5.345590347601264,3.34099396725079,7.350186727951738,1163,1163
McFarlandTsherniak2020,Control1NNPredictor,lopo,full,lopo_full,0.1,2.7186792314997446,2.039009423624808,3.483307765359047,1163,1163
McFarlandTsherniak2020,Control1NNPredictor,lopo,full,lopo_full,0.2,2.1636611468253237,1.9060569360275563,2.442152185525613,1163,1163
McFarlandTsherniak2020,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,0.05,5.011490950876184,2.672795173800632,7.016087331226658,1163,1163
McFarlandTsherniak2020,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,0.1,2.5487617795310102,1.8690919716560743,3.3983490393746805,1163,1163
McFarlandTsherniak2020,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,0.2,2.056549208863674,1.8203673856582365,2.3778850227486235,1163,1163
McFarlandTsherniak2020,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.05,5.011490950876184,2.672795173800632,7.016087331226658,1163,1163
McFarlandTsherniak2020,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.1,2.5487617795310102,1.7841332456717074,3.3133903133903133,1163,1163
McFarlandTsherniak2020,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.2,2.056549208863674,1.8203673856582365,2.356462635156293,1163,1163
McFarlandTsherniak2020,PertMeanPredictor,baseline,none,frozen_v0_2,0.05,0.668198793450158,0.0,1.670496983625395,1163,1163
McFarlandTsherniak2020,PertMeanPredictor,baseline,none,frozen_v0_2,0.1,0.9345459858280372,0.42479362992183506,1.5292570677186064,1163,1163
McFarlandTsherniak2020,PertMeanPredictor,baseline,none,frozen_v0_2,0.2,1.413877581093776,1.1353865423934866,1.6500594042992132,1163,1163
McFarlandTsherniak2020,PertMeanPredictor,baseline,none,predicted_magnitude,0.05,2.3386957770755528,0.668198793450158,4.009192760700948,1163,1163
McFarlandTsherniak2020,PertMeanPredictor,baseline,none,predicted_magnitude,0.1,2.7186792314997446,1.8690919716560743,3.483307765359047,1163,1163
McFarlandTsherniak2020,PertMeanPredictor,baseline,none,predicted_magnitude,0.2,1.4352999686861059,1.1568089299858166,1.735213394978725,1163,1163
McFarlandTsherniak2020,PertMeanPredictor,baseline,none,random,0.05,1.336397586900316,0.334099396725079,2.672795173800632,1163,1163
McFarlandTsherniak2020,PertMeanPredictor,baseline,none,random,0.1,0.8495872598436701,0.509752355906202,1.5313810358682136,1163,1163
McFarlandTsherniak2020,PertMeanPredictor,baseline,none,random,0.2,1.1353865423934866,0.8783178912855275,1.3924551935014458,1163,1163
McFarlandTsherniak2020,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,0.05,2.672795173800632,1.002298190175237,4.009192760700948,1163,1163
McFarlandTsherniak2020,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,0.1,2.7186792314997446,1.7841332456717074,3.3133903133903133,1163,1163
McFarlandTsherniak2020,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,0.2,1.735213394978725,1.4781447438707658,2.0351268212713443,1163,1163
McFarlandTsherniak2020,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.05,2.672795173800632,1.002298190175237,4.009192760700948,1163,1163
McFarlandTsherniak2020,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.1,2.3788443275622764,1.6142157937029733,3.0585141354372127,1163,1163
McFarlandTsherniak2020,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.2,1.8209029453480448,1.4995671314630958,2.099393984048334,1163,1163
McFarlandTsherniak2020,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.05,2.672795173800632,1.002298190175237,4.343292157426027,1163,1163
McFarlandTsherniak2020,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.1,2.208926875593542,1.2743808897655051,2.8036379574841113,1163,1163
McFarlandTsherniak2020,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.2,1.9922820460866844,1.6709462322017352,2.185083534417654,1163,1163
McFarlandTsherniak2020,PertMeanPredictor,lopo,full,lopo_full,0.05,3.675093363975869,1.670496983625395,5.011490950876184,1163,1163
McFarlandTsherniak2020,PertMeanPredictor,lopo,full,lopo_full,0.1,3.483307765359047,2.6337205055153774,4.247936299218351,1163,1163
McFarlandTsherniak2020,PertMeanPredictor,lopo,full,lopo_full,0.2,2.677798449041242,2.399307410340953,2.8925578846543494,1163,1163
McFarlandTsherniak2020,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,0.05,3.34099396725079,1.336397586900316,5.345590347601264,1163,1163
McFarlandTsherniak2020,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,0.1,3.2284315874059466,2.3788443275622764,4.078018847249616,1163,1163
McFarlandTsherniak2020,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,0.2,2.6563760614489125,2.356462635156293,2.892022324964542,1163,1163
McFarlandTsherniak2020,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.05,4.009192760700948,1.9962438954323476,5.6796897443263425,1163,1163
McFarlandTsherniak2020,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.1,3.3983490393746805,2.6337205055153774,4.1629775732339835,1163,1163
McFarlandTsherniak2020,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.2,2.677798449041242,2.442152185525613,2.9562894877415316,1163,1163
SantinhaPlatt2023,Control1NNPredictor,baseline,none,frozen_v0_2,0.05,5.571428571428571,1.3928571428571428,11.142857142857142,273,273
SantinhaPlatt2023,Control1NNPredictor,baseline,none,frozen_v0_2,0.1,2.0892857142857144,0.6964285714285714,3.830357142857143,273,273
SantinhaPlatt2023,Control1NNPredictor,baseline,none,frozen_v0_2,0.2,1.714710743801653,1.1732231404958677,2.3464462809917355,273,273
SantinhaPlatt2023,Control1NNPredictor,baseline,none,predicted_magnitude,0.05,9.75,4.178571428571429,13.928571428571429,273,273
SantinhaPlatt2023,Control1NNPredictor,baseline,none,predicted_magnitude,0.1,5.223214285714286,3.482142857142857,6.616071428571429,273,273
SantinhaPlatt2023,Control1NNPredictor,baseline,none,predicted_magnitude,0.2,2.978181818181818,2.436694214876033,3.6099173553719006,273,273
SantinhaPlatt2023,Control1NNPredictor,baseline,none,random,0.05,1.3928571428571428,0.0,4.178571428571429,273,273
SantinhaPlatt2023,Control1NNPredictor,baseline,none,random,0.1,0.6964285714285714,0.0,2.0892857142857144,273,273
SantinhaPlatt2023,Control1NNPredictor,baseline,none,random,0.2,1.2634710743801651,0.8122314049586776,1.895206611570248,273,273
SantinhaPlatt2023,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,0.05,5.571428571428571,1.3928571428571428,9.75,273,273
SantinhaPlatt2023,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,0.1,2.7857142857142856,1.3928571428571428,4.526785714285714,273,273
SantinhaPlatt2023,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,0.2,2.075702479338843,1.5342148760330578,2.707438016528925,273,273
SantinhaPlatt2023,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.05,4.178571428571429,1.3928571428571428,9.75,273,273
SantinhaPlatt2023,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.1,2.7857142857142856,1.3928571428571428,4.178571428571429,273,273
SantinhaPlatt2023,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.2,2.16595041322314,1.5342148760330578,2.707438016528925,273,273
SantinhaPlatt2023,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.05,0.0,0.0,0.0,273,273
SantinhaPlatt2023,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.1,0.6964285714285714,0.0,2.4375,273,273
SantinhaPlatt2023,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.2,1.714710743801653,0.9927272727272728,2.075702479338843,273,273
SantinhaPlatt2023,Control1NNPredictor,lopo,full,lopo_full,0.05,5.571428571428571,2.7857142857142856,11.142857142857142,273,273
SantinhaPlatt2023,Control1NNPredictor,lopo,full,lopo_full,0.1,3.1339285714285716,1.7410714285714286,4.875,273,273
SantinhaPlatt2023,Control1NNPredictor,lopo,full,lopo_full,0.2,2.436694214876033,1.895206611570248,2.978181818181818,273,273
SantinhaPlatt2023,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,0.05,5.571428571428571,1.3928571428571428,9.75,273,273
SantinhaPlatt2023,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,0.1,2.7857142857142856,1.3928571428571428,4.875,273,273
SantinhaPlatt2023,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,0.2,2.3464462809917355,1.8049586776859503,2.8879338842975204,273,273
SantinhaPlatt2023,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.05,1.3928571428571428,0.0,4.178571428571429,273,273
SantinhaPlatt2023,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.1,1.3928571428571428,0.3482142857142857,2.7857142857142856,273,273
SantinhaPlatt2023,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.2,1.895206611570248,1.2634710743801651,2.3464462809917355,273,273
SantinhaPlatt2023,PertMeanPredictor,baseline,none,frozen_v0_2,0.05,1.3928571428571428,0.0,4.178571428571429,273,273
SantinhaPlatt2023,PertMeanPredictor,baseline,none,frozen_v0_2,0.1,1.0446428571428572,0.0,2.0892857142857144,273,273
SantinhaPlatt2023,PertMeanPredictor,baseline,none,frozen_v0_2,0.2,0.7219834710743801,0.2707438016528925,1.3537190082644626,273,273
SantinhaPlatt2023,PertMeanPredictor,baseline,none,predicted_magnitude,0.05,1.3928571428571428,0.0,4.178571428571429,273,273
SantinhaPlatt2023,PertMeanPredictor,baseline,none,predicted_magnitude,0.1,1.0446428571428572,0.0,2.0892857142857144,273,273
SantinhaPlatt2023,PertMeanPredictor,baseline,none,predicted_magnitude,0.2,0.9927272727272728,0.4512396694214876,1.5342148760330578,273,273
SantinhaPlatt2023,PertMeanPredictor,baseline,none,random,0.05,0.0,0.0,0.0,273,273
SantinhaPlatt2023,PertMeanPredictor,baseline,none,random,0.1,0.0,0.0,1.3928571428571428,273,273
SantinhaPlatt2023,PertMeanPredictor,baseline,none,random,0.2,0.9024793388429752,0.36099173553719005,1.3537190082644626,273,273
SantinhaPlatt2023,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,0.05,2.7857142857142856,0.0,5.571428571428571,273,273
SantinhaPlatt2023,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,0.1,1.0446428571428572,0.0,2.0892857142857144,273,273
SantinhaPlatt2023,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,0.2,0.9927272727272728,0.4512396694214876,1.5342148760330578,273,273
SantinhaPlatt2023,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.05,2.7857142857142856,0.0,5.571428571428571,273,273
SantinhaPlatt2023,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.1,1.0446428571428572,0.0,2.4375,273,273
SantinhaPlatt2023,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.2,0.9927272727272728,0.36099173553719005,1.5342148760330578,273,273
SantinhaPlatt2023,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.05,1.3928571428571428,0.0,4.178571428571429,273,273
SantinhaPlatt2023,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.1,0.6964285714285714,0.0,1.7410714285714286,273,273
SantinhaPlatt2023,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.2,0.9927272727272728,0.4512396694214876,1.5364710743801633,273,273
SantinhaPlatt2023,PertMeanPredictor,lopo,full,lopo_full,0.05,2.7857142857142856,0.0,5.571428571428571,273,273
SantinhaPlatt2023,PertMeanPredictor,lopo,full,lopo_full,0.1,1.3928571428571428,0.3482142857142857,2.7857142857142856,273,273
SantinhaPlatt2023,PertMeanPredictor,lopo,full,lopo_full,0.2,1.714710743801653,1.08297520661157,2.256198347107438,273,273
SantinhaPlatt2023,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,0.05,1.3928571428571428,0.0,4.178571428571429,273,273
SantinhaPlatt2023,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,0.1,1.7410714285714286,0.6964285714285714,3.1339285714285716,273,273
SantinhaPlatt2023,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,0.2,1.6244628099173553,1.08297520661157,2.16595041322314,273,273
SantinhaPlatt2023,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.05,2.7857142857142856,0.0,4.178571428571429,273,273
SantinhaPlatt2023,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.1,1.3928571428571428,0.3482142857142857,2.4375,273,273
SantinhaPlatt2023,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.2,1.4439669421487602,0.9024793388429752,2.075702479338843,273,273
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,baseline,none,frozen_v0_2,0.05,10.059453032104638,6.706302021403093,12.741973840665874,564,564
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,baseline,none,frozen_v0_2,0.1,5.728531855955679,4.513388734995384,6.770083102493075,564,564
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,baseline,none,frozen_v0_2,0.2,2.8268462683060536,2.3851515388832327,3.18020205184431,564,564
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,baseline,none,predicted_magnitude,0.05,10.059453032104638,6.706302021403093,13.412604042806185,564,564
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,baseline,none,predicted_magnitude,0.1,6.422899353647277,5.207756232686981,7.464450600184673,564,564
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,baseline,none,predicted_magnitude,0.2,3.4010494165557206,3.003524160075182,3.754405200093977,564,564
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,baseline,none,random,0.05,0.6706302021403092,0.0,2.0118906064209274,564,564
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,baseline,none,random,0.1,1.0415512465373962,0.3471837488457987,1.9095106186518929,564,564
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,baseline,none,random,0.2,0.8833894588456417,0.6183726211919492,1.2809147153261806,564,564
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,0.05,6.035671819262783,2.682520808561237,9.38882282996433,564,564
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,0.1,3.4718374884579872,2.6038781163434903,4.686980609418282,564,564
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,0.2,2.473490484767797,2.12013470122954,2.8710157412483355,564,564
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.05,5.365041617122474,2.682520808561237,9.38882282996433,564,564
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.1,4.166204986149585,3.1246537396121883,5.381348107109881,564,564
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.2,2.8710157412483355,2.517659957710079,3.2685409977288744,564,564
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.05,4.023781212841855,1.3412604042806184,6.706302021403093,564,564
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.1,2.9510618651892893,1.9095106186518929,3.992613111726685,564,564
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.2,1.987626282402694,1.590101025922155,2.4293210118255146,564,564
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lopo,full,lopo_full,0.05,7.376932223543401,4.023781212841855,10.059453032104638,564,564
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lopo,full,lopo_full,0.1,4.166204986149585,3.467497691597415,5.55493998153278,564,564
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lopo,full,lopo_full,0.2,3.4010494165557206,3.003524160075182,3.7102357271516957,564,564
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,0.05,8.04756242568371,4.694411414982165,11.400713436385255,564,564
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,0.1,4.513388734995384,3.4718374884579872,5.728531855955679,564,564
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,0.2,3.3568799436134387,3.0476936330174635,3.7102357271516957,564,564
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.05,4.694411414982165,2.0118906064209274,8.04756242568371,564,564
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.1,2.9510618651892893,1.9095106186518929,4.339796860572484,564,564
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.2,2.031795755344976,1.7226094447490012,2.473490484767797,564,564
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,baseline,none,frozen_v0_2,0.05,8.718192627824019,4.694411414982165,11.400713436385255,564,564
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,baseline,none,frozen_v0_2,0.1,4.860572483841182,3.992613111726685,6.422899353647277,564,564
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,baseline,none,frozen_v0_2,0.2,2.782676795363771,2.3851515388832327,3.1360325789020282,564,564
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,baseline,none,predicted_magnitude,0.05,10.059453032104638,6.706302021403093,12.741973840665874,564,564
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,baseline,none,predicted_magnitude,0.1,6.5964912280701755,5.55493998153278,7.6380424746075715,564,564
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,baseline,none,predicted_magnitude,0.2,3.4452188894980025,3.091863105959746,3.8427441459785414,564,564
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,baseline,none,random,0.05,0.0,0.0,0.0,564,564
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,baseline,none,random,0.1,0.8679593721144968,0.17359187442289936,1.7359187442289936,564,564
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,baseline,none,random,0.2,0.8392199859033597,0.5742031482496671,1.2378494792074546,564,564
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,0.05,3.3531510107015463,0.6706302021403092,6.706302021403093,564,564
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,0.1,3.4718374884579872,2.430286241920591,4.686980609418282,564,564
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,0.2,2.6501683765369255,2.2968125929986685,3.0476936330174635,564,564
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.05,3.3531510107015463,0.6706302021403092,6.035671819262783,564,564
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.1,3.8190212373037857,2.6038781163434903,4.860572483841182,564,564
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.2,2.9593546871329,2.605998903594643,3.3568799436134387,564,564
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.05,3.3531510107015463,0.6706302021403092,5.365041617122474,564,564
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.1,2.9510618651892893,1.7359187442289936,3.992613111726685,564,564
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.2,1.8992873365181295,1.501762080037591,2.2979168298222246,564,564
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lopo,full,lopo_full,0.05,4.694411414982165,2.0118906064209274,7.376932223543401,564,564
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lopo,full,lopo_full,0.1,4.513388734995384,3.1246537396121883,5.55493998153278,564,564
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lopo,full,lopo_full,0.2,3.4010494165557206,3.091863105959746,3.7102357271516957,564,564
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,0.05,6.035671819262783,2.0118906064209274,8.04756242568371,564,564
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,0.1,4.686980609418282,3.4718374884579872,5.728531855955679,564,564
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,0.2,3.4010494165557206,3.1360325789020282,3.798574673036259,564,564
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.05,3.3531510107015463,0.6706302021403092,6.035671819262783,564,564
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.1,3.1246537396121883,1.9095106186518929,3.9969529085872537,564,564
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.2,1.9434568094604119,1.6342704988644372,2.3851515388832327,564,564
