dataset_name,predictor_name,validation_mode,feature_set,score_name,magnitude_bin,n,mag_min,mag_max,within_bin_rho_risk_vs_error
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,1,81,22.24137306213379,33.1614875793457,0.8901987353206865
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,2,80,33.38782501220703,49.88027572631836,0.8701593999062354
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,3,81,49.884185791015625,1409.8509521484375,0.0679539295392954
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0,81,11.016681671142578,22.184783935546875,0.9160569105691055
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,1,81,22.24137306213379,33.1614875793457,0.9074751580849141
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,2,80,33.38782501220703,49.88027572631836,0.86558837318331
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,3,81,49.884185791015625,1409.8509521484375,0.03520776874435411
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0,81,11.016681671142578,22.184783935546875,0.9032068654019872
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,1,81,22.24137306213379,33.1614875793457,0.8800813008130082
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,2,80,33.38782501220703,49.88027572631836,0.8254336615096108
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,3,81,49.884185791015625,1409.8509521484375,-0.09103432700993676
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,lopo,full,lopo_full,0,81,11.016681671142578,22.184783935546875,0.9464995483288166
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,lopo,full,lopo_full,1,81,22.24137306213379,33.1614875793457,0.9187382494401705
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,lopo,full,lopo_full,2,80,33.38782501220703,49.88027572631836,0.8908579465541492
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,lopo,full,lopo_full,3,81,49.884185791015625,1409.8509521484375,0.2530261969286359
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,0,81,11.016681671142578,22.184783935546875,0.9507000903342365
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,1,81,22.24137306213379,33.1614875793457,0.9313173629177507
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,2,80,33.38782501220703,49.88027572631836,0.8856774496015002
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,3,81,49.884185791015625,1409.8509521484375,0.35496838301716355
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0,81,11.016681671142578,22.184783935546875,0.9381662149954831
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,1,81,22.24137306213379,33.1614875793457,0.9206187895212284
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,2,80,33.38782501220703,49.88027572631836,0.8443204660275435
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,3,81,49.884185791015625,1409.8509521484375,0.565040650406504
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,baseline,none,frozen_v0_2,0,94,15.998204231262207,68.54156494140625,0.21030690985490721
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,baseline,none,frozen_v0_2,1,94,68.61144256591797,111.62439727783203,0.510848126446066
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,baseline,none,frozen_v0_2,2,93,111.84413146972656,265.1676330566406,0.6228915035020002
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,baseline,none,frozen_v0_2,3,94,268.17156982421875,3331.681640625,0.15699293775194004
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,baseline,none,predicted_magnitude,0,94,15.998204231262207,68.54156494140625,0.771832789426373
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,baseline,none,predicted_magnitude,1,94,68.61144256591797,111.62439727783203,0.47281791967991116
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,baseline,none,predicted_magnitude,2,93,111.84413146972656,265.1676330566406,0.35865421227196526
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,baseline,none,predicted_magnitude,3,94,268.17156982421875,3331.681640625,0.10286822915142348
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,baseline,none,random,0,94,15.998204231262207,68.54156494140625,0.05071092103032031
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,baseline,none,random,1,94,68.61144256591797,111.62439727783203,0.025641025651733044
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,baseline,none,random,2,93,111.84413146972656,265.1676330566406,-0.02846144090953889
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,baseline,none,random,3,94,268.17156982421875,3331.681640625,-0.18173870662305214
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,0,94,15.998204231262207,68.54156494140625,0.06307256597730393
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,1,94,68.61144256591797,111.62439727783203,0.4437235615768735
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,2,93,111.84413146972656,265.1676330566406,0.4113159829274686
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,3,94,268.17156982421875,3331.681640625,0.07055279005027813
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0,94,15.998204231262207,68.54156494140625,0.11925266598183033
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,1,94,68.61144256591797,111.62439727783203,0.4326653879232905
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,2,93,111.84413146972656,265.1676330566406,0.3724471335803968
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,3,94,268.17156982421875,3331.681640625,0.013272402165323478
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0,94,15.998204231262207,68.54156494140625,-0.09314221312478833
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,1,94,68.61144256591797,111.62439727783203,0.2775666498737394
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,2,93,111.84413146972656,265.1676330566406,0.2557809020852895
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,3,94,268.17156982421875,3331.681640625,-0.07780647736438134
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lopo,full,lopo_full,0,94,15.998204231262207,68.54156494140625,0.18879865912014962
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lopo,full,lopo_full,1,94,68.61144256591797,111.62439727783203,0.5206594853739481
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lopo,full,lopo_full,2,93,111.84413146972656,265.1676330566406,0.44085018773957324
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lopo,full,lopo_full,3,94,268.17156982421875,3331.681640625,0.27519462497278496
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,0,94,15.998204231262207,68.54156494140625,0.2876123458179258
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,1,94,68.61144256591797,111.62439727783203,0.529035008351325
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,2,93,111.84413146972656,265.1676330566406,0.4461711200003131
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,3,94,268.17156982421875,3331.681640625,0.2813503607620368
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0,94,15.998204231262207,68.54156494140625,-0.0577478831450848
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,1,94,68.61144256591797,111.62439727783203,0.37083035323372837
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,2,93,111.84413146972656,265.1676330566406,0.3518401087116025
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,3,94,268.17156982421875,3331.681640625,0.1548615503601216
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,baseline,none,frozen_v0_2,0,94,15.998204231262207,68.54156494140625,0.4236607304121663
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,baseline,none,frozen_v0_2,1,94,68.61144256591797,111.62439727783203,0.4817758190947513
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,baseline,none,frozen_v0_2,2,93,111.84413146972656,265.1676330566406,0.5365850019396615
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,baseline,none,frozen_v0_2,3,94,268.17156982421875,3331.681640625,0.09384098544232924
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,baseline,none,predicted_magnitude,0,94,15.998204231262207,68.54156494140625,0.9754515070260461
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,baseline,none,predicted_magnitude,1,94,68.61144256591797,111.62439727783203,0.9550364569349156
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,baseline,none,predicted_magnitude,2,93,111.84413146972656,265.1676330566406,0.8342746771240972
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,baseline,none,predicted_magnitude,3,94,268.17156982421875,3331.681640625,0.035699706398410476
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,baseline,none,random,0,94,15.998204231262207,68.54156494140625,0.043066141675396456
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,baseline,none,random,1,94,68.61144256591797,111.62439727783203,-0.018531228551818803
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,baseline,none,random,2,93,111.84413146972656,265.1676330566406,-0.04398555698128972
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,baseline,none,random,3,94,268.17156982421875,3331.681640625,-0.20341003503955496
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,0,94,15.998204231262207,68.54156494140625,0.73791857818878
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,1,94,68.61144256591797,111.62439727783203,0.845055973187514
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,2,93,111.84413146972656,265.1676330566406,0.7708243965631963
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,3,94,268.17156982421875,3331.681640625,0.058953574061965996
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0,94,15.998204231262207,68.54156494140625,0.7393201603872412
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,1,94,68.61144256591797,111.62439727783203,0.8176701778935201
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,2,93,111.84413146972656,265.1676330566406,0.7455788605989494
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,3,94,268.17156982421875,3331.681640625,-0.06186468229599393
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0,94,15.998204231262207,68.54156494140625,0.630083444713362
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,1,94,68.61144256591797,111.62439727783203,0.7665481815623351
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,2,93,111.84413146972656,265.1676330566406,0.697669040279093
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,3,94,268.17156982421875,3331.681640625,-0.04206913990535707
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lopo,full,lopo_full,0,94,15.998204231262207,68.54156494140625,0.8403063251815194
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lopo,full,lopo_full,1,94,68.61144256591797,111.62439727783203,0.8973088176859444
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lopo,full,lopo_full,2,93,111.84413146972656,265.1676330566406,0.8248783981379247
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lopo,full,lopo_full,3,94,268.17156982421875,3331.681640625,0.17266192247950005
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,0,94,15.998204231262207,68.54156494140625,0.849105949499693
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,1,94,68.61144256591797,111.62439727783203,0.8958631352553655
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,2,93,111.84413146972656,265.1676330566406,0.8213005479621608
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,3,94,268.17156982421875,3331.681640625,0.1363219304266156
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0,94,15.998204231262207,68.54156494140625,0.7065491456850775
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,1,94,68.61144256591797,111.62439727783203,0.8041975219448759
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,2,93,111.84413146972656,265.1676330566406,0.7529020321685416
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,3,94,268.17156982421875,3331.681640625,0.2684463389083553
McFarlandTsherniak2020,Control1NNPredictor,baseline,none,frozen_v0_2,0,291,7.7509765625,60.71527862548828,-0.2500729552540764
McFarlandTsherniak2020,Control1NNPredictor,baseline,none,frozen_v0_2,1,291,60.71981430053711,100.3318862915039,-0.12775392877520567
McFarlandTsherniak2020,Control1NNPredictor,baseline,none,frozen_v0_2,2,290,100.56004333496094,164.65037536621094,0.034647937289638005
McFarlandTsherniak2020,Control1NNPredictor,baseline,none,frozen_v0_2,3,291,164.99452209472656,1590.5621337890625,0.15207031658568806
McFarlandTsherniak2020,Control1NNPredictor,baseline,none,predicted_magnitude,0,291,7.7509765625,60.71527862548828,0.8643481349526638
McFarlandTsherniak2020,Control1NNPredictor,baseline,none,predicted_magnitude,1,291,60.71981430053711,100.3318862915039,0.6549991490272048
McFarlandTsherniak2020,Control1NNPredictor,baseline,none,predicted_magnitude,2,290,100.56004333496094,164.65037536621094,0.2711477929323924
McFarlandTsherniak2020,Control1NNPredictor,baseline,none,predicted_magnitude,3,291,164.99452209472656,1590.5621337890625,-0.14961758234150394
McFarlandTsherniak2020,Control1NNPredictor,baseline,none,random,0,291,7.7509765625,60.71527862548828,-0.11124504333462742
McFarlandTsherniak2020,Control1NNPredictor,baseline,none,random,1,291,60.71981430053711,100.3318862915039,-0.09717642444016253
McFarlandTsherniak2020,Control1NNPredictor,baseline,none,random,2,290,100.56004333496094,164.65037536621094,-0.04348902140433681
McFarlandTsherniak2020,Control1NNPredictor,baseline,none,random,3,291,164.99452209472656,1590.5621337890625,-0.07096377778430552
McFarlandTsherniak2020,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,0,291,7.7509765625,60.71527862548828,0.34536122072604525
McFarlandTsherniak2020,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,1,291,60.71981430053711,100.3318862915039,0.39321607504943057
McFarlandTsherniak2020,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,2,290,100.56004333496094,164.65037536621094,0.27626536586542316
McFarlandTsherniak2020,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,3,291,164.99452209472656,1590.5621337890625,0.01965172121488548
McFarlandTsherniak2020,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0,291,7.7509765625,60.71527862548828,0.32226515466854594
McFarlandTsherniak2020,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,1,291,60.71981430053711,100.3318862915039,0.4242510939021598
McFarlandTsherniak2020,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,2,290,100.56004333496094,164.65037536621094,0.22858447445996344
McFarlandTsherniak2020,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,3,291,164.99452209472656,1590.5621337890625,0.012339028166444098
McFarlandTsherniak2020,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0,291,7.7509765625,60.71527862548828,0.030272579464109776
McFarlandTsherniak2020,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,1,291,60.71981430053711,100.3318862915039,0.10391463589240839
McFarlandTsherniak2020,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,2,290,100.56004333496094,164.65037536621094,0.10810423168964506
McFarlandTsherniak2020,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,3,291,164.99452209472656,1590.5621337890625,0.2057559285564512
McFarlandTsherniak2020,Control1NNPredictor,lopo,full,lopo_full,0,291,7.7509765625,60.71527862548828,0.5208295313629651
McFarlandTsherniak2020,Control1NNPredictor,lopo,full,lopo_full,1,291,60.71981430053711,100.3318862915039,0.4629679251649374
McFarlandTsherniak2020,Control1NNPredictor,lopo,full,lopo_full,2,290,100.56004333496094,164.65037536621094,0.302657245559681
McFarlandTsherniak2020,Control1NNPredictor,lopo,full,lopo_full,3,291,164.99452209472656,1590.5621337890625,0.07704076620048107
McFarlandTsherniak2020,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,0,291,7.7509765625,60.71527862548828,0.5730706757238676
McFarlandTsherniak2020,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,1,291,60.71981430053711,100.3318862915039,0.5243230812184926
McFarlandTsherniak2020,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,2,290,100.56004333496094,164.65037536621094,0.27971377491558685
McFarlandTsherniak2020,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,3,291,164.99452209472656,1590.5621337890625,0.04607317834233764
McFarlandTsherniak2020,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0,291,7.7509765625,60.71527862548828,0.30543187000652267
McFarlandTsherniak2020,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,1,291,60.71981430053711,100.3318862915039,0.24236420409020015
McFarlandTsherniak2020,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,2,290,100.56004333496094,164.65037536621094,0.19567515239211516
McFarlandTsherniak2020,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,3,291,164.99452209472656,1590.5621337890625,0.24533977248157907
McFarlandTsherniak2020,PertMeanPredictor,baseline,none,frozen_v0_2,0,291,7.7509765625,60.71527862548828,-0.009855416875660461
McFarlandTsherniak2020,PertMeanPredictor,baseline,none,frozen_v0_2,1,291,60.71981430053711,100.3318862915039,-0.03732377562101594
McFarlandTsherniak2020,PertMeanPredictor,baseline,none,frozen_v0_2,2,290,100.56004333496094,164.65037536621094,-0.08812544820943789
McFarlandTsherniak2020,PertMeanPredictor,baseline,none,frozen_v0_2,3,291,164.99452209472656,1590.5621337890625,-0.18469970635357372
McFarlandTsherniak2020,PertMeanPredictor,baseline,none,predicted_magnitude,0,291,7.7509765625,60.71527862548828,0.45860318858024474
McFarlandTsherniak2020,PertMeanPredictor,baseline,none,predicted_magnitude,1,291,60.71981430053711,100.3318862915039,-0.2639360593237645
McFarlandTsherniak2020,PertMeanPredictor,baseline,none,predicted_magnitude,2,290,100.56004333496094,164.65037536621094,-0.33901746613650036
McFarlandTsherniak2020,PertMeanPredictor,baseline,none,predicted_magnitude,3,291,164.99452209472656,1590.5621337890625,-0.28180075573107644
McFarlandTsherniak2020,PertMeanPredictor,baseline,none,random,0,291,7.7509765625,60.71527862548828,-0.04986340327929526
McFarlandTsherniak2020,PertMeanPredictor,baseline,none,random,1,291,60.71981430053711,100.3318862915039,-0.015354834939541952
McFarlandTsherniak2020,PertMeanPredictor,baseline,none,random,2,290,100.56004333496094,164.65037536621094,0.07076069213992868
McFarlandTsherniak2020,PertMeanPredictor,baseline,none,random,3,291,164.99452209472656,1590.5621337890625,0.0380897886037916
McFarlandTsherniak2020,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,0,291,7.7509765625,60.71527862548828,0.4537085644439467
McFarlandTsherniak2020,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,1,291,60.71981430053711,100.3318862915039,0.06561512352141963
McFarlandTsherniak2020,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,2,290,100.56004333496094,164.65037536621094,0.16594557472850163
McFarlandTsherniak2020,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,3,291,164.99452209472656,1590.5621337890625,0.026390194254659143
McFarlandTsherniak2020,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0,291,7.7509765625,60.71527862548828,0.397455404568674
McFarlandTsherniak2020,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,1,291,60.71981430053711,100.3318862915039,0.10359903271955972
McFarlandTsherniak2020,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,2,290,100.56004333496094,164.65037536621094,0.1774951931599854
McFarlandTsherniak2020,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,3,291,164.99452209472656,1590.5621337890625,0.05744883826935242
McFarlandTsherniak2020,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0,291,7.7509765625,60.71527862548828,0.33725892858451256
McFarlandTsherniak2020,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,1,291,60.71981430053711,100.3318862915039,0.19026030937343646
McFarlandTsherniak2020,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,2,290,100.56004333496094,164.65037536621094,0.2953207716967168
McFarlandTsherniak2020,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,3,291,164.99452209472656,1590.5621337890625,0.1618134214046432
McFarlandTsherniak2020,PertMeanPredictor,lopo,full,lopo_full,0,291,7.7509765625,60.71527862548828,0.4048429746431685
McFarlandTsherniak2020,PertMeanPredictor,lopo,full,lopo_full,1,291,60.71981430053711,100.3318862915039,0.28613433715284714
McFarlandTsherniak2020,PertMeanPredictor,lopo,full,lopo_full,2,290,100.56004333496094,164.65037536621094,0.46321157532603385
McFarlandTsherniak2020,PertMeanPredictor,lopo,full,lopo_full,3,291,164.99452209472656,1590.5621337890625,0.274377102975212
McFarlandTsherniak2020,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,0,291,7.7509765625,60.71527862548828,0.42519763645919517
McFarlandTsherniak2020,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,1,291,60.71981430053711,100.3318862915039,0.21954174328935744
McFarlandTsherniak2020,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,2,290,100.56004333496094,164.65037536621094,0.42931458923453747
McFarlandTsherniak2020,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,3,291,164.99452209472656,1590.5621337890625,0.2667221821504201
McFarlandTsherniak2020,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0,291,7.7509765625,60.71527862548828,0.34370085723687593
McFarlandTsherniak2020,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,1,291,60.71981430053711,100.3318862915039,0.2644630352946996
McFarlandTsherniak2020,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,2,290,100.56004333496094,164.65037536621094,0.44922608963208743
McFarlandTsherniak2020,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,3,291,164.99452209472656,1590.5621337890625,0.29242534586951124
SantinhaPlatt2023,Control1NNPredictor,baseline,none,frozen_v0_2,0,69,4.23787260055542,10.491215705871582,0.628241548688981
SantinhaPlatt2023,Control1NNPredictor,baseline,none,frozen_v0_2,1,68,10.574068069458008,15.209639549255371,0.5926936805614534
SantinhaPlatt2023,Control1NNPredictor,baseline,none,frozen_v0_2,2,68,15.241752624511719,28.41949462890625,0.6472934803922284
SantinhaPlatt2023,Control1NNPredictor,baseline,none,frozen_v0_2,3,68,28.551830291748047,102.54573822021484,0.18953094439222617
SantinhaPlatt2023,Control1NNPredictor,baseline,none,predicted_magnitude,0,69,4.23787260055542,10.491215705871582,0.9335123915296496
SantinhaPlatt2023,Control1NNPredictor,baseline,none,predicted_magnitude,1,68,10.574068069458008,15.209639549255371,0.90459738503223
SantinhaPlatt2023,Control1NNPredictor,baseline,none,predicted_magnitude,2,68,15.241752624511719,28.41949462890625,0.7584870728554528
SantinhaPlatt2023,Control1NNPredictor,baseline,none,predicted_magnitude,3,68,28.551830291748047,102.54573822021484,0.31350278398633347
SantinhaPlatt2023,Control1NNPredictor,baseline,none,random,0,69,4.23787260055542,10.491215705871582,0.0896444002273061
SantinhaPlatt2023,Control1NNPredictor,baseline,none,random,1,68,10.574068069458008,15.209639549255371,0.09476456780303404
SantinhaPlatt2023,Control1NNPredictor,baseline,none,random,2,68,15.241752624511719,28.41949462890625,0.1169071614838675
SantinhaPlatt2023,Control1NNPredictor,baseline,none,random,3,68,28.551830291748047,102.54573822021484,0.04164718234278323
SantinhaPlatt2023,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,0,69,4.23787260055542,10.491215705871582,0.8115129208268117
SantinhaPlatt2023,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,1,68,10.574068069458008,15.209639549255371,0.6947302121777716
SantinhaPlatt2023,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,2,68,15.241752624511719,28.41949462890625,0.6484386934026827
SantinhaPlatt2023,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,3,68,28.551830291748047,102.54573822021484,0.23176981447681796
SantinhaPlatt2023,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0,69,4.23787260055542,10.491215705871582,0.8213780066476277
