dataset_name,predictor_name,validation_mode,feature_set,score_name,aligned_rho_point,partial_rho_control_magnitude_point,excess_aurc_point,aurc_reduction_vs_random_pct_point,top5_enrichment_point,top10_enrichment_point,top20_enrichment_point,n,n_task_clusters,n_bootstrap,aligned_rho_ci_low,aligned_rho_ci_high,partial_rho_control_magnitude_ci_low,partial_rho_control_magnitude_ci_high,excess_aurc_ci_low,excess_aurc_ci_high,aurc_reduction_vs_random_pct_ci_low,aurc_reduction_vs_random_pct_ci_high,top5_enrichment_ci_low,top5_enrichment_ci_high,top10_enrichment_ci_low,top10_enrichment_ci_high,top20_enrichment_ci_low,top20_enrichment_ci_high
CuiHacohen2023,Control1NNPredictor,baseline,none,frozen_v0_2,0.3944013504698748,0.276330246877741,0.054649176892421436,23.845507353735087,1.2627865961199294,2.920194003527337,2.1479659053030904,1253,1253,1000,0.34340542900204496,0.4433634479660642,0.22254135818624704,0.3262974368567818,0.04951840961491199,0.06038541531399477,20.54945335156357,27.023882670323,0.31569664902998235,2.5255731922398588,2.130952380952381,3.6305114638447966,1.9291916001333311,2.446294503261853
CuiHacohen2023,Control1NNPredictor,baseline,none,predicted_magnitude,0.48715979468465714,0.384705227388875,0.05412802287425303,24.05279772435216,6.313932980599646,4.182980599647266,2.6054030888398594,1253,1253,1000,0.439485094930455,0.533787310777384,0.33355628723914993,0.4386493376024701,0.04789002499570136,0.06202585399974567,20.519397394007548,27.378324606847126,4.1040564373897706,8.523809523809524,3.3917658730158733,4.972222222222222,2.307074490881097,2.8241773940096193
CuiHacohen2023,Control1NNPredictor,baseline,none,random,-0.004103164228051704,-0.014794433765883479,0.10648793547857274,3.2265058589028865,1.5784832451499116,1.2627865961199294,1.0143172330597927,1253,1253,1000,-0.056825504571333584,0.049942796136701,-0.06997932333867041,0.03907516840381255,0.09505953304666394,0.11903367129692859,-0.8928076425675381,6.977606128073763,0.31569664902998235,3.156966490299823,0.7892416225749558,1.894179894179894,0.7552685671656006,1.1734258186377995
CuiHacohen2023,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,0.40502851182864574,0.30258233991914846,0.060094255139747726,21.679713272564854,4.1040564373897706,3.3148148148148144,2.446294503261853,1253,1253,1000,0.35341330466794835,0.450169386101405,0.24458113921227456,0.3540645994301893,0.05298777867594985,0.06835582061949509,18.067454184033945,25.063428688634097,2.209876543209876,5.9982363315696645,2.6044973544973544,4.1040564373897706,2.207631624894843,2.7048459548261135
CuiHacohen2023,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.3923283768389976,0.29012889632823335,0.06318434122655847,20.450623468316877,3.4726631393298057,3.078042328042328,2.3866287836701003,1253,1253,1000,0.3433706649326197,0.44111843834120246,0.23602633019055305,0.3456933665749824,0.05461965578783167,0.07222294575253733,16.548788675269062,24.085098787310887,1.894179894179894,5.366843033509699,2.3677248677248675,3.867283950617284,2.1081887589085886,2.645180235234361
CuiHacohen2023,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.18104430964428772,0.055491986677734945,0.07902244044686219,14.150978175769596,2.209876543209876,1.6574074074074072,1.471754416596562,1253,1253,1000,0.12921344181071295,0.23002513881961742,1.4720043125420654e-05,0.11168851497308721,0.07047563215341311,0.08795789903134445,10.564004231360732,18.087684093651436,0.6313932980599647,4.1040564373897706,1.104938271604938,2.369697971781303,1.2529801114268027,1.730305868160823
CuiHacohen2023,Control1NNPredictor,lopo,full,lopo_full,0.638877613540424,0.4894854003007672,0.0325332427675257,32.64217786086135,7.261022927689593,4.65652557319224,2.8639545404041207,1253,1253,1000,0.6040250139407449,0.6704972819775842,0.44301183272334976,0.5326037058308335,0.029017385270697485,0.0364897625658839,29.673450576141473,35.34054328570787,5.0511463844797175,9.47089947089947,3.788359788359788,5.366843033509699,2.585514515642609,3.1026174187711306
CuiHacohen2023,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,0.6583503731469968,0.508690168447584,0.03139859173549425,33.09348826959131,7.261022927689593,4.65652557319224,2.784400247615117,1253,1253,1000,0.6282221284327013,0.6901305924733914,0.46468192143932174,0.5548763722449457,0.02793244865208144,0.0348836546470384,30.581395374893027,35.8371044301855,5.0511463844797175,9.155202821869487,3.788359788359788,5.208994708994709,2.545737369248107,3.042951699179378
CuiHacohen2023,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.5359104989475757,0.33022557716023004,0.04000065979005518,29.67199325479704,4.735449735449735,3.6305114638447966,2.3269630640783476,1253,1253,1000,0.492185500028596,0.5779627545761684,0.2768766979890512,0.3850853513030698,0.035885135313821516,0.04386571620365782,26.808573523251418,32.4493205875019,2.841269841269841,6.9453262786596115,2.920194003527337,4.342802028218693,2.088300185711338,2.585514515642609
CuiHacohen2023,PertMeanPredictor,baseline,none,frozen_v0_2,0.5017012718247931,0.4127293620192283,0.04103459650840491,28.1091042847759,0.947089947089947,3.7094356261022927,2.6054030888398594,1253,1253,1000,0.45514530877335607,0.5466261739100464,0.367726516463192,0.45652118849512213,0.03675065263782068,0.045530332762030015,24.418381604089983,31.636659323395488,0.0,2.841269841269841,2.6834215167548496,4.421726190476188,2.3866287836701003,2.8644517547340516
CuiHacohen2023,PertMeanPredictor,baseline,none,predicted_magnitude,0.4189792610375912,0.2732130377365033,0.06605717499540786,17.178477902224685,3.156966490299823,2.446649029982363,1.9888573197250836,1253,1253,1000,0.3682944986117955,0.46521343239972573,0.21511524654281947,0.3289080568458268,0.05665478387326879,0.07593638451563903,12.975087163146748,20.98355142005521,1.2627865961199294,5.0511463844797175,1.8152557319223983,3.156966490299823,1.7501944413580737,2.2672973444865954
CuiHacohen2023,PertMeanPredictor,baseline,none,random,-0.003915509147948771,-0.02064290787614289,0.10004649151078146,2.3309065369954483,1.894179894179894,1.0260141093474426,1.1933143918350502,1253,1253,1000,-0.05408928558675805,0.04981401361618482,-0.07561469553125175,0.03917049998834293,0.08678114069109298,0.11439677652089181,-2.514755688043008,6.521817924403007,0.6313932980599647,3.156966490299823,0.552469135802469,1.5784832451499116,0.9143771527436073,1.3723115506103076
CuiHacohen2023,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,0.45167666620405444,0.3698200742302645,0.0577762170213347,20.79585321593255,2.841269841269841,2.209876543209876,1.9093030269360802,1253,1253,1000,0.4060405078993297,0.49447476227332365,0.3209923438913987,0.4187204377310991,0.049570984771181374,0.06680364162395276,16.816553242681458,24.592029504532604,0.947089947089947,4.419753086419752,1.6574074074074072,2.9991181657848323,1.6706401485690703,2.187743051697592
CuiHacohen2023,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.3986328702803237,0.31783422010979484,0.06693991263241933,16.792871146749818,2.5255731922398588,2.446649029982363,1.8098601609498262,1253,1253,1000,0.3481877608273597,0.4433817799451639,0.26603282885688967,0.3681568770857051,0.056523499361043845,0.08093522675393693,11.683913901540008,20.990096041922147,0.6313932980599647,3.7962522045855303,1.7363315696649029,3.2358906525573192,1.5711972825828162,2.1081887589085886
CuiHacohen2023,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.422057233919723,0.36208392875037526,0.06118403599518285,19.307213825637458,1.5784832451499116,2.130952380952381,1.9291916001333311,1253,1253,1000,0.372617515710785,0.4634912634913992,0.3119214606935676,0.40872891481327506,0.0522536213069126,0.07254907468460657,14.594124747187665,23.110285344126563,0.31569664902998235,3.4726631393298057,1.5784832451499116,2.9991181657848323,1.6507515753718194,2.187743051697592
CuiHacohen2023,PertMeanPredictor,lopo,full,lopo_full,0.7325867846978382,0.5724626601694757,0.023882950760269583,35.601466897051004,4.735449735449735,3.788359788359788,2.804288820812368,1253,1253,1000,0.7058261266404214,0.7579402848632879,0.5317959575030357,0.611805655380909,0.021370623493856402,0.0265616313197667,32.716657321695315,38.322843213013265,2.841269841269841,6.629629629629629,3.156966490299823,4.577601410934744,2.565625942445358,3.062840272376629
CuiHacohen2023,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,0.7307619905050935,0.5616140269450454,0.02478711498802516,35.206500352448195,3.4726631393298057,3.6305114638447966,2.7048459548261135,1253,1253,1000,0.7034422877281422,0.7560696569276326,0.516140176258532,0.6050565661713248,0.02184291360045294,0.02756237538257065,32.35809289066325,37.78827593255136,1.894179894179894,5.366843033509699,2.920194003527337,4.419753086419752,2.446294503261853,2.9832859795876256
CuiHacohen2023,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.7263394643735364,0.5663557878289371,0.02403361480690472,35.53565224074341,4.1040564373897706,4.182980599647266,2.784400247615117,1253,1253,1000,0.6960347101761143,0.7511231392606122,0.5226647282641959,0.605185096343015,0.021419940925336875,0.026878102149445887,32.5024164796799,38.465927159785636,2.209876543209876,6.321825396825389,3.4726631393298057,4.893298059964726,2.525848796050856,3.0031745527848765
Frangieh,Control1NNPredictor,baseline,none,frozen_v0_2,0.4136068226614036,0.13349975435552167,0.00547108175217962,8.786329145334216,4.3271484375,2.47265625,1.4913509827019655,633,633,1000,0.345205073461217,0.47955682806501104,0.04630441986482379,0.20958147029826107,0.004532954254930932,0.006416834439807416,7.098474259673947,10.442713131405954,1.8544921875,8.0361328125,1.390869140625,3.554443359375,0.9811519623039247,2.1192882385764773
