dataset_name,predictor_name,validation_mode,feature_set,score_name,aligned_rho_point,partial_rho_control_magnitude_point,excess_aurc_point,aurc_reduction_vs_random_pct_point,top5_enrichment_point,top10_enrichment_point,top20_enrichment_point,n,n_task_clusters,n_bootstrap,aligned_rho_ci_low,aligned_rho_ci_high,partial_rho_control_magnitude_ci_low,partial_rho_control_magnitude_ci_high,excess_aurc_ci_low,excess_aurc_ci_high,aurc_reduction_vs_random_pct_ci_low,aurc_reduction_vs_random_pct_ci_high,top5_enrichment_ci_low,top5_enrichment_ci_high,top10_enrichment_ci_low,top10_enrichment_ci_high,top20_enrichment_ci_low,top20_enrichment_ci_high
Frangieh,Control1NNPredictor,baseline,none,predicted_magnitude,0.84262228166213,0.8094745185384032,0.001015361082722932,16.052799994138,14.2177734375,8.190673828125,4.513299026598053,633,633,1000,0.8109080064987936,0.8699527270123205,0.7681399212660001,0.841067872873702,0.0008847508229065859,0.001149117725099833,14.478012399755315,17.65530073639871,10.5087890625,16.087719726562486,7.41796875,8.96337890625,4.277822555645112,4.670283340566681
Frangieh,Control1NNPredictor,baseline,none,random,0.00644504346558468,0.006227852191918487,0.011286521366204602,-0.6975962537514432,1.236328125,0.772705078125,0.8634137268274537,633,633,1000,-0.08267086448753955,0.08464322616689887,-0.07802307083888746,0.08584034125637692,0.009263171709593277,0.013355684246954531,-3.3564425061499734,1.8395974109957711,0.0,3.0908203125,0.30908203125,1.699951171875,0.5886911773823548,1.2568556637113266
Frangieh,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,0.772177831357302,0.5905642663445647,0.0014722887859258058,15.307633929735804,8.0361328125,4.481689453125,3.8461156922313844,633,633,1000,0.7265135498824007,0.81169757757085,0.5338489014757276,0.6411007401646583,0.0012941374204541308,0.0016586253735578788,13.694139401408725,16.847325478220863,4.9453125,11.126953125,3.554443359375,5.718017578125,3.5713931427862855,4.16008432016864
Frangieh,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.7592354064331897,0.4189036455111096,0.001666420225143156,14.991040824252552,8.0361328125,5.099853515625,3.6498852997705997,633,633,1000,0.7179807414549058,0.796166381231458,0.35764997959757067,0.48332013283366226,0.001444916053457311,0.001897184380165772,13.555563223055872,16.498724943504232,5.5634765625,12.36328125,4.01806640625,6.181640625,3.4144088288176575,3.9638539277078557
Frangieh,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.3218503386974873,-0.11560989895251444,0.00844641990194303,3.934093214389766,8.0361328125,3.554443359375,2.08004216008432,633,633,1000,0.23924154029888056,0.40432769333849355,-0.19140500335301908,-0.037294090774077734,0.006696907409991597,0.010107508053863033,1.5151057715010592,6.312194002114284,4.3271484375,11.126953125,2.47265625,4.790771484375,1.6483352966705935,2.5509951019902037
Frangieh,Control1NNPredictor,lopo,full,lopo_full,0.8401482082191163,0.7384164855972378,0.0011391716968585514,15.85088737772197,8.0361328125,4.481689453125,4.1993303986607975,633,633,1000,0.8088664058921543,0.8647057562503041,0.6958040120196765,0.7710249755116035,0.000997115778256583,0.0012911831610276528,14.383646991523403,17.355825685355818,4.3271484375,11.126953125,3.39990234375,5.87255859375,3.8068696137392273,4.552545105090211
Frangieh,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,0.8410508938249444,0.6555908729998672,0.001238346575751087,15.68915116940303,9.2724609375,5.25439453125,4.042346084692169,633,633,1000,0.8101327142977227,0.8671883401396627,0.6096665049034808,0.698568251229027,0.0010839953284316475,0.0013999509281280703,14.15050399954288,17.22328052248333,6.181640625,12.36328125,4.481689453125,6.49072265625,3.7676235352470706,4.395560791121582
Frangieh,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.5986482040207322,0.07368648780837103,0.0036599522026361173,11.739952375214497,8.0361328125,3.708984375,2.3940107880215757,633,633,1000,0.5436485317303104,0.6509912137216427,-0.004999381094202979,0.1572579510416373,0.0030530331274059934,0.004295417228607775,10.241009252538118,13.117205618744917,4.9453125,11.7451171875,2.627197265625,4.9453125,2.040796081592163,2.786471572943146
Frangieh,PertMeanPredictor,baseline,none,frozen_v0_2,0.6216366278395661,0.5421669407225763,0.004010680201816684,12.192833184688737,5.5634765625,2.936279296875,1.5698431396862793,633,633,1000,0.5617125756575754,0.6714694124949728,0.49056388620024177,0.5909113286764045,0.0032991375166670943,0.00489630839955658,10.353130830675505,13.723060860658236,2.47265625,8.654296875,1.699951171875,4.01806640625,1.0979090458180916,2.197780395560791
Frangieh,PertMeanPredictor,baseline,none,predicted_magnitude,0.8668767220343803,0.9028595867990368,0.001371554757166174,16.71423726309931,14.8359375,8.190673828125,4.1993303986607975,633,633,1000,0.8430577564035289,0.8854336745733199,0.8828163697370706,0.9166774430135737,0.0012149680107022436,0.0015204329203453238,15.18403905278705,18.229225721686724,12.347827148437501,17.30859375,7.10888671875,8.808837890625,3.9246078492156986,4.434806869613739
Frangieh,PertMeanPredictor,baseline,none,random,0.007211059598060951,0.006586667890071499,0.011161428759406462,-0.05797655135867984,1.8544921875,1.081787109375,0.9419058838117677,633,633,1000,-0.06890784194986871,0.09060665758678782,-0.07338889299461691,0.09302765230170865,0.009309259300906612,0.01327481201417399,-2.767180235277496,2.595639226331297,0.0,3.708984375,0.30908203125,1.8544921875,0.6279372558745118,1.2951205902411804
Frangieh,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,0.6688136625550959,0.3986055468469707,0.002163296602983901,15.357808822767009,7.41796875,6.027099609375,4.120838241676483,633,633,1000,0.6130707356416579,0.7204989262923741,0.3258591558657067,0.4711060270314267,0.0018786632957058075,0.0024775801545340185,13.734123970067406,16.912085606980185,4.9453125,11.126953125,4.9453125,7.263427734375,3.8068696137392273,4.356314712629425
Frangieh,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.5730577505166413,-0.00563742855806147,0.002916071305382968,14.068139695272322,7.41796875,6.181640625,3.8461156922313844,633,633,1000,0.5095578185674602,0.6291928865912848,-0.08412809753797205,0.07354669500138314,0.002603311021730481,0.0032903455046089363,12.248984822942372,15.587382635655235,5.5634765625,11.7451171875,5.099853515625,7.10888671875,3.5311659123318244,4.120838241676483
Frangieh,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.12187457859499365,-0.3765584909265419,0.010179843020642926,1.6236963571994187,4.3271484375,2.78173828125,1.8053196106392213,633,633,1000,0.036426072655182905,0.20116815929706466,-0.438244529921421,-0.3132522510983203,0.00852428289841691,0.012106065150935418,-0.9613838230353174,4.095399607265018,1.8544921875,8.0361328125,1.699951171875,3.863525390625,1.4128588257176513,2.237026474052948
Frangieh,PertMeanPredictor,lopo,full,lopo_full,0.8299275726028642,0.700259941520894,0.0015115899766917004,16.474326040248105,6.181640625,6.7998046875,4.317068634137268,633,633,1000,0.7996178778114801,0.8552764912641235,0.6485688057059799,0.7408246025337937,0.0013431713500173489,0.0016822424689736843,14.807864438120083,18.090104258943615,3.0908203125,11.126953125,5.5634765625,7.72705078125,4.042346084692169,4.513299026598053
Frangieh,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,0.7884743559779284,0.5167752735761368,0.001779514998868574,16.015311372933123,8.654296875,6.7998046875,4.238576477152955,633,633,1000,0.7486904003094704,0.8209338701815919,0.4327914715282723,0.5865950580344019,0.0015845825480325904,0.0019735999857716105,14.415542971104616,17.52084297653563,5.5634765625,12.36328125,5.87255859375,7.72705078125,3.9638539277078557,4.474052948105896
Frangieh,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.5054244577596405,-0.012736402129905122,0.004265902489475094,11.755581103830252,4.3271484375,2.78173828125,2.158534317068634,633,633,1000,0.4435985362498137,0.5720958658639067,-0.11341095112009983,0.09076016546332888,0.00356960904403861,0.005086075984618689,10.360209202728731,13.103433103657224,1.8544921875,8.0361328125,1.699951171875,4.01806640625,1.8043384586769173,2.511749023498047
LaraAstiasoHuntly2023_exvivo,Control1NNPredictor,baseline,none,frozen_v0_2,0.5241450052653449,0.3425337100457363,0.12664402360506605,61.93121160564431,8.941176470588236,7.711662075298438,3.74603550295858,323,323,1000,0.42317581980855046,0.610892705200429,0.24202731522260387,0.4320990295331279,0.09749960707134823,0.16037120197345525,54.65329372232754,66.8456825990203,4.470588235294118,13.411764705882355,5.932047750229569,8.898071625344352,3.0579881656804737,4.281183431952663
LaraAstiasoHuntly2023_exvivo,Control1NNPredictor,baseline,none,predicted_magnitude,0.36756896657892596,0.07503621133236861,0.2987311378335031,45.33628700791077,3.3529411764705888,2.6694214876033056,2.446390532544379,323,323,1000,0.2628626614987137,0.45582775595630665,-0.05107888510131418,0.18501384621770578,0.20542503941729467,0.4064324032399891,34.43895835538042,54.735154145090945,0.0,7.823529411764706,1.1864095500459138,3.855831037649219,1.911242603550296,2.90508875739645
LaraAstiasoHuntly2023_exvivo,Control1NNPredictor,baseline,none,random,0.040867783836425996,0.07071096210321749,0.6121641218130331,15.110916799898963,1.1176470588235294,0.8898071625344353,1.2996449704142012,323,323,1000,-0.07007531291099046,0.1489215535593599,-0.04872205221906005,0.17911429948284696,0.42757425877688765,0.8219274487769187,0.8768881027961918,27.372701764080382,0.0,4.470588235294118,0.0,2.076216712580349,0.7644970414201184,1.7583431952662723
LaraAstiasoHuntly2023_exvivo,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,0.3091577453236975,0.22930181943651978,0.37066952812124226,38.39903218868804,1.1176470588235294,0.29660238751147844,1.2231952662721894,323,323,1000,0.21450452155707483,0.39720918198142074,0.11756426158123885,0.33679434830376404,0.27459059709600186,0.4708228362232999,29.04510683952108,47.05970252665402,0.0,3.3529411764705888,0.0,1.4830119375573922,0.7644970414201184,1.8347928994082843
LaraAstiasoHuntly2023_exvivo,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.3557913016338586,0.255006446622028,0.32283616182786795,43.01176051790272,1.1176470588235294,0.5932047750229569,1.1467455621301776,323,323,1000,0.26647095351629674,0.44195703088717825,0.1464580328700904,0.36690734186484913,0.24307309849985156,0.4204847142490677,34.42848778904148,50.694635133833756,0.0,3.3529411764705888,0.0,1.4830119375573922,0.6880473372781065,1.8347928994082843
LaraAstiasoHuntly2023_exvivo,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.1581176451323441,0.19694950215257875,0.5781040592073596,18.395440299926577,0.0,0.0,0.7644970414201184,323,323,1000,0.05967378760487256,0.26570982567377294,0.08504424685159619,0.30483410669456806,0.42125809819988574,0.7647702435341925,9.084793261004512,26.894307204662113,0.0,0.0,0.0,0.8898071625344353,0.30579881656804736,1.2996449704142012
LaraAstiasoHuntly2023_exvivo,Control1NNPredictor,lopo,full,lopo_full,0.4611483474343012,0.32661507305556864,0.19521481621450948,55.31870527091667,3.3529411764705888,2.9660238751147845,2.5992899408284025,323,323,1000,0.36838023035913037,0.5437150419943871,0.20582075937226746,0.42454211598008157,0.15150936288571257,0.2443916604004165,47.68315051242566,61.66923699262515,0.0,6.7058823529411775,1.4830119375573922,4.745638200183655,2.0641420118343197,3.1344378698224853
LaraAstiasoHuntly2023_exvivo,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,0.5307180192974493,0.36767914987232797,0.14275340681244464,60.3777309697405,4.470588235294118,4.745638200183655,3.2108875739644973,323,323,1000,0.44038903413024705,0.6135167888871257,0.2569564521351603,0.4732411357855091,0.11325184347277349,0.17433177409413494,53.060087125691595,65.8582562472802,1.1176470588235294,7.823529411764706,2.6694214876033056,6.821854912764004,2.5992899408284025,3.6695857988165685
LaraAstiasoHuntly2023_exvivo,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.3962955181403132,0.31734659152946415,0.23841454887179464,51.15281342419624,0.0,0.29660238751147844,1.8347928994082843,323,323,1000,0.2971521601237215,0.49066583802617364,0.20132042502898903,0.42264087416805557,0.18293227919907465,0.3049309077845142,44.45537374568057,56.29994471055195,0.0,0.0,0.0,1.4830119375573922,1.2996449704142012,2.3699408284023673
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,baseline,none,frozen_v0_2,0.6584420699375607,0.6118398388906082,0.18641115142379705,52.82071219847371,7.823529411764706,7.711662075298438,3.822485207100592,323,323,1000,0.581119138835496,0.7256026472849371,0.5258284208208333,0.6902702117266116,0.15755920441353735,0.21615280945376814,47.77647867577672,56.975224615997625,3.3529411764705888,11.176470588235295,5.338842975206611,8.898071625344352,3.363786982248521,4.281183431952663
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,baseline,none,predicted_magnitude,0.45685869949453184,0.5801343278674318,1.1714784478985956,-8.544617073792654,3.3529411764705888,0.8898071625344353,2.0641420118343197,323,323,1000,0.3361809249219297,0.5821108097670898,0.5114675663500301,0.6580033330184012,0.8280060275109126,1.5141917342751787,-22.10722211969688,7.544136902629781,0.0,7.823529411764706,0.29660238751147844,2.9660238751147845,1.2996449704142012,2.8286390532544377
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,baseline,none,random,-0.06366299380163966,-0.06083820776528691,1.0948812829490508,-3.772952980108916,1.1176470588235294,0.8898071625344353,0.9173964497041421,323,323,1000,-0.173405159988252,0.03976153616680332,-0.171075583555043,0.05241588846433138,0.7784133546436266,1.4253260200135043,-21.218130013524313,12.021772717460953,0.0,3.3529411764705888,0.0,2.076216712580349,0.45869822485207107,1.2996449704142012
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,0.6852699381303501,0.7310253579807451,0.4683544930214921,35.25689086851824,1.1176470588235294,0.8898071625344353,2.0641420118343197,323,323,1000,0.6039536321258913,0.7509979304228175,0.6676685115387306,0.7785984905129978,0.32905276837198183,0.62507923015334,29.00474128707032,40.84711003626949,0.0,3.3529411764705888,0.29660238751147844,2.9660238751147845,1.2231952662721894,2.752189349112426
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0.7030595100994885,0.7406487277285843,0.43461805228133576,37.358521693034156,0.0,0.8898071625344353,2.0641420118343197,323,323,1000,0.6212998713215048,0.7649549152040073,0.6741086186149489,0.7912774065333922,0.29874668906200363,0.5827918904778017,31.112350151566975,43.1987901834671,0.0,4.470588235294118,0.29660238751147844,2.676836547291086,1.2996449704142012,2.675739644970414
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0.6672392239549007,0.6966517887663283,0.4637456083379826,35.54400396951509,0.0,0.5932047750229569,1.9876923076923079,323,323,1000,0.5940378450257084,0.7404622805033938,0.6297478186300421,0.758497393864021,0.3228346138079967,0.609425474368792,28.909477109754796,41.77303824889995,0.0,2.235294117647059,0.0,2.6694214876033056,1.2996449704142012,2.5992899408284025
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,lopo,full,lopo_full,0.8012603619841793,0.8192181181170888,0.30446738387568784,45.466331839914275,2.235294117647059,0.8898071625344353,2.0641420118343197,323,323,1000,0.74893732586135,0.8407100576603248,0.774950788171508,0.8532043746791835,0.21190122022336588,0.41709574118224196,40.6992624623117,49.635435104419365,0.0,5.588235294117648,0.29660238751147844,2.676836547291086,1.2996449704142012,2.752189349112426
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,0.8498055444644018,0.8527229702454767,0.21600791639715777,50.97696483777688,2.235294117647059,0.8898071625344353,2.2934911242603553,323,323,1000,0.8116147116447252,0.8776578780948538,0.8198739776934798,0.8799098154377722,0.15232397911853895,0.2974146064920973,46.70242181816638,54.712985158205846,0.0,5.588235294117648,0.29660238751147844,2.9660238751147845,1.5270828402366867,2.8305502958579862
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0.8730189550190851,0.8640684045727783,0.1495192520071359,55.11891412161578,1.1176470588235294,1.1864095500459138,3.1344378698224853,323,323,1000,0.8468904507405225,0.8936807054509194,0.8347254515924327,0.8884983345441044,0.10398301536593711,0.20197986773952298,51.07600963476132,58.62702168699555,0.0,4.470588235294118,0.5857897153351703,3.2626262626262625,2.446390532544379,3.593136094674556
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,baseline,none,frozen_v0_2,0.4516289240604298,0.4278923019249672,1.8923080340401093,35.14036943906711,4.1551246537396125,2.8566481994459836,1.8666666666666667,375,375,1000,0.35964840179970176,0.526231485462879,0.3427798893281757,0.5061715633230673,1.3653688516424374,2.5674853053460382,24.47180731333825,44.316309360963594,1.0387811634349031,8.310249307479225,1.5581717451523545,4.414819944598338,1.3333333333333333,2.2666666666666666
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,baseline,none,predicted_magnitude,0.5912513715800647,0.38748650548876307,1.1060181758252394,51.70561737329062,7.271468144044321,4.674515235457063,3.2666666666666666,375,375,1000,0.5171081190169872,0.6604419470702427,0.2914337071524067,0.48023725532721695,0.7852662010901176,1.4764212322640429,44.22395215762096,57.760354710793166,4.1551246537396125,11.426592797783934,3.376038781163435,5.9729916897506925,2.6666666666666665,3.601666666666665
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,baseline,none,random,-0.03986842130752995,-0.03492546326590079,4.612344190449084,-22.1642909863685,0.0,0.0,0.8666666666666667,375,375,1000,-0.13675996744630653,0.059562156597308506,-0.13012915322360902,0.06824280928654504,3.0887699077812756,6.0461955496732305,-45.05982191437387,2.3500500971660188,0.0,0.0,0.0,0.7790858725761772,0.4666666666666667,1.201666666666665
LaraAstiasoHuntly2023_invivo,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,0.36799098551072806,0.2696712767530601,2.2472272825274535,27.663069196165473,5.193905817174515,3.376038781163435,2.1999999999999997,375,375,1000,0.2687778837253787,0.45487361188352465,0.16785486490410234,0.3626894795457643,1.5541349237684758,3.1249573375091084,11.892373855326618,40.664297366137966,1.0387811634349031,8.310249307479225,2.3372576177285316,4.934210526315789,1.5333333333333332,2.6666666666666665
