culture_condition,predictor_name,n_tasks,all_finite,n_unique_vectors,max_repeat_fraction,max_coordinate_std,passed
Rest,scGPT_seed3407,200,True,200,0.0050000000000000001,0.001156757794144897,True
Rest,scGPT_seed3408,200,True,200,0.0050000000000000001,0.00036797309134366745,True
Rest,scGPT_seed3409,200,True,200,0.0050000000000000001,0.0012128301980300002,True
Rest,GEARS_seed3407,200,True,200,0.0050000000000000001,0.17231275926496073,True
Rest,GEARS_seed3408,200,True,200,0.0050000000000000001,0.16447421617957281,True
Rest,GEARS_seed3409,200,True,200,0.0050000000000000001,0.17795188086491692,True
Rest,scGPT_seed_mean,200,True,200,0.0050000000000000001,0.00052847151457058501,True
Rest,GEARS_seed_mean,200,True,200,0.0050000000000000001,0.15943917937068591,True
Stim8hr,scGPT_seed3407,200,True,200,0.0050000000000000001,0.0010369285508289602,True
Stim8hr,scGPT_seed3408,200,True,200,0.0050000000000000001,0.00024249421040237201,True
Stim8hr,scGPT_seed3409,200,True,200,0.0050000000000000001,0.0010486181943823577,True
Stim8hr,GEARS_seed3407,200,True,200,0.0050000000000000001,0.17228580409764088,True
Stim8hr,GEARS_seed3408,200,True,200,0.0050000000000000001,0.16440324790286426,True
Stim8hr,GEARS_seed3409,200,True,200,0.0050000000000000001,0.17788601809234145,True
Stim8hr,scGPT_seed_mean,200,True,200,0.0050000000000000001,0.00045586607045484403,True
Stim8hr,GEARS_seed_mean,200,True,200,0.0050000000000000001,0.15937452612080583,True
Stim48hr,scGPT_seed3407,200,True,200,0.0050000000000000001,0.00094323791294038104,True
Stim48hr,scGPT_seed3408,200,True,200,0.0050000000000000001,0.00030928426644038327,True
Stim48hr,scGPT_seed3409,200,True,200,0.0050000000000000001,0.0011802096129684115,True
Stim48hr,GEARS_seed3407,200,True,200,0.0050000000000000001,0.17231275276014485,True
Stim48hr,GEARS_seed3408,200,True,200,0.0050000000000000001,0.16447421536215889,True
Stim48hr,GEARS_seed3409,200,True,200,0.0050000000000000001,0.17795187784733474,True
Stim48hr,scGPT_seed_mean,200,True,200,0.0050000000000000001,0.00044715498935716283,True
Stim48hr,GEARS_seed_mean,200,True,200,0.0050000000000000001,0.15943917361761656,True
