seed,model,epoch,train_mse,validation_mse
3407,scGPT,1,0.23059736667200922,0.026344047579914331
3407,scGPT,2,0.012284959154203533,0.024736957531422375
3407,scGPT,3,0.011773188994266093,0.029200510370234647
3407,scGPT,4,0.012059202681606014,0.024689861883719761
3407,scGPT,5,0.011830166789392631,0.026982253851989903
3407,scGPT,6,0.012282083462923764,0.028047168099631866
3407,scGPT,7,0.011960294710782667,0.024661137970785299
3407,scGPT,8,0.011754361493512989,0.025415642683704696
3407,scGPT,9,0.011917114552731315,0.026242855222274861
3407,scGPT,10,0.011853661892625192,0.025592472404241562
3407,GEARS,1,0.014143797747480372,0.024124582173923652
3407,GEARS,2,0.011607826625307401,0.024272132727007071
3407,GEARS,3,0.011325842041211823,0.024292460146049657
3407,GEARS,4,0.011142948657895129,0.024220263368139663
3407,GEARS,5,0.011003938945941627,0.024251730771114428
3407,GEARS,6,0.010969300979437928,0.024234436576565106
3407,GEARS,7,0.010854757049431403,0.023970077559351922
3407,GEARS,8,0.010696221546580394,0.023872729390859604
3407,GEARS,9,0.010643395424510042,0.023873789235949516
3407,GEARS,10,0.010591328291532894,0.023776841722428797
3407,GEARS,11,0.010500974448708197,0.023830633703619243
3407,GEARS,12,0.010464311980952819,0.024004962636778752
3407,GEARS,13,0.010402586008422077,0.023773638096948466
3407,GEARS,14,0.010265578865073621,0.02374547297755877
3407,GEARS,15,0.010188032686710358,0.023600995074957609
3407,GEARS,16,0.010157156875357032,0.023691346372167268
3407,GEARS,17,0.010128884529694914,0.023603156488388777
3407,GEARS,18,0.010017630783841014,0.023836829047650099
3407,GEARS,19,0.010024104601082702,0.023663456303377947
3407,GEARS,20,0.0099567074251050748,0.023610743073125679
3407,GEARS,21,0.0099195190317307915,0.023695961541185775
3408,scGPT,1,0.15048562878898034,0.026503744131575028
3408,scGPT,2,0.012256840523332358,0.024653490570684274
3408,scGPT,3,0.011721480063473184,0.024666365173955759
3408,scGPT,4,0.011748625314794481,0.025461770904560883
3408,scGPT,5,0.011872685382453103,0.024720385422309241
3408,GEARS,1,0.013997552745665113,0.024303888839979967
3408,GEARS,2,0.011648303107358515,0.024206692259758709
3408,GEARS,3,0.011404712925044198,0.024377616060276826
3408,GEARS,4,0.011228032045376797,0.023929050347457331
3408,GEARS,5,0.011092027082728844,0.024192868669827779
3408,GEARS,6,0.010950258506151537,0.023921200539916754
3408,GEARS,7,0.010880405905966957,0.024048630893230439
3408,GEARS,8,0.010818852825711172,0.024094735179096459
3408,GEARS,9,0.010760035125228266,0.02399524167800943
3408,GEARS,10,0.01067088902151833,0.023870674024025599
3408,GEARS,11,0.010556997661478818,0.023878111038357019
3408,GEARS,12,0.010454331206468244,0.023940293646107117
3408,GEARS,13,0.010385008955684802,0.023859092375884454
3408,GEARS,14,0.010288548655807972,0.023824704904109241
3408,GEARS,15,0.010201323653260867,0.024055734990785518
3408,GEARS,16,0.010184371005743742,0.023801596090197562
3408,GEARS,17,0.010141561731385688,0.023721803507457177
3408,GEARS,18,0.010041937208734452,0.023785184603184462
3408,GEARS,19,0.010030527094689509,0.023661759123206137
3408,GEARS,20,0.0099868620202566184,0.023919303249567748
3408,GEARS,21,0.009843546974783143,0.023742177647848924
3408,GEARS,22,0.0098397313694780063,0.023958018328994513
3408,GEARS,23,0.0097922088345512755,0.02380062857021888
3408,GEARS,24,0.0097865073243156072,0.0238333512408038
3408,GEARS,25,0.0097569954814389348,0.023791426264991363
3409,scGPT,1,0.2372237330613037,0.024931602738797666
3409,scGPT,2,0.012104780661563079,0.024651658566047747
3409,scGPT,3,0.011803206118444601,0.024655651828895012
3409,scGPT,4,0.011859612958505749,0.024663265515118837
3409,scGPT,5,0.01185219311931481,0.024938205070793629
3409,GEARS,1,0.014063434690857928,0.02414518961062034
3409,GEARS,2,0.011477521612929802,0.024252209470917781
3409,GEARS,3,0.011290853749960661,0.024381133913993835
3409,GEARS,4,0.011207037845936914,0.0240025590484341
3409,GEARS,5,0.011071017710492015,0.024154666159301997
3409,GEARS,6,0.01096056830137968,0.024221991499265034
3409,GEARS,7,0.010845198831520974,0.023992921753476063
3409,GEARS,8,0.01075194594450295,0.023846964724361895
3409,GEARS,9,0.010651735231901209,0.024087518081068994
3409,GEARS,10,0.010529625912507374,0.023927811564256749
3409,GEARS,11,0.010436621215194463,0.023921896982938052
3409,GEARS,12,0.010345374893707534,0.023827138667305309
3409,GEARS,13,0.010240522384022673,0.023757680567602316
3409,GEARS,14,0.010162188089452684,0.023744114985068638
3409,GEARS,15,0.010126618156209587,0.023772887264688809
3409,GEARS,16,0.010032078227959573,0.023652027205874521
3409,GEARS,17,0.010044622491113842,0.023661670430252951
3409,GEARS,18,0.0099491380853578455,0.023763030829528967
3409,GEARS,19,0.0099726325056205198,0.023667733712742726
3409,GEARS,20,0.009936958791998525,0.023870164932062229
3409,GEARS,21,0.0098972896036381517,0.023860773816704751
3409,GEARS,22,0.0098280363017693162,0.023791234816114108
