culture_condition,stratum,n_tasks,all_finite,n_levels,std,passed
Rest,all_200,200,True,200,0.98813014896453277,True
Rest,seen_160,160,True,160,0.92731412619941511,True
Stim8hr,all_200,200,True,200,0.97813886089570412,True
Stim8hr,seen_160,160,True,160,0.92498643231679423,True
Stim48hr,all_200,200,True,200,0.97244500863533789,True
Stim48hr,seen_160,160,True,160,0.92092905626384813,True
