metric,comparator,favorable_delta_definition,favorable_delta,ci95_low,ci95_high,probability_favorable,bootstrap_unit,n_bootstrap
normalized_aurc_50_100,predicted_magnitude,comparator_minus_safeconf,0.007797857606389513,-0.0019215790556854572,0.017681613174222448,0.9375,dataset_population_plus_fold,10000
normalized_aurc_50_100,model_disagreement,comparator_minus_safeconf,0.008852327602311805,0.0015593889419043578,0.016734958464323827,0.9926,dataset_population_plus_fold,10000
top20_error_enrichment,predicted_magnitude,safeconf_minus_comparator,0.013229265063751106,-0.025169129891702367,0.054456473535017404,0.7273,dataset_population_plus_fold,10000
top20_error_enrichment,model_disagreement,safeconf_minus_comparator,0.01677860983947488,-0.01777755967831835,0.05059855970216492,0.8282,dataset_population_plus_fold,10000
reject20_remaining_error_reduction,predicted_magnitude,safeconf_minus_comparator,0.0035973340784893545,-0.006378822082000466,0.014631777325950085,0.733,dataset_population_plus_fold,10000
reject20_remaining_error_reduction,model_disagreement,safeconf_minus_comparator,0.004577280130785365,-0.0043930767433643875,0.01364086387821088,0.8368,dataset_population_plus_fold,10000
top20_total_error_capture,predicted_magnitude,safeconf_minus_comparator,0.0028282681502148355,-0.005083038169693949,0.011531111161460482,0.731,dataset_population_plus_fold,10000
top20_total_error_capture,model_disagreement,safeconf_minus_comparator,0.003596521757152693,-0.0035332224784375026,0.010736987517557462,0.8344,dataset_population_plus_fold,10000
