dataset_name,simple_combined_confidence_aligned_rho,simple_combined_confidence_risk_cov_80_improve_pct,learned_risk_score_aligned_rho,learned_risk_score_risk_cov_80_improve_pct,historical_residual_risk_aligned_rho,historical_residual_risk_risk_cov_80_improve_pct,model_disagreement_risk_aligned_rho,model_disagreement_risk_risk_cov_80_improve_pct
sciplex3_official_3cell,0.3387385861009994,8.934890203848571,0.8622586767925868,13.6263315241743,0.0754414342280152,3.031477900993721,0.4181099304593129,12.134479864572835
