dataset_name,predictor_name,score_name,score_type,coverage,n_kept,mean_rmse,median_rmse,full_mean_rmse,rmse_delta_vs_full
sciplex3_official_3cell,ContextSimBaseline,context_similarity_score,confidence,1.0,2229,0.06425269803827376,0.05695653515475203,0.06425269803827376,0.0
sciplex3_official_3cell,ContextSimBaseline,context_similarity_score,confidence,0.9,2007,0.06425423836066023,0.057128480111132446,0.06425269803827376,-1.5403223864729476e-06
sciplex3_official_3cell,ContextSimBaseline,context_similarity_score,confidence,0.8,1784,0.0644320125787924,0.057229878742818846,0.06425269803827376,-0.0001793145405186436
sciplex3_official_3cell,ContextSimBaseline,context_similarity_score,confidence,0.7,1561,0.06482735350700777,0.05746468939614659,0.06425269803827376,-0.0005746554687340172
sciplex3_official_3cell,ContextSimBaseline,context_similarity_score,confidence,0.6,1338,0.0641733738257349,0.05709579296523214,0.06425269803827376,7.932421253885324e-05
sciplex3_official_3cell,ContextSimBaseline,context_similarity_score,confidence,0.5,1115,0.06342436579396905,0.056240576556321094,0.06425269803827376,0.0008283322443047025
sciplex3_official_3cell,ContextSimBaseline,historical_residual_risk,risk,1.0,2229,0.06425269803827377,0.05695653515475203,0.06425269803827377,0.0
sciplex3_official_3cell,ContextSimBaseline,historical_residual_risk,risk,0.9,2007,0.06138012290704622,0.05553163192316894,0.06425269803827377,0.002872575131227552
sciplex3_official_3cell,ContextSimBaseline,historical_residual_risk,risk,0.8,1784,0.06230532791266171,0.05641192939915539,0.06425269803827377,0.0019473701256120593
sciplex3_official_3cell,ContextSimBaseline,historical_residual_risk,risk,0.7,1561,0.06398820975348454,0.05765139092538537,0.06425269803827377,0.00026448828478922715
sciplex3_official_3cell,ContextSimBaseline,historical_residual_risk,risk,0.6,1338,0.06357057990343085,0.057428178832229594,0.06425269803827377,0.0006821181348429239
sciplex3_official_3cell,ContextSimBaseline,historical_residual_risk,risk,0.5,1115,0.06263130120262166,0.0569896991264938,0.06425269803827377,0.0016213968356521141
sciplex3_official_3cell,ContextSimBaseline,learned_risk_score,risk,1.0,2229,0.06425269803827377,0.05695653515475203,0.06425269803827377,0.0
sciplex3_official_3cell,ContextSimBaseline,learned_risk_score,risk,0.9,2007,0.05830492107083069,0.055423115812854556,0.06425269803827377,0.005947776967443079
sciplex3_official_3cell,ContextSimBaseline,learned_risk_score,risk,0.8,1784,0.05545124847297888,0.053977133365489434,0.06425269803827377,0.00880144956529489
sciplex3_official_3cell,ContextSimBaseline,learned_risk_score,risk,0.7,1561,0.053939067290471335,0.052375039762622075,0.06425269803827377,0.010313630747802435
sciplex3_official_3cell,ContextSimBaseline,learned_risk_score,risk,0.6,1338,0.05258512725794452,0.05084161870139324,0.06425269803827377,0.011667570780329248
sciplex3_official_3cell,ContextSimBaseline,learned_risk_score,risk,0.5,1115,0.05108179092537324,0.04936634939333382,0.06425269803827377,0.013170907112900532
sciplex3_official_3cell,ContextSimBaseline,model_disagreement_risk,risk,1.0,2229,0.06425269803827376,0.05695653515475203,0.06425269803827376,0.0
sciplex3_official_3cell,ContextSimBaseline,model_disagreement_risk,risk,0.9,2007,0.05877648964142555,0.055423115812854556,0.06425269803827376,0.005476208396848203
sciplex3_official_3cell,ContextSimBaseline,model_disagreement_risk,risk,0.8,1784,0.05638551534550914,0.054401479695745575,0.06425269803827376,0.007867182692764617
sciplex3_official_3cell,ContextSimBaseline,model_disagreement_risk,risk,0.7,1561,0.055977902149186624,0.05429689906744926,0.06425269803827376,0.008274795889087132
sciplex3_official_3cell,ContextSimBaseline,model_disagreement_risk,risk,0.6,1338,0.05577911777546944,0.0539479140806728,0.06425269803827376,0.008473580262804314
sciplex3_official_3cell,ContextSimBaseline,model_disagreement_risk,risk,0.5,1115,0.05540951144793469,0.05351956446509065,0.06425269803827376,0.008843186590339065
sciplex3_official_3cell,ContextSimBaseline,ood_distance_risk,risk,1.0,2229,0.06425269803827376,0.05695653515475203,0.06425269803827376,0.0
sciplex3_official_3cell,ContextSimBaseline,ood_distance_risk,risk,0.9,2007,0.06497256826052193,0.05736460322870682,0.06425269803827376,-0.0007198702222481757
sciplex3_official_3cell,ContextSimBaseline,ood_distance_risk,risk,0.8,1784,0.06633608339655805,0.058431581777803186,0.06425269803827376,-0.002083385358284298
sciplex3_official_3cell,ContextSimBaseline,ood_distance_risk,risk,0.7,1561,0.06800074366732037,0.05967081142058184,0.06425269803827376,-0.003748045629046612
sciplex3_official_3cell,ContextSimBaseline,ood_distance_risk,risk,0.6,1338,0.06972001648002528,0.060792110813165004,0.06425269803827376,-0.005467318441751523
sciplex3_official_3cell,ContextSimBaseline,ood_distance_risk,risk,0.5,1115,0.06865770012291635,0.0608130407720303,0.06425269803827376,-0.00440500208464259
sciplex3_official_3cell,ContextSimBaseline,perturbation_stability_score,confidence,1.0,1031,0.059970579411520356,0.05217454171804305,0.059970579411520356,0.0
sciplex3_official_3cell,ContextSimBaseline,perturbation_stability_score,confidence,0.9,928,0.060662281949026745,0.05244501776540583,0.059970579411520356,-0.000691702537506389
sciplex3_official_3cell,ContextSimBaseline,perturbation_stability_score,confidence,0.8,825,0.061763800169814295,0.05308441867758972,0.059970579411520356,-0.0017932207582939397
sciplex3_official_3cell,ContextSimBaseline,perturbation_stability_score,confidence,0.7,722,0.06279238925993612,0.05390407050161018,0.059970579411520356,-0.0028218098484157628
sciplex3_official_3cell,ContextSimBaseline,perturbation_stability_score,confidence,0.6,619,0.06490358017046165,0.05545789841250132,0.059970579411520356,-0.004933000758941292
sciplex3_official_3cell,ContextSimBaseline,perturbation_stability_score,confidence,0.5,516,0.06753323884963315,0.05760572855175161,0.059970579411520356,-0.007562659438112795
sciplex3_official_3cell,ContextSimBaseline,prediction_magnitude_risk,risk,1.0,2229,0.06425269803827376,0.05695653515475203,0.06425269803827376,0.0
sciplex3_official_3cell,ContextSimBaseline,prediction_magnitude_risk,risk,0.9,2007,0.059332291638014754,0.0559542602237192,0.06425269803827376,0.004920406400259002
sciplex3_official_3cell,ContextSimBaseline,prediction_magnitude_risk,risk,0.8,1784,0.05855414950088113,0.05585959653070909,0.06425269803827376,0.005698548537392628
sciplex3_official_3cell,ContextSimBaseline,prediction_magnitude_risk,risk,0.7,1561,0.05810208476705194,0.05602323048080876,0.06425269803827376,0.006150613271221815
sciplex3_official_3cell,ContextSimBaseline,prediction_magnitude_risk,risk,0.6,1338,0.058282376738702305,0.056781723016964554,0.06425269803827376,0.005970321299571452
sciplex3_official_3cell,ContextSimBaseline,prediction_magnitude_risk,risk,0.5,1115,0.05908476340421202,0.05750388240720115,0.06425269803827376,0.005167934634061733
sciplex3_official_3cell,ContextSimBaseline,random_score,confidence,1.0,2229,0.06425269803827377,0.05695653515475203,0.06425269803827377,0.0
sciplex3_official_3cell,ContextSimBaseline,random_score,confidence,0.9,2007,0.06459747743538716,0.05714140465941033,0.06425269803827377,-0.00034477939711338723
sciplex3_official_3cell,ContextSimBaseline,random_score,confidence,0.8,1784,0.06477113710018884,0.05729020580305112,0.06425269803827377,-0.0005184390619150658
sciplex3_official_3cell,ContextSimBaseline,random_score,confidence,0.7,1561,0.06479916908994658,0.057228062782645146,0.06425269803827377,-0.0005464710516728116
sciplex3_official_3cell,ContextSimBaseline,random_score,confidence,0.6,1338,0.06495585967447276,0.05731181813900957,0.06425269803827377,-0.0007031616361989901
