dataset_name,simple_combined_confidence_aligned_rho,simple_combined_confidence_risk_cov_80_improve_pct,learned_risk_score_aligned_rho,learned_risk_score_risk_cov_80_improve_pct,historical_residual_risk_aligned_rho,historical_residual_risk_risk_cov_80_improve_pct,model_disagreement_risk_aligned_rho,model_disagreement_risk_risk_cov_80_improve_pct
sciplex3_official_3cell,0.6554115048365793,18.03078055182278,0.9025177699883162,19.14285501415782,0.1134732912966814,4.646984740498963,0.7024613127919591,18.48016770170324
