schema_version,record_id,task_id,task_key,dataset_name,dataset_group,fold_id,split,context,perturbation,predictor_name,run_type,gene_panel_id,gene_order_hash,effect_definition,normalization_id,error_normalization,predicted_effect_key,true_effect_key,true_error_rmse,true_error_cosine,gears_uncertainty_logvar_mean,gears_uncertainty_confidence,n_cells,adapter_remediation_version,source_records_csv,source_predicted_npz,source_true_npz,gene_panel_source_h5ad,predicted_effect_l2,predicted_effect_abs_mean,predicted_effect_nonzero_frac,true_effect_l2_diagnostic,true_effect_abs_mean_diagnostic,rmse_over_true_effect_rms_diagnostic,log1p_n_cells,low_support_risk
safeconf_prediction_record_v1,GEARS::adamson::seed3::single::UFM1+ctrl,UFM1+ctrl,adamson::UFM1+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,UFM1+ctrl,GEARS,formal,gears::adamson::single::n_genes_5043,sha256:8b461482a501bc0fa4966cf0d6ba0a20365560359528edf44ab7876dc831278d,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::adamson::seed3::single::UFM1+ctrl::pred,GEARS::adamson::seed3::single::UFM1+ctrl::true,0.0248090885579586,0.5568327146990658,,,723,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/adamson/seed_3/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/adamson/seed_3/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/adamson/seed_3/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/adamson_local_atlas/perturb_processed.h5ad,1.848516583442688,0.01403742004185915,0.9970255800118977,1.417531967163086,0.00995814148336649,1.2428600094758402,6.584791392385716,-6.584791392385716
safeconf_prediction_record_v1,GEARS::dixit::seed1::single::ETS1+ctrl,ETS1+ctrl,dixit::ETS1+ctrl,dixit,gears_crispr_group,1,test,GEARS_single_heldout,ETS1+ctrl,GEARS,formal,gears::dixit::single::n_genes_6000,sha256:09cfde75cdbdbdc2f6f496e5fa2cdfb4b9dfd758f582c2212777c2dd525b66e3,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::dixit::seed1::single::ETS1+ctrl::pred,GEARS::dixit::seed1::single::ETS1+ctrl::true,0.5468853712081909,0.454297561069778,,,1784,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/dixit/seed_1/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/dixit/seed_1/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/dixit/seed_1/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/dixit_local_atlas/perturb_processed.h5ad,40.30451583862305,0.13557545840740204,1.0,47.56370162963867,0.14693796634674072,0.8906278644890263,7.487173694213739,-7.487173694213739
safeconf_prediction_record_v1,GEARS::dixit::seed2::single::NR2C2+ctrl,NR2C2+ctrl,dixit::NR2C2+ctrl,dixit,gears_crispr_group,2,test,GEARS_single_heldout,NR2C2+ctrl,GEARS,formal,gears::dixit::single::n_genes_6000,sha256:09cfde75cdbdbdc2f6f496e5fa2cdfb4b9dfd758f582c2212777c2dd525b66e3,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::dixit::seed2::single::NR2C2+ctrl::pred,GEARS::dixit::seed2::single::NR2C2+ctrl::true,0.3556548357009887,0.2203561566762255,,,1816,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/dixit/seed_2/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/dixit/seed_2/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/dixit/seed_2/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/dixit_local_atlas/perturb_processed.h5ad,40.11287307739258,0.09710314869880676,1.0,42.58513259887695,0.10760845243930817,0.6469136745858253,7.504942068396171,-7.504942068396171
safeconf_prediction_record_v1,GEARS::dixit::seed3::single::NR2C2+ctrl,NR2C2+ctrl,dixit::NR2C2+ctrl,dixit,gears_crispr_group,3,test,GEARS_single_heldout,NR2C2+ctrl,GEARS,formal,gears::dixit::single::n_genes_6000,sha256:09cfde75cdbdbdc2f6f496e5fa2cdfb4b9dfd758f582c2212777c2dd525b66e3,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::dixit::seed3::single::NR2C2+ctrl::pred,GEARS::dixit::seed3::single::NR2C2+ctrl::true,0.3719817996025085,0.2456643023283813,,,1816,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/dixit/seed_3/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/dixit/seed_3/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/dixit/seed_3/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/dixit_local_atlas/perturb_processed.h5ad,39.098297119140625,0.08196363598108292,1.0,42.58513259887695,0.10760845243930817,0.6766113903262693,7.504942068396171,-7.504942068396171
safeconf_prediction_record_v1,GEARS::norman::seed1::single::ARID1A+ctrl,ARID1A+ctrl,norman::ARID1A+ctrl,norman,gears_crispr_group,1,test,GEARS_single_heldout,ARID1A+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed1::single::ARID1A+ctrl::pred,GEARS::norman::seed1::single::ARID1A+ctrl::true,0.0817164257168769,0.7098420571148001,,,232,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,4.339491367340088,0.03449462726712227,0.976318407960199,5.2975850105285645,0.03276582062244415,1.093451192757668,5.4510384535657,-5.4510384535657
safeconf_prediction_record_v1,GEARS::norman::seed1::single::BCL2L11+ctrl,BCL2L11+ctrl,norman::BCL2L11+ctrl,norman,gears_crispr_group,1,test,GEARS_single_heldout,BCL2L11+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed1::single::BCL2L11+ctrl::pred,GEARS::norman::seed1::single::BCL2L11+ctrl::true,0.0663120076060295,1.044510798211339,,,582,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,4.561640739440918,0.03609640896320343,0.976318407960199,0.9497822523117065,0.006941595114767551,4.949209470373344,6.368187186350492,-6.368187186350492
safeconf_prediction_record_v1,GEARS::norman::seed1::single::CBL+ctrl,CBL+ctrl,norman::CBL+ctrl,norman,gears_crispr_group,1,test,GEARS_single_heldout,CBL+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed1::single::CBL+ctrl::pred,GEARS::norman::seed1::single::CBL+ctrl::true,0.0714248418807983,1.0620162913665587,,,663,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,4.1397175788879395,0.032889965921640396,0.976318407960199,2.6696548461914062,0.014902849681675434,1.8965403601748805,6.498282149476434,-6.498282149476434
safeconf_prediction_record_v1,GEARS::norman::seed1::single::CDKN1C+ctrl,CDKN1C+ctrl,norman::CDKN1C+ctrl,norman,gears_crispr_group,1,test,GEARS_single_heldout,CDKN1C+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed1::single::CDKN1C+ctrl::pred,GEARS::norman::seed1::single::CDKN1C+ctrl::true,0.0693537518382072,0.8170551257390819,,,230,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,3.610428810119629,0.02866082265973091,0.9761194029850746,4.062132835388184,0.025625629350543022,1.2102742583611052,5.442417710521793,-5.442417710521793
safeconf_prediction_record_v1,GEARS::norman::seed1::single::CELF2+ctrl,CELF2+ctrl,norman::CELF2+ctrl,norman,gears_crispr_group,1,test,GEARS_single_heldout,CELF2+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed1::single::CELF2+ctrl::pred,GEARS::norman::seed1::single::CELF2+ctrl::true,0.0490056611597538,0.4382913190492681,,,475,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,4.196183681488037,0.03357326611876488,0.976318407960199,2.481374502182007,0.015215630643069744,1.3999800488770116,6.16541785423142,-6.16541785423142
safeconf_prediction_record_v1,GEARS::norman::seed1::single::HES7+ctrl,HES7+ctrl,norman::HES7+ctrl,norman,gears_crispr_group,1,test,GEARS_single_heldout,HES7+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed1::single::HES7+ctrl::pred,GEARS::norman::seed1::single::HES7+ctrl::true,0.0881343483924865,0.4514006903170673,,,126,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,5.079013347625732,0.04110363498330116,0.9765174129353233,7.368902206420898,0.047284021973609924,0.8478331556894236,4.844187086458591,-4.844187086458591
safeconf_prediction_record_v1,GEARS::norman::seed1::single::NCL+ctrl,NCL+ctrl,norman::NCL+ctrl,norman,gears_crispr_group,1,test,GEARS_single_heldout,NCL+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed1::single::NCL+ctrl::pred,GEARS::norman::seed1::single::NCL+ctrl::true,0.0630299299955368,0.8784917702702651,,,237,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,4.307242393493652,0.034166932106018066,0.976318407960199,1.8213461637496948,0.013005392625927925,2.4531392062542765,5.472270673671475,-5.472270673671475
safeconf_prediction_record_v1,GEARS::norman::seed1::single::PTPN12+ctrl,PTPN12+ctrl,norman::PTPN12+ctrl,norman,gears_crispr_group,1,test,GEARS_single_heldout,PTPN12+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed1::single::PTPN12+ctrl::pred,GEARS::norman::seed1::single::PTPN12+ctrl::true,0.0633028596639633,1.01655143996181,,,445,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,3.369448661804199,0.027275877073407173,0.9761194029850746,2.908411979675293,0.017088286578655243,1.5428913057855431,6.100318952020064,-6.100318952020064
safeconf_prediction_record_v1,GEARS::norman::seed1::single::RHOXF2+ctrl,RHOXF2+ctrl,norman::RHOXF2+ctrl,norman,gears_crispr_group,1,test,GEARS_single_heldout,RHOXF2+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed1::single::RHOXF2+ctrl::pred,GEARS::norman::seed1::single::RHOXF2+ctrl::true,0.0891274809837341,0.8033293943393647,,,328,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,5.202997207641602,0.041308995336294174,0.976318407960199,4.750614643096924,0.03093993477523327,1.3299331070453746,5.796057750765372,-5.796057750765372
safeconf_prediction_record_v1,GEARS::norman::seed1::single::SAMD1+ctrl,SAMD1+ctrl,norman::SAMD1+ctrl,norman,gears_crispr_group,1,test,GEARS_single_heldout,SAMD1+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed1::single::SAMD1+ctrl::pred,GEARS::norman::seed1::single::SAMD1+ctrl::true,0.0654905214905738,0.7339021471584011,,,498,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_1/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,4.022205829620361,0.03189032897353172,0.9759203980099502,3.623664379119873,0.022327348589897156,1.2811454245199165,6.212606095751519,-6.212606095751519
safeconf_prediction_record_v1,GEARS::norman::seed2::single::BPGM+ctrl,BPGM+ctrl,norman::BPGM+ctrl,norman,gears_crispr_group,2,test,GEARS_single_heldout,BPGM+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed2::single::BPGM+ctrl::pred,GEARS::norman::seed2::single::BPGM+ctrl::true,0.0447168760001659,0.6433499996056502,,,464,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,1.7446730136871338,0.013594032265245914,0.979502487562189,3.340928554534912,0.01753946579992771,0.94879460786577,6.142037405587356,-6.142037405587356
safeconf_prediction_record_v1,GEARS::norman::seed2::single::CEBPE+ctrl,CEBPE+ctrl,norman::CEBPE+ctrl,norman,gears_crispr_group,2,test,GEARS_single_heldout,CEBPE+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed2::single::CEBPE+ctrl::pred,GEARS::norman::seed2::single::CEBPE+ctrl::true,0.0673763528466224,0.303336099086489,,,1233,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,3.238741397857666,0.028433358296751976,0.9793034825870647,6.429186820983887,0.03801114112138748,0.7428813197091433,7.1180162044653335,-7.1180162044653335
safeconf_prediction_record_v1,GEARS::norman::seed2::single::COL1A1+ctrl,COL1A1+ctrl,norman::COL1A1+ctrl,norman,gears_crispr_group,2,test,GEARS_single_heldout,COL1A1+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed2::single::COL1A1+ctrl::pred,GEARS::norman::seed2::single::COL1A1+ctrl::true,0.0702310130000114,0.7554555083727503,,,328,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,1.909579873085022,0.01516262348741293,0.979502487562189,5.088325500488281,0.02998511493206024,0.9784125614993997,5.796057750765372,-5.796057750765372
safeconf_prediction_record_v1,GEARS::norman::seed2::single::FOXL2+ctrl,FOXL2+ctrl,norman::FOXL2+ctrl,norman,gears_crispr_group,2,test,GEARS_single_heldout,FOXL2+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed2::single::FOXL2+ctrl::pred,GEARS::norman::seed2::single::FOXL2+ctrl::true,0.0411100909113884,0.4744458045330151,,,652,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,2.1578469276428223,0.018088113516569138,0.9789054726368159,3.3973042964935303,0.021944459527730942,0.8577918808534312,6.481577129276431,-6.481577129276431
safeconf_prediction_record_v1,GEARS::norman::seed2::single::HOXA13+ctrl,HOXA13+ctrl,norman::HOXA13+ctrl,norman,gears_crispr_group,2,test,GEARS_single_heldout,HOXA13+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed2::single::HOXA13+ctrl::pred,GEARS::norman::seed2::single::HOXA13+ctrl::true,0.0774887949228286,0.4410921412655382,,,274,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,2.207099676132202,0.01863851584494114,0.9789054726368159,6.412664890289307,0.04284891113638878,0.8565808217576358,5.616771097666572,-5.616771097666572
safeconf_prediction_record_v1,GEARS::norman::seed2::single::IER5L+ctrl,IER5L+ctrl,norman::IER5L+ctrl,norman,gears_crispr_group,2,test,GEARS_single_heldout,IER5L+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed2::single::IER5L+ctrl::pred,GEARS::norman::seed2::single::IER5L+ctrl::true,0.0463579557836055,0.4210051061943612,,,405,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,1.9034725427627563,0.014569912105798721,0.979502487562189,3.998727321624756,0.024167539551854134,0.8218081481377553,6.0063531596017325,-6.0063531596017325
safeconf_prediction_record_v1,GEARS::norman::seed2::single::KIF18B+ctrl,KIF18B+ctrl,norman::KIF18B+ctrl,norman,gears_crispr_group,2,test,GEARS_single_heldout,KIF18B+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed2::single::KIF18B+ctrl::pred,GEARS::norman::seed2::single::KIF18B+ctrl::true,0.0300963781774044,0.7234886999543517,,,254,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,1.618381142616272,0.012817621231079102,0.979502487562189,1.9078786373138428,0.013517685234546661,1.1182305728769002,5.541263545158426,-5.541263545158426
safeconf_prediction_record_v1,GEARS::norman::seed2::single::PTPN12+ctrl,PTPN12+ctrl,norman::PTPN12+ctrl,norman,gears_crispr_group,2,test,GEARS_single_heldout,PTPN12+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed2::single::PTPN12+ctrl::pred,GEARS::norman::seed2::single::PTPN12+ctrl::true,0.0348319597542285,0.4579506571817179,,,445,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,1.9274431467056274,0.014215243980288506,0.979502487562189,2.908411979675293,0.017088286578655243,0.8489652466500657,6.100318952020064,-6.100318952020064
safeconf_prediction_record_v1,GEARS::norman::seed2::single::RHOXF2+ctrl,RHOXF2+ctrl,norman::RHOXF2+ctrl,norman,gears_crispr_group,2,test,GEARS_single_heldout,RHOXF2+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed2::single::RHOXF2+ctrl::pred,GEARS::norman::seed2::single::RHOXF2+ctrl::true,0.0614761114120483,0.5971824680657981,,,328,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,1.6226236820220947,0.013007334433495998,0.9793034825870647,4.750614643096924,0.03093993477523327,0.9173277978563554,5.796057750765372,-5.796057750765372
