dataset_name,n_records,n_runs,mean_rmse,median_rmse,mean_predicted_effect_l2,mean_true_effect_l2_diagnostic,mean_n_cells
adamson,21,3,0.04208579650592232,0.0347613915801048,2.235434952236357,2.738894666944231,648.0952380952381
dixit,3,3,0.42484066883722943,0.3719817996025085,39.83856201171875,44.24465560913086,1805.3333333333333
norman,30,3,0.055878463511665616,0.05217983014881605,3.060808797677358,3.5904665629069012,453.8666666666667
