dataset_name,task_gene,task_group,n_records,seed_ids,is_repeat_ge2,is_repeat_ge3,gene_panel_id,gene_order_hash,normalization_id,true_max_abs_diff_across_records,seed_rmse_mean,seed_rmse_std,seed_rmse_min,seed_rmse_max,seed_pairwise_pred_rmse_mean,seed_disagreement_rmse,true_l2_mean,pred_l2_mean
adamson,AMIGO3,adamson::AMIGO3,1,3,False,False,gears::adamson::single::n_genes_5043,sha256:8b461482a501bc0fa4966cf0d6ba0a20365560359528edf44ab7876dc831278d,gears_mean_expression_minus_ctrl_v1,0.0,0.025023384019732475,0.0,0.025023384019732475,0.025023384019732475,,,1.0504118204116821,1.981245517730713
adamson,ATF4,adamson::ATF4,1,3,False,False,gears::adamson::single::n_genes_5043,sha256:8b461482a501bc0fa4966cf0d6ba0a20365560359528edf44ab7876dc831278d,gears_mean_expression_minus_ctrl_v1,0.0,0.03476139158010483,0.0,0.03476139158010483,0.03476139158010483,,,1.6769189834594727,1.971427083015442
adamson,CCND3,adamson::CCND3,1,1,False,False,gears::adamson::single::n_genes_5043,sha256:8b461482a501bc0fa4966cf0d6ba0a20365560359528edf44ab7876dc831278d,gears_mean_expression_minus_ctrl_v1,0.0,0.04984330013394356,0.0,0.04984330013394356,0.04984330013394356,,,2.9179909229278564,2.0864181518554688
adamson,COPB1,adamson::COPB1,1,2,False,False,gears::adamson::single::n_genes_5043,sha256:8b461482a501bc0fa4966cf0d6ba0a20365560359528edf44ab7876dc831278d,gears_mean_expression_minus_ctrl_v1,0.0,0.046440742909908295,0.0,0.046440742909908295,0.046440742909908295,,,3.1411609649658203,3.2435312271118164
adamson,DAD1,adamson::DAD1,1,1,False,False,gears::adamson::single::n_genes_5043,sha256:8b461482a501bc0fa4966cf0d6ba0a20365560359528edf44ab7876dc831278d,gears_mean_expression_minus_ctrl_v1,0.0,0.030122440308332443,0.0,0.030122440308332443,0.030122440308332443,,,1.9621633291244507,1.8278698921203613
adamson,DERL2,adamson::DERL2,1,1,False,False,gears::adamson::single::n_genes_5043,sha256:8b461482a501bc0fa4966cf0d6ba0a20365560359528edf44ab7876dc831278d,gears_mean_expression_minus_ctrl_v1,0.0,0.027784252539277077,0.0,0.027784252539277077,0.027784252539277077,,,2.0008840560913086,1.9539042711257935
adamson,EIF2AK3,adamson::EIF2AK3,1,2,False,False,gears::adamson::single::n_genes_5043,sha256:8b461482a501bc0fa4966cf0d6ba0a20365560359528edf44ab7876dc831278d,gears_mean_expression_minus_ctrl_v1,0.0,0.04717997834086418,0.0,0.04717997834086418,0.04717997834086418,,,3.1818220615386963,1.9280250072479248
adamson,EIF2S1,adamson::EIF2S1,1,3,False,False,gears::adamson::single::n_genes_5043,sha256:8b461482a501bc0fa4966cf0d6ba0a20365560359528edf44ab7876dc831278d,gears_mean_expression_minus_ctrl_v1,0.0,0.11245281249284744,0.0,0.11245281249284744,0.11245281249284744,,,8.994333267211914,1.9674986600875854
adamson,FARSB,adamson::FARSB,1,3,False,False,gears::adamson::single::n_genes_5043,sha256:8b461482a501bc0fa4966cf0d6ba0a20365560359528edf44ab7876dc831278d,gears_mean_expression_minus_ctrl_v1,0.0,0.0610308013856411,0.0,0.0610308013856411,0.0610308013856411,,,5.034585475921631,1.9552758932113647
adamson,FECH,adamson::FECH,1,2,False,False,gears::adamson::single::n_genes_5043,sha256:8b461482a501bc0fa4966cf0d6ba0a20365560359528edf44ab7876dc831278d,gears_mean_expression_minus_ctrl_v1,0.0,0.04487272724509239,0.0,0.04487272724509239,0.04487272724509239,,,2.5558085441589355,3.045936107635498
adamson,GMPPB,adamson::GMPPB,1,3,False,False,gears::adamson::single::n_genes_5043,sha256:8b461482a501bc0fa4966cf0d6ba0a20365560359528edf44ab7876dc831278d,gears_mean_expression_minus_ctrl_v1,0.0,0.027872083708643913,0.0,0.027872083708643913,0.027872083708643913,,,1.210795283317566,1.971477746963501
adamson,NEDD8,adamson::NEDD8,1,1,False,False,gears::adamson::single::n_genes_5043,sha256:8b461482a501bc0fa4966cf0d6ba0a20365560359528edf44ab7876dc831278d,gears_mean_expression_minus_ctrl_v1,0.0,0.07257725298404694,0.0,0.07257725298404694,0.07257725298404694,,,5.183831214904785,2.075874090194702
adamson,PDIA6,adamson::PDIA6,1,2,False,False,gears::adamson::single::n_genes_5043,sha256:8b461482a501bc0fa4966cf0d6ba0a20365560359528edf44ab7876dc831278d,gears_mean_expression_minus_ctrl_v1,0.0,0.034220121800899506,0.0,0.034220121800899506,0.034220121800899506,,,1.84950852394104,1.7283214330673218
adamson,PSMD12,adamson::PSMD12,1,2,False,False,gears::adamson::single::n_genes_5043,sha256:8b461482a501bc0fa4966cf0d6ba0a20365560359528edf44ab7876dc831278d,gears_mean_expression_minus_ctrl_v1,0.0,0.05486888065934181,0.0,0.05486888065934181,0.05486888065934181,,,3.150763988494873,2.5696167945861816
adamson,SPCS2,adamson::SPCS2,1,3,False,False,gears::adamson::single::n_genes_5043,sha256:8b461482a501bc0fa4966cf0d6ba0a20365560359528edf44ab7876dc831278d,gears_mean_expression_minus_ctrl_v1,0.0,0.04219673201441765,0.0,0.04219673201441765,0.04219673201441765,,,1.7020636796951294,3.0159828662872314
adamson,TIMM23,adamson::TIMM23,1,1,False,False,gears::adamson::single::n_genes_5043,sha256:8b461482a501bc0fa4966cf0d6ba0a20365560359528edf44ab7876dc831278d,gears_mean_expression_minus_ctrl_v1,0.0,0.040649376809597015,0.0,0.040649376809597015,0.040649376809597015,,,2.606915235519409,4.325637340545654
adamson,UFM1,adamson::UFM1,3,"1,2,3",True,True,gears::adamson::single::n_genes_5043,sha256:8b461482a501bc0fa4966cf0d6ba0a20365560359528edf44ab7876dc831278d,gears_mean_expression_minus_ctrl_v1,0.0,0.023617172613739967,0.0008431434266686188,0.02299225702881813,0.024809088557958603,0.012023942545056343,0.006994542200118303,1.417531967163086,1.677208423614502
adamson,YIPF5,adamson::YIPF5,2,"1,2",True,False,gears::adamson::single::n_genes_5043,sha256:8b461482a501bc0fa4966cf0d6ba0a20365560359528edf44ab7876dc831278d,gears_mean_expression_minus_ctrl_v1,0.0,0.03052696492522955,0.0032173926010727882,0.02730957232415676,0.03374435752630234,0.013803238980472088,0.006901619490236044,2.5221173763275146,2.1322333812713623
dixit,ETS1,dixit::ETS1,1,1,False,False,gears::dixit::single::n_genes_6000,sha256:09cfde75cdbdbdc2f6f496e5fa2cdfb4b9dfd758f582c2212777c2dd525b66e3,gears_mean_expression_minus_ctrl_v1,0.0,0.5468853712081909,0.0,0.5468853712081909,0.5468853712081909,,,47.56370162963867,40.30451583862305
dixit,NR2C2,dixit::NR2C2,2,"2,3",True,False,gears::dixit::single::n_genes_6000,sha256:09cfde75cdbdbdc2f6f496e5fa2cdfb4b9dfd758f582c2212777c2dd525b66e3,gears_mean_expression_minus_ctrl_v1,0.0,0.36381831765174866,0.008163481950759888,0.35565483570098877,0.37198179960250854,0.07459751516580582,0.03729875758290291,42.58513259887695,39.60558319091797
norman,AHR,norman::AHR,1,3,False,False,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,gears_mean_expression_minus_ctrl_v1,0.0,0.0415237620472908,0.0,0.0415237620472908,0.0415237620472908,,,3.3020663261413574,3.0632214546203613
norman,ARID1A,norman::ARID1A,1,1,False,False,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,gears_mean_expression_minus_ctrl_v1,0.0,0.08171642571687698,0.0,0.08171642571687698,0.08171642571687698,,,5.2975850105285645,4.339491367340088
norman,ATL1,norman::ATL1,1,3,False,False,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,gears_mean_expression_minus_ctrl_v1,0.0,0.051996923983097076,0.0,0.051996923983097076,0.051996923983097076,,,4.804206371307373,2.883371591567993
norman,BCL2L11,norman::BCL2L11,1,1,False,False,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,gears_mean_expression_minus_ctrl_v1,0.0,0.06631200760602951,0.0,0.06631200760602951,0.06631200760602951,,,0.9497822523117065,4.561640739440918
norman,BPGM,norman::BPGM,1,2,False,False,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,gears_mean_expression_minus_ctrl_v1,0.0,0.04471687600016594,0.0,0.04471687600016594,0.04471687600016594,,,3.340928554534912,1.7446730136871338
