culture_condition,predictor_name,n_tasks,all_finite,n_unique_vectors,max_repeat_fraction,max_coordinate_std,passed
Rest,scGPT_seed3407,200,True,200,0.0050000000000000001,0.0012320429931692606,True
Rest,scGPT_seed3408,200,True,200,0.0050000000000000001,5.5812921131175791e-05,True
Rest,scGPT_seed3409,200,True,200,0.0050000000000000001,0.000138584914582168,True
Rest,GEARS_seed3407,200,True,200,0.0050000000000000001,0.076804961663593851,True
Rest,GEARS_seed3408,200,True,200,0.0050000000000000001,0.15167966083229922,True
Rest,GEARS_seed3409,200,True,200,0.0050000000000000001,0.2217881059205277,True
Rest,scGPT_seed_mean,200,True,200,0.0050000000000000001,0.00040895374938551646,True
Rest,GEARS_seed_mean,200,True,200,0.0050000000000000001,0.12442230063203784,True
Stim8hr,scGPT_seed3407,200,True,200,0.0050000000000000001,0.0010207304978220005,True
Stim8hr,scGPT_seed3408,200,True,200,0.0050000000000000001,3.8508217065257097e-05,True
Stim8hr,scGPT_seed3409,200,True,200,0.0050000000000000001,2.8148368712416104e-05,True
Stim8hr,GEARS_seed3407,200,True,200,0.0050000000000000001,0.07683736133381848,True
Stim8hr,GEARS_seed3408,200,True,200,0.0050000000000000001,0.15168490753819794,True
Stim8hr,GEARS_seed3409,200,True,200,0.0050000000000000001,0.22176492164970082,True
Stim8hr,scGPT_seed_mean,200,True,200,0.0050000000000000001,0.00034053596878836414,True
Stim8hr,GEARS_seed_mean,200,True,200,0.0050000000000000001,0.1244178069651771,True
Stim48hr,scGPT_seed3407,200,True,200,0.0050000000000000001,0.0011681013599579499,True
Stim48hr,scGPT_seed3408,200,True,200,0.0050000000000000001,3.4930063145687822e-05,True
Stim48hr,scGPT_seed3409,200,True,200,0.0050000000000000001,8.0284899852857666e-05,True
Stim48hr,GEARS_seed3407,200,True,200,0.0050000000000000001,0.076772348953405178,True
Stim48hr,GEARS_seed3408,200,True,200,0.0050000000000000001,0.15168759269532769,True
Stim48hr,GEARS_seed3409,200,True,200,0.0050000000000000001,0.22174507788549219,True
Stim48hr,scGPT_seed_mean,200,True,200,0.0050000000000000001,0.00038911070621031101,True
Stim48hr,GEARS_seed_mean,200,True,200,0.0050000000000000001,0.12442774489631808,True
