seed,model,best_epoch,best_validation_mse,pretrained_tensors,n_go_edges,n_coexpression_edges
3407,scGPT,4,0.0094748272715757288,129,,
3407,GEARS,1,0.0096979954590400066,,1216,4520
3408,scGPT,2,0.0094176514695088077,129,,
3408,GEARS,5,0.0098223285439113777,,1216,4520
3409,scGPT,6,0.0094267714147766423,129,,
3409,GEARS,17,0.0094875195529311902,,1216,4520
