quadrant,score_name,target_error,n_tasks,spearman
new_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,28,0.4876847290640395
new_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,28,0.20251778872468526
new_context_new_perturbation,predicted_magnitude_cpa,error_cpa_rmse,28,0.24575807334428024
new_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,28,0.39518336070060206
new_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,28,0.4482758620689655
new_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,28,0.3021346469622332
new_context_seen_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,8,0.9285714285714287
new_context_seen_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,8,0.1666666666666667
new_context_seen_perturbation,predicted_magnitude_cpa,error_cpa_rmse,8,0.7380952380952381
new_context_seen_perturbation,predicted_magnitude_ridge,error_ridge_rmse,8,0.9761904761904763
new_context_seen_perturbation,predicted_magnitude_mean,pair_mean_rmse,8,0.9523809523809524
new_context_seen_perturbation,predicted_magnitude_max,pair_max_rmse,8,0.7380952380952381
seen_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,51,0.34886877828054297
seen_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,51,-0.028959276018099545
seen_context_new_perturbation,predicted_magnitude_cpa,error_cpa_rmse,51,0.412579185520362
seen_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,51,0.7305882352941176
seen_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,51,0.5734841628959275
seen_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,51,0.45656108597285067
seen_context_seen_perturbation_pair_holdout,cpa_ridge_disagreement_rmse,pair_mean_rmse,4,0.7999999999999999
seen_context_seen_perturbation_pair_holdout,cpa_ridge_disagreement_rmse,pair_max_rmse,4,0.7999999999999999
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_cpa,error_cpa_rmse,4,0.7999999999999999
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_ridge,error_ridge_rmse,4,0.39999999999999997
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_mean,pair_mean_rmse,4,0.6000000000000001
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_max,pair_max_rmse,4,0.7999999999999999
