metric,score,endpoint,n_folds,n_finite_folds,fold_macro_spearman,min_fold_spearman,max_fold_spearman
absolute_disagreement_spearman,risk_model_disagreement,error_two_predictor_mean_rmse,2,2,0.09069424098150522,-0.018500503570774582,0.199888985533785
absolute_magnitude_spearman,baseline_predicted_magnitude,error_two_predictor_mean_rmse,2,2,0.04439364063533698,-0.10889858212430863,0.1976858633949826
absolute_safeconf_spearman,safeconf_calibrated_pair_risk,error_two_predictor_mean_rmse,2,0,,,
directional_composite_spearman,directional_risk_frozen,direction_error_rank_target,2,2,0.21019764636761382,0.17560784338711372,0.24478744934811392
directional_cosine_spearman,directional_risk_frozen,error_centered_cosine_mean,2,2,0.20806237817422227,0.17134036935350014,0.2447843869949444
directional_pearson_spearman,directional_risk_frozen,error_centered_pearson_mean,2,2,0.21239753705958703,0.17986476583874889,0.2449303082804252
magnitude_composite_spearman,baseline_predicted_magnitude,direction_error_rank_target,2,2,0.04424753816331266,-0.12134859754169636,0.20984367386832167
magnitude_cosine_spearman,baseline_predicted_magnitude,error_centered_cosine_mean,2,2,0.04741358762127341,-0.11620903607406184,0.21103621131660866
magnitude_pearson_spearman,baseline_predicted_magnitude,error_centered_pearson_mean,2,2,0.04354235100451588,-0.12184566788659174,0.2089303698956235
