fold_id,metric,score,endpoint,n_tasks,spearman
Replogle_cellline_holdout_1_K562,absolute_safeconf_spearman,safeconf_calibrated_pair_risk,error_two_predictor_mean_rmse,128,0.5383727275184711
Replogle_cellline_holdout_1_K562,absolute_magnitude_spearman,baseline_predicted_magnitude,error_two_predictor_mean_rmse,128,0.5385632210217909
Replogle_cellline_holdout_1_K562,absolute_disagreement_spearman,risk_model_disagreement,error_two_predictor_mean_rmse,128,0.5136822468412379
Replogle_cellline_holdout_1_K562,directional_pearson_spearman,directional_risk_frozen,error_centered_pearson_mean,128,0.5759993597817654
Replogle_cellline_holdout_1_K562,directional_cosine_spearman,directional_risk_frozen,error_centered_cosine_mean,128,0.5775502065260015
Replogle_cellline_holdout_1_K562,directional_composite_spearman,directional_risk_frozen,direction_error_rank_target,128,0.5793803518450077
Replogle_cellline_holdout_1_K562,magnitude_pearson_spearman,baseline_predicted_magnitude,error_centered_pearson_mean,128,0.5381626533601904
Replogle_cellline_holdout_1_K562,magnitude_cosine_spearman,baseline_predicted_magnitude,error_centered_cosine_mean,128,0.550620307635964
Replogle_cellline_holdout_1_K562,magnitude_composite_spearman,baseline_predicted_magnitude,direction_error_rank_target,128,0.5460099005782879
Replogle_cellline_holdout_2_RPE1,absolute_safeconf_spearman,safeconf_calibrated_pair_risk,error_two_predictor_mean_rmse,128,0.21126996348232743
Replogle_cellline_holdout_2_RPE1,absolute_magnitude_spearman,baseline_predicted_magnitude,error_two_predictor_mean_rmse,128,0.15376648049807726
Replogle_cellline_holdout_2_RPE1,absolute_disagreement_spearman,risk_model_disagreement,error_two_predictor_mean_rmse,128,0.21125366233290607
Replogle_cellline_holdout_2_RPE1,directional_pearson_spearman,directional_risk_frozen,error_centered_pearson_mean,128,0.20165835961211662
Replogle_cellline_holdout_2_RPE1,directional_cosine_spearman,directional_risk_frozen,error_centered_cosine_mean,128,0.20021058535042915
Replogle_cellline_holdout_2_RPE1,directional_composite_spearman,directional_risk_frozen,direction_error_rank_target,128,0.1994057114425676
Replogle_cellline_holdout_2_RPE1,magnitude_pearson_spearman,baseline_predicted_magnitude,error_centered_pearson_mean,128,0.15439594396630651
Replogle_cellline_holdout_2_RPE1,magnitude_cosine_spearman,baseline_predicted_magnitude,error_centered_cosine_mean,128,0.15162630470609778
Replogle_cellline_holdout_2_RPE1,magnitude_composite_spearman,baseline_predicted_magnitude,direction_error_rank_target,128,0.1515184029999283
