metric,score,endpoint,n_folds,n_finite_folds,fold_macro_spearman,min_fold_spearman,max_fold_spearman
absolute_disagreement_spearman,risk_model_disagreement,error_two_predictor_mean_rmse,2,2,0.362467954587072,0.21125366233290607,0.5136822468412379
absolute_magnitude_spearman,baseline_predicted_magnitude,error_two_predictor_mean_rmse,2,2,0.3461648507599341,0.15376648049807726,0.5385632210217909
absolute_safeconf_spearman,safeconf_calibrated_pair_risk,error_two_predictor_mean_rmse,2,2,0.37482134550039925,0.21126996348232743,0.5383727275184711
directional_composite_spearman,directional_risk_frozen,direction_error_rank_target,2,2,0.38939303164378763,0.1994057114425676,0.5793803518450077
directional_cosine_spearman,directional_risk_frozen,error_centered_cosine_mean,2,2,0.38888039593821533,0.20021058535042915,0.5775502065260015
directional_pearson_spearman,directional_risk_frozen,error_centered_pearson_mean,2,2,0.38882885969694103,0.20165835961211662,0.5759993597817654
magnitude_composite_spearman,baseline_predicted_magnitude,direction_error_rank_target,2,2,0.34876415178910813,0.1515184029999283,0.5460099005782879
magnitude_cosine_spearman,baseline_predicted_magnitude,error_centered_cosine_mean,2,2,0.35112330617103094,0.15162630470609778,0.550620307635964
magnitude_pearson_spearman,baseline_predicted_magnitude,error_centered_pearson_mean,2,2,0.34627929866324847,0.15439594396630651,0.5381626533601904
