split_setting,group,n_tasks,n_contexts,predictor_pair,rho_disagreement_vs_pair_mean,rho_disagreement_ci95_low,rho_disagreement_ci95_high,rho_magnitude_vs_pair_mean,rho_magnitude_ci95_low,rho_magnitude_ci95_high,delta_rho_disagreement_minus_magnitude,delta_ci95_low,delta_ci95_high,delta_ci_excludes_zero,triangle_bound_violations
col_holdout_unseen_gene,Adamson_P1,24,1,GEARS_3seed+scGPT_finetune,0.49391304347826087,0.13832886694767355,0.7439180431637326,0.2504347826086956,-0.17667373891958502,0.5868184380284337,0.24347826086956526,-0.13281635538580547,0.6464228500230061,False,0
col_holdout_unseen_gene,Adamson_P2,24,1,GEARS_3seed+scGPT_finetune,0.4956521739130434,0.06664024658740644,0.8007014774216609,0.6243478260869564,0.2366905977586941,0.8572726317256524,-0.128695652173913,-0.29856336446767506,0.017490927888323474,False,0
col_holdout_unseen_gene,Norman_P1,24,1,GEARS_3seed+scGPT_finetune,0.588695652173913,0.2298832789364751,0.8155770479520478,0.3608695652173913,-0.062082044264635886,0.7347516132318686,0.22782608695652168,-0.12698932281013037,0.6228138495646752,False,0
col_holdout_unseen_gene,Norman_P2,24,1,GEARS_3seed+scGPT_finetune,0.2626086956521739,-0.1601940690937108,0.6371677123271751,0.046956521739130425,-0.36462612279889317,0.4448804718852339,0.21565217391304345,-0.09023610996592898,0.46564851068946395,False,0
col_holdout_unseen_gene,Frangieh_P1,24,1,GEARS_3seed+scGPT_finetune,0.348695652173913,-0.14622461417210883,0.7993867717915023,0.25304347826086954,-0.26248676454864955,0.7188226041460651,0.09565217391304348,-0.042875296920338805,0.2619541382903168,False,0
col_holdout_unseen_gene,Frangieh_P2,24,1,GEARS_3seed+scGPT_finetune,0.7434782608695651,0.43540190729813505,0.8866233833157902,0.6791304347826086,0.29683466161684197,0.8739121708197117,0.06434782608695655,-0.15923707389337058,0.34197030056969435,False,0
col_holdout_pooled,Adamson+Norman+Frangieh x P1+P2,144,3,GEARS_3seed+scGPT_finetune,0.48884057971014494,0.3200164257941781,0.6182820534374236,0.3691304347826086,0.19828423128864178,0.5101198010217027,0.11971014492753634,0.007378221482190789,0.2381711172943508,True,0
