history_fraction,budget,method,baseline,metric,delta,ci95_lower,ci95_upper,positive_studies,n_studies
0.25,0.2,MD,M,utility,0.002931551211931338,-0.001273728107651001,0.007138904356617015,3,4
0.25,0.2,MD,M,capture,3.3696183712225714e-05,-0.00031598765746158886,0.0003257796562938231,3,4
0.25,0.2,MD,M,spearman,0.001282931955236953,-0.00029103188478187686,0.0033161835599616885,3,4
0.25,0.2,MD,M,remaining_relative_error,-2.9542528768994325e-05,-0.0004282733587505916,0.00048722322504046733,1,4
0.25,0.2,MDH,M,utility,0.002603470831247817,-0.003983527295074146,0.0089823814069451,3,4
0.25,0.2,MDH,M,capture,4.681674891354737e-05,-0.00033869313775469756,0.00035838089953590946,3,4
0.25,0.2,MDH,M,spearman,6.541482665296111e-05,-0.004442788903566308,0.003935050288596899,2,4
0.25,0.2,MDH,M,remaining_relative_error,2.2081669030310502e-05,-0.00046948586553766103,0.0007230635725485879,1,4
0.25,0.2,MDH_condition,M,utility,0.010708565482388376,0.006865948123403992,0.015930343303354057,4,4
0.25,0.2,MDH_condition,M,capture,0.0003076412681404239,-4.093656248499444e-05,0.0006562190987658423,2,4
0.25,0.2,MDH_condition,M,spearman,0.009632201441518787,0.007768053498295319,0.011496349384742255,4,4
0.25,0.2,MDH_condition,M,remaining_relative_error,-0.0005630746113808871,-0.0010621393369219245,-0.00013125261208488115,1,4
0.25,0.2,M,MD,utility,-0.002931551211931338,-0.007138904356617015,0.001273728107651001,1,4
0.25,0.2,M,MD,capture,-3.3696183712225714e-05,-0.0003257796562938231,0.00031598765746158886,1,4
0.25,0.2,M,MD,spearman,-0.001282931955236953,-0.0033161835599616885,0.00029103188478187686,1,4
0.25,0.2,M,MD,remaining_relative_error,2.9542528768994325e-05,-0.00048722322504046733,0.0004282733587505916,3,4
0.25,0.2,MD,MD,utility,0.0,0.0,0.0,0,4
0.25,0.2,MD,MD,capture,0.0,0.0,0.0,0,4
0.25,0.2,MD,MD,spearman,0.0,0.0,0.0,0,4
0.25,0.2,MD,MD,remaining_relative_error,0.0,0.0,0.0,0,4
0.25,0.2,MDH,MD,utility,-0.00032808038068352086,-0.003534218295468211,0.002113278833958676,2,4
0.25,0.2,MDH,MD,capture,1.3120565201321654e-05,-2.657136553990691e-05,5.1200094816378217e-05,2,4
0.25,0.2,MDH,MD,spearman,-0.001217517128583992,-0.005482843401475104,0.0013668193125427053,3,4
0.25,0.2,MDH,MD,remaining_relative_error,5.162419779930483e-05,-6.723025184784959e-05,0.00024198046890733238,1,4
0.25,0.2,MDH_condition,MD,utility,0.0077770142704570375,0.0008567671399120902,0.014697261401001985,4,4
0.25,0.2,MDH_condition,MD,capture,0.0002739450844281982,-3.4636737579224475e-05,0.0005950564905778943,3,4
0.25,0.2,MDH_condition,MD,spearman,0.008349269486281834,0.004431497674139209,0.011389166062857413,4,4
0.25,0.2,MDH_condition,MD,remaining_relative_error,-0.0005335320826118928,-0.0011441808077282123,7.711664250442674e-05,1,4
0.25,0.2,M,MDH,utility,-0.002603470831247817,-0.0089823814069451,0.003983527295074146,1,4
0.25,0.2,M,MDH,capture,-4.681674891354737e-05,-0.00035838089953590946,0.00033869313775469756,1,4
0.25,0.2,M,MDH,spearman,-6.541482665296111e-05,-0.003935050288596899,0.004442788903566308,2,4
0.25,0.2,M,MDH,remaining_relative_error,-2.2081669030310502e-05,-0.0007230635725485879,0.00046948586553766103,3,4
0.25,0.2,MD,MDH,utility,0.00032808038068352086,-0.002113278833958676,0.003534218295468211,1,4
0.25,0.2,MD,MDH,capture,-1.3120565201321654e-05,-5.1200094816378217e-05,2.657136553990691e-05,1,4
0.25,0.2,MD,MDH,spearman,0.001217517128583992,-0.0013668193125427053,0.005482843401475104,1,4
0.25,0.2,MD,MDH,remaining_relative_error,-5.162419779930483e-05,-0.00024198046890733238,6.723025184784959e-05,2,4
0.25,0.2,MDH,MDH,utility,0.0,0.0,0.0,0,4
0.25,0.2,MDH,MDH,capture,0.0,0.0,0.0,0,4
0.25,0.2,MDH,MDH,spearman,0.0,0.0,0.0,0,4
0.25,0.2,MDH,MDH,remaining_relative_error,0.0,0.0,0.0,0,4
0.25,0.2,MDH_condition,MDH,utility,0.008105094651140558,-0.000988783735519333,0.01719897303780045,2,4
0.25,0.2,MDH_condition,MDH,capture,0.00026082451922687655,-8.583683239560269e-05,0.0006074858708493558,3,4
0.25,0.2,MDH_condition,MDH,spearman,0.009566786614865826,0.0040110322455835234,0.015125426909856965,4,4
0.25,0.2,MDH_condition,MDH,remaining_relative_error,-0.0005851562804111976,-0.0013146594551746715,0.00014434689435227632,1,4
0.25,0.3,M,magnitude,utility,0.0,0.0,0.0,0,4
0.25,0.3,M,magnitude,capture,0.0,0.0,0.0,0,4
0.25,0.3,M,magnitude,spearman,0.0,0.0,0.0,0,4
0.25,0.3,M,magnitude,remaining_relative_error,0.0,0.0,0.0,0,4
0.25,0.3,MD,magnitude,utility,-0.0002882495466632537,-0.0011498654278723625,0.0005733663345458551,2,4
0.25,0.3,MD,magnitude,capture,-5.13385500240382e-05,-0.00022940695540311917,0.0001594682265554509,1,4
0.25,0.3,MD,magnitude,spearman,0.001282931955236953,-0.00029103188478187686,0.0033161835599616885,3,4
0.25,0.3,MD,magnitude,remaining_relative_error,0.00016364427437007278,-0.0002221367122565432,0.0005396001852451815,3,4
0.25,0.3,MDH,magnitude,utility,-0.0015851674543167216,-0.006408642763586839,0.0020726066214494243,2,4
0.25,0.3,MDH,magnitude,capture,-7.378389480214298e-05,-0.00041055479537346895,0.0001916139155636043,2,4
0.25,0.3,MDH,magnitude,spearman,6.541482665296111e-05,-0.004442788903566308,0.003935050288596899,2,4
0.25,0.3,MDH,magnitude,remaining_relative_error,0.0002646349527068159,-0.0002813814618513044,0.0010466160343100273,2,4
0.25,0.3,MDH_condition,magnitude,utility,0.0074099848991755896,0.0033514189321298127,0.012151281676988715,4,4
0.25,0.3,MDH_condition,magnitude,capture,0.00029334193420677,9.864751741697764e-05,0.00039701802799541053,4,4
0.25,0.3,MDH_condition,magnitude,spearman,0.009632201441518787,0.007768053498295319,0.011496349384742255,4,4
0.25,0.3,MDH_condition,magnitude,remaining_relative_error,-0.0006017205268935011,-0.0007644865954056224,-0.00040746037362154874,0,4
0.25,0.3,M,M,utility,0.0,0.0,0.0,0,4
0.25,0.3,M,M,capture,0.0,0.0,0.0,0,4
0.25,0.3,M,M,spearman,0.0,0.0,0.0,0,4
0.25,0.3,M,M,remaining_relative_error,0.0,0.0,0.0,0,4
0.25,0.3,MD,M,utility,-0.0002882495466632537,-0.0011498654278723625,0.0005733663345458551,2,4
0.25,0.3,MD,M,capture,-5.13385500240382e-05,-0.00022940695540311917,0.0001594682265554509,1,4
0.25,0.3,MD,M,spearman,0.001282931955236953,-0.00029103188478187686,0.0033161835599616885,3,4
0.25,0.3,MD,M,remaining_relative_error,0.00016364427437007278,-0.0002221367122565432,0.0005396001852451815,3,4
0.25,0.3,MDH,M,utility,-0.0015851674543167216,-0.006408642763586839,0.0020726066214494243,2,4
0.25,0.3,MDH,M,capture,-7.378389480214298e-05,-0.00041055479537346895,0.0001916139155636043,2,4
0.25,0.3,MDH,M,spearman,6.541482665296111e-05,-0.004442788903566308,0.003935050288596899,2,4
0.25,0.3,MDH,M,remaining_relative_error,0.0002646349527068159,-0.0002813814618513044,0.0010466160343100273,2,4
0.25,0.3,MDH_condition,M,utility,0.0074099848991755896,0.0033514189321298127,0.012151281676988715,4,4
0.25,0.3,MDH_condition,M,capture,0.00029334193420677,9.864751741697764e-05,0.00039701802799541053,4,4
0.25,0.3,MDH_condition,M,spearman,0.009632201441518787,0.007768053498295319,0.011496349384742255,4,4
0.25,0.3,MDH_condition,M,remaining_relative_error,-0.0006017205268935011,-0.0007644865954056224,-0.00040746037362154874,0,4
0.25,0.3,M,MD,utility,0.0002882495466632537,-0.0005733663345458551,0.0011498654278723625,2,4
0.25,0.3,M,MD,capture,5.13385500240382e-05,-0.0001594682265554509,0.00022940695540311917,3,4
0.25,0.3,M,MD,spearman,-0.001282931955236953,-0.0033161835599616885,0.00029103188478187686,1,4
0.25,0.3,M,MD,remaining_relative_error,-0.00016364427437007278,-0.0005396001852451815,0.0002221367122565432,1,4
0.25,0.3,MD,MD,utility,0.0,0.0,0.0,0,4
0.25,0.3,MD,MD,capture,0.0,0.0,0.0,0,4
0.25,0.3,MD,MD,spearman,0.0,0.0,0.0,0,4
0.25,0.3,MD,MD,remaining_relative_error,0.0,0.0,0.0,0,4
0.25,0.3,MDH,MD,utility,-0.0012969179076534679,-0.006901387953333185,0.002395688834169997,3,4
0.25,0.3,MDH,MD,capture,-2.244534477810478e-05,-0.00021039531262555256,0.00011988810697376173,3,4
0.25,0.3,MDH,MD,spearman,-0.001217517128583992,-0.005482843401475104,0.0013668193125427053,3,4
0.25,0.3,MDH,MD,remaining_relative_error,0.00010099067833674313,-0.00023617319654459235,0.0005703740252438749,1,4
0.25,0.3,MDH_condition,MD,utility,0.007698234445838843,0.002767150643604853,0.0130054229374751,4,4
0.25,0.3,MDH_condition,MD,capture,0.0003446804842308082,0.00021049989149479753,0.0004788610769668189,4,4
0.25,0.3,MDH_condition,MD,spearman,0.008349269486281834,0.004431497674139209,0.011389166062857413,4,4
0.25,0.3,MDH_condition,MD,remaining_relative_error,-0.0007653648012635739,-0.0009625209450070948,-0.00040948895619657977,0,4
0.25,0.3,M,MDH,utility,0.0015851674543167216,-0.0020726066214494243,0.006408642763586839,2,4
0.25,0.3,M,MDH,capture,7.378389480214298e-05,-0.0001916139155636043,0.00041055479537346895,2,4
0.25,0.3,M,MDH,spearman,-6.541482665296111e-05,-0.003935050288596899,0.004442788903566308,2,4
0.25,0.3,M,MDH,remaining_relative_error,-0.0002646349527068159,-0.0010466160343100273,0.0002813814618513044,2,4
0.25,0.3,MD,MDH,utility,0.0012969179076534679,-0.002395688834169997,0.006901387953333185,1,4
0.25,0.3,MD,MDH,capture,2.244534477810478e-05,-0.00011988810697376173,0.00021039531262555256,1,4
0.25,0.3,MD,MDH,spearman,0.001217517128583992,-0.0013668193125427053,0.005482843401475104,1,4
0.25,0.3,MD,MDH,remaining_relative_error,-0.00010099067833674313,-0.0005703740252438749,0.00023617319654459235,3,4
0.25,0.3,MDH,MDH,utility,0.0,0.0,0.0,0,4
0.25,0.3,MDH,MDH,capture,0.0,0.0,0.0,0,4
0.25,0.3,MDH,MDH,spearman,0.0,0.0,0.0,0,4
0.25,0.3,MDH,MDH,remaining_relative_error,0.0,0.0,0.0,0,4
0.25,0.3,MDH_condition,MDH,utility,0.008995152353492311,0.0031146624832773667,0.01434289028787436,4,4
0.25,0.3,MDH_condition,MDH,capture,0.000367125829008913,0.0001912573031372239,0.000521375648036726,4,4
0.25,0.3,MDH_condition,MDH,spearman,0.009566786614865826,0.0040110322455835234,0.015125426909856965,4,4
0.25,0.3,MDH_condition,MDH,remaining_relative_error,-0.000866355479600317,-0.001454076407931576,-0.0003649792313892841,0,4
0.5,0.1,M,magnitude,utility,0.0,0.0,0.0,0,4
0.5,0.1,M,magnitude,capture,0.0,0.0,0.0,0,4
0.5,0.1,M,magnitude,spearman,0.0,0.0,0.0,0,4
0.5,0.1,M,magnitude,remaining_relative_error,0.0,0.0,0.0,0,4
0.5,0.1,MD,magnitude,utility,0.005133526538310271,-0.0016685189373941145,0.012808330243273838,2,4
0.5,0.1,MD,magnitude,capture,0.00023820616740057726,-0.0001329121352251772,0.0006908894179862082,2,4
0.5,0.1,MD,magnitude,spearman,0.001389633829435473,-0.001230421938682738,0.005124805664231062,2,4
0.5,0.1,MD,magnitude,remaining_relative_error,-0.00026351825295292675,-0.0008438058971893814,0.0002481197781556421,2,4
0.5,0.1,MDH,magnitude,utility,0.0059163206229154025,-0.002420517845082376,0.014253159090913181,2,4
0.5,0.1,MDH,magnitude,capture,0.00028459866052189114,-0.00015675988279301167,0.0007480732802670545,2,4
0.5,0.1,MDH,magnitude,spearman,0.0024617340786690853,-0.0002989141590332006,0.005407635282874128,3,4
0.5,0.1,MDH,magnitude,remaining_relative_error,-0.00031567582519478887,-0.0009218572526804025,0.0002905056022908248,2,4
0.5,0.1,MDH_condition,magnitude,utility,0.012643368185993542,0.004102156583375038,0.020639951789500066,3,4
0.5,0.1,MDH_condition,magnitude,capture,0.0006195698152113988,0.0002012185559852192,0.0009460537391527135,3,4
0.5,0.1,MDH_condition,magnitude,spearman,0.009346019956488961,0.0025488594348404836,0.01707924753736647,4,4
0.5,0.1,MDH_condition,magnitude,remaining_relative_error,-0.0009416543411992495,-0.0016543645606804103,-0.00024130557930363006,0,4
0.5,0.1,M,M,utility,0.0,0.0,0.0,0,4
0.5,0.1,M,M,capture,0.0,0.0,0.0,0,4
0.5,0.1,M,M,spearman,0.0,0.0,0.0,0,4
0.5,0.1,M,M,remaining_relative_error,0.0,0.0,0.0,0,4
0.5,0.1,MD,M,utility,0.005133526538310271,-0.0016685189373941145,0.012808330243273838,2,4
0.5,0.1,MD,M,capture,0.00023820616740057726,-0.0001329121352251772,0.0006908894179862082,2,4
0.5,0.1,MD,M,spearman,0.001389633829435473,-0.001230421938682738,0.005124805664231062,2,4
0.5,0.1,MD,M,remaining_relative_error,-0.00026351825295292675,-0.0008438058971893814,0.0002481197781556421,2,4
0.5,0.1,MDH,M,utility,0.0059163206229154025,-0.002420517845082376,0.014253159090913181,2,4
0.5,0.1,MDH,M,capture,0.00028459866052189114,-0.00015675988279301167,0.0007480732802670545,2,4
0.5,0.1,MDH,M,spearman,0.0024617340786690853,-0.0002989141590332006,0.005407635282874128,3,4
0.5,0.1,MDH,M,remaining_relative_error,-0.00031567582519478887,-0.0009218572526804025,0.0002905056022908248,2,4
0.5,0.1,MDH_condition,M,utility,0.012643368185993542,0.004102156583375038,0.020639951789500066,3,4
0.5,0.1,MDH_condition,M,capture,0.0006195698152113988,0.0002012185559852192,0.0009460537391527135,3,4
0.5,0.1,MDH_condition,M,spearman,0.009346019956488961,0.0025488594348404836,0.01707924753736647,4,4
0.5,0.1,MDH_condition,M,remaining_relative_error,-0.0009416543411992495,-0.0016543645606804103,-0.00024130557930363006,0,4
0.5,0.1,M,MD,utility,-0.005133526538310271,-0.012808330243273838,0.0016685189373941145,2,4
0.5,0.1,M,MD,capture,-0.00023820616740057726,-0.0006908894179862082,0.0001329121352251772,2,4
0.5,0.1,M,MD,spearman,-0.001389633829435473,-0.005124805664231062,0.001230421938682738,2,4
0.5,0.1,M,MD,remaining_relative_error,0.00026351825295292675,-0.0002481197781556421,0.0008438058971893814,2,4
0.5,0.1,MD,MD,utility,0.0,0.0,0.0,0,4
0.5,0.1,MD,MD,capture,0.0,0.0,0.0,0,4
0.5,0.1,MD,MD,spearman,0.0,0.0,0.0,0,4
0.5,0.1,MD,MD,remaining_relative_error,0.0,0.0,0.0,0,4
0.5,0.1,MDH,MD,utility,0.0007827940846051318,-0.001018740076596289,0.002833633642005215,3,4
0.5,0.1,MDH,MD,capture,4.639249312131388e-05,-2.6726959480832813e-05,0.00011663273381046224,3,4
0.5,0.1,MDH,MD,spearman,0.0010721002492336124,0.000239800406136359,0.002060995487071518,4,4
0.5,0.1,MDH,MD,remaining_relative_error,-5.215757224186213e-05,-0.0001467009686189069,5.096956722783208e-05,1,4
0.5,0.1,MDH_condition,MD,utility,0.007509841647683271,-0.002971879990745871,0.01911103454641197,3,4
0.5,0.1,MDH_condition,MD,capture,0.0003813636478108215,-1.3465488693041594e-05,0.0008771077742253108,3,4
0.5,0.1,MDH_condition,MD,spearman,0.007956386127053489,0.0018331251571071794,0.015683502426806023,4,4
0.5,0.1,MDH_condition,MD,remaining_relative_error,-0.0006781360882463228,-0.0015783216843601455,1.0603838777933916e-05,1,4
0.5,0.1,M,MDH,utility,-0.0059163206229154025,-0.014253159090913181,0.002420517845082376,2,4
0.5,0.1,M,MDH,capture,-0.00028459866052189114,-0.0007480732802670545,0.00015675988279301167,2,4
0.5,0.1,M,MDH,spearman,-0.0024617340786690853,-0.005407635282874128,0.0002989141590332006,1,4
0.5,0.1,M,MDH,remaining_relative_error,0.00031567582519478887,-0.0002905056022908248,0.0009218572526804025,2,4
0.5,0.1,MD,MDH,utility,-0.0007827940846051318,-0.002833633642005215,0.001018740076596289,1,4
0.5,0.1,MD,MDH,capture,-4.639249312131388e-05,-0.00011663273381046224,2.6726959480832813e-05,1,4
0.5,0.1,MD,MDH,spearman,-0.0010721002492336124,-0.002060995487071518,-0.000239800406136359,0,4
0.5,0.1,MD,MDH,remaining_relative_error,5.215757224186213e-05,-5.096956722783208e-05,0.0001467009686189069,3,4
0.5,0.1,MDH,MDH,utility,0.0,0.0,0.0,0,4
0.5,0.1,MDH,MDH,capture,0.0,0.0,0.0,0,4
0.5,0.1,MDH,MDH,spearman,0.0,0.0,0.0,0,4
0.5,0.1,MDH,MDH,remaining_relative_error,0.0,0.0,0.0,0,4
0.5,0.1,MDH_condition,MDH,utility,0.0067270475630781396,-0.004585419187968037,0.020317775937577928,3,4
0.5,0.1,MDH_condition,MDH,capture,0.0003349711546895076,-0.00011947684281864851,0.0009214981838295971,3,4
0.5,0.1,MDH_condition,MDH,spearman,0.006884285877819876,0.0010854828353908108,0.015275839487893073,4,4
0.5,0.1,MDH_condition,MDH,remaining_relative_error,-0.0006259785160044606,-0.0016222567985187952,0.0001112851488348221,1,4
0.5,0.2,M,magnitude,utility,0.0,0.0,0.0,0,4
0.5,0.2,M,magnitude,capture,0.0,0.0,0.0,0,4
0.5,0.2,M,magnitude,spearman,0.0,0.0,0.0,0,4
0.5,0.2,M,magnitude,remaining_relative_error,0.0,0.0,0.0,0,4
0.5,0.2,MD,magnitude,utility,0.0035387396205173866,-0.002582897498668732,0.012207742447593373,2,4
0.5,0.2,MD,magnitude,capture,9.828651597146298e-05,-0.00019356308862547578,0.000494290661633201,1,4
0.5,0.2,MD,magnitude,spearman,0.001389633829435473,-0.001230421938682738,0.005124805664231062,2,4
0.5,0.2,MD,magnitude,remaining_relative_error,-8.143879830219136e-05,-0.0006390078406431909,0.00038319670612046997,2,4
0.5,0.2,MDH,magnitude,utility,0.004536276910886872,-0.0018694175539860497,0.012549921198978423,3,4
0.5,0.2,MDH,magnitude,capture,0.00014931671026237325,-0.00017084644625112166,0.0005357613853933102,3,4
0.5,0.2,MDH,magnitude,spearman,0.0024617340786690853,-0.0002989141590332006,0.005407635282874128,3,4
0.5,0.2,MDH,magnitude,remaining_relative_error,-0.00015632059112649643,-0.0006973093903000493,0.00035923603021212336,1,4
0.5,0.2,MDH_condition,magnitude,utility,0.010737048688934304,0.002221536214115971,0.021260883535631096,3,4
0.5,0.2,MDH_condition,magnitude,capture,0.00043580650646705965,7.663772745455932e-05,0.0009375183063174003,3,4
0.5,0.2,MDH_condition,magnitude,spearman,0.009346019956488961,0.0025488594348404836,0.01707924753736647,4,4
0.5,0.2,MDH_condition,magnitude,remaining_relative_error,-0.0007266295964836467,-0.0016653333631667377,-0.000127290251997203,0,4
0.5,0.2,M,M,utility,0.0,0.0,0.0,0,4
0.5,0.2,M,M,capture,0.0,0.0,0.0,0,4
0.5,0.2,M,M,spearman,0.0,0.0,0.0,0,4
0.5,0.2,M,M,remaining_relative_error,0.0,0.0,0.0,0,4
0.5,0.2,MD,M,utility,0.0035387396205173866,-0.002582897498668732,0.012207742447593373,2,4
0.5,0.2,MD,M,capture,9.828651597146298e-05,-0.00019356308862547578,0.000494290661633201,1,4
0.5,0.2,MD,M,spearman,0.001389633829435473,-0.001230421938682738,0.005124805664231062,2,4
0.5,0.2,MD,M,remaining_relative_error,-8.143879830219136e-05,-0.0006390078406431909,0.00038319670612046997,2,4
0.5,0.2,MDH,M,utility,0.004536276910886872,-0.0018694175539860497,0.012549921198978423,3,4
0.5,0.2,MDH,M,capture,0.00014931671026237325,-0.00017084644625112166,0.0005357613853933102,3,4
0.5,0.2,MDH,M,spearman,0.0024617340786690853,-0.0002989141590332006,0.005407635282874128,3,4
0.5,0.2,MDH,M,remaining_relative_error,-0.00015632059112649643,-0.0006973093903000493,0.00035923603021212336,1,4
0.5,0.2,MDH_condition,M,utility,0.010737048688934304,0.002221536214115971,0.021260883535631096,3,4
0.5,0.2,MDH_condition,M,capture,0.00043580650646705965,7.663772745455932e-05,0.0009375183063174003,3,4
0.5,0.2,MDH_condition,M,spearman,0.009346019956488961,0.0025488594348404836,0.01707924753736647,4,4
0.5,0.2,MDH_condition,M,remaining_relative_error,-0.0007266295964836467,-0.0016653333631667377,-0.000127290251997203,0,4
0.5,0.2,M,MD,utility,-0.0035387396205173866,-0.012207742447593373,0.002582897498668732,1,4
0.5,0.2,M,MD,capture,-9.828651597146298e-05,-0.000494290661633201,0.00019356308862547578,2,4
0.5,0.2,M,MD,spearman,-0.001389633829435473,-0.005124805664231062,0.001230421938682738,2,4
0.5,0.2,M,MD,remaining_relative_error,8.143879830219136e-05,-0.00038319670612046997,0.0006390078406431909,1,4
0.5,0.2,MD,MD,utility,0.0,0.0,0.0,0,4
0.5,0.2,MD,MD,capture,0.0,0.0,0.0,0,4
0.5,0.2,MD,MD,spearman,0.0,0.0,0.0,0,4
0.5,0.2,MD,MD,remaining_relative_error,0.0,0.0,0.0,0,4
0.5,0.2,MDH,MD,utility,0.0009975372903694851,3.83213453399589e-05,0.0025306260327267044,3,4
0.5,0.2,MDH,MD,capture,5.103019429091027e-05,9.767345562211593e-06,9.858656382800979e-05,3,4
0.5,0.2,MDH,MD,spearman,0.0010721002492336124,0.000239800406136359,0.002060995487071518,4,4
0.5,0.2,MDH,MD,remaining_relative_error,-7.488179282430507e-05,-0.00015417813812945713,-4.665259971586844e-06,1,4
0.5,0.2,MDH_condition,MD,utility,0.007198309068416918,-0.004053412356555305,0.02014425140954664,3,4
0.5,0.2,MDH_condition,MD,capture,0.00033751999049559667,-0.00013944015900882456,0.0009404523188640684,3,4
0.5,0.2,MDH_condition,MD,spearman,0.007956386127053489,0.0018331251571071794,0.015683502426806023,4,4
0.5,0.2,MDH_condition,MD,remaining_relative_error,-0.0006451907981814553,-0.0016710807329748112,0.00012975780079077515,1,4
0.5,0.2,M,MDH,utility,-0.004536276910886872,-0.012549921198978423,0.0018694175539860497,1,4
0.5,0.2,M,MDH,capture,-0.00014931671026237325,-0.0005357613853933102,0.00017084644625112166,1,4
0.5,0.2,M,MDH,spearman,-0.0024617340786690853,-0.005407635282874128,0.0002989141590332006,1,4
0.5,0.2,M,MDH,remaining_relative_error,0.00015632059112649643,-0.00035923603021212336,0.0006973093903000493,3,4
0.5,0.2,MD,MDH,utility,-0.0009975372903694851,-0.0025306260327267044,-3.83213453399589e-05,1,4
0.5,0.2,MD,MDH,capture,-5.103019429091027e-05,-9.858656382800979e-05,-9.767345562211593e-06,1,4
0.5,0.2,MD,MDH,spearman,-0.0010721002492336124,-0.002060995487071518,-0.000239800406136359,0,4
0.5,0.2,MD,MDH,remaining_relative_error,7.488179282430507e-05,4.665259971586844e-06,0.00015417813812945713,3,4
0.5,0.2,MDH,MDH,utility,0.0,0.0,0.0,0,4
0.5,0.2,MDH,MDH,capture,0.0,0.0,0.0,0,4
0.5,0.2,MDH,MDH,spearman,0.0,0.0,0.0,0,4
0.5,0.2,MDH,MDH,remaining_relative_error,0.0,0.0,0.0,0,4
0.5,0.2,MDH_condition,MDH,utility,0.006200771778047433,-0.004912474003743297,0.019582111273323356,3,4
0.5,0.2,MDH_condition,MDH,capture,0.0002864897962046864,-0.0001621871194027874,0.0008674324114846116,3,4
0.5,0.2,MDH_condition,MDH,spearman,0.006884285877819876,0.0010854828353908108,0.015275839487893073,4,4
0.5,0.2,MDH_condition,MDH,remaining_relative_error,-0.0005703090053571502,-0.0015537403658119342,0.00015310120682407447,1,4
0.5,0.3,M,magnitude,utility,0.0,0.0,0.0,0,4
0.5,0.3,M,magnitude,capture,0.0,0.0,0.0,0,4
0.5,0.3,M,magnitude,spearman,0.0,0.0,0.0,0,4
0.5,0.3,M,magnitude,remaining_relative_error,0.0,0.0,0.0,0,4
0.5,0.3,MD,magnitude,utility,0.0001995774992245361,-0.001675496904646162,0.002220820045788649,2,4
0.5,0.3,MD,magnitude,capture,3.4052848037827155e-05,-0.000138190278119954,0.00023230321496535422,2,4
0.5,0.3,MD,magnitude,spearman,0.001389633829435473,-0.001230421938682738,0.005124805664231062,2,4
0.5,0.3,MD,magnitude,remaining_relative_error,-3.7658353576608405e-06,-0.0003341506845277453,0.0003117105122746877,2,4
0.5,0.3,MDH,magnitude,utility,0.002383404215151458,0.0012777105927578164,0.00343080227255034,4,4
0.5,0.3,MDH,magnitude,capture,0.0001476849315225487,6.611357127470074e-05,0.00024326705423118045,4,4
0.5,0.3,MDH,magnitude,spearman,0.0024617340786690853,-0.0002989141590332006,0.005407635282874128,3,4
0.5,0.3,MDH,magnitude,remaining_relative_error,-0.0002830993952489813,-0.0004435657544237803,-0.0001226330360741823,0,4
0.5,0.3,MDH_condition,magnitude,utility,0.008075649096492887,0.002752085537840232,0.013399212655145543,4,4
0.5,0.3,MDH_condition,magnitude,capture,0.00038256099766433016,0.00014929472199645688,0.0005460431868234417,4,4
0.5,0.3,MDH_condition,magnitude,spearman,0.009346019956488961,0.0025488594348404836,0.01707924753736647,4,4
0.5,0.3,MDH_condition,magnitude,remaining_relative_error,-0.0007248950761905848,-0.0011364597402339083,-0.00025733852248219224,0,4
0.5,0.3,M,M,utility,0.0,0.0,0.0,0,4
0.5,0.3,M,M,capture,0.0,0.0,0.0,0,4
0.5,0.3,M,M,spearman,0.0,0.0,0.0,0,4
0.5,0.3,M,M,remaining_relative_error,0.0,0.0,0.0,0,4
0.5,0.3,MD,M,utility,0.0001995774992245361,-0.001675496904646162,0.002220820045788649,2,4
0.5,0.3,MD,M,capture,3.4052848037827155e-05,-0.000138190278119954,0.00023230321496535422,2,4
0.5,0.3,MD,M,spearman,0.001389633829435473,-0.001230421938682738,0.005124805664231062,2,4
0.5,0.3,MD,M,remaining_relative_error,-3.7658353576608405e-06,-0.0003341506845277453,0.0003117105122746877,2,4
0.5,0.3,MDH,M,utility,0.002383404215151458,0.0012777105927578164,0.00343080227255034,4,4
0.5,0.3,MDH,M,capture,0.0001476849315225487,6.611357127470074e-05,0.00024326705423118045,4,4
0.5,0.3,MDH,M,spearman,0.0024617340786690853,-0.0002989141590332006,0.005407635282874128,3,4
0.5,0.3,MDH,M,remaining_relative_error,-0.0002830993952489813,-0.0004435657544237803,-0.0001226330360741823,0,4
0.5,0.3,MDH_condition,M,utility,0.008075649096492887,0.002752085537840232,0.013399212655145543,4,4
0.5,0.3,MDH_condition,M,capture,0.00038256099766433016,0.00014929472199645688,0.0005460431868234417,4,4
0.5,0.3,MDH_condition,M,spearman,0.009346019956488961,0.0025488594348404836,0.01707924753736647,4,4
0.5,0.3,MDH_condition,M,remaining_relative_error,-0.0007248950761905848,-0.0011364597402339083,-0.00025733852248219224,0,4
0.5,0.3,M,MD,utility,-0.0001995774992245361,-0.002220820045788649,0.001675496904646162,2,4
0.5,0.3,M,MD,capture,-3.4052848037827155e-05,-0.00023230321496535422,0.000138190278119954,2,4
0.5,0.3,M,MD,spearman,-0.001389633829435473,-0.005124805664231062,0.001230421938682738,2,4
0.5,0.3,M,MD,remaining_relative_error,3.7658353576608405e-06,-0.0003117105122746877,0.0003341506845277453,2,4
0.5,0.3,MD,MD,utility,0.0,0.0,0.0,0,4
0.5,0.3,MD,MD,capture,0.0,0.0,0.0,0,4
0.5,0.3,MD,MD,spearman,0.0,0.0,0.0,0,4
0.5,0.3,MD,MD,remaining_relative_error,0.0,0.0,0.0,0,4
0.5,0.3,MDH,MD,utility,0.0021838267159269217,-0.0005273092637525373,0.004894962695606381,3,4
