fold_id,task_id,setting,context,perturbation,error_centered_pearson_mean,error_centered_cosine_mean,directional_risk_frozen,baseline_predicted_magnitude,risk_model_disagreement,perturbation_novelty,context_novelty_scaled,dataset,magnitude,novelty,disagreement,source_seen,magnitude_plus_novelty,source_plus_magnitude_plus_novelty,direction_error_rank_target
E239_cellline_holdout_1_HepG2,HepG2::ANKS6,context_unseen,HepG2,ANKS6,0.008758677934757764,0.010276943445205688,0.3358440449587986,0.022488709539175,0.0654399148730918,0.5,1.0,Nadig,0.022488709539175,0.5,0.0654399148730918,-1.0,0.1219879518072289,0.2108433734939759,0.045180722891566265
E239_cellline_holdout_1_HepG2,HepG2::RCC1,context_unseen,HepG2,RCC1,0.012530312645553598,0.0144253671169281,0.361130619676032,0.0493113920092582,0.0584407896774354,0.5,1.0,Nadig,0.0493113920092582,0.5,0.0584407896774354,-1.0,0.411144578313253,0.4036144578313254,0.14457831325301204
E239_cellline_holdout_1_HepG2,HepG2::HUWE1,context_and_perturbation_unseen,HepG2,HUWE1,0.02556100239511422,0.02547597885131836,0.4026225514298627,0.0315881446003913,0.0475889076136515,1.0,1.0,Nadig,0.0315881446003913,1.0,0.0475889076136515,-1.0,0.483433734939759,0.45180722891566266,0.3373493975903614
E239_cellline_holdout_1_HepG2,HepG2::POLR1C,context_unseen,HepG2,POLR1C,0.007978516160655647,0.00945204496383667,0.3571408008042352,0.0451675876975059,0.0593538104654655,0.5,1.0,Nadig,0.0451675876975059,0.5,0.0593538104654655,-1.0,0.3689759036144578,0.3755020080321285,0.02108433734939759
E239_cellline_holdout_1_HepG2,HepG2::TNRC6A,context_unseen,HepG2,TNRC6A,0.01361826575997388,0.014311462640762329,0.3581945828316623,0.0468848273158073,0.0577645429579418,0.5,1.0,Nadig,0.0468848273158073,0.5,0.0577645429579418,-1.0,0.3930722891566265,0.391566265060241,0.16265060240963855
E239_cellline_holdout_1_HepG2,HepG2::EIF2B3,context_unseen,HepG2,EIF2B3,0.13064653457625908,0.12705039978027344,0.5172506676993529,0.1208627820014953,0.2188199184340709,0.5,1.0,Nadig,0.1208627820014953,0.5,0.2188199184340709,-1.0,0.6099397590361446,0.536144578313253,0.7289156626506024
E239_cellline_holdout_1_HepG2,HepG2::GTF3C6,context_unseen,HepG2,GTF3C6,0.017110097883319797,0.01985195279121399,0.3415199509352318,0.0260309353470802,0.0692339338835089,0.5,1.0,Nadig,0.0260309353470802,0.5,0.0692339338835089,-1.0,0.14608433734939757,0.22690763052208837,0.2680722891566265
E239_cellline_holdout_1_HepG2,HepG2::PCID2,context_unseen,HepG2,PCID2,0.012533965526863589,0.013442575931549072,0.3426045206417824,0.03632378205657,0.0491435678819696,0.5,1.0,Nadig,0.03632378205657,0.5,0.0491435678819696,-1.0,0.2756024096385542,0.3132530120481928,0.13253012048192772
E239_cellline_holdout_1_HepG2,HepG2::TMX2,context_and_perturbation_unseen,HepG2,TMX2,0.03632593632519049,0.037406980991363525,0.4126035425335595,0.0316454358398914,0.0676201665618914,1.0,1.0,Nadig,0.0316454358398914,1.0,0.0676201665618914,-1.0,0.4864457831325301,0.45381526104417674,0.4036144578313253
E239_cellline_holdout_1_HepG2,HepG2::CCDC115,context_unseen,HepG2,CCDC115,0.028646946034191545,0.03994479775428772,0.5100455021538723,0.089950293302536,0.1381809869853827,1.0,1.0,Nadig,0.089950293302536,1.0,0.1381809869853827,-1.0,0.8207831325301205,0.6767068273092369,0.39457831325301207
E239_cellline_holdout_1_HepG2,HepG2::RRP7A,context_unseen,HepG2,RRP7A,0.06666083671165013,0.06601294875144958,0.4095308774675675,0.0713168829679489,0.1085442320751438,0.5,1.0,Nadig,0.0713168829679489,0.5,0.1085442320751438,-1.0,0.5225903614457832,0.4779116465863454,0.5843373493975904
E239_cellline_holdout_1_HepG2,HepG2::TBCA,context_unseen,HepG2,TBCA,0.0190484791799857,0.021745800971984863,0.4473379339659225,0.0578910149633884,0.0809488743557668,1.0,1.0,Nadig,0.0578910149633884,1.0,0.0809488743557668,-1.0,0.7033132530120482,0.5983935742971888,0.29819277108433734
E239_cellline_holdout_1_HepG2,HepG2::NSMCE2,context_unseen,HepG2,NSMCE2,0.0134998745568225,0.020675331354141235,0.4260322352409927,0.04792270809412,0.059502859841004,1.0,1.0,Nadig,0.04792270809412,1.0,0.059502859841004,-1.0,0.6551204819277108,0.5662650602409638,0.2289156626506024
E239_cellline_holdout_1_HepG2,HepG2::MAD2L2,context_unseen,HepG2,MAD2L2,0.01151359996344048,0.014343470335006714,0.4074524913993339,0.0308643486350774,0.0589090964786102,1.0,1.0,Nadig,0.0308643486350774,1.0,0.0589090964786102,-1.0,0.4743975903614458,0.4457831325301205,0.13253012048192772
E239_cellline_holdout_1_HepG2,HepG2::SMG5,context_unseen,HepG2,SMG5,0.043002480469291504,0.04200255870819092,0.4223755527438864,0.0467556044459342,0.0546450613036241,1.0,1.0,Nadig,0.0467556044459342,1.0,0.0546450613036241,-1.0,0.6400602409638554,0.5562248995983935,0.46084337349397586
E239_cellline_holdout_1_HepG2,HepG2::ZNF207,context_and_perturbation_unseen,HepG2,ZNF207,0.029596349077465722,0.03035736083984375,0.4014854844786097,0.0285348650068044,0.0519020641089671,1.0,1.0,Nadig,0.0285348650068044,1.0,0.0519020641089671,-1.0,0.43524096385542166,0.4196787148594378,0.3704819277108434
E239_cellline_holdout_1_HepG2,HepG2::MIS18BP1,context_unseen,HepG2,MIS18BP1,0.021259117167492347,0.021258294582366943,0.3358245563411074,0.0302185714244842,0.0486680405967406,0.5,1.0,Nadig,0.0302185714244842,0.5,0.0486680405967406,-1.0,0.21234939759036142,0.2710843373493976,0.30722891566265065
E239_cellline_holdout_1_HepG2,HepG2::NCL,context_unseen,HepG2,NCL,0.04849576507179615,0.04871746897697449,0.3502969369851508,0.0407459437847137,0.0551048978232792,0.5,1.0,Nadig,0.0407459437847137,0.5,0.0551048978232792,-1.0,0.3117469879518072,0.3373493975903615,0.4969879518072289
E239_cellline_holdout_1_HepG2,HepG2::MYC,context_unseen,HepG2,MYC,0.0900696867943726,0.09770634770393372,0.5462891207747849,0.1471336334943771,0.2476567938647076,0.5,1.0,Nadig,0.1471336334943771,0.5,0.2476567938647076,-1.0,0.6189759036144579,0.5421686746987951,0.6927710843373494
E239_cellline_holdout_1_HepG2,HepG2::BOP1,context_unseen,HepG2,BOP1,0.04440673363378056,0.04364129900932312,0.352250656165426,0.0419477261602878,0.056448722346563,0.5,1.0,Nadig,0.0419477261602878,0.5,0.056448722346563,-1.0,0.32680722891566266,0.34738955823293177,0.4668674698795181
E239_cellline_holdout_1_HepG2,HepG2::VPS54,context_unseen,HepG2,VPS54,0.01691673501892499,0.020022451877593994,0.4491536203230999,0.0587170906364917,0.0828272371915297,1.0,1.0,Nadig,0.0587170906364917,1.0,0.0828272371915297,-1.0,0.7183734939759037,0.608433734939759,0.2680722891566265
E239_cellline_holdout_1_HepG2,HepG2::HAUS8,context_unseen,HepG2,HAUS8,0.013629069750124567,0.01523008942604065,0.3600307101506168,0.0479386113584041,0.0591912724740993,0.5,1.0,Nadig,0.0479386113584041,0.5,0.0591912724740993,-1.0,0.4081325301204819,0.4016064257028113,0.1897590361445783
E239_cellline_holdout_1_HepG2,HepG2::GLB1,context_unseen,HepG2,GLB1,0.05738662701761538,0.05962643027305603,0.4095350820772345,0.0375710763037204,0.0485968271392764,1.0,1.0,Nadig,0.0375710763037204,1.0,0.0485968271392764,-1.0,0.5436746987951807,0.49196787148594384,0.5692771084337349
E239_cellline_holdout_1_HepG2,HepG2::TOMM22,context_and_perturbation_unseen,HepG2,TOMM22,0.0510009556833963,0.0510600209236145,0.4319628546235726,0.0459954626858234,0.0756507817608177,1.0,1.0,Nadig,0.0459954626858234,1.0,0.0756507817608177,-1.0,0.6340361445783133,0.5522088353413656,0.5210843373493976
E239_cellline_holdout_1_HepG2,HepG2::EEFSEC,context_unseen,HepG2,EEFSEC,0.016319369991209143,0.01692560315132141,0.3723045566752309,0.0497754476964473,0.0800005365535799,0.5,1.0,Nadig,0.0497754476964473,0.5,0.0800005365535799,-1.0,0.42319277108433734,0.41164658634538154,0.23795180722891565
E239_cellline_holdout_1_HepG2,HepG2::RPL36A,context_and_perturbation_unseen,HepG2,RPL36A,0.048467171228409656,0.052631497383117676,0.5121436718302254,0.0879739671945571,0.1466960329339914,1.0,1.0,Nadig,0.0879739671945571,1.0,0.1466960329339914,-1.0,0.8117469879518072,0.6706827309236948,0.5150602409638554
E239_cellline_holdout_1_HepG2,HepG2::HNRNPA1,context_unseen,HepG2,HNRNPA1,0.045719501908210336,0.04940921068191528,0.3467955756842761,0.0413371436297893,0.0467546211321651,0.5,1.0,Nadig,0.0413371436297893,0.5,0.0467546211321651,-1.0,0.3177710843373494,0.3413654618473896,0.4879518072289156
E239_cellline_holdout_1_HepG2,HepG2::GNL3,context_unseen,HepG2,GNL3,0.07982234886817868,0.0784345269203186,0.4117535894489139,0.0383972339332103,0.0512884556643693,1.0,1.0,Nadig,0.0383972339332103,1.0,0.0512884556643693,-1.0,0.552710843373494,0.4979919678714859,0.6536144578313252
E239_cellline_holdout_1_HepG2,HepG2::SASS6,context_unseen,HepG2,SASS6,0.013935975724985616,0.014721721410751343,0.4323004305710831,0.0493147186934948,0.0691474118491217,1.0,1.0,Nadig,0.0493147186934948,1.0,0.0691474118491217,-1.0,0.6641566265060241,0.572289156626506,0.1897590361445783
E239_cellline_holdout_1_HepG2,HepG2::SCAP,context_and_perturbation_unseen,HepG2,SCAP,0.02954412313568122,0.03877905011177063,0.4564635143339598,0.063511848449707,0.0872095708189453,1.0,1.0,Nadig,0.063511848449707,1.0,0.0872095708189453,-1.0,0.7394578313253012,0.6224899598393575,0.3885542168674699
E239_cellline_holdout_1_HepG2,HepG2::RPL24,context_unseen,HepG2,RPL24,0.1778100253568679,0.17719566822052002,0.4176066025976756,0.0774269104003906,0.1116259481069649,0.5,1.0,Nadig,0.0774269104003906,0.5,0.1116259481069649,-1.0,0.5436746987951807,0.49196787148594384,0.7650602409638554
E239_cellline_holdout_1_HepG2,HepG2::DDX56,context_unseen,HepG2,DDX56,0.06892490558215442,0.06745505332946777,0.3910296998936502,0.0613087154924869,0.0928478571145748,0.5,1.0,Nadig,0.0613087154924869,0.5,0.0928478571145748,-1.0,0.48042168674698793,0.44979919678714864,0.5933734939759037
E239_cellline_holdout_1_HepG2,HepG2::RPP30,context_unseen,HepG2,RPP30,0.055820467574172694,0.05564749240875244,0.4486023182962456,0.0594081319868564,0.0802180872903085,1.0,1.0,Nadig,0.0594081319868564,1.0,0.0802180872903085,-1.0,0.7213855421686747,0.6104417670682731,0.5542168674698795
E239_cellline_holdout_1_HepG2,HepG2::SF3B3,context_and_perturbation_unseen,HepG2,SF3B3,0.18535069152977163,0.18161195516586304,0.4220166679528033,0.0448270589113235,0.0580949861033838,1.0,1.0,Nadig,0.0448270589113235,1.0,0.0580949861033838,-1.0,0.6129518072289156,0.5381526104417671,0.7710843373493976
E239_cellline_holdout_1_HepG2,HepG2::HMGCS1,context_unseen,HepG2,HMGCS1,0.05157759247315946,0.05212685465812683,0.4490002040441589,0.0601093508303165,0.0795036641864726,1.0,1.0,Nadig,0.0601093508303165,1.0,0.0795036641864726,-1.0,0.7243975903614457,0.6124497991967871,0.5301204819277108
E239_cellline_holdout_1_HepG2,HepG2::DSTYK,context_unseen,HepG2,DSTYK,0.00985250985758862,0.00989636778831482,0.3402609632677759,0.0342404022812843,0.0489208755913062,0.5,1.0,Nadig,0.0342404022812843,0.5,0.0489208755913062,-1.0,0.2545180722891566,0.2991967871485944,0.045180722891566265
E239_cellline_holdout_1_HepG2,HepG2::RBM33,context_unseen,HepG2,RBM33,0.01508062080815159,0.015065938234329224,0.3447901736387166,0.0372674129903316,0.0515145616826934,0.5,1.0,Nadig,0.0372674129903316,0.5,0.0515145616826934,-1.0,0.29066265060240964,0.323293172690763,0.20481927710843373
E239_cellline_holdout_1_HepG2,HepG2::RAN,context_unseen,HepG2,RAN,0.05485712468776227,0.05406218767166138,0.3383497272942318,0.033906053751707,0.0457851412257858,0.5,1.0,Nadig,0.033906053751707,0.5,0.0457851412257858,-1.0,0.24849397590361444,0.29518072289156627,0.5421686746987953
E239_cellline_holdout_1_HepG2,HepG2::CLASRP,context_unseen,HepG2,CLASRP,0.009438739967431997,0.011589974164962769,0.337335953381953,0.0302290879189968,0.0516973398988366,0.5,1.0,Nadig,0.0302290879189968,0.5,0.0516973398988366,-1.0,0.2183734939759036,0.2751004016064257,0.06927710843373494
E239_cellline_holdout_1_HepG2,HepG2::TUBB2A,context_unseen,HepG2,TUBB2A,0.012645268237500285,0.013350427150726318,0.334340240919314,0.0302243307232856,0.0456581974458149,0.5,1.0,Nadig,0.0302243307232856,0.5,0.0456581974458149,-1.0,0.21536144578313254,0.27309236947791166,0.1325301204819277
E239_cellline_holdout_1_HepG2,HepG2::PABPC1,context_unseen,HepG2,PABPC1,0.1683482445692563,0.19429612159729004,0.3974915958699535,0.0680543482303619,0.0912947921613796,0.5,1.0,Nadig,0.0680543482303619,0.5,0.0912947921613796,-1.0,0.5105421686746988,0.46987951807228917,0.7650602409638554
E239_cellline_holdout_1_HepG2,HepG2::LIN54,context_unseen,HepG2,LIN54,0.006655575651240586,0.008695274591445923,0.3337572706797999,0.0295202899724245,0.0460049756724394,0.5,1.0,Nadig,0.0295202899724245,0.5,0.0460049756724394,-1.0,0.2063253012048193,0.26706827309236947,0.012048192771084338
E239_cellline_holdout_1_HepG2,HepG2::ZNHIT3,context_unseen,HepG2,ZNHIT3,0.012720779837900487,0.012928158044815063,0.4262175543752715,0.0452826581895351,0.0655918963480685,1.0,1.0,Nadig,0.0452826581895351,1.0,0.0655918963480685,-1.0,0.6219879518072289,0.5441767068273092,0.12951807228915663
E239_cellline_holdout_1_HepG2,HepG2::CENPJ,context_and_perturbation_unseen,HepG2,CENPJ,0.06938264877786393,0.06805071234703064,0.4570941674113972,0.0637790039181709,0.0879047896124892,1.0,1.0,Nadig,0.0637790039181709,1.0,0.0879047896124892,-1.0,0.7454819277108433,0.6265060240963854,0.6054216867469879
E239_cellline_holdout_1_HepG2,HepG2::EIF4B,context_unseen,HepG2,EIF4B,0.020102435522555306,0.02083486318588257,0.3503574378242353,0.0318310186266899,0.0745248493611881,0.5,1.0,Nadig,0.0318310186266899,0.5,0.0745248493611881,-1.0,0.23945783132530118,0.2891566265060241,0.29518072289156627
E239_cellline_holdout_1_HepG2,HepG2::TMEM242,context_and_perturbation_unseen,HepG2,TMEM242,0.013428952331479616,0.014071404933929443,0.3991521860559582,0.024484634399414,0.0559576509032486,1.0,1.0,Nadig,0.024484634399414,1.0,0.0559576509032486,-1.0,0.375,0.3795180722891566,0.14457831325301207
E239_cellline_holdout_1_HepG2,HepG2::IARS2,context_and_perturbation_unseen,HepG2,IARS2,0.08919409844926013,0.08772531151771545,0.4042127471755586,0.0349150262773036,0.0435985286680044,1.0,1.0,Nadig,0.0349150262773036,1.0,0.0435985286680044,-1.0,0.5135542168674698,0.47188755020080314,0.677710843373494
E239_cellline_holdout_1_HepG2,HepG2::GNL3L,context_unseen,HepG2,GNL3L,0.046544280564275675,0.045923978090286255,0.368770203530934,0.0527073703706264,0.066516769144196,0.5,1.0,Nadig,0.0527073703706264,0.5,0.066516769144196,-1.0,0.43524096385542166,0.4196787148594378,0.47891566265060237
E239_cellline_holdout_1_HepG2,HepG2::LAS1L,context_unseen,HepG2,LAS1L,0.05806619776077815,0.057995229959487915,0.3939326397386223,0.0638760104775428,0.0931526357011485,0.5,1.0,Nadig,0.0638760104775428,0.5,0.0931526357011485,-1.0,0.49849397590361444,0.46184738955823296,0.5692771084337349
E239_cellline_holdout_1_HepG2,HepG2::ARCN1,context_unseen,HepG2,ARCN1,0.08186967669488637,0.09079873561859131,0.3322793592033823,0.0271790623664855,0.0480884921314359,0.5,1.0,Nadig,0.0271790623664855,0.5,0.0480884921314359,-1.0,0.16415662650602408,0.2389558232931727,0.6746987951807228
E239_cellline_holdout_1_HepG2,HepG2::RPS9,context_unseen,HepG2,RPS9,0.1230915730169822,0.11986649036407471,0.4417548277098102,0.0891078189015388,0.1351048644797062,0.5,1.0,Nadig,0.0891078189015388,0.5,0.1351048644797062,-1.0,0.5677710843373494,0.5080321285140562,0.7228915662650602
E239_cellline_holdout_1_HepG2,HepG2::GPN1,context_unseen,HepG2,GPN1,0.0524872247322985,0.055492103099823,0.4507000972308949,0.0932572782039642,0.1441864715635419,0.5,1.0,Nadig,0.0932572782039642,0.5,0.1441864715635419,-1.0,0.5768072289156626,0.5140562248995985,0.5451807228915663
E239_cellline_holdout_1_HepG2,HepG2::LSM7,context_unseen,HepG2,LSM7,0.06002342462839111,0.06132575869560242,0.4196648230052528,0.0442021526396274,0.054698459518368,1.0,1.0,Nadig,0.0442021526396274,1.0,0.054698459518368,-1.0,0.6039156626506024,0.5321285140562249,0.5783132530120482
E239_cellline_holdout_1_HepG2,HepG2::IPO11,context_unseen,HepG2,IPO11,0.016181034111828085,0.017771363258361816,0.3415420418261927,0.0333458222448825,0.0534443034413098,0.5,1.0,Nadig,0.0333458222448825,0.5,0.0534443034413098,-1.0,0.24548192771084337,0.2931726907630522,0.23795180722891568
E239_cellline_holdout_1_HepG2,HepG2::MIOS,context_unseen,HepG2,MIOS,0.01098472461586314,0.01139792799949646,0.3546460879744624,0.0434755720198154,0.0579787099279355,0.5,1.0,Nadig,0.0434755720198154,0.5,0.0579787099279355,-1.0,0.34487951807228917,0.3594377510040161,0.0783132530120482
E239_cellline_holdout_1_HepG2,HepG2::PDCD11,context_unseen,HepG2,PDCD11,0.09087177791866319,0.09000217914581299,0.4607065976172685,0.0977062433958053,0.1547627639759976,0.5,1.0,Nadig,0.0977062433958053,0.5,0.1547627639759976,-1.0,0.5918674698795181,0.5240963855421686,0.6867469879518072
E239_cellline_holdout_1_HepG2,HepG2::MCM7,context_unseen,HepG2,MCM7,0.01246699022213138,0.01295498013496399,0.3333651860179694,0.0274716336280107,0.0496478567947524,0.5,1.0,Nadig,0.0274716336280107,0.5,0.0496478567947524,-1.0,0.17319277108433734,0.24497991967871488,0.12048192771084337
E239_cellline_holdout_1_HepG2,HepG2::AATF,context_unseen,HepG2,AATF,0.09715099869473431,0.0981721580028534,0.4154733063458188,0.0412893891334533,0.0525393943540025,1.0,1.0,Nadig,0.0412893891334533,1.0,0.0525393943540025,-1.0,0.5647590361445782,0.5060240963855421,0.7048192771084337
E239_cellline_holdout_1_HepG2,HepG2::RPS19BP1,context_unseen,HepG2,RPS19BP1,0.06966238313608752,0.06798839569091797,0.4545397709174041,0.0937044396996498,0.1509722259847933,0.5,1.0,Nadig,0.0937044396996498,0.5,0.1509722259847933,-1.0,0.5798192771084337,0.5160642570281125,0.6054216867469879
E239_cellline_holdout_1_HepG2,HepG2::ESYT1,context_and_perturbation_unseen,HepG2,ESYT1,0.02848237540929055,0.028815746307373047,0.3987924310473618,0.0269045662134885,0.0499928452412238,1.0,1.0,Nadig,0.0269045662134885,1.0,0.0499928452412238,-1.0,0.4081325301204819,0.4016064257028112,0.35542168674698793
E239_cellline_holdout_1_HepG2,HepG2::DDX55,context_unseen,HepG2,DDX55,0.04705455850488793,0.05138543248176575,0.5196033617166771,0.0951118916273117,0.1463087011901837,1.0,1.0,Nadig,0.0951118916273117,1.0,0.1463087011901837,-1.0,0.8328313253012047,0.6847389558232931,0.5030120481927711
E239_cellline_holdout_1_HepG2,HepG2::TIMM13,context_unseen,HepG2,TIMM13,0.041637181766797315,0.04398012161254883,0.480270052588932,0.1022108569741249,0.1845175865880589,0.5,1.0,Nadig,0.1022108569741249,0.5,0.1845175865880589,-1.0,0.5948795180722891,0.5261044176706827,0.4608433734939759
E239_cellline_holdout_1_HepG2,HepG2::WDR46,context_unseen,HepG2,WDR46,0.03337680540509358,0.033755332231521606,0.4806529497342793,0.0757224038243293,0.1096252006687443,1.0,1.0,Nadig,0.0757224038243293,1.0,0.1096252006687443,-1.0,0.7876506024096386,0.6546184738955824,0.39156626506024095
E239_cellline_holdout_1_HepG2,HepG2::HSPA8,context_unseen,HepG2,HSPA8,0.031262788555676935,0.03111216425895691,0.3364142963300962,0.031276736408472,0.0475683745570379,0.5,1.0,Nadig,0.031276736408472,0.5,0.0475683745570379,-1.0,0.22740963855421686,0.28112449799196787,0.3825301204819277
E239_cellline_holdout_1_HepG2,HepG2::FAU,context_unseen,HepG2,FAU,0.11091487255959709,0.10933136940002441,0.4947161515720834,0.1137562021613121,0.1886978068824126,0.5,1.0,Nadig,0.1137562021613121,0.5,0.1886978068824126,-1.0,0.6009036144578314,0.5301204819277109,0.7108433734939759
E239_cellline_holdout_1_HepG2,HepG2::RNF14,context_and_perturbation_unseen,HepG2,RNF14,0.010377361749508374,0.012206703424453735,0.4228040856204154,0.0436379611492157,0.0622590625085318,1.0,1.0,Nadig,0.0436379611492157,1.0,0.0622590625085318,-1.0,0.5978915662650602,0.5281124497991968,0.09036144578313253
E239_cellline_holdout_1_HepG2,HepG2::EIF2B4,context_and_perturbation_unseen,HepG2,EIF2B4,0.1489948697554157,0.1454496681690216,0.4315402986040854,0.0497840940952301,0.0665963891686296,1.0,1.0,Nadig,0.0497840940952301,1.0,0.0665963891686296,-1.0,0.6762048192771084,0.5803212851405622,0.7469879518072289
E239_cellline_holdout_1_HepG2,HepG2::NOP58,context_and_perturbation_unseen,HepG2,NOP58,0.07418529694653087,0.07305458188056946,0.4663570049524054,0.0688777714967727,0.0955727535276368,1.0,1.0,Nadig,0.0688777714967727,1.0,0.0955727535276368,-1.0,0.766566265060241,0.6405622489959839,0.6295180722891567
