path,rows,bytes,sha256
/home/yyf/data/safeconf_cpu/e215_20260918/E215_SUBSAMPLE_DRAWS.csv,204000,25396130,ebe9d9d0ffca6af7341fe719b233386008b5e0703f4125735c3cdf8a918c625d
