fraction,formula,n_studies,score_spearman_median,score_spearman_p05,top20_jaccard_median,top20_jaccard_p05,delta_outcome_spearman_mean,delta_utility20_mean
0.25,fixed_80_20,8,0.98880167829082044,0.94711720691599499,0.97359006734006737,0.5950514776617718,-0.002730223815600839,0.003514056811218298
0.25,one_sided_025,8,0.99544660569045196,0.97396715031639913,1,0.81760912698412702,-0.0039607916047040646,-0.0010316633764223325
0.5,fixed_80_20,8,0.99530347136067054,0.98421346766923357,0.96182351226034024,0.74819733521355558,-0.0021408425219229263,0.0024256936510569827
0.5,one_sided_025,8,0.99809897440011641,0.99300810393944028,1,0.88466927716001376,-0.0021779787362548285,-0.00097290648866269814
0.75,fixed_80_20,8,0.99838302734430273,0.9951037420017369,0.97458729807867739,0.84790371426147293,-0.0009964391476588127,0.00063395454054122793
0.75,one_sided_025,8,0.9993263057937708,0.99797264765990346,1,0.94021335364233316,-0.00078281644270488467,-0.00061711118108218044
