e170_global_target_rank,panel_id,panel_target_rank,ensembl_core,perturbed_gene_name,n_identity_complete_guides,eligible_guide_ids,expression_axis_id_unique,expression_axis_gene_name,target_name_matches_expression_axis,expression_axis_name_unique,scgpt_token,in_scgpt_vocabulary,eligible_target,target_selection_sha256,column_unseen_sha256,e170_selection_sha256,e170_column_unseen_sha256,target_stratum,perturbation_support_contexts_pretruth,excluded_e168_primary_target,selection_used_expression_abundance_effect_or_error
620,P04,20,ENSG00000120910,PPP3CC,2,PPP3CC-1+PPP3CC-2,True,PPP3CC,True,True,PPP3CC,True,True,bef9c717986ef462147f3a2771a5e398e9286aa7d02927ef8a56c22bad4afca1,3e3071c8edce5eecb586abf0551848d56d781bb6ff233c13ca538f3066e226f6,1eb86d3cfd57afc28d210f9fbda0d43236d006b21be94836935a69864e18ac35,2ad4a6c377bb8dc7071c1f9f6fffe4774c3668c651623ac0d8176a3cce1465a1,COLUMN_UNSEEN,0,True,False
621,P04,21,ENSG00000164114,MAP9,2,MAP9-1+MAP9-2,True,MAP9,True,True,MAP9,True,True,5cfbae3e0164f6ca4322085bf740534fe4186715001bc5ab300cc2fed7e2ba0d,5940dce48e7d3c1187c135fb508d425765a7044e0328939f2ca55c9c20ad3c7b,1ec07d31f2def2e0eefe14cdfe6719c84535c63172fe3bc27f3a9a7654b37b7e,01c2f2dde0102a7f94463b9af586849fa7884f16c96e0912c0eb76c83f00cd27,COLUMN_UNSEEN,0,True,False
622,P04,22,ENSG00000103942,HOMER2,2,HOMER2-1+HOMER2-2,True,HOMER2,True,True,HOMER2,True,True,8bcc481a4b8c1be164e4b9c9a80a5717e8a5a9944dc4b83b303f3dee136ee17b,d79daf97abcce1175494fca8a9db47412b858041a8c6b646f0a2166982438e90,1ec76e4390bfe37a0b204180c49786acd1f711409e005907cd2af5e6c65f492d,772751ab23451e7dbfac5f5ec7a055378867c34879a00cc6d1375e432e04b54f,DONOR_UNSEEN_ONLY,6,True,False
623,P04,23,ENSG00000104921,FCER2,2,FCER2-1+FCER2-2,True,FCER2,True,True,FCER2,True,True,6f6bd21e174feddd23826c39050319c6d11c36b94da09b917b77e400e09d385b,9b69a98f369e2931ce30a77552b4dc520abdcc6bd5a0a2619eec5124d342cdb3,1ed0e55282e090a7a66592e0c6fd6f95722e9908f081a760ad22f32f53d86fa6,ea6b9312539c561fefcf1eb390ae13a017fb5d4fb4f1feec19c87144395c20ac,DONOR_UNSEEN_ONLY,6,True,False
624,P04,24,ENSG00000130684,ZNF337,2,ZNF337-1+ZNF337-2,True,ZNF337,True,True,ZNF337,True,True,8697f3c3e10a312aac3fa00af03a6101a3564db37a0a7a2f283bc7229211d4d8,4b66f54473e0e5a05aedd74e9c6b4143e34cb12c40df13c7113e52c8b69546cb,1f02d2bc98fe369cb73b99f14c67b1a6733a91626b613eb61ba6efd847772a03,548a8f0a6a6aa60a3b47769f9acca43b860918cc8ca4438f237cba33cb492560,DONOR_UNSEEN_ONLY,6,True,False
625,P04,25,ENSG00000102119,EMD,2,EMD-1+EMD-2,True,EMD,True,True,EMD,True,True,8fa5d36ce49fad6d18dc865d42fcba2ab3e7adfe090dda58c07f966acdb640ea,a1ef849c9d11eefccf10e38f52b8f67e8c68dd9be1bc309767b6ddb773f410d4,1f05ccca1e24489353762f1b79f5842d2d7ade50c9cc1f298dfc28c138ec0a18,6262b4f6422e526a971929423676d991f441518f5bbfdf4b1e120e6dd88f595b,DONOR_UNSEEN_ONLY,6,True,False
626,P04,26,ENSG00000174004,NRROS,2,NRROS-1+NRROS-2,True,NRROS,True,True,NRROS,True,True,d6af4e6d8f63c9a16059d2ac68768b19cc3fd435e99ec60239646640fd6af3f8,4904bfc720e80f904ddf8e1fe0f4870d2b554a9f2954e906c30df72ed9085b63,1f11a5a21ae3736d6f25d94371a32aff7a45995be3d3c14039204f068255adec,695d9cdf7006ef8397efa6dbc11b8bc4e8e352dfec03951c0e7ee3ccfe17f084,DONOR_UNSEEN_ONLY,6,True,False
627,P04,27,ENSG00000154059,IMPACT,2,IMPACT-1+IMPACT-2,True,IMPACT,True,True,IMPACT,True,True,cfef73a67c1d9f9e6577a1a18d0df0cb2f56962fb0018ce4dc29cd28e241c064,6207a08e06284924a94da0c77d793d9b865eab4be2765a0f413ae81ae02fdcda,1f11d49343b69efddb2d311d530212877d852a3d74683c9184ebe74ad6324df2,3bcf381803d95ce71b9e1952599c657e31c2ae8b1a027c81ed9d7d910918ecfb,DONOR_UNSEEN_ONLY,6,True,False
628,P04,28,ENSG00000196569,LAMA2,2,LAMA2-1+LAMA2-2,True,LAMA2,True,True,LAMA2,True,True,b7f57fdb622c57bd5b4a6be2bb5d8c2dda419edb48455a3d775fe6b4c7aab744,bae6bbb1670d20c6c0aeecbf9f4b20c7471eabb3fc652b235c88bc870566b38d,1f261e6bc5d59bbf09a29e28b468d3611fbec0b457c1a4844e45c1fc00b8e24e,731c49146c4afa976331a69cbee33ecae83a79646161befdd45586ea264e8a41,DONOR_UNSEEN_ONLY,6,True,False
629,P04,29,ENSG00000170222,ADPRM,2,ADPRM-1+ADPRM-2,True,ADPRM,True,True,ADPRM,True,True,dd1c1857c05c9e4ad25621dc72adc52914165a9150fadc16bb064c95829eb2c3,a8e78024f7fa3588a9b0d1dc86e5bc770acd9c368759ce87306df4d4faa434b6,1f26244251b413f50b357d2ec01112883050119ea89452d80be7e52958527abb,c9cf8def89a1f293dd9d2cd47f5d3e949f4636661b49b12f5f5be7916ce84ec6,DONOR_UNSEEN_ONLY,6,True,False
630,P04,30,ENSG00000138709,LARP1B,2,LARP1B-1+LARP1B-2,True,LARP1B,True,True,LARP1B,True,True,98128901d35debba959b96b8b4e00eec17982c888affa6ffaeb82028f4179f74,7b26fc2c0539b4ab0e98b7a8e5fbd995c2a033247fcee3cd42b883c2621c9d9c,1f2fcf25e7e33aa23739fd8a26859c7947b119d1ee864bdddc47a5b9f67c5617,fa044648869581b7049497e2e499862647df32ce2a8991f6cc457181208ba5e9,DONOR_UNSEEN_ONLY,6,True,False
631,P04,31,ENSG00000189319,FAM53B,2,FAM53B-1+FAM53B-2,True,FAM53B,True,True,FAM53B,True,True,f56bb3707f3b946aa0a5621a89113c2477de2f205c6f779f97e5f93cea614d62,fd80bb87af2d6cf01feebc68b69f62418977a507beaa6e076d28a6ddd579623b,1f411f2a09e9ac0545099714813cf52d32d82d5b966f463dfb97c0385ea59654,6a79dbca49aa39d22498d7c2e6e503152e25d388459a7a7fc8b2f43cb521f444,DONOR_UNSEEN_ONLY,6,True,False
632,P04,32,ENSG00000178980,SELENOW,2,SELENOW-1+SELENOW-2,True,SELENOW,True,True,SELENOW,True,True,acc6ebda2fd9e8cb7a1b009848aa92b340a2680206f9238adb8561410a73035f,d5bd68a225f166f3517f4c9966ff74bcb78c2a090c6f14d2c96262a93cf2d472,1f6f4ef09df37340dba5b31170b9307a404e6918199712cdfed7dea00fc41036,abcf15878d7702e1034396bbb9f642fdd2c5514f108c7f1c7641dd491d08bf16,DONOR_UNSEEN_ONLY,6,True,False
633,P04,33,ENSG00000123728,RAP2C,2,RAP2C-1+RAP2C-2,True,RAP2C,True,True,RAP2C,True,True,68f7126f8f0962d0e2b9fba445f9f4576a5758d7ddc527f2b1e2fdad3aa9e8bc,4e7d343a8c3c61b98f7ab2af78709321214612fd25bba8cd1d87ca6b1d39039b,1f7c8c2590f1c7cbe4a4488e039faea19279cc836237d599375485d198feec1c,25a994822abead7d365efbab894b5f04f0784cfda75a9bc662754f0f20ab23e3,COLUMN_UNSEEN,0,True,False
634,P04,34,ENSG00000135119,RNFT2,2,RNFT2-1+RNFT2-2,True,RNFT2,True,True,RNFT2,True,True,691982df764bd607fc7767ce43c245e17832af31ccba63b7c41bd7e88916864a,cd25fe642d6e0938e9865539b5da28856c9f154403fd6ec4cb29b2dc9c33e541,1f7deeb3a6d3f2d69c139342a4623bce695ed6e7e15351a6d030619548536375,79db1108ef39c041d81d9a42d25c499e7f89ac885a7053eff4b085a2ff1f80f6,DONOR_UNSEEN_ONLY,6,True,False
635,P04,35,ENSG00000101577,LPIN2,2,LPIN2-1+LPIN2-2,True,LPIN2,True,True,LPIN2,True,True,8e82ae10dba74894d566cf66cf12aafa3d9a2920e14581b1f133ed5981f4c43f,eff1afbd008d6763e895d0598ba623ddefea7a791e0515ba0fe14b9d7e706208,1f8d48138240c25ac64af573f6c5dc2226e2a04e8e7b0d862430e70987c47822,a44b72d4f58936a672ad3842942e57afa6457c2274d1e98abebd36de4649db31,DONOR_UNSEEN_ONLY,6,True,False
636,P04,36,ENSG00000166166,TRMT61A,2,TRMT61A-1+TRMT61A-2,True,TRMT61A,True,True,TRMT61A,True,True,b628587c237d7a29e0202c8b456aba05abb95a4ac83b52051d4006067966364e,68ccba557ff6ce6ffb592a862f2042f8e84bd7a8a69f4089dfc113ad2517a910,1f968cf1d77ad7a4bcd06341b613e8eb6e67552d455fba840991859b8f9e7fc1,72bfc4ecb85e905177045081f5a1e0139155065907c3813b7abefb6ef0e9e35b,DONOR_UNSEEN_ONLY,6,True,False
637,P04,37,ENSG00000177045,SIX5,2,SIX5-1+SIX5-2,True,SIX5,True,True,SIX5,True,True,5e622e44018b5faa3a2de2e212179ce1189e32a36c7757ff01c477beda599c50,c72b13376d1346f7ee06856ae1d90e52405af274944c32c106c1424346706ff1,1f9ae57b2adf780ca6de3e819006293a9632d88050e81ca19dd0115b509b620a,5bd981a68860e82b4df7677b907ed8821fcee128bd7f6650296b855f0d8ac56b,DONOR_UNSEEN_ONLY,6,True,False
638,P04,38,ENSG00000133069,TMCC2,2,TMCC2-1+TMCC2-2,True,TMCC2,True,True,TMCC2,True,True,ec97e08d8798f02afc9d771a997bbc0d4f8319f22198d8225a8cfc7397bca3db,72c2f1991b90e7b58c73b61545ab4af1aa916504b2f789c09a1c5954b3818b30,1fa5d2af341067bdba78308bcd43d79b67eda19f89ef6138de186db94d043b53,4d4ccdc50373b0c480e2a803207d09c7374cd8aa94247c49db015f4e60d8e93e,DONOR_UNSEEN_ONLY,6,True,False
639,P04,39,ENSG00000180488,MIGA1,2,MIGA1-1+MIGA1-2,True,MIGA1,True,True,MIGA1,True,True,94b9c98cc78567be5a5aa1ee2676ec95c13bbce16347dc0938fa8b1e38600007,4f061516eb0caa47be2e4eb9bc1ca5d22a63a39aefd07d82378989b5937e7cce,1fab0473b2ee12148f1d6c8a26487aed680949c3281cbda9e95a39d3d749073e,0f7ae756ab4365110323ce724baf88d240afa0081a78779011a5635fcba5287c,COLUMN_UNSEEN,0,True,False
640,P04,40,ENSG00000167384,ZNF180,2,ZNF180-1+ZNF180-2,True,ZNF180,True,True,ZNF180,True,True,331e43cea18830e04e6ed080c4d68b0f63a65af5a195922b58fd1b44270029d6,2463e19f0c27199dd9477c2bde174fc40d3bcefc210b540ce93ed69085956cbc,1fc4a6ac775515fd26535e53db88bcb0b88b6a120813059559ac787416f69b13,a1c104d3239d7035cd581ac9bb9b6d53dc00ba538261abce6390d5d7e9d3ca8d,DONOR_UNSEEN_ONLY,6,True,False
641,P04,41,ENSG00000173914,RBM4B,2,RBM4B-1+RBM4B-2,True,RBM4B,True,True,RBM4B,True,True,6ebd89ab4ec4f1cea7899ef39fc61483a1d03df889eeb34de8bf040bf00a1798,c52c056ea8f8a277e703462adff0ac9bdadae00843146c1973311253dcbc5ac8,1fc6bdc838e983ab790c3ee5a3635bd4c45ae16538f4f4ca1ae0f92f52ddd6ca,5ec9f34764be06aff96124d75ae5268b52ac32764210bcb78ed98b20ffdb9482,DONOR_UNSEEN_ONLY,6,True,False
642,P04,42,ENSG00000010539,ZNF200,2,ZNF200-1+ZNF200-2,True,ZNF200,True,True,ZNF200,True,True,9681f89ea784512b98d2bc66201a5bbfcbb4e9ff4d3704f8626c0cf0419ec245,d31bf150e19a6fd6bcf0575bc4446b5021f764135dfdc4d34c681e2f75dc0712,1fd28838357efafa6c36978e74af75fccb0afcfc58f55d1f7332ddf55a88bd3e,9d55cbcdd58f884131659314d2091129c65ece309ac47e93ea8e2ad3c055700f,DONOR_UNSEEN_ONLY,6,True,False
643,P04,43,ENSG00000187987,ZSCAN23,2,ZSCAN23-1+ZSCAN23-2,True,ZSCAN23,True,True,ZSCAN23,True,True,a91fa14b21c4ed549e0d5c3a55bc284e16c775b902d09a5fc647a06c3db96114,97972947408bace963eb3367b4254be774429aff86f7ac32da80fb391b10cc94,1fe5c555c888cdf06cc18e21f67b3c2c4b30ee55a9b9f3979e2e7ed97f05a139,102fb6d0fa8150c7b4b00dd32d55be9f40a09938682903447a28f0fd956eaf8d,COLUMN_UNSEEN,0,True,False
644,P04,44,ENSG00000171595,DNAI2,2,DNAI2-1+DNAI2-2,True,DNAI2,True,True,DNAI2,True,True,7ac97f151b1ee95fdb7d8b1d5d7fb44f2d445b87c27e7d2ee81943d787bbb4af,b8fad5a2c358a53a85ccefadcf5d3f173358f79aebe76b549588b50bb14c761b,1febb84fd2d802e34913acff89916ba9db9c4b5606636875ea5fd11c3a7037ad,6f4e6267c0bf3ac1446d7896deb56d77cbad8429245f73723325bf6b3bfbad2e,DONOR_UNSEEN_ONLY,6,True,False
645,P04,45,ENSG00000160678,S100A1,2,S100A1-1+S100A1-2,True,S100A1,True,True,S100A1,True,True,8c459cc724a1f1f54ba2694f3ac5a4b274fcc46eaf2741dfb694719534ab1270,70a18ef0c9c7fa139c366261e89f7f60d8626867665825129b0d755d39e4e698,2003bc25315a09b5c8ba7a6b611980e9fc56dd3f1952d0cf05f8a4f55f9b807a,73c590a603c3e4cb4f8176d4889a1053c0a2f761b32ba20d5d0d241777128e59,DONOR_UNSEEN_ONLY,6,True,False
646,P04,46,ENSG00000128253,RFPL2,2,RFPL2-1+RFPL2-2,True,RFPL2,True,True,RFPL2,True,True,abfff93f2a71d02293411ba7ac55eaaa4cfa291e0064ad6c644f3f252725382e,42e2ba095cd0900c8f65f2dfe7dd70641a3a8a990ff9b1aa4abe3d04a267ef16,200c8900e764b7d97ced7cd06d0d56f2498d2cc940ba0068e11909ed21d64415,2fd79086cb7384afc5fd1355bb4311932c8081a501c2d42453c6f44d9de72ddd,COLUMN_UNSEEN,0,True,False
647,P04,47,ENSG00000172059,KLF11,2,KLF11-1+KLF11-2,True,KLF11,True,True,KLF11,True,True,7f3686651f4c74cbe5efcd1db44d8f3c6287c7ec52fccc1e3743e70519f09b1e,ae14bb52e93ff0477b1b6c0785489c0cdeb30011462e972660eddad776e6aefd,20151cb66267c8d6af6ea1ce5870c127ef96b5211c3260b638a4443a03c5916f,6974322698b2cf1cc87581c8fc90f0ce48fd73b3a4848b43a2a98e7d6d175b5c,DONOR_UNSEEN_ONLY,6,True,False
648,P04,48,ENSG00000092529,CAPN3,2,CAPN3-1+CAPN3-2,True,CAPN3,True,True,CAPN3,True,True,4c1695c5b5043df80a1ab2728027ca895d232913754ddd4e99bc790b9da403fe,469c20a71cd1607e2dd94eea10cba1c81458cbf9fadfae99a6ac79ffce7e47bb,201977b7875e28dc7855245872894cbfc107817afa509206b8570fb5abf0515f,fe2bf0c3fb27e2bb4b3a4e3e1cae84f366258c3417f03a5cb0776146507a9c73,DONOR_UNSEEN_ONLY,6,True,False
649,P04,49,ENSG00000221883,ARIH2OS,2,ARIH2OS-1+ARIH2OS-2,True,ARIH2OS,True,True,ARIH2OS,True,True,5db4933707cc0735b8623df8ddd1067c73821c9af9f28d90491c1f53ae19e350,ad5aa1893b69fc9ed5e7c8312c7fae9088f1b9ecdf3de1fb7a1ce5147bc75457,2023cc6735a9c9cc592d91f4fee9b30c8abb2ffed08611f1e31116b6cf1ccec3,723cb22d37dc540a5921be461486d28facceb2c8d73530fdb7124829797b6f7b,DONOR_UNSEEN_ONLY,6,True,False
650,P04,50,ENSG00000099797,TECR,2,TECR-1+TECR-2,True,TECR,True,True,TECR,True,True,de94e32a02ec990e8f095e3d670664b1d1ec8ad2ae76167562b88e739f4d6761,5f8f415b7f75d5c3e3f6ed1b606dc594a17192a8386ad7b538495dbf849d1805,202d2df39b67f15f15d93416fea78a41f77ba1a8dd9426d00cf6e7e4edc00a4b,259b8a784abe33e44d9f9b412f743061e9f047c6d55fb98a172aad9397cb2bbb,COLUMN_UNSEEN,0,True,False
651,P04,51,ENSG00000122729,ACO1,2,ACO1-1+ACO1-2,True,ACO1,True,True,ACO1,True,True,2a6b97467c12e88f4fd720ef080042a59a3396f6cc9869401527fa770c9bdce9,584d88923a4b3eeb938f1fa3d860eabc64f1f4414bca607181f98090fb61a016,2031d83f2e8640ba440995e66179d587e7f046fbd56c8ea25e1a90b85bb71132,4b62fe8b3a6113429f72fbc46cf885823c653baece46ce0ec082786751ee136f,DONOR_UNSEEN_ONLY,6,True,False
652,P04,52,ENSG00000033122,LRRC7,2,LRRC7-1+LRRC7-2,True,LRRC7,True,True,LRRC7,True,True,5002f220b499f926eec0810d90c4c6e9d835f0f7e63e28710cb82e05a0a8729c,ac9c607fd62b44a31fe71f9d6bf546a9cbcf0f1e43968b2c3da209269a73c8cd,20329289f98a4b65f3a0adbec814c89a583b533940ff940102d493b725c5f40e,83e203f67820f44c03c15dd466ed76b6686da7d9c0e58881bd0c57aedf00cbee,DONOR_UNSEEN_ONLY,6,True,False
