dataset_name,setting,coverage_target,risk_score_name,target_error,n_tasks,spearman,top20_k,top20_mean_error,top20_enrichment
ShifrutMarson2018,E35_row_holdout,,risk_inverse_context_similarity,error_mean_rmse,40,0.0,8,0.08422551059273972,1.0318106818842
ShifrutMarson2018,E35_row_holdout,,risk_inverse_context_similarity,error_v0_rmse,40,0.0,8,0.08422551059273972,1.0318106818842
ShifrutMarson2018,E35_row_holdout,,risk_inverse_context_similarity,error_contextsim_rmse,40,0.0,8,0.08422551059273972,1.0318106818842
sciplex3,E34_submatrix,0.25,risk_safeconf_smoke,error_mean_rmse,208,0.1268424454166402,42,0.12465622695336556,0.9358586707559989
sciplex3,E34_submatrix,0.25,risk_safeconf_smoke,error_v0_rmse,208,0.1141793928697885,42,0.12511223667933166,0.9414904584836985
sciplex3,E34_submatrix,0.25,risk_safeconf_smoke,error_contextsim_rmse,208,0.142739784111822,42,0.12420021722739946,0.9302532401786792
sciplex3,E34_submatrix,0.25,risk_disagreement,error_mean_rmse,208,0.12641771864429896,42,0.15421320426178642,1.1577581632360026
sciplex3,E34_submatrix,0.25,risk_disagreement,error_v0_rmse,208,0.1226274214221109,42,0.15517264908463252,1.167700078012874
sciplex3,E34_submatrix,0.25,risk_disagreement,error_contextsim_rmse,208,0.12681074662330424,42,0.15325375943894035,1.1478627772978425
sciplex3,E34_submatrix,0.25,risk_predicted_magnitude,error_mean_rmse,208,0.18443302144800133,42,0.15586104011810872,1.1701293179854462
sciplex3,E34_submatrix,0.25,risk_predicted_magnitude,error_v0_rmse,208,0.19745844523233333,42,0.15780162287085767,1.1874835444509224
sciplex3,E34_submatrix,0.25,risk_predicted_magnitude,error_contextsim_rmse,208,0.16736038376558138,42,0.15392045736535973,1.1528563104825431
sciplex3,E34_submatrix,0.25,risk_inverse_support,error_mean_rmse,208,-0.12340863047175138,42,0.15483638161647773,1.1624366774591615
sciplex3,E34_submatrix,0.25,risk_inverse_support,error_v0_rmse,208,-0.14461972479174043,42,0.15443227637380602,1.162128649817953
sciplex3,E34_submatrix,0.25,risk_inverse_support,error_contextsim_rmse,208,-0.09699913913523765,42,0.15524048685914943,1.1627432635100163
sciplex3,E34_submatrix,0.25,risk_inverse_context_similarity,error_mean_rmse,208,-0.09690998543666018,42,0.15483638161647773,1.1624366774591615
sciplex3,E34_submatrix,0.25,risk_inverse_context_similarity,error_v0_rmse,208,-0.1192110301397058,42,0.15443227637380602,1.162128649817953
sciplex3,E34_submatrix,0.25,risk_inverse_context_similarity,error_contextsim_rmse,208,-0.06921575676009438,42,0.15524048685914943,1.1627432635100163
sciplex3,E34_submatrix,0.5,risk_safeconf_smoke,error_mean_rmse,89,0.5268428363286008,18,0.17236338596265027,1.3717442472835581
sciplex3,E34_submatrix,0.5,risk_safeconf_smoke,error_v0_rmse,89,0.5297291536248266,18,0.17061930382465176,1.377411167484291
sciplex3,E34_submatrix,0.5,risk_safeconf_smoke,error_contextsim_rmse,89,0.5210102485578894,18,0.17410746810064878,1.3662359171475735
sciplex3,E34_submatrix,0.5,risk_disagreement,error_mean_rmse,89,0.5063045904047151,18,0.16948216865492385,1.3488142424859966
sciplex3,E34_submatrix,0.5,risk_disagreement,error_v0_rmse,89,0.5088483181108845,18,0.1678303749822228,1.3548961199675773
sciplex3,E34_submatrix,0.5,risk_disagreement,error_contextsim_rmse,89,0.4994956223023426,18,0.1711339623276249,1.3429025677440751
sciplex3,E34_submatrix,0.5,risk_predicted_magnitude,error_mean_rmse,89,0.07023943070132908,18,0.12003360026490278,0.9552806109285533
sciplex3,E34_submatrix,0.5,risk_predicted_magnitude,error_v0_rmse,89,0.07110446941622169,18,0.11853308491971577,0.9569186558900412
sciplex3,E34_submatrix,0.5,risk_predicted_magnitude,error_contextsim_rmse,89,0.06432119553310345,18,0.12153411561008982,0.9536884070319299
sciplex3,E34_submatrix,0.5,risk_inverse_support,error_mean_rmse,89,,18,0.13033963691969042,1.0373006200769106
sciplex3,E34_submatrix,0.5,risk_inverse_support,error_v0_rmse,89,,18,0.1287297845256925,1.0392367031093015
sciplex3,E34_submatrix,0.5,risk_inverse_support,error_contextsim_rmse,89,,18,0.13194948931368838,1.035418718773323
sciplex3,E34_submatrix,0.5,risk_inverse_context_similarity,error_mean_rmse,89,,18,0.13033963691969042,1.0373006200769106
sciplex3,E34_submatrix,0.5,risk_inverse_context_similarity,error_v0_rmse,89,,18,0.1287297845256925,1.0392367031093015
sciplex3,E34_submatrix,0.5,risk_inverse_context_similarity,error_contextsim_rmse,89,,18,0.13194948931368838,1.035418718773323
sciplex3,E34_submatrix,0.75,risk_safeconf_smoke,error_mean_rmse,35,0.7183839486370649,7,0.196765064590716,1.6728372099154762
sciplex3,E34_submatrix,0.75,risk_safeconf_smoke,error_v0_rmse,35,0.7161297530735833,7,0.19461150041182732,1.67769219170042
sciplex3,E34_submatrix,0.75,risk_safeconf_smoke,error_contextsim_rmse,35,0.7238785503230515,7,0.1989186287696047,1.668114467982022
sciplex3,E34_submatrix,0.75,risk_disagreement,error_mean_rmse,35,0.6225806371890938,7,0.16584994889457158,1.4100062241765958
sciplex3,E34_submatrix,0.75,risk_disagreement,error_v0_rmse,35,0.6194811182893066,7,0.16495911513230896,1.4220671379730347
sciplex3,E34_submatrix,0.75,risk_disagreement,error_contextsim_rmse,35,0.6235668477481172,7,0.16674078265683417,1.3982738251964655
sciplex3,E34_submatrix,0.75,risk_predicted_magnitude,error_mean_rmse,35,0.17343217116537102,7,0.10759772508687857,0.9147633936033535
sciplex3,E34_submatrix,0.75,risk_predicted_magnitude,error_v0_rmse,35,0.17230507338363021,7,0.10711501038560871,0.9234090285392182
sciplex3,E34_submatrix,0.75,risk_predicted_magnitude,error_contextsim_rmse,35,0.1656833739159028,7,0.10808043978814841,0.9063532482183438
sciplex3,E34_submatrix,0.75,risk_inverse_support,error_mean_rmse,35,,7,0.12048119001590393,1.0242947251471115
sciplex3,E34_submatrix,0.75,risk_inverse_support,error_v0_rmse,35,,7,0.11969308843875293,1.031841178189692
sciplex3,E34_submatrix,0.75,risk_inverse_support,error_contextsim_rmse,35,,7,0.12126929159305493,1.0169538221712098
sciplex3,E34_submatrix,0.75,risk_inverse_context_similarity,error_mean_rmse,35,,7,0.12048119001590393,1.0242947251471115
sciplex3,E34_submatrix,0.75,risk_inverse_context_similarity,error_v0_rmse,35,,7,0.11969308843875293,1.031841178189692
sciplex3,E34_submatrix,0.75,risk_inverse_context_similarity,error_contextsim_rmse,35,,7,0.12126929159305493,1.0169538221712098
sciplex3,E35_column_holdout,,risk_safeconf_smoke,error_mean_rmse,99,0.5275695732838589,20,0.1426537775263887,1.1618431170214116
sciplex3,E35_column_holdout,,risk_safeconf_smoke,error_v0_rmse,99,0.53291280148423,20,0.1417107853732334,1.171606001978874
sciplex3,E35_column_holdout,,risk_safeconf_smoke,error_contextsim_rmse,99,0.5205442176870748,20,0.143596769679544,1.1523666706865092
sciplex3,E35_column_holdout,,risk_disagreement,error_mean_rmse,99,0.4479529993815708,20,0.13760960628784963,1.1207608846669976
sciplex3,E35_column_holdout,,risk_disagreement,error_v0_rmse,99,0.4530117501546072,20,0.13699458264807557,1.1326143937904707
sciplex3,E35_column_holdout,,risk_disagreement,error_contextsim_rmse,99,0.4408905380333951,20,0.13822462992762372,1.1092551521321687
sciplex3,E35_column_holdout,,risk_predicted_magnitude,error_mean_rmse,99,0.03214594928880643,20,0.1378699124035772,1.1228809467790628
sciplex3,E35_column_holdout,,risk_predicted_magnitude,error_v0_rmse,99,0.037291280148423,20,0.13701579547242154,1.1327897726246026
sciplex3,E35_column_holdout,,risk_predicted_magnitude,error_contextsim_rmse,99,0.022448979591836733,20,0.1387240293347328,1.1132628413956347
sciplex3,E35_column_holdout,,risk_inverse_support,error_mean_rmse,99,,20,0.1117719118532138,0.9103258863156154
sciplex3,E35_column_holdout,,risk_inverse_support,error_v0_rmse,99,,20,0.11018281916640278,0.9109458529237207
sciplex3,E35_column_holdout,,risk_inverse_support,error_contextsim_rmse,99,,20,0.11336100454002487,0.9097241092469788
sciplex3,E35_column_holdout,,risk_inverse_context_similarity,error_mean_rmse,99,,20,0.1117719118532138,0.9103258863156154
sciplex3,E35_column_holdout,,risk_inverse_context_similarity,error_v0_rmse,99,,20,0.11018281916640278,0.9109458529237207
sciplex3,E35_column_holdout,,risk_inverse_context_similarity,error_contextsim_rmse,99,,20,0.11336100454002487,0.9097241092469788
sciplex3,E35_row_holdout,,risk_safeconf_smoke,error_mean_rmse,105,0.7609171748921814,21,0.21329588509887104,1.3835849891719387
sciplex3,E35_row_holdout,,risk_safeconf_smoke,error_v0_rmse,105,0.7693145032979535,21,0.2179752749334698,1.3932873616917325
sciplex3,E35_row_holdout,,risk_safeconf_smoke,error_contextsim_rmse,105,0.7508611149494664,21,0.20861649526427223,1.3735906710466121
sciplex3,E35_row_holdout,,risk_disagreement,error_mean_rmse,105,-0.011306317787374554,21,0.18256360716753678,1.184234127765756
sciplex3,E35_row_holdout,,risk_disagreement,error_v0_rmse,105,0.01957999187662251,21,0.1892775111815103,1.2098526507749816
sciplex3,E35_row_holdout,,risk_disagreement,error_contextsim_rmse,105,-0.049916796870531674,21,0.17584970315356324,1.1578447401873198
sciplex3,E35_row_holdout,,risk_predicted_magnitude,error_mean_rmse,105,0.5867970153376783,21,0.21789584062591383,1.4134234898777762
sciplex3,E35_row_holdout,,risk_predicted_magnitude,error_v0_rmse,105,0.6064218828341311,21,0.2235455060373336,1.4288920081411265
sciplex3,E35_row_holdout,,risk_predicted_magnitude,error_contextsim_rmse,105,0.5643315700842111,21,0.21224617521449413,1.3974895219605532
sciplex3,E35_row_holdout,,risk_inverse_support,error_mean_rmse,105,0.24502463441874758,21,0.2084867709142739,1.3523897404031302
sciplex3,E35_row_holdout,,risk_inverse_support,error_v0_rmse,105,0.23419481632289135,21,0.20859817382116422,1.3333493871986688
sciplex3,E35_row_holdout,,risk_inverse_support,error_contextsim_rmse,105,0.26397681608649604,21,0.20837536800738365,1.3720030202226559
sciplex3,E35_row_holdout,,risk_inverse_context_similarity,error_mean_rmse,105,0.3700048009775564,21,0.2084867709142739,1.3523897404031302
sciplex3,E35_row_holdout,,risk_inverse_context_similarity,error_v0_rmse,105,0.3435187341967807,21,0.20859817382116422,1.3333493871986688
sciplex3,E35_row_holdout,,risk_inverse_context_similarity,error_contextsim_rmse,105,0.4035124514301777,21,0.20837536800738365,1.3720030202226559
