target,scenario,scope,method,budget,n_tasks,spearman,utility,capture,remaining_relative_error
RPE1,two_sources_drop_hepg2,primary,magnitude,0.1,416,0.5825322874230736,0.6233177742721215,0.1378322744930165,0.958988700029158
RPE1,two_sources_drop_hepg2,primary,magnitude,0.2,416,0.5825322874230736,0.6084496005895047,0.25940156888730204,0.9279787570568746
RPE1,two_sources_drop_hepg2,primary,magnitude,0.3,416,0.5825322874230736,0.5381650628592927,0.3643143655585232,0.9087464739781936
RPE1,two_sources_drop_hepg2,all,candidate,0.1,467,0.6037193637803872,0.6059416073169283,0.13872396919778388,0.9576569199634165
RPE1,two_sources_drop_hepg2,all,candidate,0.2,467,0.6037193637803872,0.6497209179034027,0.26389808823884614,0.9216074873792462
RPE1,two_sources_drop_hepg2,all,candidate,0.3,467,0.6037193637803872,0.6106087648180488,0.37538375966540954,0.8947723442829868
RPE1,two_sources_drop_hepg2,all,e230,0.1,467,0.6019074030670247,0.6143158362678637,0.13925026379410774,0.9570717304955991
RPE1,two_sources_drop_hepg2,all,e230,0.2,467,0.6019074030670247,0.6452058595212569,0.26346297423901077,0.922152254773142
RPE1,two_sources_drop_hepg2,all,e230,0.3,467,0.6019074030670247,0.6048605461027697,0.3746922458436325,0.8957629484387227
RPE1,two_sources_drop_hepg2,all,magnitude,0.1,467,0.589483906345253,0.5416596235342879,0.13468404374267626,0.9621489323146907
RPE1,two_sources_drop_hepg2,all,magnitude,0.2,467,0.589483906345253,0.6188014093598604,0.2609183901050357,0.9253381013966443
RPE1,two_sources_drop_hepg2,all,magnitude,0.3,467,0.589483906345253,0.5956999040385799,0.37359021564653827,0.8973416235983639
RPE1,two_sources_drop_jurkat,primary,candidate,0.1,416,0.5814886552296624,0.6119101148381473,0.1371574841740364,0.9597392689401093
RPE1,two_sources_drop_jurkat,primary,candidate,0.2,416,0.5814886552296624,0.6134335134586256,0.25987238486864317,0.9273888189597725
RPE1,two_sources_drop_jurkat,primary,candidate,0.3,416,0.5814886552296624,0.5604221501953601,0.3669543547114674,0.9049724688660808
RPE1,two_sources_drop_jurkat,primary,e230,0.1,416,0.5810705301831702,0.6012743049913222,0.13652835060279944,0.960439053874961
RPE1,two_sources_drop_jurkat,primary,e230,0.2,416,0.5810705301831702,0.6213491141660763,0.2606201490075536,0.9264518614845111
RPE1,two_sources_drop_jurkat,primary,e230,0.3,416,0.5810705301831702,0.5553357685363213,0.3663510416092253,0.9058349370809701
RPE1,two_sources_drop_jurkat,primary,magnitude,0.1,416,0.5825322874230736,0.6233177742721215,0.1378322744930165,0.958988700029158
RPE1,two_sources_drop_jurkat,primary,magnitude,0.2,416,0.5825322874230736,0.6084496005895047,0.25940156888730204,0.9279787570568746
RPE1,two_sources_drop_jurkat,primary,magnitude,0.3,416,0.5825322874230736,0.5381650628592927,0.3643143655585232,0.9087464739781936
RPE1,two_sources_drop_jurkat,all,candidate,0.1,467,0.5946187802939418,0.5864240867098203,0.1374973529099627,0.9590208004548747
RPE1,two_sources_drop_jurkat,all,candidate,0.2,467,0.5946187802939418,0.6183446189945395,0.2608743694377223,0.9253932157441921
RPE1,two_sources_drop_jurkat,all,candidate,0.3,467,0.5946187802939418,0.6284301581976646,0.3775276829320335,0.8917011413212894
RPE1,two_sources_drop_jurkat,all,e230,0.1,467,0.5940892036987291,0.585511593755773,0.13744000552744992,0.9590845652825736
RPE1,two_sources_drop_jurkat,all,e230,0.2,467,0.5940892036987291,0.6418139055768654,0.2631360932724572,0.922561513248693
RPE1,two_sources_drop_jurkat,all,e230,0.3,467,0.5940892036987291,0.6200394531379655,0.3765182765731882,0.8931471314120278
RPE1,two_sources_drop_jurkat,all,magnitude,0.1,467,0.589483906345253,0.5416596235342879,0.13468404374267626,0.9621489323146907
RPE1,two_sources_drop_jurkat,all,magnitude,0.2,467,0.589483906345253,0.6188014093598604,0.2609183901050357,0.9253381013966443
RPE1,two_sources_drop_jurkat,all,magnitude,0.3,467,0.589483906345253,0.5956999040385799,0.37359021564653827,0.8973416235983639
hepg2,clean,primary,candidate,0.1,405,0.7996835151495446,0.8230965336411277,0.16122620212968336,0.9332510663117534
hepg2,clean,primary,candidate,0.2,405,0.7996835151495446,0.8222390144561642,0.29009901725919124,0.8873762284260108
hepg2,clean,primary,candidate,0.3,405,0.7996835151495446,0.8034917738878348,0.4060655482680878,0.8499768655527365
hepg2,clean,primary,e230,0.1,405,0.799659651615731,0.8214444148326714,0.16110578696182884,0.9333850447265366
hepg2,clean,primary,e230,0.2,405,0.799659651615731,0.8212304892117209,0.28998850543500404,0.8875143682062449
