metric,n_bootstrap,median,ci95_low,ci95_high,fraction_above_zero
safeconf__target_gene_absolute_error_mean,3000,0.013314208497702944,-0.06470577051261574,0.09916409528409097,0.6296666666666667
magnitude__target_gene_absolute_error_mean,3000,-0.0049042088523671805,-0.10699118543929391,0.1210406111562784,0.461
disagreement__target_gene_absolute_error_mean,3000,0.0140583249460636,-0.1041284361520498,0.14826991499678474,0.5913333333333334
delta_safeconf_minus_magnitude,3000,0.016803687261310485,-0.0777414637859551,0.10589796914960034,0.6356666666666667
delta_safeconf_minus_disagreement,3000,-0.0012890634213779326,-0.09418478855240141,0.0858150442938782,0.49133333333333334
