score,endpoint,subset,spearman
baseline_predicted_magnitude,target_gene_absolute_error_mean,all_mappable,-0.0022207833171191023
risk_model_disagreement,target_gene_absolute_error_mean,all_mappable,0.017455985953172475
safeconf_calibrated_pair_risk,target_gene_absolute_error_mean,all_mappable,0.015444817690578
string_distance_to_training_target,error_two_predictor_mean_rmse,unseen_string_mappable,-0.09489463061504275
string_log1p_degree,error_two_predictor_mean_rmse,unseen_string_mappable,0.08764670336388314
