draw,permuted_fold_macro_spearman
0,-0.08120898138366826
1,-0.014080833631788513
2,-0.017902494113572715
3,0.029623212667786256
4,-0.05708021109734588
5,0.07122457348388264
6,-0.01755439176135282
7,0.0020641503059620945
8,-0.019591778750981465
9,-0.07953916426079158
10,0.027996542200894505
11,0.06876637529241374
12,-0.05574219042408227
13,0.048105075422518725
14,-0.056024955019170555
15,-0.046880216522369345
16,0.04073437646571632
17,-0.01602084191968614
18,-0.004716456450715519
19,0.031194451896602176
20,-0.06968875195437543
21,-0.011088092254658583
22,0.028309896820099722
23,-0.04134397247804054
24,-0.052565411672987276
25,0.05199423237943225
26,0.04454454824057262
27,0.022171001895783526
28,-0.009016655163316175
29,0.002739796256652519
30,-0.02878982291871793
31,-0.025422035717627578
32,-0.08882261722607168
33,0.04221667026057662
34,-0.015634475986501375
35,0.027182451702698236
36,0.005937562313572405
37,-0.031036157268220423
38,-0.026787698160421685
39,-0.02913941611066027
40,0.022086340155278352
41,-0.034490935297230456
42,-0.011866415065307575
43,0.0477687859832311
44,0.01267267604411866
45,0.05746110014244501
46,0.043879830085959366
47,0.014119465273730666
48,0.028145104082396778
49,0.05155509828705392
50,0.02596738110568188
51,-0.0017124678159699547
52,0.03731537883728903
53,0.01098719216379595
54,0.027914536434468895
55,-0.03256562011494869
56,-0.036962370408692324
57,-0.035371720592371377
58,0.05133210798823974
59,0.026779847662748178
60,-0.06576177209651692
61,-0.011730193040184963
62,0.017966921426546604
63,0.01682967900738506
64,0.041856321414285136
65,0.0336382530117008
66,0.04586019250174117
67,-0.0009713733656600822
68,-0.01642944241893974
69,0.0123036235218271
70,-0.0026458403993774166
71,0.027628564512457952
72,-0.048832349632091224
73,-0.019086497974428844
74,-0.016784670324568478
75,-0.015149938253463044
76,-0.03726183796167846
77,0.013513944504771053
78,-0.03886431332088639
79,-0.02001670744897727
80,-0.010737243061771757
81,-0.05976205384122739
82,-0.014799469244911679
83,0.0016137379937465404
84,0.05808447274843198
85,0.023568046793974996
86,-0.03364254599861137
87,0.04093762171071139
88,-0.015258327649755706
89,0.027054890424824094
90,-0.01269884312007728
91,-0.014600888413744883
92,0.016780030990842357
93,-0.058551055767315334
94,0.011296729776662162
95,0.013857380072795258
96,0.030524680295193746
97,0.04595140255363317
98,-0.05761765523033601
99,0.021345202168779793
100,0.004537962624981505
101,0.010958895958058138
102,-0.01075152643468535
103,0.05116616057705202
104,-0.05376079193637356
105,0.03052186038075416
106,0.03881513046478035
107,0.017119576711746347
108,-0.023907650446219415
109,0.015653600412488
110,-0.0163045454050847
111,0.031836388456312655
112,-0.0580033501355716
113,-0.011613950799962887
114,0.010136167373252767
115,0.006435781349169873
116,0.012619927569562548
117,-0.008275978561056057
118,0.05034998067600976
119,-0.044887765734250615
120,-0.006122926350092545
121,0.020893413786461163
122,0.016682331280808007
123,0.02482035346924698
124,-0.003942260926730882
125,0.02233116985024335
126,-0.019786007047000103
127,-0.057661861410133346
128,0.009182975767881438
129,-0.027013724524076126
130,0.0662160369933562
131,-0.025268837296934493
132,0.007697701230044753
133,-0.008097663038592448
134,0.029442087956263362
135,-0.004019889305887555
136,-0.011528248900624757
137,0.03716460360229109
138,0.06435055335279413
139,-0.025331390930636206
140,0.023121906660831915
141,0.01677856198399172
142,0.041108113080598044
143,-0.05557855648769413
144,-0.03270029009052352
145,0.01900350145730228
146,-0.001127113513075004
147,0.011356715181123725
148,-0.03788006976012256
149,0.011390822761616182
150,-0.059111067270205674
151,0.023615948125765698
152,0.0010459737820311375
153,0.06645646344095543
154,-0.033073808012505056
155,0.04173513216546566
156,-0.026400173522992326
157,-0.013694563117303453
158,0.030393924460102743
159,-0.05654035567790623
160,0.014763666845356615
161,0.03919079281556252
162,0.006031077825452538
163,-0.003167861836523091
164,0.012092406844247365
165,-0.010372780228929021
166,-0.005435324930608204
167,0.01676567616913858
168,-0.027018559371492078
169,0.03185723240434085
170,0.03420027981107192
171,-0.05831595946952929
172,-0.023884338355341768
173,0.0015886528422230195
174,-0.034749848967539854
175,-0.01404301816041902
176,0.0233693731528281
177,-0.03521653190087935
178,-0.0425054524400696
179,0.02226869304754553
180,-0.0044266933439603305
181,0.0598419143394608
182,-0.024470171388746707
183,-0.05046625577377893
184,0.012727474708843393
185,0.0023915772143206122
186,0.00843880065244539
187,0.01919021142109408
188,0.023617010871361956
189,-0.012598707139125354
190,-0.05190367925307808
191,0.02559446313790106
192,-0.04728489677592689
193,-0.032796220496810816
194,-0.02734084944434522
195,0.007412955154579174
196,-0.06070213120623434
197,0.039451858176010594
198,0.0012972619754864406
199,-0.013019188236017042
200,0.018009295505522473
201,0.026563199334343694
202,-0.01287412803619683
203,0.0321866684114804
204,0.006352077609460363
205,0.016018373072141826
206,-0.021654129329615114
207,-0.011292660263525631
208,0.003932965482815596
209,-0.021372209418877817
210,-0.043376788392770975
211,-0.06270509164477336
212,-0.04371983100460329
213,-0.01945196313138622
214,-0.028933031784923315
215,0.014509116363616353
216,0.02382406659624197
217,-0.029519032354450105
218,0.007338529009829357
219,0.01546612346806081
220,-0.032756255195830156
221,0.0038347597719925533
222,0.013073100511624693
223,0.05626902554490275
224,0.002667858524582863
225,-0.006462539003245287
226,-0.017401865518127325
227,-0.06480259395716582
228,0.03364266932001481
229,-0.02919125845392859
230,-0.03228048555283286
231,0.021263197248074905
232,0.038531356609150934
233,0.059799125090189316
234,0.06933893231288256
235,-0.030556186679729314
236,0.0005530756705561117
237,-0.03876909182835877
238,-0.01908381682331724
239,0.003085966683612346
240,0.029552066179071586
241,0.01810480641952355
242,-0.01189938840976407
243,-0.019240298085912138
244,-0.008370433949876148
245,-0.017841684591340567
246,-0.060519634686410674
247,0.029530129513578973
248,0.049334059931904
249,-0.004376854595890274
250,0.06747093484256635
251,-0.013504066145220848
252,0.004665924206408967
253,-0.0301110111428893
254,-0.011191755297934747
255,0.00015106756333888523
256,-0.0433629753312883
257,0.003530393155608495
258,0.004543697023719083
259,-0.0072941749507250955
260,0.027495200026764904
261,0.050453832299113724
262,0.014410768420012177
263,0.041105201203530575
264,-0.0669406823273243
265,0.00447997388826104
266,0.039601693944681673
267,0.07855593438877502
268,0.03897409713387053
269,0.023643946502157367
270,0.02463006373487872
271,0.03611920246087793
272,0.04054513919436504
273,-0.0018121805357742588
274,-0.06822098405351643
275,-0.010249011434512465
276,-0.027327484141389143
277,-0.05770909128698358
278,-0.019278650455821306
279,-0.011595855286447607
280,0.0002335861434181919
281,0.018575027488416933
282,0.02251084100133888
283,-0.046862414402928355
284,0.021825897602621856
285,0.014112275110184567
286,-0.002075644341617813
287,0.023103440487343013
288,0.028756813941389348
289,0.07407850240268508
290,0.0030633704602754546
291,-0.038505584877708735
292,-0.03429637895790794
293,0.021365333075502636
294,0.06020078638656239
295,0.0067177765452788
296,0.0229387137164695
297,-0.04860572591104896
298,0.044111540595223826
299,-0.07007202009696342
300,-0.002475167916234214
301,0.034106945439080424
302,-0.005968713690481229
303,-0.042502588992337546
304,0.0007637823243055156
305,-0.015164304754225585
306,-0.008358636907718273
307,0.01601279280601158
308,-0.04578786203529979
309,0.020938005583707377
310,-0.022238455836971854
311,-0.0011771252264474016
312,-0.0027201316211970875
313,-0.0059239521368065085
314,0.0380164678160743
315,0.013406665325862214
316,-0.028891722610511674
