e176_global_target_rank,panel_id,panel_target_rank,ensembl_core,perturbed_gene_name,n_identity_complete_guides,eligible_guide_ids,expression_axis_id_unique,expression_axis_gene_name,target_name_matches_expression_axis,expression_axis_name_unique,scgpt_token,in_scgpt_vocabulary,eligible_target,target_selection_sha256,column_unseen_sha256,e176_selection_sha256,e176_column_unseen_sha256,target_stratum,e176_calibration_sha256,heldout_donor_partition,perturbation_support_contexts_pretruth,excluded_all_e168_e170_e172_e174_targets,selection_used_expression_effect_error_or_prior_outcome
688,H04,88,ENSG00000082438,COBLL1,2,COBLL1-1+COBLL1-2,True,COBLL1,True,True,COBLL1,True,True,acc9a98b50abc1d7d3853bc7750e996c431ab59e7d1e4b2923ea442f5487af5a,19d6f17234c3888d5489c6d240f1a8293b983c099cdadde599da081b06ed2ab9,3b93ebe5ca2c527f798109b103c44e5cdc8f61dc570034153e9a4b069b37c387,48ae9208d5d3c201c28f427aa138b538637509ec5af318aaefd8e7db0bca7090,DONOR_UNSEEN_ONLY,881885f7a72736521f831327b353cd6e4dacb9f03b40505581fb4246731083f8,EVALUATION_80PCT,6,True,False
689,H04,89,ENSG00000184574,LPAR5,2,LPAR5-1+LPAR5-2,True,LPAR5,True,True,LPAR5,True,True,d101e56bf5dc83529670438ad3cea8e540eb0df5af2fb04b17c8ee82d30b399b,705826ae37cd092d47ab7c587848e5bce24ff8a6aa86e8173ce8e8a13b86131c,3b9ae5f4c3386817492585708a5cd7a7ed9aeadf0ec7a1232086b3aca66c2f3b,ea9ef8217d5835928f9b3e75c966e213b30712aa7950e597b425cb5e707b5e7f,DONOR_UNSEEN_ONLY,7899d697f1d57f6a83b750f28faaeb4f198dbfde8654432654954c8d0efc0119,EVALUATION_80PCT,6,True,False
690,H04,90,ENSG00000004799,PDK4,2,PDK4-1+PDK4-2,True,PDK4,True,True,PDK4,True,True,908d90398286601d26cb08bcbb4fcfdb8be8ba3fbfa1cbdd04c16e42ec210f54,9346b12de27bbaba87fd37d7596998175d6e35261b10e4964d9be63b1d7eca38,3bc96f515a83bdf9d1f10f6e9008b2a6ffded686e504457dcdbeacd0be3cf041,0da5cea80c36c9a55e0f5c452c991065de77ed2f6278472feae7b648e4e17fcf,COLUMN_UNSEEN,3d0df9559314304e979d7390a1bd64354793ba59dd31598a1bc19033d49b57d2,EVALUATION_80PCT,0,True,False
691,H04,91,ENSG00000162430,SELENON,2,SELENON-1+SELENON-2,True,SELENON,True,True,SELENON,True,True,a25b0867058e39e593eab9527db82f3132e007d07ba45563f91fab92e0045c71,6ce296bb01f2b0f40c244e16caac15d4952acc304f3404ef0f629ffda5b9ea12,3c14e459908197ff2ce3937ab5f582836e7c4669c19b54d125f61f4261148c90,bb2f7a018e86260023783d49f590a54e9216dc75de5a3602fea46b1e4b86c9d7,DONOR_UNSEEN_ONLY,ae2ad77cf975444ff1766d28a376227dd5d70373cc631f795b920228de478285,EVALUATION_80PCT,6,True,False
692,H04,92,ENSG00000228594,FNDC10,2,FNDC10-1+FNDC10-2,True,FNDC10,True,True,FNDC10,True,True,9212ee578fd9011d878bdff8ad0d949a99e914e17850bd8cc6c552de9480e4a7,c2dc7095c75736bb696f7d2dd8986dfe2b538468d3deb9951833d0a72366df69,3c22614c0a1c1b0bbbeaf5a1a8b79bf49e573805c588e491addad813d760bb80,86be02f2156b77f15854dbe3a7ec763a108de230738e9fad5048d71f3003e2d8,DONOR_UNSEEN_ONLY,f622b902b11c798391e15e6abeafa8a21132ee454ee81ce2921d3de922d05363,EVALUATION_80PCT,6,True,False
693,H04,93,ENSG00000072134,EPN2,2,EPN2-1+EPN2-2,True,EPN2,True,True,EPN2,True,True,a69edd6975f2c05a6f535e8c481d6c5cba9b88279125c30344da7936983dd88a,f3925834a48849f8c5e1df731346eec4288bef9f71f53df4502f41f88fedc6bf,3c29681977bfa35e3a95b14da6e075eff0ed78c895d9f466f29c7d59afb68ddd,0ac26491a3e2c9b624122386b77940a2a5d2ef89e40af81e298f2139e387af48,COLUMN_UNSEEN,335b76bdd0b55f25c75ecaf70f6419d15eaf3f36b3ed7d34ee365bae1c327ffd,CALIBRATION_20PCT,0,True,False
694,H04,94,ENSG00000242114,MTFP1,2,MTFP1-1+MTFP1-2,True,MTFP1,True,True,MTFP1,True,True,6ec342a56e70d506d237b1d00d77f722fa205455f1a1e44460eedd65f4e613f8,2e665f8b3fa603ae89243931c579910e5d499e35507a929f8bebb9724d555a6f,3c4322ec5b0790a40b393dcee61714b7029b8855ff5fad0b268d603e4682ad03,a906ffa6133d50dfde0280ace65a26c388b92fe31a555d62820cdfa07f50d54f,DONOR_UNSEEN_ONLY,7340ed9b226bfb80a8bc9cfcb540b2e687d720e12b01b219a0046be24ec04271,EVALUATION_80PCT,6,True,False
695,H04,95,ENSG00000142669,SH3BGRL3,2,SH3BGRL3-1+SH3BGRL3-2,True,SH3BGRL3,True,True,SH3BGRL3,True,True,a4a233603656e3e436ff836fada9afd76e8d55c07addcd813738d297e26040ae,8b402ce2479306737a8a69081accc2c12cd13eab305aed501aa7b11e8fe33b4e,3c433732292464e727c21669296551687def18b53383307f6f2de90a0631bea9,374f97e3589564e028883388de639f39438547b5108428cad653f9a139fc7bcb,DONOR_UNSEEN_ONLY,86617dae06db5d29014384e93be988c2e5b53251370f04e25e6d571d3431d09e,EVALUATION_80PCT,6,True,False
696,H04,96,ENSG00000181788,SIAH2,2,SIAH2-1+SIAH2-2,True,SIAH2,True,True,SIAH2,True,True,7791234fb6cff878b06fe0b0b4f0559e4d4629b56aadcffb3af54ca081cab546,154d017ed682c960d97a0e6e5fea9594f5b5dbb9036517ee5b399b071dce348d,3c4d6f240d880847b411aedfeff93c75e03780f45e061b81cb0ecca551857508,d9087db28dd8b3c893462057ef854cc01dbd81948de1e1834f24b4340f5e8e27,DONOR_UNSEEN_ONLY,517b1c33c31176c64c006902b69b4a1d6e5ac7f30d2f2767126647f41ccb37d9,EVALUATION_80PCT,6,True,False
697,H04,97,ENSG00000011258,MBTD1,2,MBTD1-1+MBTD1-2,True,MBTD1,True,True,MBTD1,True,True,32cd13319ebca3f014ca8f835afc395a1183f9b67fbde2e33de0219c975f6abc,6730041b360c92b228d4d652db39400d213a3b7df503a4010da4db2aacc7de8d,3c5f89e7e4dfc1987ba69aacc8757d076855f7912fbcfb5383facb515d24043f,622d3614d0e0139ebd28ce196547664df01810ab67632c3c2e610418b3413d7c,DONOR_UNSEEN_ONLY,abd6984c66369fe470ac96bc4feb9806cd64f9afe26a15c4fd4cd6e1c826926b,EVALUATION_80PCT,6,True,False
698,H04,98,ENSG00000244274,DBNDD2,2,DBNDD2-1+DBNDD2-2,True,DBNDD2,True,True,DBNDD2,True,True,5d072b64d2a8e809c42d7b636b194a6f1c3923cefe310c85860c634aff09c233,13fc3b24b93fd5de5dd7d118cc6ebd6eff18947b2ca657be2b3f8b8a15456611,3c94df5fbcee29ca23eb5bb34c2b562da58ac89dd1d458c2804c8edd3fb02eb0,5e531444899045877019a727e70a8378fb9d8519281a86d8ced9686f12d057ed,DONOR_UNSEEN_ONLY,702ad18b820d6e043d20cbc69c524034e483923a5ab39a566b5f3f25eb29c5ec,EVALUATION_80PCT,6,True,False
699,H04,99,ENSG00000137343,ATAT1,2,ATAT1-1+ATAT1-2,True,ATAT1,True,True,ATAT1,True,True,68c6f56f9cd92d23c2d3447a142bda5d6310f94a1e58e72e917cedcbbd6c704c,8da5c88dd04fb37f83f064013ccf21092fd1941e4722717d2399dd817ed2cc00,3ca09b6c827998b4fff2c7e9751fc214b7fd44b672a565b0953db63df03efcd1,9a2af350f763a42df0923b40f29203b82e3c43bd94c99d608727d8303b363201,DONOR_UNSEEN_ONLY,9079a52fd24da621c1d503db6f85bba7ca01d1a82c8007e234dc5fcbcf68b982,EVALUATION_80PCT,6,True,False
700,H04,100,ENSG00000135932,CAB39,2,CAB39-1+CAB39-2,True,CAB39,True,True,CAB39,True,True,fceaa80b0763f410870aef242f21e8c5bc58f3d64d0580155929ba3485cd1590,37e4173acd5d9e7f76539cae6e39fc02ce1b516932e0c6e19999c0a3c169b1c3,3cbdd06f6ac5e75d24cc3caab96adf53e079ab090f9dc1e9c7bdbc662e05df94,08c9e18a2f8120c74d88d892d0689e9f700ddbe56000e86556eb7d6f7403266a,COLUMN_UNSEEN,f3341dda33fd18dbeaaa458ca6a0672b41ba18a9b7c84bd652baeab952c2938f,EVALUATION_80PCT,0,True,False
701,H04,101,ENSG00000184613,NELL2,2,NELL2-1+NELL2-2,True,NELL2,True,True,NELL2,True,True,cdeae0c67c464f77df8352663106d2bb8eb0ee33c5cf171fffc3c69359341cc9,58b9423456bc1227ed4c4b5ecaba6fca5c7792e054dba0a2d11da43c6d0f1130,3cc6359f95729037d33a86eac81a0f665e1aaaf36e52966eae99ad082b710f49,bc2740d848179a2d36423fe9c2e935c243b024f91197bd7c86264ca7733ed174,DONOR_UNSEEN_ONLY,b952135234a94946347ffd612539fbb734c17f40934184608ef26aaed886571c,EVALUATION_80PCT,6,True,False
702,H04,102,ENSG00000211455,STK38L,2,STK38L-1+STK38L-2,True,STK38L,True,True,STK38L,True,True,d92dd6d87b1a4cd1c71c02b71c45525a3f5f5d5f795217a447f3156fc9d0436b,dcbacbb09fb4b5044e0f6276e4d583f11ceb4567ed812686b7033b99accc733e,3cc72ac3022d961096c016abd5bc2e14ea87b3c04f29ee1569b11cad4097b368,9aa39407270acd552dd9364fd3ad0c4900ff666c6d684cbc6472e30b9f7d5774,DONOR_UNSEEN_ONLY,40dbf99420c1a3a7251011f0335945d70b6b19f83919d637603557b182b057b2,EVALUATION_80PCT,6,True,False
703,H04,103,ENSG00000109743,BST1,2,BST1-1+BST1-2,True,BST1,True,True,BST1,True,True,7a30b0120f16b3354063501711d52ce40721739586a8c3637b470729b1825d21,ec9090f6b655d9b4bd3c8659c3dff86186109d16f3deb07799a6619bf702cb16,3cc9c35b9bdb425dad35fd84836c3c58bcbf173f31a9293e5d225d67dbce9b0c,19e2f70dbbabdddc5977bcb180fdd2315d4b60ce2c0d135a4324207dc388a95f,COLUMN_UNSEEN,2f6974ff35e7143bf7dd417804bd56ae3144241afbf1227cfb06cadbacf7e61f,CALIBRATION_20PCT,0,True,False
704,H04,104,ENSG00000095397,WHRN,2,WHRN-1+WHRN-2,True,WHRN,True,True,WHRN,True,True,ae8831a689e5615d0f8a64722c7add5ee57e5126d6152cedd2658694f001be91,0567404df6cf9cdb6a8fcdf873ed2148fa470a7ded377694716607e7ec398113,3ce3bf9329e2f784288d2733cb5beb0304b9fad1db4974649e3c12bb2ebeedde,540bd19a34b7ef82c69ab74e177cb9d99632d6405851670a7ac89873df1cf68d,DONOR_UNSEEN_ONLY,e560d3af8e6cf05b80b4c4421906afe6713e728769185d67a4776ec9650d8b54,EVALUATION_80PCT,6,True,False
705,H04,105,ENSG00000169894,MUC3A,2,MUC3A-1+MUC3A-2,True,MUC3A,True,True,MUC3A,True,True,248819f588ca6ff469a1621b1c09cd1967a42ebe3d8e61c52448223c8d737a29,eef0f2d929d0fe26ee0039821e6c29c146c87b1d547421ffc12607616fad8159,3cf67d9d17f4141fa8ec1b36faa8e28e1ce2ec0825eeadc6ebea3dab520f8547,15d5b92170d52461c4a61d6a45af4cd8576cbeefce80cc1a6538f178a1e7cdb6,COLUMN_UNSEEN,f4a07e6fc285949249f9c723bab8301a9bab60bf2663a022627c075bdea65aa6,EVALUATION_80PCT,0,True,False
706,H04,106,ENSG00000259207,ITGB3,2,ITGB3-1+ITGB3-2,True,ITGB3,True,True,ITGB3,True,True,a317d6662f10730819f711f6f5a5f7c805f477a8a228fdb7c6cc6cebf15b8f31,178cabe177c18a5de54636dbeec31a14b151c4295c73c5dfcee84362490e902a,3d2853e204ae1a5c5b20f6d695df6bca05fb50073b14134cd178d1a9be5e7daa,adb63ca94e3f8fc890a68921ca0d9eb9c52047b794175b9a3037980fc9ffe8f7,DONOR_UNSEEN_ONLY,a4aeb90dd2d6f15092243daa86b346e8364a3db38a1ca34e87e55e512c0424bc,EVALUATION_80PCT,6,True,False
707,H04,107,ENSG00000110013,SIAE,2,SIAE-1+SIAE-2,True,SIAE,True,True,SIAE,True,True,b43159db183e9d24e36b8fef50687057c27c878babef84c5b6bb13d74259c9c9,da81014212f5e71a2afde10ed069d699c0f07676827a0f57fd0eecfa908ac497,3d46a0b2c82ada78bb74635a2df4729ee70d971de1d8a2d2939129005298360a,e87402e229df00d009210d52bea6355c1f0c8ba0835ead11599d7db8e9b69711,DONOR_UNSEEN_ONLY,60e0883392fb9c3661b3ee324a7c760e813a0e5fb7d7f2d9abfc3edaeda686e1,EVALUATION_80PCT,6,True,False
708,H04,108,ENSG00000137804,NUSAP1,2,NUSAP1-1+NUSAP1-2,True,NUSAP1,True,True,NUSAP1,True,True,b2026a955302b22b15441115486caeb43193e601db00aa4d90758aaa4f8d0d2d,4dad82dac43f677e0fc1a5f4474326cafc03d990d535659e9c167bc0c125d45e,3d51218f4c09b0411281a486b66c06a653cd8cd7c3e848e1744ebca2bb5949b7,5d9fd8bff39af71ffc1a62e1cab372743e6905e6bc35c78eb89ac8ac20de1ef9,DONOR_UNSEEN_ONLY,2072fcea61b16f37ec09f35baa720641972a6a15304a85fa561c4234bed20b8a,CALIBRATION_20PCT,6,True,False
709,H04,109,ENSG00000155111,CDK19,2,CDK19-1+CDK19-2,True,CDK19,True,True,CDK19,True,True,ced7cd001a224bcae47cb0b919ea47f2bba6e64ba52ff2e229c46080a1b17a1a,b43154313edb327bb26856a85c23b5bd27df1d81dc5917ba0af3bb1ead515cf9,3d51b2988ea096577ae1af0440438c2b9efd7a542086e6351736c4028a831161,ba0e7ac481e2ccd3d32b11ac0360ab03604f551f0dee5b91f210761feab84929,DONOR_UNSEEN_ONLY,adef1af0bc87654b8a7b0067bd2aa6c31e848d2b99565575c10ee5253a9af785,EVALUATION_80PCT,6,True,False
710,H04,110,ENSG00000221988,PPT2,2,PPT2-1+PPT2-2,True,PPT2,True,True,PPT2,True,True,fa770be8f56d3381518a4d76a0cd1c2d1a19787acb6594d0cd7b276e05a61dba,89a95644b4a383b226fc6d741f8da50ac0ee43ffa4db3a217879759fb0c0a1f7,3d54bde619186f2a8368eb5fec68351248dae5a73834aa584bd7d173d5105473,a5ac330ea1265f601c0c2d4e6954fccacfdec745f679c549cc03099aab861acf,DONOR_UNSEEN_ONLY,5b5ee463660bc7db35e83ef42fb6cc77b0d6eb2bdcf76bfe3288605d4ac362c3,EVALUATION_80PCT,6,True,False
711,H04,111,ENSG00000123609,NMI,2,NMI-1+NMI-2,True,NMI,True,True,NMI,True,True,d7209e20dbe5d75cac283bd613104d31006018d69ee22086a16b3ed7ee9f1b1e,3255caab57ab9b3da563cdac62ac4406b46bb361d5baefc36046fb0ca6bf735f,3d56cd4dd443165116f6c2ca10df2e2644020d2d68a4d18b9f6e96e1e8fdd477,e8eb215a8fc604cf6a7662efbf7a1838c6a586cce78cc0bec9c978229f481eee,DONOR_UNSEEN_ONLY,01066694d5dd020d152b3b60434e32b2ca03d734f38e591f372b701484941227,CALIBRATION_20PCT,6,True,False
712,H04,112,ENSG00000198945,L3MBTL3,2,L3MBTL3-1+L3MBTL3-2,True,L3MBTL3,True,True,L3MBTL3,True,True,e1d986fb5b606cb5dc084974ba9754a05c65d24fd4faa2a05cd909b9dcc680b0,45dddc65898e1458f2f2459de345f37f95af05087d07a568f8996ef517b37fb2,3d5a02cadb2322922ebaf7eb0e9cc57c7125b12172db69f2110797dd9d4bdcaf,e2b2e572529649c81caf9b7f95f3a033d88c769d5bc17cf0e63e618609096d81,DONOR_UNSEEN_ONLY,9eab892d08c6d35852d90a1d4c1ea3fcd612bdfc7a672ca8c2add109285ad504,EVALUATION_80PCT,6,True,False
713,H04,113,ENSG00000136521,NDUFB5,2,NDUFB5-1+NDUFB5-2,True,NDUFB5,True,True,NDUFB5,True,True,86d014729668288957156ad9024b0361e96121b83718b1f9df55bc78cb87f028,572ecd90a26c17140b2afc2880dc57de1ebdf5b496ad2772a774b0e0449eab4b,3d7e3445cdecaa65b9baa03446db57b305e275bd983d255694d740ae34141a0e,a8be354232541282e80cbfb524b8d45a3e8d06be27d22f807d8fa4d10a172d3b,DONOR_UNSEEN_ONLY,19f8dde82bf0ed3ffa31e173c1442b23bd5e206cb85dc21e4782bb72f2cb9072,CALIBRATION_20PCT,6,True,False
714,H04,114,ENSG00000164867,NOS3,2,NOS3-1+NOS3-2,True,NOS3,True,True,NOS3,True,True,38d24964967e430090d7b142c4a681c3dfafe72b3d70d4d5d88bd24a1b415a4c,af565faccfa2a16935fb6cde4d8f29ee4573c1876d0c1d64407d42453693e9b1,3dacac97301f11f71c563c8a22c7381facb9d4cf4cdabe66442ff2dd6294ff89,342b28b7f51bc465ca0a4d0b1e8a1436e2e8432263768999c05f07a6196d718e,COLUMN_UNSEEN,99c37cd5888a2fcc5e258d06d39da54617610679e04421b6da3dce5ba33a0a9b,EVALUATION_80PCT,0,True,False
715,H04,115,ENSG00000037757,MRI1,2,MRI1-1+MRI1-2,True,MRI1,True,True,MRI1,True,True,fd9729bd0438b184f6b2b84dd14df149fe30f84cba01bad33db1783a0d61aa15,f055dacbdc3d1fbbd95ec317dd6cb02f3561fc07a4b394b355d182b2df817c3d,3daf3b19ce2ce8855fed0eb66d9a8e2775258c7571617751bd70269b09d7dabf,070f8dc911c30989054648b0986ac87db0957f1e3525dec7b25168c1e761fdee,COLUMN_UNSEEN,9f8cf74125a13d3fe251f781cbebb53f9ea8fb50a3e3bf1da32b31a5032dbd00,EVALUATION_80PCT,0,True,False
716,H04,116,ENSG00000172638,EFEMP2,2,EFEMP2-1+EFEMP2-2,True,EFEMP2,True,True,EFEMP2,True,True,bb6949f22b4a2fba228d07ad69f0ce6205c3aedb1180430ada603e9f1e6da716,71b49fcd3637329f5050ee0e90b6a1af4b172f0bb092fc39f095b21e9ac3be8f,3dfe19e077638974c0f7d7012879de2ebdcd9cde03fcf636fd00133287b41eb0,d0570d429a37ec184f02ffe0113c7e8d5f642f49ca01743c2a6005b2a2715dee,DONOR_UNSEEN_ONLY,82f4d5e93593639598fa70216a7606643b6feee10278f18b26014acf8e3c00ab,EVALUATION_80PCT,6,True,False
717,H04,117,ENSG00000198815,FOXJ3,2,FOXJ3-1+FOXJ3-2,True,FOXJ3,True,True,FOXJ3,True,True,f8eae987edd4e4c49b0ef0b9c8a3965d2a0a2ac89412e7e69d0d51bfe7049800,a5c84ef0810f6561280cbc40acc3054bdf235041be34cfb3de74250501b6a2dc,3e08876038cba90d2b368f6a243a140682c6bc3932375bc3b81871990909a730,6ec1c291e9a5d813fc75e6a5afb7edc0931699ac4613be98a310654cd76ed6e0,DONOR_UNSEEN_ONLY,b72c12a02162c07182b1ccaa0407b286bc322c296e80eaad9de97685fa7829af,EVALUATION_80PCT,6,True,False
718,H04,118,ENSG00000077147,TM9SF3,2,TM9SF3-1+TM9SF3-2,True,TM9SF3,True,True,TM9SF3,True,True,3a807b6d72bef9bbc4c8781db547b70d1a1733e4a7e77a44daf9a96d2b0c8477,73cdc6947ea9b644c014defaece92ef02b65a58362dd487855b8c4fd2f44f1b7,3e1a3bf0fbe644224a0c74d89ac911454914ba183112a4b4b2cd5498a9c7b866,eba81d7a98f4aaf5eb1db0c21127fbe4f117a24ae851f3123bec596133f96451,DONOR_UNSEEN_ONLY,b47a6dbe7a48a648aa44b57d7111f1995d8d0fe8421526b9a290a7c82a04f3bb,EVALUATION_80PCT,6,True,False
719,H04,119,ENSG00000138111,MFSD13A,2,MFSD13A-1+MFSD13A-2,True,MFSD13A,True,True,MFSD13A,True,True,3be93d27a0a1553a763d76a48945fce695d97d655674a185eafa747e0c63675a,db28b4ae7dc888de9c5461eda27a8c2db5d91db85102c5851adb16a63b9cee4e,3e28b1df2a1cbc228d075b5466a64806e641cae5ff5063605e1bb91c37c66286,ca9ce64a00a348f6d35decca59492b7a429fbcdc083561d3be613bea8c807dfe,DONOR_UNSEEN_ONLY,634726a904e088b5f88baf5b4a9b483560daf083b55ff82b1dd057e236d2938a,EVALUATION_80PCT,6,True,False
720,H04,120,ENSG00000189269,DRICH1,2,DRICH1-1+DRICH1-2,True,DRICH1,True,True,DRICH1,True,True,127cfd2f6945051fd44bf266141898d27e178a809da863c90bf9280faeae411d,f98842dcd55305f722fd9b422c0e858a27305bf46fa52facdfdb36a9b4de4623,3e4c266e17608ee592567db551163b4bdbbc623068231ff22c44ee4c1cc6c744,1a580744006e48152f122228122801f18437bd18d37d4cbae7365bcfb5d7a9f2,COLUMN_UNSEEN,7084f13fea7677cd6d976acc689cce629abbfec9b496278f630226ae8956fb0c,EVALUATION_80PCT,0,True,False
721,H04,121,ENSG00000138942,RNF185,2,RNF185-1+RNF185-2,True,RNF185,True,True,RNF185,True,True,8cb9db3c7ba4aee017b55ea7ea7d245305b8be4209c3713b2dbdc1f93a385648,9baffb2ccefde1b26cff7332c8455fd1aed46c988b7c431b350f6b5f8c4a7524,3e4f4db6758f3bfc2715789955961787267355d0ac466e0d5e3977daa5941b50,dbb9742b436e0fe0c9f642137e12006907d8064486d98e75faf32f2bf153fe11,DONOR_UNSEEN_ONLY,75b1b325ebd708dee75913b6a8b88973c981136293ae77588463e3ce7d33842a,EVALUATION_80PCT,6,True,False
722,H04,122,ENSG00000158402,CDC25C,2,CDC25C-1+CDC25C-2,True,CDC25C,True,True,CDC25C,True,True,d7e9e551c57f52f7f55b91052c0fd1fe1b5ee634fddba3d5d6f80c9698ca55fb,ba4128cbd1cda7b57fca2ac227de8e9aabb76b0ea1d6c26c0b5227066eb5b582,3e8e323f1c61aeca2180dee467a0106b68deb2056a0cc552ede7a6e5a0a0b932,c609e00d7fb5dd40cdcc39f2a1da420a3fb0524b21a4004e5c6bb0f78a94817d,DONOR_UNSEEN_ONLY,0aa78f453ecac56f7c5e48da8ceaf781eef6312c68487e679f413858aab8434a,CALIBRATION_20PCT,6,True,False
723,H04,123,ENSG00000136931,NR5A1,2,NR5A1-1+NR5A1-2,True,NR5A1,True,True,NR5A1,True,True,cfdb6628fb08afeb41f8f533db07df8775597c7d3a5b45e6a19132f74bb713a8,21899619a5041ecb0cb74ae503c01f3ee0dc813631cb76eb77b18cdf10697850,3edd75113ba9bb4b74572651d89c8ab86bd1f444b2522c787c4e50667bcbb7a1,8bc8a4072855ec750075726ef69e16ad3a83f1c116ade63ee9f7865e45471425,DONOR_UNSEEN_ONLY,8f1a5dc413fbdd1d9d57cccdfd5a6d10e1258357a61372e39a3e3a3216b7c070,EVALUATION_80PCT,6,True,False
724,H04,124,ENSG00000173930,SLCO4C1,2,SLCO4C1-1+SLCO4C1-2,True,SLCO4C1,True,True,SLCO4C1,True,True,b0a9d9352772df19e26ee4ae1da34506bc0a8ad40f375ecfdbd1363f98bf4cab,6d69749cd7e39db1716f5477db88b2ae3d5fdafec7666ad8602179fbb000c946,3ef6e6091b15afa0fd9d413ba59a336e128a6c17c906813b4ed86ba52e99261e,e72dc7b9a247752c4933ae7bc9eaa9f727e8e7ca2015ff117469e326e9066530,DONOR_UNSEEN_ONLY,296233b771808160dd3c812ad9884b66ac794339f6e2aa9b1a372ff9bd06092d,CALIBRATION_20PCT,6,True,False
725,H04,125,ENSG00000156860,FBRS,2,FBRS-1+FBRS-2,True,FBRS,True,True,FBRS,True,True,45fe78032fe0368685c9af16017dee2ccbc47522d7be87326b5a8b152f042e65,7d386a9b35f17ac34754561cd9b2918d4082a1a54f77a89a4fa52f0377167749,3f0d37bd569108a549149590c9450437824c0fb5b1df0a7220c5a32f7b3ed836,b02971d061b536aaafe8089e7d2f06bcd64171711875956279a1c118177f82af,DONOR_UNSEEN_ONLY,0b8a85b8255ecebafac2f3fa75c39ff6ac3c4a9f54aaa9f2af7e90815308ea01,CALIBRATION_20PCT,6,True,False
726,H04,126,ENSG00000113070,HBEGF,2,HBEGF-1+HBEGF-2,True,HBEGF,True,True,HBEGF,True,True,174cf6b6fe53bf5f78835451e516d174bf03bb99554ddf4af0c19d550097fb97,ddba0fc2a35d5b7fdb541c0abe85e5f630acde8c54c7f7a15fd77039f1062e32,3f6c782cd7f2f4e195df70529d9c2232ab27807dff936bb05c293d8bfc8043c5,86ea53538b891d4e15f4b4f31acbb2b103d7d75781cd5b78a4a677d051d46629,DONOR_UNSEEN_ONLY,d246df4ddfe210469cf437004e14a948e853804ab4a378eb8075705e08784a24,EVALUATION_80PCT,6,True,False
727,H04,127,ENSG00000162105,SHANK2,2,SHANK2-1+SHANK2-2,True,SHANK2,True,True,SHANK2,True,True,a15173d7847a0099156ae71af539e58e51e26b0920ad5d7e2a65bc654fb53f08,d636051e29a19695d6e6352a7a25c9ea89203cec8ccabdd21a5725268a186e9e,3f850699b35bbb5dde0500dc86b3de38bc39141ac769aa73e15ae51414d0c4d2,1831602d89e048fa6b9e9e8ebff29e28567d6f00514e4e1de027fdaf5303ba7a,COLUMN_UNSEEN,7b0891535803b4a98ce366ecdba58d79884c6896bb1611e8d23d741e3f43dfb5,EVALUATION_80PCT,0,True,False
728,H04,128,ENSG00000065675,PRKCQ,2,PRKCQ-1+PRKCQ-2,True,PRKCQ,True,True,PRKCQ,True,True,1395806a959a7a1536aa286baeced8d62122ca3450f82dea3d79f1c48a02c2de,fbd2a07d1d97552e4788747c025cff973feadc228bdc1831cf9a1a2c55b9a9a7,3fa32dd8ae138099b9229de27701b1bf49e8c6c547ce2fcbe6a3010187e32f23,99ced3e17b0ae2f4464b0a60d2ecab434d82b71b43669a7e0ed26c4e314334f4,DONOR_UNSEEN_ONLY,d7f2a35f80eaa35d655fec9551b21ffa8a3812c7bd34b7d9c98167e30109741d,EVALUATION_80PCT,6,True,False
729,H04,129,ENSG00000006025,OSBPL7,2,OSBPL7-1+OSBPL7-2,True,OSBPL7,True,True,OSBPL7,True,True,2aef29016aacb70795567c2fe714cc5b30d0f84c66c76792e5d19779f14586ee,c2fac5c26c04764db177d30bed3dae8d976a61489c987f790250a0e0113137d3,3fac8fe6c9c7277b92965c136de565d44d7b276d60ca68fec45d54fc54251161,cb3fc97bfe35b96662843471e049a6ae9db9cac7a4c76682e4956a838d289cd6,DONOR_UNSEEN_ONLY,be63eb08bccb802195de4eaf3d780f35cea7432c3cdc2c3e509b43c9b446327e,EVALUATION_80PCT,6,True,False
730,H04,130,ENSG00000131791,PRKAB2,2,PRKAB2-1+PRKAB2-2,True,PRKAB2,True,True,PRKAB2,True,True,c146fcdad0f3bbe5adc46572494eff6886c7213fcc994ab5e1a67371f91aa142,033f5206fab78de401ee50787b1350577061e20b8c5be9909d60c1f86441692b,3fb447edcc625ec5005ba8e2181cf867a971a1c6e92c662d2548507df59ef771,3eea394494a2b8df4e1ab097295a5873eaf4a4def9249b2ed71186fd8561f676,DONOR_UNSEEN_ONLY,f02e822ae35a04f72f2226cf40e1b7ac9191ec49bb213145ccbe8105ddfe1624,EVALUATION_80PCT,6,True,False
731,H04,131,ENSG00000174915,PTDSS2,2,PTDSS2-1+PTDSS2-2,True,PTDSS2,True,True,PTDSS2,True,True,23aca8b0746df7102ff46c5ff38b47fea0b6b30d194cdc05f7ef5e27d03211e9,fa98cc5c59e581d64204725a88a2ffb10692fcb5f347b51cefff614f4a977e05,3fbca9417397f8c9c2959cee6be30977659a23546957e0dca8ae61cd6856ebc2,1bd31025a684f23d755b956b3755bb12e00ce81f8c65710f432845b05c138987,COLUMN_UNSEEN,eae3bfdef5ef9d59fcb61bc3c4ce9a2b54a4ab306ea338881a9219c95d8bb49b,EVALUATION_80PCT,0,True,False
