dataset,fold_id,target,score,n_tasks,spearman
Liang,Liang_context_holdout_2_DM2_2,error_two_predictor_mean_rmse,baseline_predicted_magnitude,68,0.15036072832767108
Liang,Liang_context_holdout_3_DM2_3,error_two_predictor_mean_rmse,safeconf_calibrated_pair_risk,68,0.2856433942817879
Liang,Liang_context_holdout_3_DM2_3,error_two_predictor_mean_rmse,safeconf_frozen_pair_risk,68,0.2681604763904264
Liang,Liang_context_holdout_3_DM2_3,error_two_predictor_mean_rmse,risk_model_disagreement,68,0.17769210214910103
Liang,Liang_context_holdout_3_DM2_3,error_two_predictor_mean_rmse,baseline_predicted_magnitude,68,0.14688704813528267
Liang,Liang_context_holdout_4_DM2_4,error_two_predictor_mean_rmse,safeconf_calibrated_pair_risk,68,0.04499442610117344
Liang,Liang_context_holdout_4_DM2_4,error_two_predictor_mean_rmse,safeconf_frozen_pair_risk,68,0.3949688895675077
Liang,Liang_context_holdout_4_DM2_4,error_two_predictor_mean_rmse,risk_model_disagreement,68,0.4713898538000533
Liang,Liang_context_holdout_4_DM2_4,error_two_predictor_mean_rmse,baseline_predicted_magnitude,68,0.4815818605183799
Liang,Liang_context_holdout_5_DM2_5,error_two_predictor_mean_rmse,safeconf_calibrated_pair_risk,68,0.22727793258770082
Liang,Liang_context_holdout_5_DM2_5,error_two_predictor_mean_rmse,safeconf_frozen_pair_risk,68,0.14276443867618427
Liang,Liang_context_holdout_5_DM2_5,error_two_predictor_mean_rmse,risk_model_disagreement,68,-0.04214223002633889
Liang,Liang_context_holdout_5_DM2_5,error_two_predictor_mean_rmse,baseline_predicted_magnitude,68,0.04805893804634118
Liang,Liang_context_holdout_6_DM2_6,error_two_predictor_mean_rmse,safeconf_calibrated_pair_risk,68,-0.0621063480551208
Liang,Liang_context_holdout_6_DM2_6,error_two_predictor_mean_rmse,safeconf_frozen_pair_risk,68,-0.12432721303966102
Liang,Liang_context_holdout_6_DM2_6,error_two_predictor_mean_rmse,risk_model_disagreement,68,-0.2018170019467878
Liang,Liang_context_holdout_6_DM2_6,error_two_predictor_mean_rmse,baseline_predicted_magnitude,68,-0.28705576974462726
Liang,Liang_context_holdout_7_EM2_1,error_two_predictor_mean_rmse,safeconf_calibrated_pair_risk,68,0.2782379661793335
Liang,Liang_context_holdout_7_EM2_1,error_two_predictor_mean_rmse,safeconf_frozen_pair_risk,68,0.1347864259266328
Liang,Liang_context_holdout_7_EM2_1,error_two_predictor_mean_rmse,risk_model_disagreement,68,-0.081765087605451
Liang,Liang_context_holdout_7_EM2_1,error_two_predictor_mean_rmse,baseline_predicted_magnitude,68,0.03889758369278925
Liang,Liang_context_holdout_8_EM2_2,error_two_predictor_mean_rmse,safeconf_calibrated_pair_risk,68,0.3147306943543154
Liang,Liang_context_holdout_8_EM2_2,error_two_predictor_mean_rmse,safeconf_frozen_pair_risk,68,0.3517196625567812
Liang,Liang_context_holdout_8_EM2_2,error_two_predictor_mean_rmse,risk_model_disagreement,68,0.09157537122571287
Liang,Liang_context_holdout_8_EM2_2,error_two_predictor_mean_rmse,baseline_predicted_magnitude,68,0.057754704737183644
Liang,Liang_context_holdout_9_EM2_3,error_two_predictor_mean_rmse,safeconf_calibrated_pair_risk,68,0.1900599305263961
Liang,Liang_context_holdout_9_EM2_3,error_two_predictor_mean_rmse,safeconf_frozen_pair_risk,68,0.17700500057258464
Liang,Liang_context_holdout_9_EM2_3,error_two_predictor_mean_rmse,risk_model_disagreement,68,0.13375577356185822
Liang,Liang_context_holdout_9_EM2_3,error_two_predictor_mean_rmse,baseline_predicted_magnitude,68,0.11863953887849753
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,error_two_predictor_mean_rmse,safeconf_calibrated_pair_risk,51,0.1549902585804543
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,error_two_predictor_mean_rmse,safeconf_frozen_pair_risk,51,-0.1588235294117647
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,error_two_predictor_mean_rmse,risk_model_disagreement,51,-0.2048868778280543
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,error_two_predictor_mean_rmse,baseline_predicted_magnitude,51,-0.24832579185520362
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,error_two_predictor_mean_rmse,safeconf_calibrated_pair_risk,51,-0.05780309974713359
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,error_two_predictor_mean_rmse,safeconf_frozen_pair_risk,51,0.005067873303167421
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,error_two_predictor_mean_rmse,risk_model_disagreement,51,-0.031040723981900453
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,error_two_predictor_mean_rmse,baseline_predicted_magnitude,51,-0.19719457013574657
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,error_two_predictor_mean_rmse,safeconf_calibrated_pair_risk,51,0.24208144796380088
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,error_two_predictor_mean_rmse,safeconf_frozen_pair_risk,51,0.14678733031674207
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,error_two_predictor_mean_rmse,risk_model_disagreement,51,0.15665158371040722
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,error_two_predictor_mean_rmse,baseline_predicted_magnitude,51,0.12199095022624433
Santinha,Santinha_context_holdout_4_Neurons_L_5,error_two_predictor_mean_rmse,safeconf_calibrated_pair_risk,51,-0.09020622061892905
Santinha,Santinha_context_holdout_4_Neurons_L_5,error_two_predictor_mean_rmse,safeconf_frozen_pair_risk,51,-0.05945701357466063
Santinha,Santinha_context_holdout_4_Neurons_L_5,error_two_predictor_mean_rmse,risk_model_disagreement,51,-0.061538461538461535
Santinha,Santinha_context_holdout_4_Neurons_L_5,error_two_predictor_mean_rmse,baseline_predicted_magnitude,51,0.12660633484162895
Santinha,Santinha_context_holdout_5_Neurons_L_6,error_two_predictor_mean_rmse,safeconf_calibrated_pair_risk,51,0.07390292987617261
Santinha,Santinha_context_holdout_5_Neurons_L_6,error_two_predictor_mean_rmse,safeconf_frozen_pair_risk,51,-0.4081447963800905
Santinha,Santinha_context_holdout_5_Neurons_L_6,error_two_predictor_mean_rmse,risk_model_disagreement,51,-0.4932126696832579
Santinha,Santinha_context_holdout_5_Neurons_L_6,error_two_predictor_mean_rmse,baseline_predicted_magnitude,51,-0.2495927601809955
Shifrut,Shifrut_context_holdout_1_D1_nostim,error_two_predictor_mean_rmse,safeconf_calibrated_pair_risk,43,0.1451223195409242
Shifrut,Shifrut_context_holdout_1_D1_nostim,error_two_predictor_mean_rmse,safeconf_frozen_pair_risk,43,0.1386288130474177
Shifrut,Shifrut_context_holdout_1_D1_nostim,error_two_predictor_mean_rmse,risk_model_disagreement,43,0.15508909694956208
Shifrut,Shifrut_context_holdout_1_D1_nostim,error_two_predictor_mean_rmse,baseline_predicted_magnitude,43,0.009513742071881607
Shifrut,Shifrut_context_holdout_2_D1_stim,error_two_predictor_mean_rmse,safeconf_calibrated_pair_risk,43,0.4125641800060405
Shifrut,Shifrut_context_holdout_2_D1_stim,error_two_predictor_mean_rmse,safeconf_frozen_pair_risk,43,0.2807308970099668
Shifrut,Shifrut_context_holdout_2_D1_stim,error_two_predictor_mean_rmse,risk_model_disagreement,43,0.25732407127755963
Shifrut,Shifrut_context_holdout_2_D1_stim,error_two_predictor_mean_rmse,baseline_predicted_magnitude,43,0.573542736333434
Shifrut,Shifrut_context_holdout_3_D2_nostim,error_two_predictor_mean_rmse,safeconf_calibrated_pair_risk,43,0.17834491090305044
Shifrut,Shifrut_context_holdout_3_D2_nostim,error_two_predictor_mean_rmse,safeconf_frozen_pair_risk,43,-0.14602839021443673
Shifrut,Shifrut_context_holdout_3_D2_nostim,error_two_predictor_mean_rmse,risk_model_disagreement,43,-0.15901540320144972
Shifrut,Shifrut_context_holdout_3_D2_nostim,error_two_predictor_mean_rmse,baseline_predicted_magnitude,43,0.15448504983388703
Shifrut,Shifrut_context_holdout_4_D2_stim,error_two_predictor_mean_rmse,safeconf_calibrated_pair_risk,43,-0.0453035336756267
Shifrut,Shifrut_context_holdout_4_D2_stim,error_two_predictor_mean_rmse,safeconf_frozen_pair_risk,43,-0.05995167623074601
Shifrut,Shifrut_context_holdout_4_D2_stim,error_two_predictor_mean_rmse,risk_model_disagreement,43,-0.0480217456961643
Shifrut,Shifrut_context_holdout_4_D2_stim,error_two_predictor_mean_rmse,baseline_predicted_magnitude,43,0.09725158562367865
