dataset_group,dataset_name,predictor_name,score_name,score_type,coverage,n_total,n_kept,mean_rmse,median_rmse
lara_astiaso_group,LaraAstiasoHuntly2023_invivo,V0StrongBaseline,model_disagreement_risk,risk,0.6,390,234,3.9135153191795844,2.0091308041690534
lara_astiaso_group,LaraAstiasoHuntly2023_invivo,V0StrongBaseline,model_disagreement_risk,risk,0.5,390,195,3.6835606119399578,1.65028887390692
lara_astiaso_group,LaraAstiasoHuntly2023_invivo,V0StrongBaseline,protocol_v0_2_family_confidence,confidence,1.0,390,390,5.762396618164626,3.2019567720802202
lara_astiaso_group,LaraAstiasoHuntly2023_invivo,V0StrongBaseline,protocol_v0_2_family_confidence,confidence,0.9,390,351,5.122568834900948,3.014836055054749
lara_astiaso_group,LaraAstiasoHuntly2023_invivo,V0StrongBaseline,protocol_v0_2_family_confidence,confidence,0.8,390,312,4.995712666571241,2.921072534929922
lara_astiaso_group,LaraAstiasoHuntly2023_invivo,V0StrongBaseline,protocol_v0_2_family_confidence,confidence,0.7,390,273,4.7143376992239405,2.7928423864774805
lara_astiaso_group,LaraAstiasoHuntly2023_invivo,V0StrongBaseline,protocol_v0_2_family_confidence,confidence,0.6,390,234,4.514553093865605,2.579220041304276
lara_astiaso_group,LaraAstiasoHuntly2023_invivo,V0StrongBaseline,protocol_v0_2_family_confidence,confidence,0.5,390,195,3.9209444815344585,2.3726279508057644
lara_astiaso_group,LaraAstiasoHuntly2023_invivo,V0StrongBaseline,safeconf_linear_ranker_risk,risk,1.0,390,390,5.762396618164626,3.2019567720802202
lara_astiaso_group,LaraAstiasoHuntly2023_invivo,V0StrongBaseline,safeconf_linear_ranker_risk,risk,0.9,390,351,4.908326362780689,2.950606462137952
lara_astiaso_group,LaraAstiasoHuntly2023_invivo,V0StrongBaseline,safeconf_linear_ranker_risk,risk,0.8,390,312,4.358159987316209,2.7517014001920943
lara_astiaso_group,LaraAstiasoHuntly2023_invivo,V0StrongBaseline,safeconf_linear_ranker_risk,risk,0.7,390,273,4.006649148708704,2.447661891335895
lara_astiaso_group,LaraAstiasoHuntly2023_invivo,V0StrongBaseline,safeconf_linear_ranker_risk,risk,0.6,390,234,3.9135153191795844,2.0091308041690534
lara_astiaso_group,LaraAstiasoHuntly2023_invivo,V0StrongBaseline,safeconf_linear_ranker_risk,risk,0.5,390,195,3.6835606119399578,1.65028887390692
mcfarland_drug_group,McFarlandTsherniak2020,ContextSimBaseline,lodo_error_ranker_risk,risk,1.0,1163,1163,1.554219718856958,1.2181184308089443
mcfarland_drug_group,McFarlandTsherniak2020,ContextSimBaseline,lodo_error_ranker_risk,risk,0.9,1163,1047,1.41849421173563,1.114482526435112
mcfarland_drug_group,McFarlandTsherniak2020,ContextSimBaseline,lodo_error_ranker_risk,risk,0.8,1163,931,1.4036637827757286,1.0846025624731546
mcfarland_drug_group,McFarlandTsherniak2020,ContextSimBaseline,lodo_error_ranker_risk,risk,0.7,1163,815,1.3257365647199884,1.055371977543151
mcfarland_drug_group,McFarlandTsherniak2020,ContextSimBaseline,lodo_error_ranker_risk,risk,0.6,1163,698,1.3152932774178232,1.0455324963093537
mcfarland_drug_group,McFarlandTsherniak2020,ContextSimBaseline,lodo_error_ranker_risk,risk,0.5,1163,582,1.336677754278019,1.0591141931229955
mcfarland_drug_group,McFarlandTsherniak2020,ContextSimBaseline,model_disagreement_risk,risk,1.0,1163,1163,1.554219718856958,1.2181184308089443
mcfarland_drug_group,McFarlandTsherniak2020,ContextSimBaseline,model_disagreement_risk,risk,0.9,1163,1047,1.494663026972223,1.1531220762819674
mcfarland_drug_group,McFarlandTsherniak2020,ContextSimBaseline,model_disagreement_risk,risk,0.8,1163,931,1.472668273230526,1.1443415831447803
mcfarland_drug_group,McFarlandTsherniak2020,ContextSimBaseline,model_disagreement_risk,risk,0.7,1163,815,1.443375510361119,1.1086360780389528
mcfarland_drug_group,McFarlandTsherniak2020,ContextSimBaseline,model_disagreement_risk,risk,0.6,1163,698,1.4218566924709413,1.0812462596989563
mcfarland_drug_group,McFarlandTsherniak2020,ContextSimBaseline,model_disagreement_risk,risk,0.5,1163,582,1.4002053496342957,1.0886157377669883
mcfarland_drug_group,McFarlandTsherniak2020,ContextSimBaseline,protocol_v0_2_family_confidence,confidence,1.0,1163,1163,1.5542197188569582,1.2181184308089443
mcfarland_drug_group,McFarlandTsherniak2020,ContextSimBaseline,protocol_v0_2_family_confidence,confidence,0.9,1163,1047,1.5682044036042382,1.2310829036202433
mcfarland_drug_group,McFarlandTsherniak2020,ContextSimBaseline,protocol_v0_2_family_confidence,confidence,0.8,1163,931,1.4920129649268994,1.16964762588159
mcfarland_drug_group,McFarlandTsherniak2020,ContextSimBaseline,protocol_v0_2_family_confidence,confidence,0.7,1163,815,1.5080666995134113,1.1953919583698358
mcfarland_drug_group,McFarlandTsherniak2020,ContextSimBaseline,protocol_v0_2_family_confidence,confidence,0.6,1163,698,1.5311640696331152,1.21052223504154
mcfarland_drug_group,McFarlandTsherniak2020,ContextSimBaseline,protocol_v0_2_family_confidence,confidence,0.5,1163,582,1.5782525490414263,1.2303417453132903
mcfarland_drug_group,McFarlandTsherniak2020,ContextSimBaseline,safeconf_linear_ranker_risk,risk,1.0,1163,1163,1.554219718856958,1.2181184308089443
mcfarland_drug_group,McFarlandTsherniak2020,ContextSimBaseline,safeconf_linear_ranker_risk,risk,0.9,1163,1047,1.4471294729138902,1.133484563579516
mcfarland_drug_group,McFarlandTsherniak2020,ContextSimBaseline,safeconf_linear_ranker_risk,risk,0.8,1163,931,1.4815899279814766,1.1621385103816024
mcfarland_drug_group,McFarlandTsherniak2020,ContextSimBaseline,safeconf_linear_ranker_risk,risk,0.7,1163,815,1.5001946360153235,1.1772517353102585
mcfarland_drug_group,McFarlandTsherniak2020,ContextSimBaseline,safeconf_linear_ranker_risk,risk,0.6,1163,698,1.4992345862082181,1.163138305130225
mcfarland_drug_group,McFarlandTsherniak2020,ContextSimBaseline,safeconf_linear_ranker_risk,risk,0.5,1163,582,1.5430024483354747,1.2296988876887511
mcfarland_drug_group,McFarlandTsherniak2020,V0StrongBaseline,lodo_error_ranker_risk,risk,1.0,1163,1163,1.5277314407204747,1.1367387321915676
mcfarland_drug_group,McFarlandTsherniak2020,V0StrongBaseline,lodo_error_ranker_risk,risk,0.9,1163,1047,1.389198281231689,1.0573462059752243
mcfarland_drug_group,McFarlandTsherniak2020,V0StrongBaseline,lodo_error_ranker_risk,risk,0.8,1163,931,1.3001149393264668,0.9804395494261496
mcfarland_drug_group,McFarlandTsherniak2020,V0StrongBaseline,lodo_error_ranker_risk,risk,0.7,1163,815,1.2262852494554377,0.9570466042960296
mcfarland_drug_group,McFarlandTsherniak2020,V0StrongBaseline,lodo_error_ranker_risk,risk,0.6,1163,698,1.2181430377517424,0.9396875576220405
mcfarland_drug_group,McFarlandTsherniak2020,V0StrongBaseline,lodo_error_ranker_risk,risk,0.5,1163,582,1.2372736003056206,0.9585673011098113
mcfarland_drug_group,McFarlandTsherniak2020,V0StrongBaseline,model_disagreement_risk,risk,1.0,1163,1163,1.5277314407204747,1.1367387321915676
mcfarland_drug_group,McFarlandTsherniak2020,V0StrongBaseline,model_disagreement_risk,risk,0.9,1163,1047,1.4704686339977775,1.0883173577064562
mcfarland_drug_group,McFarlandTsherniak2020,V0StrongBaseline,model_disagreement_risk,risk,0.8,1163,931,1.4477309126990423,1.088320257305662
mcfarland_drug_group,McFarlandTsherniak2020,V0StrongBaseline,model_disagreement_risk,risk,0.7,1163,815,1.4195207226007096,1.075173862281273
mcfarland_drug_group,McFarlandTsherniak2020,V0StrongBaseline,model_disagreement_risk,risk,0.6,1163,698,1.4022485490134504,1.0656609252658187
mcfarland_drug_group,McFarlandTsherniak2020,V0StrongBaseline,model_disagreement_risk,risk,0.5,1163,582,1.3872979749821401,1.0773081170171575
mcfarland_drug_group,McFarlandTsherniak2020,V0StrongBaseline,protocol_v0_2_family_confidence,confidence,1.0,1163,1163,1.5277314407204747,1.1367387321915676
mcfarland_drug_group,McFarlandTsherniak2020,V0StrongBaseline,protocol_v0_2_family_confidence,confidence,0.9,1163,1047,1.5454384927876081,1.1459526162826943
mcfarland_drug_group,McFarlandTsherniak2020,V0StrongBaseline,protocol_v0_2_family_confidence,confidence,0.8,1163,931,1.4673310071125216,1.1017061118075275
mcfarland_drug_group,McFarlandTsherniak2020,V0StrongBaseline,protocol_v0_2_family_confidence,confidence,0.7,1163,815,1.4827829913413162,1.1001820599020968
mcfarland_drug_group,McFarlandTsherniak2020,V0StrongBaseline,protocol_v0_2_family_confidence,confidence,0.6,1163,698,1.5099079535371254,1.1284829721257696
mcfarland_drug_group,McFarlandTsherniak2020,V0StrongBaseline,protocol_v0_2_family_confidence,confidence,0.5,1163,582,1.5689159297521327,1.1844451744035043
mcfarland_drug_group,McFarlandTsherniak2020,V0StrongBaseline,safeconf_linear_ranker_risk,risk,1.0,1163,1163,1.5277314407204747,1.1367387321915676
mcfarland_drug_group,McFarlandTsherniak2020,V0StrongBaseline,safeconf_linear_ranker_risk,risk,0.9,1163,1047,1.4375148283261365,1.0639676862445775
mcfarland_drug_group,McFarlandTsherniak2020,V0StrongBaseline,safeconf_linear_ranker_risk,risk,0.8,1163,931,1.3314999527583398,1.0229159974884257
mcfarland_drug_group,McFarlandTsherniak2020,V0StrongBaseline,safeconf_linear_ranker_risk,risk,0.7,1163,815,1.2829963601258045,0.9997824396765512
mcfarland_drug_group,McFarlandTsherniak2020,V0StrongBaseline,safeconf_linear_ranker_risk,risk,0.6,1163,698,1.2827090238720953,1.0014633795821224
mcfarland_drug_group,McFarlandTsherniak2020,V0StrongBaseline,safeconf_linear_ranker_risk,risk,0.5,1163,582,1.2871596065655346,1.024461028663227
santinha_chemical_group,SantinhaPlatt2023,ContextSimBaseline,lodo_error_ranker_risk,risk,1.0,283,283,0.40240993122557434,0.3309572165412802
santinha_chemical_group,SantinhaPlatt2023,ContextSimBaseline,lodo_error_ranker_risk,risk,0.9,283,255,0.3932257427549328,0.3151192249700971
santinha_chemical_group,SantinhaPlatt2023,ContextSimBaseline,lodo_error_ranker_risk,risk,0.8,283,227,0.39516191471279366,0.3064574126766561
santinha_chemical_group,SantinhaPlatt2023,ContextSimBaseline,lodo_error_ranker_risk,risk,0.7,283,199,0.39414031139289796,0.302983232703193
santinha_chemical_group,SantinhaPlatt2023,ContextSimBaseline,lodo_error_ranker_risk,risk,0.6,283,170,0.40277841811292237,0.3038054041498227
santinha_chemical_group,SantinhaPlatt2023,ContextSimBaseline,lodo_error_ranker_risk,risk,0.5,283,142,0.40991670608303643,0.32230299144533436
santinha_chemical_group,SantinhaPlatt2023,ContextSimBaseline,model_disagreement_risk,risk,1.0,283,283,0.40240993122557434,0.3309572165412802
santinha_chemical_group,SantinhaPlatt2023,ContextSimBaseline,model_disagreement_risk,risk,0.9,283,255,0.39137651517368627,0.3095733327897858
santinha_chemical_group,SantinhaPlatt2023,ContextSimBaseline,model_disagreement_risk,risk,0.8,283,227,0.37997381631948834,0.299258576686938
santinha_chemical_group,SantinhaPlatt2023,ContextSimBaseline,model_disagreement_risk,risk,0.7,283,199,0.3808997126196591,0.2868173971338442
santinha_chemical_group,SantinhaPlatt2023,ContextSimBaseline,model_disagreement_risk,risk,0.6,283,170,0.3802283223115932,0.26645441211914656
santinha_chemical_group,SantinhaPlatt2023,ContextSimBaseline,model_disagreement_risk,risk,0.5,283,142,0.3769831224125271,0.2654787562108334
santinha_chemical_group,SantinhaPlatt2023,ContextSimBaseline,protocol_v0_2_family_confidence,confidence,1.0,283,283,0.4024099312255744,0.3309572165412802
santinha_chemical_group,SantinhaPlatt2023,ContextSimBaseline,protocol_v0_2_family_confidence,confidence,0.9,283,255,0.39057682568006685,0.3221743028968265
santinha_chemical_group,SantinhaPlatt2023,ContextSimBaseline,protocol_v0_2_family_confidence,confidence,0.8,283,227,0.38805911118897946,0.3126673667645684
santinha_chemical_group,SantinhaPlatt2023,ContextSimBaseline,protocol_v0_2_family_confidence,confidence,0.7,283,199,0.38457738330299135,0.302983232703193
santinha_chemical_group,SantinhaPlatt2023,ContextSimBaseline,protocol_v0_2_family_confidence,confidence,0.6,283,170,0.3758126538444924,0.29201059466065227
santinha_chemical_group,SantinhaPlatt2023,ContextSimBaseline,protocol_v0_2_family_confidence,confidence,0.5,283,142,0.3687564254177386,0.2816520974474429
santinha_chemical_group,SantinhaPlatt2023,ContextSimBaseline,safeconf_linear_ranker_risk,risk,1.0,283,283,0.40240993122557434,0.3309572165412802
santinha_chemical_group,SantinhaPlatt2023,ContextSimBaseline,safeconf_linear_ranker_risk,risk,0.9,283,255,0.39146547047908853,0.3151336833804696
santinha_chemical_group,SantinhaPlatt2023,ContextSimBaseline,safeconf_linear_ranker_risk,risk,0.8,283,227,0.3881109077018572,0.3046275755964525
santinha_chemical_group,SantinhaPlatt2023,ContextSimBaseline,safeconf_linear_ranker_risk,risk,0.7,283,199,0.39664376447549915,0.3151192249700971
santinha_chemical_group,SantinhaPlatt2023,ContextSimBaseline,safeconf_linear_ranker_risk,risk,0.6,283,170,0.3930037361278472,0.308015372733221
santinha_chemical_group,SantinhaPlatt2023,ContextSimBaseline,safeconf_linear_ranker_risk,risk,0.5,283,142,0.3852017190035132,0.3038054041498227
santinha_chemical_group,SantinhaPlatt2023,V0StrongBaseline,lodo_error_ranker_risk,risk,1.0,283,283,0.3540013733711617,0.2681316762927022
santinha_chemical_group,SantinhaPlatt2023,V0StrongBaseline,lodo_error_ranker_risk,risk,0.9,283,255,0.35284248279411107,0.261479393398643
santinha_chemical_group,SantinhaPlatt2023,V0StrongBaseline,lodo_error_ranker_risk,risk,0.8,283,227,0.35424395223651867,0.2569531067315078
santinha_chemical_group,SantinhaPlatt2023,V0StrongBaseline,lodo_error_ranker_risk,risk,0.7,283,199,0.35325047675658355,0.2580746361938759
santinha_chemical_group,SantinhaPlatt2023,V0StrongBaseline,lodo_error_ranker_risk,risk,0.6,283,170,0.3526384622397545,0.25346803148273045
santinha_chemical_group,SantinhaPlatt2023,V0StrongBaseline,lodo_error_ranker_risk,risk,0.5,283,142,0.34944465235546746,0.24362817635057155
santinha_chemical_group,SantinhaPlatt2023,V0StrongBaseline,model_disagreement_risk,risk,1.0,283,283,0.3540013733711617,0.2681316762927022
santinha_chemical_group,SantinhaPlatt2023,V0StrongBaseline,model_disagreement_risk,risk,0.9,283,255,0.35419304697289006,0.2649194617370567
santinha_chemical_group,SantinhaPlatt2023,V0StrongBaseline,model_disagreement_risk,risk,0.8,283,227,0.34495265441533235,0.2569531067315078
santinha_chemical_group,SantinhaPlatt2023,V0StrongBaseline,model_disagreement_risk,risk,0.7,283,199,0.35112329280344623,0.2462763481065566
santinha_chemical_group,SantinhaPlatt2023,V0StrongBaseline,model_disagreement_risk,risk,0.6,283,170,0.3540184530774969,0.2425140429162033
santinha_chemical_group,SantinhaPlatt2023,V0StrongBaseline,model_disagreement_risk,risk,0.5,283,142,0.35252479734808545,0.2425140429162033
santinha_chemical_group,SantinhaPlatt2023,V0StrongBaseline,protocol_v0_2_family_confidence,confidence,1.0,283,283,0.3540013733711617,0.2681316762927022
santinha_chemical_group,SantinhaPlatt2023,V0StrongBaseline,protocol_v0_2_family_confidence,confidence,0.9,283,255,0.351308767611901,0.2637550653584493
santinha_chemical_group,SantinhaPlatt2023,V0StrongBaseline,protocol_v0_2_family_confidence,confidence,0.8,283,227,0.35250203453003626,0.2637550653584493
santinha_chemical_group,SantinhaPlatt2023,V0StrongBaseline,protocol_v0_2_family_confidence,confidence,0.7,283,199,0.35365839096023804,0.2628119789354515
santinha_chemical_group,SantinhaPlatt2023,V0StrongBaseline,protocol_v0_2_family_confidence,confidence,0.6,283,170,0.34869328846736064,0.2552802206146628
santinha_chemical_group,SantinhaPlatt2023,V0StrongBaseline,protocol_v0_2_family_confidence,confidence,0.5,283,142,0.34207648687867864,0.2497385988546867
santinha_chemical_group,SantinhaPlatt2023,V0StrongBaseline,safeconf_linear_ranker_risk,risk,1.0,283,283,0.3540013733711617,0.2681316762927022
santinha_chemical_group,SantinhaPlatt2023,V0StrongBaseline,safeconf_linear_ranker_risk,risk,0.9,283,255,0.34811448347246077,0.2649194617370567
santinha_chemical_group,SantinhaPlatt2023,V0StrongBaseline,safeconf_linear_ranker_risk,risk,0.8,283,227,0.3614726163800495,0.269853324522431
santinha_chemical_group,SantinhaPlatt2023,V0StrongBaseline,safeconf_linear_ranker_risk,risk,0.7,283,199,0.3745166635117791,0.2821877695135633
santinha_chemical_group,SantinhaPlatt2023,V0StrongBaseline,safeconf_linear_ranker_risk,risk,0.6,283,170,0.3679915631119334,0.27923275760710065
santinha_chemical_group,SantinhaPlatt2023,V0StrongBaseline,safeconf_linear_ranker_risk,risk,0.5,283,142,0.37183341518002716,0.28024228700527676
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,ContextSimBaseline,lodo_error_ranker_risk,risk,1.0,564,564,0.06041127089937684,0.04794167206955205
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,ContextSimBaseline,lodo_error_ranker_risk,risk,0.9,564,508,0.059108295836091125,0.04766448737909
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,ContextSimBaseline,lodo_error_ranker_risk,risk,0.8,564,452,0.06104510197304882,0.048273560723390146
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,ContextSimBaseline,lodo_error_ranker_risk,risk,0.7,564,395,0.063294700907836,0.0490537662992136
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,ContextSimBaseline,lodo_error_ranker_risk,risk,0.6,564,339,0.05870861022801441,0.0484617168803205
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,ContextSimBaseline,lodo_error_ranker_risk,risk,0.5,564,282,0.05954373291383484,0.04797786774152065
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,ContextSimBaseline,model_disagreement_risk,risk,1.0,564,564,0.06041127089937684,0.04794167206955205
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,ContextSimBaseline,model_disagreement_risk,risk,0.9,564,508,0.05315526918292639,0.046664801809859505
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,ContextSimBaseline,model_disagreement_risk,risk,0.8,564,452,0.050127086612127024,0.04586717797220745
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,ContextSimBaseline,model_disagreement_risk,risk,0.7,564,395,0.04834417438006437,0.0447337552807572
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,ContextSimBaseline,model_disagreement_risk,risk,0.6,564,339,0.04699032883986065,0.0438185891333637
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,ContextSimBaseline,model_disagreement_risk,risk,0.5,564,282,0.045252506931413236,0.04337352944963145
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,ContextSimBaseline,protocol_v0_2_family_confidence,confidence,1.0,564,564,0.06041127089937684,0.04794167206955205
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,ContextSimBaseline,protocol_v0_2_family_confidence,confidence,0.9,564,508,0.05311357362287328,0.046664801809859505
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,ContextSimBaseline,protocol_v0_2_family_confidence,confidence,0.8,564,452,0.05092527913798591,0.04489229626649135
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,ContextSimBaseline,protocol_v0_2_family_confidence,confidence,0.7,564,395,0.05071612073016377,0.0443512372327903
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,ContextSimBaseline,protocol_v0_2_family_confidence,confidence,0.6,564,339,0.05066266991376878,0.0437029899511567
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,ContextSimBaseline,protocol_v0_2_family_confidence,confidence,0.5,564,282,0.05120203329923801,0.0443022698498002
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,ContextSimBaseline,safeconf_linear_ranker_risk,risk,1.0,564,564,0.06041127089937684,0.04794167206955205
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,ContextSimBaseline,safeconf_linear_ranker_risk,risk,0.9,564,508,0.055761192467639935,0.0475872148354123
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,ContextSimBaseline,safeconf_linear_ranker_risk,risk,0.8,564,452,0.05469701542770328,0.047781256090949145
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,ContextSimBaseline,safeconf_linear_ranker_risk,risk,0.7,564,395,0.05228181509324405,0.0475551004283949
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,ContextSimBaseline,safeconf_linear_ranker_risk,risk,0.6,564,339,0.05126555505483525,0.0467885759307106
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,ContextSimBaseline,safeconf_linear_ranker_risk,risk,0.5,564,282,0.05153799201309118,0.04640745931775935
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,V0StrongBaseline,lodo_error_ranker_risk,risk,1.0,564,564,0.055874737700885226,0.044650311984290106
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,V0StrongBaseline,lodo_error_ranker_risk,risk,0.9,564,508,0.05657366280640463,0.0446671639032417
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,V0StrongBaseline,lodo_error_ranker_risk,risk,0.8,564,452,0.05781635536186408,0.045392273998524704
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,V0StrongBaseline,lodo_error_ranker_risk,risk,0.7,564,395,0.05659594976778362,0.0449188390108183
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,V0StrongBaseline,lodo_error_ranker_risk,risk,0.6,564,339,0.05639719479284578,0.0449188390108183
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,V0StrongBaseline,lodo_error_ranker_risk,risk,0.5,564,282,0.05803004985746098,0.0471997457239907
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,V0StrongBaseline,model_disagreement_risk,risk,1.0,564,564,0.055874737700885226,0.044650311984290106
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,V0StrongBaseline,model_disagreement_risk,risk,0.9,564,508,0.049811755661675824,0.04304407798116805
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,V0StrongBaseline,model_disagreement_risk,risk,0.8,564,452,0.047209102458961226,0.04227438038198785
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,V0StrongBaseline,model_disagreement_risk,risk,0.7,564,395,0.04572692206948155,0.0415593253736981
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,V0StrongBaseline,model_disagreement_risk,risk,0.6,564,339,0.04459312327240809,0.0411623210440208
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,V0StrongBaseline,model_disagreement_risk,risk,0.5,564,282,0.043168726252368464,0.040891645836565946
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,V0StrongBaseline,protocol_v0_2_family_confidence,confidence,1.0,564,564,0.055874737700885226,0.044650311984290106
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,V0StrongBaseline,protocol_v0_2_family_confidence,confidence,0.9,564,508,0.04966737889416908,0.0428554642013647
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,V0StrongBaseline,protocol_v0_2_family_confidence,confidence,0.8,564,452,0.047858595001049886,0.0417594690061501
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,V0StrongBaseline,protocol_v0_2_family_confidence,confidence,0.7,564,395,0.04791596060647718,0.0412968252517191
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,V0StrongBaseline,protocol_v0_2_family_confidence,confidence,0.6,564,339,0.04797956224223753,0.0409533717080298
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,V0StrongBaseline,protocol_v0_2_family_confidence,confidence,0.5,564,282,0.04844699769222802,0.04089872335623765
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,V0StrongBaseline,safeconf_linear_ranker_risk,risk,1.0,564,564,0.055874737700885226,0.044650311984290106
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,V0StrongBaseline,safeconf_linear_ranker_risk,risk,0.9,564,508,0.05362585577294045,0.04464361842895525
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,V0StrongBaseline,safeconf_linear_ranker_risk,risk,0.8,564,452,0.05171358079794083,0.04464361842895525
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,V0StrongBaseline,safeconf_linear_ranker_risk,risk,0.7,564,395,0.05031006723173406,0.0440586335098498
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,V0StrongBaseline,safeconf_linear_ranker_risk,risk,0.6,564,339,0.049954262679661014,0.0439736800656503
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,V0StrongBaseline,safeconf_linear_ranker_risk,risk,0.5,564,282,0.05010612622329879,0.04364987744167365
